,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Tim Clark,81,-.301
1,2,2,Chris Riley,77,-.282
2,3,3,Jim Furyk,86,-.237
3,4,4,Bob Heintz,59,-.235
4,5,5,Rory Sabbatini,81,-.232
5,6,6,Camilo Villegas,76,-.221
6,7,7,Padraig Harrington,66,-.219
7,8,8,Jerry Kelly,90,-.217
8,9,9,Tiger Woods,64,-.216
9,10,10,Johnson Wagner,81,-.214
10,T11,T11,Anthony Kim,76,-.209
11,T11,T11,Bo Van Pelt,100,-.209
12,13,13,Greg Chalmers,85,-.199
13,14,14,Rich Beem,77,-.197
14,15,15,Corey Pavin,73,-.196
15,16,16,Mike Weir,85,-.192
16,17,17,Cliff Kresge,78,-.191
17,18,18,Justin Leonard,95,-.190
18,19,19,Steve Stricker,81,-.185
19,20,20,Bubba Watson,73,-.183
20,T21,T21,Jeff Maggert,79,-.181
21,T21,T21,Ian Poulter,59,-.181
22,23,23,Pat Perez,74,-.180
23,24,24,Jason Gore,74,-.179
24,25,25,Lee Janzen,74,-.168
25,26,26,Scott Sterling,51,-.167
26,T27,T27,Jason Bohn,88,-.166
27,T27,T27,Zach Johnson,94,-.166
28,T29,T29,Ángel Cabrera,55,-.162
29,T29,T29,Rod Pampling,72,-.162
30,31,31,Dustin Johnson,85,-.161
31,32,32,Bill Lunde,83,-.160
32,33,33,Casey Wittenberg,71,-.159
33,T34,T34,Aaron Baddeley,66,-.158
34,T34,T34,James Nitties,86,-.158
35,T34,T34,Vaughn Taylor,88,-.158
36,37,37,Tom Lehman,55,-.157
37,T38,T38,Michael Allen,73,-.154
38,T38,T38,Bryce Molder,69,-.154
39,T38,T38,Jeff Overton,92,-.154
40,T38,T38,David Toms,98,-.154
41,T42,T42,Kent Jones,73,-.152
42,T42,T42,Dean Wilson,81,-.152
43,44,44,Justin Rose,71,-.151
44,45,45,Brandt Snedeker,81,-.149
45,46,46,Colt Knost,71,-.145
46,T47,T47,Harrison Frazar,93,-.142
47,T47,T47,Steve Marino,98,-.142
48,49,49,Patrick Sheehan,51,-.141
49,50,50,Spencer Levin,75,-.140
50,T51,T51,Jarrod Lyle,65,-.136
51,T51,T51,Joe Ogilvie,85,-.136
52,53,53,Brian Gay,96,-.135
53,54,54,Stephen Ames,77,-.134
54,55,55,Charley Hoffman,97,-.133
55,T56,T56,Stewart Cink,79,-.132
56,T56,T56,Brendon de Jonge,90,-.132
57,T58,T58,Fred Couples,54,-.129
58,T58,T58,Joe Durant,62,-.129
59,T60,T60,Ben Crane,93,-.128
60,T60,T60,Luke Donald,79,-.128
61,62,62,Marc Leishman,91,-.127
62,T63,T63,Richard Johnson,85,-.126
63,T63,T63,Jeff Klauk,97,-.126
64,T63,T63,Leif Olson,51,-.126
65,T63,T63,Nicholas Thompson,96,-.126
66,T67,T67,Robert Allenby,71,-.125
67,T67,T67,J.J. Henry,97,-.125
68,T69,T69,Jonathan Byrd,89,-.124
69,T69,T69,Charlie Wi,92,-.124
70,T71,T71,Mark Brooks,55,-.123
71,T71,T71,Mark Calcavecchia,72,-.123
72,T71,T71,Davis Love III,89,-.123
73,T71,T71,Steve Lowery,83,-.123
74,T71,T71,Heath Slocum,95,-.123
75,T71,T71,Mark Wilson,99,-.123
76,T77,T77,Jason Dufner,90,-.121
77,T77,T77,Nathan Green,104,-.121
78,T79,T79,K.J. Choi,65,-.120
79,T79,T79,Bob Estes,78,-.120
80,T79,T79,John Senden,100,-.120
81,T82,T82,Bart Bryant,58,-.119
82,T82,T82,Webb Simpson,94,-.119
83,T82,T82,Scott Verplank,88,-.119
84,T85,T85,George McNeill,82,-.116
85,T85,T85,Greg Owen,97,-.116
86,87,87,Nick O'Hern,90,-.115
87,88,88,Matt Kuchar,82,-.114
88,T89,T89,Paul Goydos,79,-.112
89,T89,T89,Ryan Palmer,78,-.112
90,91,91,Charles Warren,63,-.110
91,92,92,Darron Stiles,52,-.108
92,93,93,Kevin Sutherland,96,-.107
93,94,94,John Mallinger,90,-.106
94,95,95,Chris DiMarco,97,-.105
95,96,96,Tommy Armour III,58,-.104
96,97,97,Ted Purdy,101,-.103
97,98,98,Chris Stroud,88,-.102
98,99,99,Sergio Garcia,59,-.100
99,100,100,Freddie Jacobson,83,-.099
100,101,101,Jay Williamson,69,-.098
101,T102,T102,Robert Garrigus,83,-.096
102,T102,T102,Todd Hamilton,83,-.096
103,T102,T102,Michael Letzig,96,-.096
104,T102,T102,Jeff Quinney,78,-.096
105,T102,T102,Chez Reavie,81,-.096
106,T107,T107,Stuart Appleby,79,-.095
107,T107,T107,Kevin Na,91,-.095
