,Approaches_from_75-100_yards_RANK THIS WEEK,Approaches_from_75-100_yards_RANK LAST WEEK,Approaches_from_75-100_yards_PLAYER NAME,Approaches_from_75-100_yards_ROUNDS,Approaches_from_75-100_yards_AVG,Approaches_from_75-100_yards_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_# OF ATTEMPTS,Approaches_from_75-100_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,81,"13' 0""",1038.5,80,-32
1,2,2,Sergio Garcia,59,"13' 2""",369.417,28,-11
2,3,3,Bo Van Pelt,100,"13' 9""",782.0830000000001,57,-14
3,4,4,Ernie Els,70,"13' 10""",663.0,48,-3
4,T5,T5,Justin Leonard,95,"14' 0""",1092.583,78,-15
5,T5,T5,Nick O'Hern,90,"14' 0""",1119.917,80,-19
6,T7,T7,Padraig Harrington,66,"14' 1""",548.25,39,-5
7,T7,T7,Camilo Villegas,76,"14' 1""",579.0830000000001,41,-3
8,T9,T9,Briny Baird,89,"14' 5""",1126.917,78,-11
9,T9,T9,David Toms,98,"14' 5""",1225.917,85,-12
10,11,11,Greg Chalmers,85,"14' 7""",759.3330000000001,52,-8
11,12,12,Dean Wilson,81,"14' 8""",1175.917,80,-25
12,T13,T13,Woody Austin,84,"14' 10""",1024.417,69,-13
13,T13,T13,Joe Durant,62,"14' 10""",743.0830000000001,50,-10
14,T13,T13,Bryce Molder,69,"14' 10""",1082.083,73,-15
15,T16,T16,Bob Estes,78,"15' 0""",795.0830000000001,53,-4
16,T16,T16,Webb Simpson,94,"15' 0""",1182.583,79,-18
17,18,18,Chris Riley,77,"15' 1""",1025.583,68,-14
18,T19,T19,Luke Donald,79,"15' 2""",939.0830000000001,62,-8
19,T19,T19,Johnson Wagner,81,"15' 2""",728.3330000000001,48,-1
20,T21,T21,Brian Gay,96,"15' 3""",1758.5,115,-20
21,T21,T21,John Merrick,91,"15' 3""",778.25,51,-16
22,T21,T21,Mike Weir,85,"15' 3""",1146.417,75,-16
23,T24,T24,Glen Day,79,"15' 4""",1101.75,72,-14
24,T24,T24,Heath Slocum,95,"15' 4""",1487.5,97,-13
25,T26,T26,Paul Goydos,79,"15' 5""",1126.583,73,-21
26,T26,T26,Charles Howell III,99,"15' 5""",1048.5,68,-10
27,T26,T26,Jeff Overton,92,"15' 5""",785.5830000000001,51,-7
28,T26,T26,Greg Owen,97,"15' 5""",970.0,63,-13
29,T26,T26,Chez Reavie,81,"15' 5""",1325.0829999999999,86,-9
30,T26,T26,Tiger Woods,64,"15' 5""",384.917,25,-4
31,T32,T32,Brett Quigley,92,"15' 6""",870.0830000000001,56,-5
32,T32,T32,Rory Sabbatini,81,"15' 6""",744.4169999999999,48,-4
33,T34,T34,David Duval,56,"15' 7""",606.6669999999999,39,-3
34,T34,T34,Jarrod Lyle,65,"15' 7""",732.5,47,-5
35,36,36,Jimmy Walker,74,"15' 10""",521.5830000000001,33,-4
36,T37,T37,Stephen Ames,77,"15' 11""",811.6669999999999,51,-15
37,T37,T37,John Rollins,92,"15' 11""",1177.25,74,-19
38,39,39,Brian Davis,103,"16' 0""",1246.0,78,-21
39,T40,T40,Bill Haas,91,"16' 1""",1111.167,69,-19
40,T40,T40,John Mallinger,90,"16' 1""",1030.583,64,-20
41,T42,T42,Ken Duke,87,"16' 3""",1105.0,68,-13
42,T42,T42,Zach Johnson,94,"16' 3""",1367.0,84,-16
43,T42,T42,Jeff Maggert,79,"16' 3""",1138.75,70,-13
44,T42,T42,Kevin Sutherland,96,"16' 3""",1153.25,71,-3
45,T46,T46,Stuart Appleby,79,"16' 4""",933.1669999999999,57,-11
46,T46,T46,Ryuji Imada,85,"16' 4""",898.9169999999999,55,-8
47,T48,T48,Daniel Chopra,89,"16' 5""",1135.0,69,-13
48,T48,T48,Jason Gore,74,"16' 5""",1003.75,61,-3
49,T48,T48,Kirk Triplett,60,"16' 5""",1215.333,74,-10
50,T51,T51,Tim Clark,81,"16' 6""",1269.333,77,-15
51,T51,T51,Kevin Na,91,"16' 6""",1022.4169999999999,62,-18
52,T51,T51,Tim Petrovic,97,"16' 6""",1154.333,70,-11
53,T54,T54,Chris DiMarco,97,"16' 7""",1687.25,102,-15
54,T54,T54,J.B. Holmes,74,"16' 7""",679.6669999999999,41,-10
55,T54,T54,Scott Verplank,88,"16' 7""",1555.0829999999999,94,-16
56,T57,T57,Stewart Cink,79,"16' 8""",934.6669999999999,56,-9
57,T57,T57,Jason Day,61,"16' 8""",649.25,39,-7
58,T57,T57,Brendon de Jonge,90,"16' 8""",932.3330000000001,56,-4
59,T60,T60,Aaron Baddeley,66,"16' 9""",637.25,38,-8
60,T60,T60,Jim Furyk,86,"16' 9""",1286.583,77,-12
61,62,62,Justin Rose,71,"16' 10""",842.75,50,-3
62,T63,T63,Matt Kuchar,82,"16' 11""",1303.25,77,-9
63,T63,T63,Charlie Wi,92,"16' 11""",1219.5,72,-12
64,T65,T65,Alex Cejka,82,"17' 0""",1037.0,61,-17
65,T65,T65,Charley Hoffman,97,"17' 0""",866.25,51,-14
66,T65,T65,David Mathis,82,"17' 0""",1157.083,68,-11
67,T65,T65,Marc Turnesa,77,"17' 0""",1172.5,69,-14
68,T69,T69,Sean O'Hair,80,"17' 1""",854.6669999999999,50,-12
69,T69,T69,Pat Perez,74,"17' 1""",854.4169999999999,50,-3
70,T71,T71,Lee Janzen,74,"17' 2""",1118.5,65,-5
71,T71,T71,Corey Pavin,73,"17' 2""",859.8330000000001,50,-10
72,73,73,Anthony Kim,76,"17' 3""",1279.5,74,-5
73,T74,T74,Kris Blanks,60,"17' 4""",901.6669999999999,52,-7
74,T74,T74,Jason Bohn,88,"17' 4""",1402.6670000000001,81,-5
75,T74,T74,Chad Campbell,90,"17' 4""",1301.25,75,-16
76,T74,T74,Jason Dufner,90,"17' 4""",1006.8330000000001,58,-10
77,T74,T74,Hunter Mahan,94,"17' 4""",970.3330000000001,56,-3
78,T74,T74,Brandt Snedeker,81,"17' 4""",1124.917,65,-1
79,T74,T74,Nicholas Thompson,96,"17' 4""",1161.0,67,-10
80,T74,T74,Matt Weibring,65,"17' 4""",816.25,47,-3
81,T82,T82,Derek Fathauer,63,"17' 5""",663.25,38,-8
82,T82,T82,Steve Flesch,77,"17' 5""",886.1669999999999,51,-4
83,T82,T82,Bob Heintz,59,"17' 5""",1062.0,61,-14
84,T82,T82,Andres Romero,58,"17' 5""",540.0,31,-4
85,T82,T82,Jay Williamson,69,"17' 5""",1148.333,66,-4
86,T87,T87,Aron Price,89,"17' 6""",1436.75,82,-7
87,T87,T87,Brendon Todd,53,"17' 6""",960.6669999999999,55,-6
88,T87,T87,D.J. Trahan,96,"17' 6""",1083.75,62,-12
89,T90,T90,Robert Garrigus,83,"17' 7""",492.583,28,+3
90,T90,T90,Nathan Green,104,"17' 7""",1141.5,65,E
91,T90,T90,Richard Johnson,85,"17' 7""",1422.9170000000001,81,-9
92,T90,T90,John Senden,100,"17' 7""",1178.75,67,-15
93,T94,T94,Harrison Frazar,93,"17' 8""",1150.083,65,+3
94,T94,T94,Tim Herron,87,"17' 8""",1128.75,64,-7
95,T94,T94,Darron Stiles,52,"17' 8""",902.25,51,+1
96,T97,T97,Michael Allen,73,"17' 9""",692.0,39,-2
97,T97,T97,Ben Crane,93,"17' 9""",1314.25,74,-3
98,T97,T97,Ben Curtis,63,"17' 9""",921.75,52,-12
99,T100,T100,Spencer Levin,75,"17' 10""",819.9169999999999,46,-10
100,T100,T100,Bubba Watson,73,"17' 10""",642.9169999999999,36,+3
101,T102,T102,Fred Couples,54,"17' 11""",769.0,43,E
102,T102,T102,Leif Olson,51,"17' 11""",681.25,38,-1
103,T102,T102,Vaughn Taylor,88,"17' 11""",1467.3329999999999,82,-7
104,T105,T105,Will MacKenzie,69,"18' 0""",864.9169999999999,48,-6
105,T105,T105,Ryan Palmer,78,"18' 0""",1081.0,60,+1
106,T107,T107,Brad Adamonis,70,"18' 1""",977.6669999999999,54,+8
107,T107,T107,Bart Bryant,58,"18' 1""",1066.167,59,E
108,T109,T109,Cameron Beckman,87,"18' 2""",1402.0,77,-6
109,T109,T109,Kevin Stadler,65,"18' 2""",871.3330000000001,48,-6
110,111,111,Steve Lowery,83,"18' 3""",966.1669999999999,53,E
111,T112,T112,Mark Calcavecchia,72,"18' 4""",750.5830000000001,41,-5
112,T112,T112,Michael Letzig,96,"18' 4""",1173.833,64,-6
113,T112,T112,Phil Mickelson,66,"18' 4""",514.0830000000001,28,+1
114,T115,T115,Ricky Barnes,67,"18' 5""",682.4169999999999,37,-4
115,T115,T115,Joe Ogilvie,85,"18' 5""",1362.75,74,-15
116,T115,T115,Kenny Perry,92,"18' 5""",1620.6670000000001,88,-9
117,T115,T115,Patrick Sheehan,51,"18' 5""",940.6669999999999,51,-7
118,T119,T119,Freddie Jacobson,83,"18' 6""",1147.583,62,-15
119,T119,T119,Jerry Kelly,90,"18' 6""",1571.4170000000001,85,-9
120,T121,T121,Steve Elkington,70,"18' 8""",950.0,51,-18
121,T121,T121,Charles Warren,63,"18' 8""",913.3330000000001,49,-4
122,T123,T123,Scott Piercy,85,"18' 9""",1013.8330000000001,54,-15
123,T123,T123,Jeff Quinney,78,"18' 9""",1540.4170000000001,82,-5
124,T123,T123,Scott Sterling,51,"18' 9""",825.5830000000001,44,+1
125,126,126,Vijay Singh,71,"18' 10""",959.75,51,-3
126,T127,T127,J.J. Henry,97,"18' 11""",1019.5,54,-3
127,T127,T127,Peter Lonard,86,"18' 11""",1303.167,69,-4
128,T127,T127,Davis Love III,89,"18' 11""",1078.917,57,-2
129,T127,T127,Steve Marino,98,"18' 11""",1626.3329999999999,86,-9
130,T127,T127,Parker McLachlin,71,"18' 11""",985.5830000000001,52,E
131,T127,T127,Chris Stroud,88,"18' 11""",1266.667,67,-6
132,T127,T127,Gary Woodland,53,"18' 11""",604.6669999999999,32,-4
133,T134,T134,Brian Bateman,55,"19' 0""",1007.8330000000001,53,-3
134,T134,T134,Tom Pernice Jr.,82,"19' 0""",1386.0829999999999,73,-11
135,136,136,Bill Lunde,83,"19' 3""",1268.083,66,+2
136,T137,T137,Rich Beem,77,"19' 4""",985.6669999999999,51,-6
137,T137,T137,Jeff Klauk,97,"19' 4""",1800.4170000000001,93,-17
138,T137,T137,George McNeill,82,"19' 4""",1119.75,58,-7
139,T140,T140,Matt Bettencourt,98,"19' 6""",1387.3329999999999,71,-1
140,T140,T140,Lucas Glover,93,"19' 6""",1113.167,57,-6
141,T142,T142,Matt Jones,56,"19' 7""",783.6669999999999,40,E
142,T142,T142,Tom Lehman,55,"19' 7""",763.6669999999999,39,+2
143,T142,T142,D.A. Points,99,"19' 7""",1547.75,79,-12
144,145,145,Tommy Armour III,58,"19' 9""",1342.1670000000001,68,-13
145,146,146,Mark Wilson,99,"19' 10""",1802.9170000000001,91,-5
146,147,147,Ted Purdy,101,"19' 11""",1752.8329999999999,88,-4
147,T148,T148,Jonathan Byrd,89,"20' 0""",1160.833,58,E
148,T148,T148,Retief Goosen,74,"20' 0""",939.75,47,+1
149,T150,T150,Kent Jones,73,"20' 1""",1164.0,58,-7
150,T150,T150,Marc Leishman,91,"20' 1""",1224.333,61,-1
151,T150,T150,Tag Ridings,50,"20' 1""",521.75,26,-2
152,T153,T153,James Nitties,86,"20' 2""",1372.5829999999999,68,+1
153,T153,T153,Geoff Ogilvy,78,"20' 2""",1007.0,50,-13
154,T155,T155,Adam Scott,53,"20' 3""",668.4169999999999,33,+1
155,T155,T155,Boo Weekley,79,"20' 3""",1235.333,61,-2
156,157,157,Rocco Mediate,79,"20' 4""",1200.417,59,-4
157,158,158,Greg Kraft,51,"20' 5""",1327.6670000000001,65,+5
158,T159,T159,Ryan Moore,89,"20' 6""",1084.833,53,-8
159,T159,T159,Kevin Streelman,97,"20' 6""",1434.3329999999999,70,+1
160,161,161,Cliff Kresge,78,"20' 7""",1358.25,66,-10
161,T162,T162,Robert Allenby,71,"20' 8""",598.5830000000001,29,-8
162,T162,T162,K.J. Choi,65,"20' 8""",1303.667,63,-2
