,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Tiger Woods,64,-.459
1,2,2,Adam Scott,53,-.407
2,3,3,Bill Haas,91,-.378
3,4,4,Lucas Glover,93,-.344
4,5,5,Camilo Villegas,76,-.341
5,T6,T6,Kris Blanks,60,-.333
6,T6,T6,Harrison Frazar,93,-.333
7,8,8,Martin Laird,72,-.324
8,9,9,Jeff Maggert,79,-.316
9,10,10,Retief Goosen,74,-.296
10,11,11,Nick Watney,86,-.295
11,12,12,Robert Garrigus,83,-.288
12,T13,T13,Kevin Sutherland,96,-.268
13,T13,T13,Bo Van Pelt,100,-.268
14,15,15,Rich Beem,77,-.263
15,16,16,Andres Romero,58,-.258
16,17,17,Peter Tomasulo,61,-.250
17,18,18,Michael Letzig,96,-.245
18,19,19,Tommy Armour III,58,-.227
19,20,20,Sean O'Hair,80,-.226
20,21,21,Anthony Kim,76,-.225
21,22,22,Matt Kuchar,82,-.213
22,23,23,Scott Piercy,85,-.211
23,24,24,K.J. Choi,65,-.208
24,25,25,Ted Purdy,101,-.204
25,T26,T26,Jonathan Byrd,89,-.200
26,T26,T26,Davis Love III,89,-.200
27,T26,T26,Will MacKenzie,69,-.200
28,T26,T26,Pat Perez,74,-.200
29,T26,T26,D.J. Trahan,96,-.200
30,31,31,Tim Clark,81,-.192
31,T32,T32,Troy Matteson,95,-.190
32,T32,T32,Jimmy Walker,74,-.190
33,34,34,Zach Johnson,94,-.189
34,T35,T35,Ben Crane,93,-.188
35,T35,T35,Steve Stricker,81,-.188
36,37,37,Ryan Palmer,78,-.186
37,38,38,Ángel Cabrera,55,-.185
38,39,39,Fred Couples,54,-.182
39,40,40,Charles Warren,63,-.179
40,41,41,Cameron Beckman,87,-.174
41,42,42,Charles Howell III,99,-.172
42,43,43,Mathew Goggin,76,-.171
43,T44,T44,Sergio Garcia,59,-.160
44,T44,T44,Geoff Ogilvy,78,-.160
45,46,46,J.J. Henry,97,-.158
46,T47,T47,Jason Day,61,-.154
47,T47,T47,Y.E. Yang,83,-.154
48,49,49,Mark Calcavecchia,72,-.150
49,50,50,Tim Petrovic,97,-.148
50,T51,T51,Robert Allenby,71,-.147
51,T51,T51,John Rollins,92,-.147
52,53,53,Hunter Mahan,94,-.146
53,54,54,Steve Marino,98,-.136
54,55,55,Kevin Stadler,65,-.133
55,56,56,Bryce Molder,69,-.130
56,57,57,Jim Furyk,86,-.129
57,58,58,Spencer Levin,75,-.128
58,T59,T59,Stuart Appleby,79,-.119
59,T59,T59,Webb Simpson,94,-.119
60,T61,T61,Ernie Els,70,-.118
61,T61,T61,Bubba Watson,73,-.118
62,63,63,Freddie Jacobson,83,-.115
63,T64,T64,Rory Sabbatini,81,-.111
64,T64,T64,Chris Stroud,88,-.111
65,66,66,Charley Hoffman,97,-.105
66,67,67,Rocco Mediate,79,-.098
67,68,68,Matt Jones,56,-.097
68,69,69,Chris DiMarco,97,-.095
69,T70,T70,Brendon de Jonge,90,-.094
70,T70,T70,Aron Price,89,-.094
71,T72,T72,Ben Curtis,63,-.091
72,T72,T72,John Merrick,91,-.091
73,T74,T74,Dustin Johnson,85,-.086
74,T74,T74,Ryan Moore,89,-.086
75,T74,T74,Justin Rose,71,-.086
76,77,77,Scott McCarron,91,-.085
77,78,78,Johnson Wagner,81,-.082
78,T79,T79,Kenny Perry,92,-.080
79,T79,T79,Gary Woodland,53,-.080
80,81,81,Chad Campbell,90,-.079
81,82,82,Marc Leishman,91,-.077
82,83,83,Jason Dufner,90,-.070
83,84,84,Vijay Singh,71,-.067
84,85,85,Bill Lunde,83,-.065
85,86,86,Alex Cejka,82,-.063
86,87,87,Tom Pernice Jr.,82,-.054
87,T88,T88,Greg Chalmers,85,-.053
88,T88,T88,Kevin Streelman,97,-.053
89,90,90,Kirk Triplett,60,-.050
90,T91,T91,Brad Adamonis,70,-.049
91,T91,T91,Jeff Quinney,78,-.049
92,93,93,Joe Durant,62,-.048
93,94,94,Greg Owen,97,-.045
94,95,95,George McNeill,82,-.042
95,96,96,Daniel Chopra,89,-.040
96,97,97,John Senden,100,-.038
97,T98,T98,Brian Davis,103,-.036
98,T98,T98,Todd Hamilton,83,-.036
99,T98,T98,Boo Weekley,79,-.036
100,101,101,Ian Poulter,59,-.034
101,102,102,Brian Bateman,55,-.029
102,103,103,Carl Pettersson,86,-.027
103,104,104,Ken Duke,87,-.026
104,105,105,Stephen Ames,77,-.024
105,106,106,Charlie Wi,92,-.023
106,107,107,D.A. Points,99,-.020
107,108,108,Parker McLachlin,71,-.017
108,T109,T109,Aaron Baddeley,66,E
109,T109,T109,Briny Baird,89,E
110,T109,T109,Luke Donald,79,E
111,T109,T109,Steve Flesch,77,E
112,T109,T109,Tim Herron,87,E
113,T109,T109,J.B. Holmes,74,E
114,T109,T109,Billy Mayfair,83,E
115,T109,T109,Phil Mickelson,66,E
116,T109,T109,Leif Olson,51,E
117,T109,T109,Rick Price,54,E
118,T109,T109,Scott Verplank,88,E
119,T109,T109,Brian Vranesh,51,E
120,T109,T109,Jay Williamson,69,E
121,122,122,Jeff Overton,92,+.016
122,123,123,Nicholas Thompson,96,+.030
123,124,124,Mark Wilson,99,+.031
124,125,125,Jarrod Lyle,65,+.034
125,126,126,Chris Riley,77,+.038
126,127,127,Jason Gore,74,+.040
127,128,128,Bob Heintz,59,+.045
128,129,129,Brett Quigley,92,+.050
129,130,130,James Nitties,86,+.051
130,131,131,Chez Reavie,81,+.053
131,132,132,Heath Slocum,95,+.056
132,T133,T133,Michael Allen,73,+.057
133,T133,T133,Steve Lowery,83,+.057
134,135,135,Padraig Harrington,66,+.059
135,136,136,Nathan Green,104,+.060
136,137,137,Kevin Na,91,+.062
137,138,138,Ryuji Imada,85,+.068
138,139,139,Jason Bohn,88,+.071
139,T140,T140,Stewart Cink,79,+.077
140,T140,T140,Brian Gay,96,+.077
141,142,142,Rod Pampling,72,+.079
142,143,143,Scott Sterling,51,+.083
143,144,144,Vaughn Taylor,88,+.089
144,T145,T145,Justin Leonard,95,+.091
145,T145,T145,Brandt Snedeker,81,+.091
146,147,147,Steve Elkington,70,+.100
147,148,148,David Mathis,82,+.107
148,149,149,Jeff Klauk,97,+.108
149,150,150,Mike Weir,85,+.109
150,151,151,Bob Estes,78,+.118
151,T152,T152,Matt Bettencourt,98,+.121
152,T152,T152,Cliff Kresge,78,+.121
153,154,154,Tag Ridings,50,+.125
154,155,155,John Mallinger,90,+.128
155,156,156,Glen Day,79,+.129
156,157,157,Woody Austin,84,+.135
157,158,158,David Toms,98,+.136
158,159,159,Joe Ogilvie,85,+.146
159,160,160,Kent Jones,73,+.148
160,161,161,Tom Lehman,55,+.158
161,162,162,Jerry Kelly,90,+.180
162,163,163,Mark Brooks,55,+.182
163,164,164,David Duval,56,+.185
164,165,165,Ricky Barnes,67,+.189
165,T166,T166,Matt Weibring,65,+.190
166,T166,T166,Casey Wittenberg,71,+.190
167,168,168,Colt Knost,71,+.214
168,169,169,Nick O'Hern,90,+.255
169,170,170,Derek Fathauer,63,+.258
170,171,171,Dean Wilson,81,+.273
171,172,172,Marc Turnesa,77,+.279
172,T173,T173,Lee Janzen,74,+.286
173,T173,T173,Corey Pavin,73,+.286
174,175,175,Eric Axley,71,+.288
175,176,176,Paul Goydos,79,+.303
176,T177,T177,Richard Johnson,85,+.308
177,T177,T177,Darron Stiles,52,+.308
