,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
41,T39,T39,John Merrick,91,"30' 4""",875,26565.667,-50.0
42,T43,T43,Bart Bryant,58,"30' 5""",764,23264.917,-2.0
43,T43,T43,Bob Heintz,59,"30' 5""",702,21343.667,-74.0
44,T43,T43,Tag Ridings,50,"30' 5""",496,15105.083,-58.0
45,T46,T46,Padraig Harrington,66,"30' 6""",604,18435.75,-68.0
46,T46,T46,Kenny Perry,92,"30' 6""",1006,30677.583,-102.0
47,T48,T48,Jason Day,61,"30' 7""",650,19865.417,-69.0
48,T48,T48,Harrison Frazar,93,"30' 7""",1022,31258.25,-99.0
49,T48,T48,Todd Hamilton,83,"30' 7""",867,26507.667,-30.0
50,T48,T48,Kevin Na,91,"30' 7""",1053,32166.333,-121.0
51,T48,T48,Scott Verplank,88,"30' 7""",1117,34123.5,-120.0
52,T48,T48,Gary Woodland,53,"30' 7""",433,13251.25,-3.0
53,T54,T54,Ken Duke,87,"30' 8""",933,28643.583,-61.0
54,T54,T54,Retief Goosen,74,"30' 8""",744,22846.917,-69.0
55,T54,T54,Matt Kuchar,82,"30' 8""",981,30061.667,-105.0
56,T54,T54,Marc Leishman,91,"30' 8""",1072,32873.333,-80.0
57,T54,T54,Davis Love III,89,"30' 8""",988,30322.667,-90.0
58,T54,T54,Camilo Villegas,76,"30' 8""",734,22507.417,-61.0
59,T54,T54,Bubba Watson,73,"30' 8""",687,21083.833,-59.0
60,T61,T61,Briny Baird,89,"30' 9""",1009,31058.25,-81.0
61,T61,T61,Charley Hoffman,97,"30' 9""",1084,33317.667,-116.0
62,T61,T61,Sean O'Hair,80,"30' 9""",742,22812.667,-79.0
63,T61,T61,Rory Sabbatini,81,"30' 9""",827,25405.583,-104.0
64,T61,T61,Charles Warren,63,"30' 9""",716,22003.333,-42.0
65,T66,T66,Jason Dufner,90,"30' 10""",1075,33127.417,-80.0
66,T66,T66,Rocco Mediate,79,"30' 10""",873,26886.667,-30.0
67,T68,T68,Stuart Appleby,79,"30' 11""",853,26357.417,-12.0
68,T68,T68,Woody Austin,84,"30' 11""",1033,31928.167,-83.0
69,T68,T68,Ángel Cabrera,55,"30' 11""",439,13570.0,-30.0
70,T68,T68,Steve Marino,98,"30' 11""",1126,34780.167,-113.0
71,T72,T72,Leif Olson,51,"31' 0""",539,16692.833,-8.0
72,T72,T72,Greg Owen,97,"31' 0""",1128,34928.75,-81.0
73,T72,T72,Chez Reavie,81,"31' 0""",1007,31233.667,-63.0
74,T72,T72,John Senden,100,"31' 0""",1257,39004.25,-137.0
75,T76,T76,Stewart Cink,79,"31' 1""",751,23370.417,-65.0
76,T76,T76,Luke Donald,79,"31' 1""",821,25537.333,-91.0
77,T76,T76,Rod Pampling,72,"31' 1""",865,26896.917,-95.0
78,T76,T76,Brandt Snedeker,81,"31' 1""",915,28463.5,-82.0
79,T76,T76,Vaughn Taylor,88,"31' 1""",1090,33902.5,-85.0
80,T81,T81,Rich Beem,77,"31' 2""",767,23922.5,-55.0
81,T81,T81,Mark Calcavecchia,72,"31' 2""",798,24874.667,-41.0
82,T81,T81,J.J. Henry,97,"31' 2""",1136,35382.25,-89.0
83,T81,T81,Jerry Kelly,90,"31' 2""",1050,32767.0,-102.0
84,T81,T81,Cliff Kresge,78,"31' 2""",930,28959.75,-35.0
85,T81,T81,Brett Quigley,92,"31' 2""",985,30685.917,-80.0
86,T87,T87,K.J. Choi,65,"31' 3""",684,21364.333,-46.0
87,T87,T87,Chris DiMarco,97,"31' 3""",1186,37078.25,-71.0
88,T87,T87,Anthony Kim,76,"31' 3""",703,21939.583,-85.0
89,T87,T87,Bill Lunde,83,"31' 3""",1017,31778.083,-73.0
90,T87,T87,Jeff Maggert,79,"31' 3""",1011,31627.167,-58.0
91,T92,T92,Billy Mayfair,83,"31' 4""",985,30829.167,-25.0
92,T92,T92,Ted Purdy,101,"31' 4""",1182,37082.75,-68.0
93,T92,T92,Bo Van Pelt,100,"31' 4""",1100,34484.917,-125.0
94,T95,T95,Steve Flesch,77,"31' 5""",850,26675.417,-41.0
95,T95,T95,Troy Matteson,95,"31' 5""",1138,35728.667,-75.0
96,T95,T95,Kevin Streelman,97,"31' 5""",1150,36119.083,-69.0
97,T95,T95,Nicholas Thompson,96,"31' 5""",1148,36050.083,-74.0
98,T95,T95,Jimmy Walker,74,"31' 5""",762,23946.917,-57.0
99,T95,T95,Y.E. Yang,83,"31' 5""",903,28390.167,-77.0
100,T101,T101,Brian Davis,103,"31' 6""",1234,38844.833,-102.0
101,T101,T101,Bob Estes,78,"31' 6""",966,30452.833,-86.0
102,T101,T101,Paul Goydos,79,"31' 6""",932,29376.667,-73.0
103,T101,T101,Tim Herron,87,"31' 6""",1020,32126.667,-68.0
104,T101,T101,Ian Poulter,59,"31' 6""",565,17817.25,-58.0
105,T101,T101,Aron Price,89,"31' 6""",1038,32710.333,-36.0
106,T101,T101,Vijay Singh,71,"31' 6""",649,20453.0,-36.0
107,T101,T101,Kevin Sutherland,96,"31' 6""",998,31454.083,-106.0
108,T109,T109,Michael Allen,73,"31' 7""",815,25750.0,-70.0
109,T109,T109,Charles Howell III,99,"31' 7""",1049,33121.0,-87.0
110,T109,T109,John Mallinger,90,"31' 7""",969,30598.833,-92.0
111,T109,T109,Phil Mickelson,66,"31' 7""",555,17514.0,-52.0
112,T109,T109,Boo Weekley,79,"31' 7""",896,28267.083,-48.0
113,T114,T114,Mark Brooks,55,"31' 8""",579,18326.833,-20.0
114,T114,T114,Ben Crane,93,"31' 8""",1121,35497.25,-88.0
115,T114,T114,Glen Day,79,"31' 8""",887,28087.0,-31.0
116,T114,T114,Steve Elkington,70,"31' 8""",860,27256.417,-76.0
117,T114,T114,Jason Gore,74,"31' 8""",840,26597.417,-19.0
118,T114,T114,Tom Pernice Jr.,82,"31' 8""",1004,31785.583,-51.0
119,T114,T114,D.A. Points,99,"31' 8""",1203,38071.583,-73.0
120,T121,T121,Brad Adamonis,70,"31' 9""",787,24995.917,-40.0
121,T121,T121,Greg Kraft,51,"31' 9""",548,17416.417,15.0
122,T121,T121,Webb Simpson,94,"31' 9""",1131,35881.0,-94.0
123,T124,T124,Colt Knost,71,"31' 10""",794,25243.0,-42.0
124,T124,T124,Corey Pavin,73,"31' 10""",773,24590.5,-56.0
125,T124,T124,Pat Perez,74,"31' 10""",843,26802.167,-78.0
126,T124,T124,Rick Price,54,"31' 10""",562,17869.25,1.0
127,T124,T124,Justin Rose,71,"31' 10""",772,24558.667,-57.0
128,T124,T124,Kirk Triplett,60,"31' 10""",799,25418.5,-21.0
129,T130,T130,Matt Jones,56,"31' 11""",555,17702.833,-73.0
130,T130,T130,Jeff Overton,92,"31' 11""",917,29243.083,-75.0
131,T132,T132,Brendon de Jonge,90,"32' 0""",1034,33069.583,-69.0
132,T132,T132,George McNeill,82,"32' 0""",990,31654.667,-87.0
133,T132,T132,Ryan Palmer,78,"32' 0""",907,28988.0,-65.0
134,T132,T132,Johnson Wagner,81,"32' 0""",1002,32095.583,-65.0
135,T132,T132,Nick Watney,86,"32' 0""",858,27475.833,-85.0
136,T137,T137,Mathew Goggin,76,"32' 1""",819,26294.5,-40.0
137,T137,T137,Bill Haas,91,"32' 1""",1092,34997.0,-73.0
138,T137,T137,Richard Johnson,85,"32' 1""",1051,33696.583,-49.0
139,T137,T137,Kent Jones,73,"32' 1""",868,27865.667,-32.0
140,T141,T141,Brian Bateman,55,"32' 2""",605,19449.917,-17.0
141,T141,T141,Ryan Moore,89,"32' 2""",1011,32520.25,-89.0
142,T141,T141,Charlie Wi,92,"32' 2""",1076,34654.833,-93.0
143,T141,T141,Mark Wilson,99,"32' 2""",1238,39852.167,-100.0
144,T145,T145,Freddie Jacobson,83,"32' 3""",931,30009.417,-75.0
145,T145,T145,Michael Letzig,96,"32' 3""",1089,35155.667,-94.0
146,T145,T145,Peter Lonard,86,"32' 3""",1080,34836.583,-16.0
147,T148,T148,David Duval,56,"32' 4""",528,17065.917,-3.0
148,T148,T148,Will MacKenzie,69,"32' 4""",818,26442.917,-20.0
149,150,150,Spencer Levin,75,"32' 5""",901,29196.917,-65.0
150,T151,T151,J.B. Holmes,74,"32' 6""",687,22355.583,-4.0
151,T151,T151,Geoff Ogilvy,78,"32' 6""",739,24030.917,-93.0
152,T151,T151,Tim Petrovic,97,"32' 6""",1177,38232.417,-110.0
153,154,154,Casey Wittenberg,71,"32' 7""",705,22984.0,-56.0
154,T155,T155,Jonathan Byrd,89,"32' 8""",1059,34589.917,-96.0
155,T155,T155,James Nitties,86,"32' 8""",984,32144.667,-72.0
156,T155,T155,Peter Tomasulo,61,"32' 8""",613,20007.083,-15.0
157,158,158,Daniel Chopra,89,"32' 9""",1027,33638.25,-88.0
158,T159,T159,Aaron Baddeley,66,"32' 11""",725,23844.833,-31.0
159,T159,T159,Carl Pettersson,86,"32' 11""",932,30649.167,-42.0
160,T159,T159,Chris Riley,77,"32' 11""",962,31654.75,-100.0
161,T159,T159,Adam Scott,53,"32' 11""",532,17531.417,-19.0
162,T163,T163,Jarrod Lyle,65,"33' 1""",655,21689.083,-23.0
163,T163,T163,Joe Ogilvie,85,"33' 1""",970,32072.667,-78.0
164,T163,T163,Andres Romero,58,"33' 1""",479,15859.333,-37.0
165,166,166,Steve Lowery,83,"33' 2""",1035,34336.25,-58.0
166,T167,T167,Scott McCarron,91,"33' 4""",1140,38017.583,-91.0
167,T167,T167,Brendon Todd,53,"33' 4""",638,21282.917,2.0
168,T167,T167,Brian Vranesh,51,"33' 4""",572,19056.417,-9.0
169,170,170,Matt Bettencourt,98,"33' 5""",1086,36333.25,-73.0
170,T171,T171,David Mathis,82,"33' 7""",913,30642.917,-44.0
171,T171,T171,Scott Piercy,85,"33' 7""",932,31294.583,-64.0
172,173,173,Martin Laird,72,"33' 9""",803,27087.083,-49.0
173,T174,T174,Greg Chalmers,85,"33' 10""",947,32031.167,-99.0
174,T174,T174,Jeff Klauk,97,"33' 10""",1269,42910.333,-62.0
175,176,176,Derek Fathauer,63,"33' 11""",619,20977.833,-19.0
176,177,177,Nathan Green,104,"34' 0""",1198,40777.333,-48.0
177,178,178,Eric Axley,71,"34' 2""",716,24456.833,-7.0
178,T179,T179,Ben Curtis,63,"34' 8""",641,22220.417,-20.0
179,T179,T179,Ryuji Imada,85,"34' 8""",888,30769.667,-60.0
180,181,181,John Rollins,92,"34' 11""",1056,36895.083,-73.0
181,182,182,Marc Turnesa,77,"35' 4""",966,34166.333,10.0
182,183,183,Parker McLachlin,71,"35' 6""",824,29252.833,-6.0
183,184,184,Brad Faxon,59,"37' 0""",662,24520.167,27.0
