,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
34,T34,T34,Justin Leonard,95,21.56,47,218
35,36,36,Matt Kuchar,82,21.53,45,209
36,37,37,David Toms,98,21.51,54,251
37,38,38,Johnson Wagner,81,21.46,44,205
38,T39,T39,Harrison Frazar,93,21.3,59,277
39,T39,T39,Charlie Wi,92,21.3,49,230
40,41,41,Jason Dufner,90,21.21,56,264
41,42,42,Bill Lunde,83,21.12,53,251
42,43,43,Mark Calcavecchia,72,21.11,38,180
43,44,44,Tiger Woods,64,21.09,27,128
44,45,45,Joe Durant,62,21.01,25,119
45,46,46,Fred Couples,54,20.98,30,143
46,47,47,Spencer Levin,75,20.97,39,186
47,T48,T48,Jeff Overton,92,20.96,48,229
48,T48,T48,Camilo Villegas,76,20.96,35,167
49,50,50,J.J. Henry,97,20.88,57,273
50,51,51,Brendon Todd,53,20.87,24,115
51,T52,T52,Ángel Cabrera,55,20.83,25,120
52,T52,T52,Scott Verplank,88,20.83,45,216
53,54,54,Boo Weekley,79,20.79,42,202
54,55,55,Brian Vranesh,51,20.74,28,135
55,56,56,Peter Lonard,86,20.73,40,193
56,57,57,Nathan Green,104,20.7,53,256
57,58,58,Kent Jones,73,20.6,41,199
58,59,59,Ted Purdy,101,20.58,57,277
59,60,60,Mike Weir,85,20.53,39,190
60,61,61,Nick O'Hern,90,20.52,47,229
61,62,62,Rich Beem,77,20.47,35,171
62,63,63,John Mallinger,90,20.42,39,191
63,64,64,Mark Brooks,55,20.41,20,98
64,65,65,Joe Ogilvie,85,20.32,51,251
65,66,66,Steve Marino,98,20.3,55,271
66,67,67,Brendon de Jonge,90,20.24,51,252
67,T68,T68,Luke Donald,79,20.23,35,173
68,T68,T68,Colt Knost,71,20.23,35,173
69,70,70,Steve Lowery,83,20.16,50,248
70,71,71,Webb Simpson,94,20.14,58,288
71,T72,T72,Woody Austin,84,19.91,43,216
72,T72,T72,Brian Gay,96,19.91,45,226
73,T74,T74,Robert Allenby,71,19.88,34,171
74,T74,T74,Jarrod Lyle,65,19.88,32,161
75,76,76,Glen Day,79,19.87,31,156
76,77,77,Sergio Garcia,59,19.86,28,141
77,78,78,Heath Slocum,95,19.84,50,252
78,79,79,Lee Janzen,74,19.79,37,187
79,80,80,Jeff Quinney,78,19.66,35,178
80,81,81,Michael Allen,73,19.65,34,173
81,82,82,Ben Crane,93,19.58,47,240
82,83,83,James Nitties,86,19.55,43,220
83,84,84,Hunter Mahan,94,19.53,50,256
84,85,85,Casey Wittenberg,71,19.5,31,159
85,T86,T86,Bob Estes,78,19.49,38,195
86,T86,T86,Darron Stiles,52,19.49,23,118
87,88,88,Sean O'Hair,80,19.28,32,166
88,89,89,Jonathan Byrd,89,19.2,43,224
89,90,90,Greg Owen,97,19.18,47,245
90,91,91,Tom Pernice Jr.,82,19.07,37,194
91,92,92,Brian Davis,103,19.03,43,226
92,93,93,Charles Warren,63,19.02,31,163
93,94,94,Ryan Palmer,78,18.97,44,232
94,95,95,Jeff Klauk,97,18.95,47,248
95,96,96,Tommy Armour III,58,18.92,35,185
96,97,97,Kevin Streelman,97,18.84,55,292
97,98,98,Ernie Els,70,18.8,25,133
98,99,99,Paul Goydos,79,18.79,31,165
99,100,100,Ryuji Imada,85,18.75,33,176
100,T101,T101,Briny Baird,89,18.72,38,203
101,T101,T101,Todd Hamilton,83,18.72,35,187
102,103,103,Richard Johnson,85,18.45,38,206
103,104,104,Brett Quigley,92,18.43,40,217
104,105,105,Rocco Mediate,79,18.38,34,185
105,106,106,Andres Romero,58,18.33,22,120
106,107,107,Jason Day,61,18.24,29,159
107,108,108,Martin Laird,72,18.23,35,192
108,T109,T109,Chris DiMarco,97,18.15,45,248
109,T109,T109,Lucas Glover,93,18.15,45,248
110,111,111,Tom Lehman,55,18.09,17,94
111,112,112,Tim Herron,87,18.01,49,272
112,113,113,Scott McCarron,91,17.97,39,217
113,114,114,Jay Williamson,69,17.96,30,167
114,115,115,Kevin Sutherland,96,17.89,39,218
115,116,116,Ben Curtis,63,17.83,23,129
116,117,117,Kevin Na,91,17.75,41,231
117,118,118,Matt Bettencourt,98,17.74,47,265
118,T119,T119,Parker McLachlin,71,17.68,32,181
119,T119,T119,Marc Turnesa,77,17.68,35,198
120,121,121,Freddie Jacobson,83,17.67,38,215
121,122,122,John Merrick,91,17.59,35,199
122,123,123,Davis Love III,89,17.55,43,245
123,T124,T124,Greg Kraft,51,17.54,20,114
124,T124,T124,George McNeill,82,17.54,40,228
125,T124,T124,John Rollins,92,17.54,37,211
126,127,127,Ryan Moore,89,17.48,43,246
127,T128,T128,Mark Wilson,99,17.41,47,270
128,T128,T128,Y.E. Yang,83,17.41,39,224
129,130,130,Steve Flesch,77,17.37,33,190
130,131,131,Alex Cejka,82,17.32,31,179
131,132,132,Jimmy Walker,74,17.22,36,209
132,133,133,K.J. Choi,65,17.19,22,128
133,134,134,Tim Petrovic,97,17.18,39,227
134,135,135,Bill Haas,91,17.14,42,245
135,136,136,Nicholas Thompson,96,17.05,44,258
136,137,137,John Senden,100,17.04,46,270
137,T138,T138,Charles Howell III,99,16.99,44,259
138,T138,T138,Vijay Singh,71,16.99,26,153
139,140,140,Ken Duke,87,16.97,37,218
140,141,141,Chris Stroud,88,16.96,39,230
141,142,142,Chad Campbell,90,16.9,36,213
142,143,143,Charley Hoffman,97,16.84,49,291
143,144,144,Ricky Barnes,67,16.76,29,173
144,145,145,David Mathis,82,16.75,35,209
145,146,146,Robert Garrigus,83,16.72,49,293
146,T147,T147,Leif Olson,51,16.67,22,132
147,T147,T147,Carl Pettersson,86,16.67,37,222
148,149,149,Billy Mayfair,83,16.58,33,199
149,150,150,Stewart Cink,79,16.39,30,183
150,151,151,Troy Matteson,95,16.32,47,288
151,T152,T152,Tag Ridings,50,16.3,22,135
152,T152,T152,Nick Watney,86,16.3,37,227
153,154,154,D.J. Trahan,96,16.1,38,236
154,155,155,Kirk Triplett,60,16.03,25,156
155,156,156,Scott Piercy,85,15.98,35,219
156,157,157,Daniel Chopra,89,15.89,41,258
157,158,158,Phil Mickelson,66,15.79,21,133
158,159,159,Kenny Perry,92,15.68,37,236
159,160,160,Matt Weibring,65,15.58,24,154
160,161,161,Kevin Stadler,65,15.53,25,161
161,162,162,Brad Faxon,59,15.52,18,116
162,163,163,Michael Letzig,96,15.44,42,272
163,T164,T164,Will MacKenzie,69,15.38,26,169
164,T164,T164,Gary Woodland,53,15.38,18,117
165,166,166,Eric Axley,71,15.24,25,164
166,167,167,Chez Reavie,81,15.23,30,197
167,168,168,Patrick Sheehan,51,15.04,20,133
168,169,169,Stuart Appleby,79,15.0,27,180
169,170,170,Aron Price,89,14.92,37,248
170,171,171,Derek Fathauer,63,14.91,24,161
171,172,172,Brad Adamonis,70,14.86,26,175
172,173,173,Kris Blanks,60,14.81,24,162
173,174,174,Geoff Ogilvy,78,14.65,23,157
174,175,175,Rick Price,54,14.5,19,131
175,176,176,Cameron Beckman,87,13.62,29,213
176,177,177,Adam Scott,53,13.39,15,112
177,178,178,Matt Jones,56,13.38,19,142
178,179,179,Mathew Goggin,76,12.85,23,179
179,180,180,Peter Tomasulo,61,12.74,20,157
180,181,181,Steve Elkington,70,12.22,22,180
181,182,182,Brian Bateman,55,10.98,18,164
182,183,183,J.B. Holmes,74,10.93,20,183
183,184,184,David Duval,56,10.66,13,122
