,Approaches_from_175-200_yards_Rgh_RANK THIS WEEK,Approaches_from_175-200_yards_Rgh_RANK LAST WEEK,Approaches_from_175-200_yards_Rgh_PLAYER NAME,Approaches_from_175-200_yards_Rgh_ROUNDS,Approaches_from_175-200_yards_Rgh_AVG,Approaches_from_175-200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_Rgh_# OF ATTEMPTS,Approaches_from_175-200_yards_Rgh_RELATIVE TO PAR
0,1,1,Adam Scott,53,"40' 1""",881.75,22,E
1,2,2,Leif Olson,51,"41' 1""",945.8330000000001,23,+4
2,T3,T3,Ángel Cabrera,55,"41' 7""",1248.5,30,+8
3,T3,T3,Nick O'Hern,90,"41' 7""",1786.75,43,+10
4,T5,T5,David Toms,98,"42' 3""",1394.25,33,+6
5,T5,T5,Kirk Triplett,60,"42' 3""",634.0,15,+2
6,T7,T7,Robert Allenby,71,"42' 9""",1196.0,28,+6
7,T7,T7,Steve Flesch,77,"42' 9""",1624.1670000000001,38,+8
8,9,9,Sean O'Hair,80,"43' 1""",1249.5,29,E
9,10,10,Rory Sabbatini,81,"43' 3""",1686.75,39,+9
10,11,11,Greg Chalmers,85,"44' 2""",2339.083,53,+4
11,12,12,Jay Williamson,69,"44' 3""",1150.833,26,+6
12,T13,T13,Michael Allen,73,"44' 5""",1288.583,29,+5
13,T13,T13,Stewart Cink,79,"44' 5""",1731.4170000000001,39,+7
14,15,15,Jason Bohn,88,"44' 8""",2010.5829999999999,45,+9
15,16,16,Cliff Kresge,78,"44' 9""",1656.75,37,+1
16,T17,T17,Sergio Garcia,59,"44' 11""",1347.3329999999999,30,+3
17,T17,T17,Will MacKenzie,69,"44' 11""",1526.9170000000001,34,+10
18,19,19,Ryan Palmer,78,"45' 0""",1888.5829999999999,42,+11
19,20,20,Kevin Stadler,65,"45' 3""",1222.417,27,+9
20,T21,T21,Michael Letzig,96,"45' 5""",2859.0,63,+5
21,T21,T21,Brandt Snedeker,81,"45' 5""",1362.5,30,+4
22,23,23,Greg Owen,97,"45' 7""",1412.25,31,+3
23,T24,T24,Luke Donald,79,"45' 9""",1646.75,36,+6
24,T24,T24,Bob Estes,78,"45' 9""",2057.75,45,+12
25,26,26,Jimmy Walker,74,"45' 10""",2382.0,52,+5
26,T27,T27,Chris DiMarco,97,"46' 1""",1980.1670000000001,43,+14
27,T27,T27,John Senden,100,"46' 1""",2118.417,46,+11
28,29,29,Ben Curtis,63,"46' 3""",1063.833,23,+4
29,30,30,Kevin Na,91,"46' 4""",1807.0829999999999,39,+2
30,T31,T31,Kris Blanks,60,"46' 8""",1073.583,23,+6
31,T31,T31,Ian Poulter,59,"46' 8""",1261.083,27,+9
32,33,33,Briny Baird,89,"46' 11""",1876.4170000000001,40,+3
33,34,34,Phil Mickelson,66,"47' 0""",1645.1670000000001,35,+8
34,35,35,Chad Campbell,90,"47' 1""",2214.583,47,+9
35,36,36,Ted Purdy,101,"47' 2""",1933.8329999999999,41,+12
36,37,37,Anthony Kim,76,"47' 3""",1181.583,25,+5
37,38,38,Ben Crane,93,"47' 5""",2038.25,43,+9
38,T39,T39,D.J. Trahan,96,"47' 7""",1903.1670000000001,40,+12
39,T39,T39,Bubba Watson,73,"47' 7""",1428.5,30,-1
40,T41,T41,Carl Pettersson,86,"47' 8""",2478.25,52,+6
41,T41,T41,Vaughn Taylor,88,"47' 8""",1621.4170000000001,34,+11
42,T43,T43,Joe Durant,62,"47' 9""",572.5830000000001,12,+4
43,T43,T43,Justin Leonard,95,"47' 9""",1767.5829999999999,37,+7
44,T43,T43,Gary Woodland,53,"47' 9""",907.6669999999999,19,E
45,46,46,Rocco Mediate,79,"48' 2""",1638.6670000000001,34,+3
46,T47,T47,Daniel Chopra,89,"48' 4""",1885.9170000000001,39,+9
47,T47,T47,Marc Turnesa,77,"48' 4""",2126.833,44,+13
48,49,49,Y.E. Yang,83,"48' 5""",2470.5,51,+15
49,T50,T50,Robert Garrigus,83,"48' 8""",1265.333,26,+4
50,T50,T50,Matt Kuchar,82,"48' 8""",1752.5,36,+8
51,T50,T50,Geoff Ogilvy,78,"48' 8""",1800.0829999999999,37,+4
52,T53,T53,K.J. Choi,65,"48' 11""",1859.75,38,+11
53,T53,T53,Davis Love III,89,"48' 11""",2737.917,56,+20
54,55,55,Charles Warren,63,"49' 1""",1178.333,24,+8
55,T56,T56,Dustin Johnson,85,"49' 2""",1623.4170000000001,33,+1
56,T56,T56,Joe Ogilvie,85,"49' 2""",2210.75,45,+9
57,T56,T56,Kevin Streelman,97,"49' 2""",1868.75,38,+4
58,59,59,Nick Watney,86,"49' 3""",1920.5,39,+6
59,60,60,Bo Van Pelt,100,"49' 4""",2070.5,42,+12
60,T61,T61,Aaron Baddeley,66,"49' 6""",1929.6670000000001,39,E
61,T61,T61,Jonathan Byrd,89,"49' 6""",2177.833,44,+21
62,T61,T61,Matt Weibring,65,"49' 6""",1384.9170000000001,28,+7
63,T64,T64,Padraig Harrington,66,"49' 7""",1585.3329999999999,32,+2
64,T64,T64,Ryan Moore,89,"49' 7""",1784.5,36,+10
65,T64,T64,Rod Pampling,72,"49' 7""",1635.75,33,+10
66,T67,T67,Zach Johnson,94,"49' 8""",2335.583,47,+14
67,T67,T67,Troy Matteson,95,"49' 8""",2333.083,47,+12
68,T67,T67,Billy Mayfair,83,"49' 8""",1688.4170000000001,34,+15
69,70,70,Brian Vranesh,51,"49' 10""",946.6669999999999,19,+9
70,71,71,George McNeill,82,"49' 11""",2893.25,58,+10
71,72,72,Chez Reavie,81,"50' 0""",2251.0,45,+14
72,T73,T73,Mathew Goggin,76,"50' 1""",1701.9170000000001,34,+16
73,T73,T73,Scott Sterling,51,"50' 1""",1252.417,25,+5
74,75,75,Mark Wilson,99,"50' 3""",2162.083,43,+10
75,76,76,Chris Stroud,88,"50' 5""",2420.167,48,+17
76,77,77,Justin Rose,71,"50' 6""",1413.0,28,+8
77,78,78,Brendon de Jonge,90,"50' 8""",2077.583,41,+13
78,79,79,Aron Price,89,"50' 11""",2289.417,45,+12
79,80,80,Freddie Jacobson,83,"51' 0""",1733.25,34,+5
80,81,81,Jason Gore,74,"51' 1""",1380.25,27,+5
81,82,82,Tom Lehman,55,"51' 3""",819.3330000000001,16,+2
82,83,83,Steve Lowery,83,"51' 4""",1847.0829999999999,36,+8
83,84,84,Tom Pernice Jr.,82,"51' 6""",2525.333,49,+16
84,T85,T85,Bob Heintz,59,"51' 7""",1341.9170000000001,26,+10
85,T85,T85,Kent Jones,73,"51' 7""",1548.0829999999999,30,+9
86,87,87,Brad Adamonis,70,"51' 8""",2118.25,41,+9
87,T88,T88,Retief Goosen,74,"51' 10""",2229.75,43,+10
88,T88,T88,Dean Wilson,81,"51' 10""",1813.0829999999999,35,+14
89,90,90,Todd Hamilton,83,"52' 1""",1927.9170000000001,37,+8
90,91,91,Ricky Barnes,67,"52' 2""",1199.417,23,+4
91,92,92,Marc Leishman,91,"52' 3""",2508.083,48,+12
92,T93,T93,Steve Elkington,70,"52' 4""",1727.25,33,+12
93,T93,T93,Brett Quigley,92,"52' 4""",2719.167,52,+11
94,T93,T93,Chris Riley,77,"52' 4""",1831.75,35,+6
95,96,96,John Mallinger,90,"52' 5""",2252.75,43,+9
96,97,97,Jeff Quinney,78,"52' 6""",2256.75,43,+11
97,T98,T98,Hunter Mahan,94,"52' 10""",2167.583,41,+11
98,T98,T98,Corey Pavin,73,"52' 10""",1797.0829999999999,34,+8
99,100,100,Charley Hoffman,97,"52' 11""",2594.0,49,+13
100,101,101,Rich Beem,77,"53' 0""",2013.75,38,+5
101,T102,T102,Glen Day,79,"53' 2""",1541.5829999999999,29,+10
102,T102,T102,John Merrick,91,"53' 2""",2021.0,38,+8
103,104,104,Vijay Singh,71,"53' 3""",1704.1670000000001,32,+6
104,T105,T105,Jim Furyk,86,"53' 4""",1599.3329999999999,30,+5
105,T105,T105,Paul Goydos,79,"53' 4""",1226.75,23,+7
106,T105,T105,J.J. Henry,97,"53' 4""",2560.417,48,+17
107,T105,T105,Jeff Overton,92,"53' 4""",2988.0,56,+22
108,T105,T105,Tim Petrovic,97,"53' 4""",2772.667,52,+15
109,110,110,Lucas Glover,93,"53' 5""",1708.1670000000001,32,+5
110,T111,T111,Brad Faxon,59,"53' 6""",2409.083,45,+11
111,T111,T111,Johnson Wagner,81,"53' 6""",2407.667,45,+12
112,113,113,Charlie Wi,92,"53' 7""",2784.667,52,+12
113,T114,T114,Fred Couples,54,"53' 8""",1610.3329999999999,30,+3
114,T114,T114,Harrison Frazar,93,"53' 8""",2576.75,48,+11
115,T114,T114,Lee Janzen,74,"53' 8""",2628.417,49,+12
116,T114,T114,Peter Lonard,86,"53' 8""",1985.4170000000001,37,+17
117,T118,T118,Stuart Appleby,79,"53' 9""",2578.25,48,+8
118,T118,T118,Tag Ridings,50,"53' 9""",914.3330000000001,17,+7
119,120,120,Kenny Perry,92,"53' 10""",1668.5829999999999,31,+6
120,121,121,Colt Knost,71,"53' 11""",1724.6670000000001,32,+11
121,122,122,D.A. Points,99,"54' 0""",2429.667,45,+8
122,T123,T123,Derek Fathauer,63,"54' 1""",1244.167,23,+6
123,T123,T123,Charles Howell III,99,"54' 1""",2972.75,55,+14
124,T123,T123,Jerry Kelly,90,"54' 1""",2596.417,48,+9
125,126,126,Pat Perez,74,"54' 2""",1680.0,31,+14
126,T127,T127,Jeff Klauk,97,"54' 5""",2395.917,44,+9
