,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Bob Estes,78,92.93,171,184,-0.57
1,2,2,Chris Riley,77,91.62,175,191,-0.56
2,3,3,Briny Baird,89,91.44,203,222,-0.5
3,4,4,Sean O'Hair,80,91.24,198,217,-0.58
4,5,5,Will MacKenzie,69,90.67,204,225,-0.45
5,6,6,Steve Stricker,81,90.61,193,213,-0.61
6,7,7,Kevin Sutherland,96,90.24,222,246,-0.56
7,8,8,Scott Sterling,51,90.1,91,101,-0.38
8,9,9,Kevin Na,91,90.0,207,230,-0.61
9,10,10,Nick O'Hern,90,89.91,205,228,-0.51
10,11,11,Johnson Wagner,81,89.87,204,227,-0.5
11,12,12,Jonathan Byrd,89,89.68,278,310,-0.54
12,13,13,Kenny Perry,92,89.67,243,271,-0.5
13,14,14,Greg Chalmers,85,89.47,204,228,-0.56
14,15,15,David Toms,98,89.41,228,255,-0.5
15,16,16,Boo Weekley,79,89.16,222,249,-0.5
16,17,17,Woody Austin,84,89.03,211,237,-0.48
17,18,18,Mark Wilson,99,88.81,238,268,-0.51
18,19,19,Bill Haas,91,88.59,264,298,-0.58
19,20,20,Retief Goosen,74,88.3,151,171,-0.66
20,21,21,Zach Johnson,94,88.21,217,246,-0.59
21,22,22,Brian Bateman,55,88.19,127,144,-0.42
22,23,23,John Senden,100,88.18,261,296,-0.62
23,24,24,Michael Allen,73,88.11,163,185,-0.48
24,25,25,Tom Lehman,55,88.1,74,84,-0.31
25,26,26,Freddie Jacobson,83,88.03,206,234,-0.55
26,27,27,Stephen Ames,77,88.02,169,192,-0.66
27,28,28,Robert Garrigus,83,87.95,219,249,-0.5
28,T29,T29,Charles Howell III,99,87.86,246,280,-0.54
29,T29,T29,Spencer Levin,75,87.86,181,206,-0.44
30,31,31,Jay Williamson,69,87.85,159,181,-0.44
31,T32,T32,Hunter Mahan,94,87.74,229,261,-0.54
32,T32,T32,Chris Stroud,88,87.74,229,261,-0.58
33,34,34,Tim Clark,81,87.7,164,187,-0.53
34,35,35,J.B. Holmes,74,87.69,228,260,-0.51
35,36,36,Bryce Molder,69,87.67,128,146,-0.58
36,37,37,Carl Pettersson,86,87.66,206,235,-0.54
37,38,38,Rory Sabbatini,81,87.64,227,259,-0.53
38,39,39,Jason Day,61,87.63,163,186,-0.56
39,40,40,Vaughn Taylor,88,87.6,219,250,-0.52
40,41,41,Bob Heintz,59,87.58,134,153,-0.49
41,42,42,Justin Rose,71,87.57,162,185,-0.53
42,T43,T43,Luke Donald,79,87.5,147,168,-0.55
43,T43,T43,Jarrod Lyle,65,87.5,140,160,-0.4
44,T45,T45,Heath Slocum,95,87.46,244,279,-0.46
45,T45,T45,D.J. Trahan,96,87.46,258,295,-0.57
46,47,47,Chez Reavie,81,87.39,194,222,-0.46
47,48,48,Davis Love III,89,87.36,242,277,-0.52
48,49,49,Brad Adamonis,70,87.29,158,181,-0.54
49,50,50,Alex Cejka,82,87.28,199,228,-0.56
50,51,51,Charles Warren,63,87.26,185,212,-0.56
51,52,52,Tiger Woods,64,87.21,150,172,-0.69
52,53,53,Brendon Todd,53,87.2,109,125,-0.34
53,54,54,Kirk Triplett,60,87.08,182,209,-0.43
54,55,55,Charlie Wi,92,87.07,202,232,-0.53
55,T56,T56,Chad Campbell,90,87.04,215,247,-0.5
56,T56,T56,Brendon de Jonge,90,87.04,235,270,-0.46
57,T56,T56,D.A. Points,99,87.04,235,270,-0.5
58,59,59,Greg Owen,97,87.02,248,285,-0.56
59,T60,T60,Nicholas Thompson,96,86.98,294,338,-0.52
60,T60,T60,Matt Weibring,65,86.98,147,169,-0.53
61,62,62,Bubba Watson,73,86.9,199,229,-0.57
62,63,63,David Duval,56,86.81,125,144,-0.57
63,64,64,Paul Goydos,79,86.67,182,210,-0.5
64,65,65,J.J. Henry,97,86.61,207,239,-0.53
65,T66,T66,Brian Gay,96,86.58,200,231,-0.5
66,T66,T66,Darron Stiles,52,86.58,129,149,-0.43
67,68,68,John Mallinger,90,86.55,193,223,-0.58
68,69,69,Bo Van Pelt,100,86.52,244,282,-0.59
69,70,70,Tim Petrovic,97,86.51,250,289,-0.53
70,71,71,Rocco Mediate,79,86.43,191,221,-0.46
71,72,72,Jeff Maggert,79,86.31,227,263,-0.42
72,73,73,Peter Tomasulo,61,86.25,138,160,-0.53
73,74,74,Padraig Harrington,66,86.16,137,159,-0.55
74,T75,T75,Daniel Chopra,89,86.11,279,324,-0.55
75,T75,T75,Steve Flesch,77,86.11,155,180,-0.49
76,77,77,Corey Pavin,73,86.05,111,129,-0.44
77,78,78,Ben Curtis,63,85.99,135,157,-0.55
