,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Kris Blanks,60,-.607
1,2,2,Charles Warren,63,-.561
2,3,3,Matt Jones,56,-.559
3,4,4,Tag Ridings,50,-.517
4,T5,T5,Jason Day,61,-.500
5,T5,T5,Rick Price,54,-.500
6,7,7,Kevin Stadler,65,-.486
7,T8,T8,Patrick Sheehan,51,-.476
8,T8,T8,Scott Sterling,51,-.476
9,10,10,Tiger Woods,64,-.463
10,11,11,Darron Stiles,52,-.448
11,12,12,Peter Tomasulo,61,-.419
12,13,13,Michael Letzig,96,-.416
13,14,14,Brad Adamonis,70,-.405
14,15,15,David Duval,56,-.400
15,16,16,George McNeill,82,-.386
16,17,17,Bob Heintz,59,-.375
17,18,18,Y.E. Yang,83,-.370
18,19,19,Jay Williamson,69,-.368
19,20,20,John Senden,100,-.363
20,21,21,Kirk Triplett,60,-.353
21,22,22,Martin Laird,72,-.348
22,T23,T23,Freddie Jacobson,83,-.345
23,T23,T23,Brian Vranesh,51,-.345
24,T25,T25,Bryce Molder,69,-.333
25,T25,T25,Jeff Overton,92,-.333
26,27,27,Casey Wittenberg,71,-.324
27,T28,T28,Ted Purdy,101,-.322
28,T28,T28,Charlie Wi,92,-.322
29,T30,T30,Harrison Frazar,93,-.315
30,T30,T30,Nicholas Thompson,96,-.315
31,T32,T32,Brian Bateman,55,-.310
32,T32,T32,Rod Pampling,72,-.310
33,34,34,Joe Ogilvie,85,-.304
34,35,35,Ernie Els,70,-.300
35,36,36,Nick Watney,86,-.297
36,37,37,Dustin Johnson,85,-.292
37,38,38,Greg Owen,97,-.291
38,39,39,Steve Marino,98,-.290
39,40,40,Lee Janzen,74,-.289
40,T41,T41,Robert Allenby,71,-.288
41,T41,T41,Justin Rose,71,-.288
42,T43,T43,Jonathan Byrd,89,-.286
43,T43,T43,Kevin Na,91,-.286
44,45,45,Matt Kuchar,82,-.283
45,46,46,Pat Perez,74,-.281
46,47,47,David Toms,98,-.280
47,48,48,Jimmy Walker,74,-.278
48,49,49,Brett Quigley,92,-.276
49,T50,T50,Mark Calcavecchia,72,-.273
50,T50,T50,Matt Weibring,65,-.273
51,52,52,Tom Pernice Jr.,82,-.271
52,53,53,Nathan Green,104,-.266
53,54,54,D.J. Trahan,96,-.263
54,T55,T55,Tim Clark,81,-.259
55,T55,T55,Mathew Goggin,76,-.259
56,T55,T55,Tim Herron,87,-.259
57,T55,T55,Kevin Sutherland,96,-.259
58,T55,T55,Mark Wilson,99,-.259
59,60,60,Jason Gore,74,-.256
60,T61,T61,Cameron Beckman,87,-.255
61,T61,T61,Troy Matteson,95,-.255
62,63,63,Bill Haas,91,-.254
63,T64,T64,Hunter Mahan,94,-.253
64,T64,T64,Kenny Perry,92,-.253
65,66,66,Matt Bettencourt,98,-.250
66,67,67,Lucas Glover,93,-.247
67,68,68,David Mathis,82,-.245
68,69,69,Ryan Moore,89,-.243
69,T70,T70,Aaron Baddeley,66,-.238
70,T70,T70,J.J. Henry,97,-.238
71,T70,T70,Dean Wilson,81,-.238
72,73,73,Scott McCarron,91,-.234
73,T74,T74,Jason Dufner,90,-.233
74,T74,T74,Ian Poulter,59,-.233
75,T76,T76,Padraig Harrington,66,-.232
76,T76,T76,John Rollins,92,-.232
77,T76,T76,Camilo Villegas,76,-.232
78,T79,T79,Todd Hamilton,83,-.229
79,T79,T79,James Nitties,86,-.229
80,81,81,Johnson Wagner,81,-.219
81,T82,T82,Colt Knost,71,-.216
82,T82,T82,Scott Piercy,85,-.216
83,T84,T84,Kent Jones,73,-.214
84,T84,T84,Jarrod Lyle,65,-.214
85,T84,T84,Ryan Palmer,78,-.214
86,87,87,Aron Price,89,-.213
87,88,88,Brian Davis,103,-.210
88,89,89,Greg Chalmers,85,-.209
89,90,90,Luke Donald,79,-.208
90,91,91,Boo Weekley,79,-.206
91,92,92,Chris Stroud,88,-.205
92,93,93,Will MacKenzie,69,-.204
93,T94,T94,Alex Cejka,82,-.200
94,T94,T94,Charley Hoffman,97,-.200
95,T94,T94,Phil Mickelson,66,-.200
96,T94,T94,Mike Weir,85,-.200
97,T98,T98,Woody Austin,84,-.197
98,T98,T98,Geoff Ogilvy,78,-.197
99,T98,T98,Bo Van Pelt,100,-.197
100,T101,T101,Stephen Ames,77,-.196
101,T101,T101,Steve Elkington,70,-.196
102,T101,T101,Anthony Kim,76,-.196
103,T101,T101,D.A. Points,99,-.196
104,T101,T101,Bubba Watson,73,-.196
105,T106,T106,Ricky Barnes,67,-.194
106,T106,T106,Steve Stricker,81,-.194
107,108,108,Gary Woodland,53,-.192
108,109,109,K.J. Choi,65,-.191
109,T110,T110,Leif Olson,51,-.190
110,T110,T110,Heath Slocum,95,-.190
111,T112,T112,Fred Couples,54,-.189
112,T112,T112,Ben Curtis,63,-.189
113,T114,T114,Jerry Kelly,90,-.186
114,T114,T114,Parker McLachlin,71,-.186
115,116,116,Kevin Streelman,97,-.182
116,117,117,Brian Gay,96,-.181
117,118,118,Marc Leishman,91,-.179
118,119,119,Jim Furyk,86,-.177
119,120,120,Steve Flesch,77,-.175
120,121,121,Ben Crane,93,-.173
121,122,122,Briny Baird,89,-.172
122,T123,T123,Jason Bohn,88,-.167
123,T123,T123,Joe Durant,62,-.167
124,125,125,Jeff Quinney,78,-.163
125,T126,T126,Ángel Cabrera,55,-.162
126,T126,T126,Zach Johnson,94,-.162
127,T128,T128,Brendon de Jonge,90,-.161
128,T128,T128,Tim Petrovic,97,-.161
129,130,130,Scott Verplank,88,-.160
130,131,131,Rich Beem,77,-.156
131,132,132,Davis Love III,89,-.155
132,133,133,Daniel Chopra,89,-.153
133,T134,T134,Sean O'Hair,80,-.150
134,T134,T134,Chris Riley,77,-.150
135,136,136,Vaughn Taylor,88,-.145
136,T137,T137,Chad Campbell,90,-.143
137,T137,T137,Chez Reavie,81,-.143
138,139,139,J.B. Holmes,74,-.140
139,140,140,Spencer Levin,75,-.135
140,141,141,Ryuji Imada,85,-.133
141,142,142,Rocco Mediate,79,-.132
142,T143,T143,Sergio Garcia,59,-.130
143,T143,T143,Steve Lowery,83,-.130
144,T143,T143,Jeff Maggert,79,-.130
145,146,146,Ken Duke,87,-.128
146,147,147,Rory Sabbatini,81,-.122
147,148,148,Cliff Kresge,78,-.120
148,149,149,Andres Romero,58,-.118
149,T150,T150,Mark Brooks,55,-.115
150,T150,T150,Retief Goosen,74,-.115
151,152,152,Billy Mayfair,83,-.111
152,T153,T153,John Mallinger,90,-.107
153,T153,T153,John Merrick,91,-.107
154,155,155,Nick O'Hern,90,-.105
155,156,156,Webb Simpson,94,-.103
156,157,157,Stewart Cink,79,-.100
157,158,158,Peter Lonard,86,-.096
158,T159,T159,Robert Garrigus,83,-.091
159,T159,T159,Charles Howell III,99,-.091
160,T161,T161,Bill Lunde,83,-.083
161,T161,T161,Brendon Todd,53,-.083
162,163,163,Justin Leonard,95,-.082
163,164,164,Paul Goydos,79,-.064
164,165,165,Chris DiMarco,97,-.054
165,166,166,Michael Allen,73,-.047
166,167,167,Vijay Singh,71,-.042
167,168,168,Marc Turnesa,77,-.041
168,169,169,Stuart Appleby,79,-.038
169,170,170,Brad Faxon,59,-.030
170,T171,T171,Bob Estes,78,-.023
171,T171,T171,Brandt Snedeker,81,-.023
172,T173,T173,Tommy Armour III,58,E
173,T173,T173,Glen Day,79,E
174,T173,T173,Tom Lehman,55,E
175,T173,T173,Adam Scott,53,E
176,177,177,Richard Johnson,85,+.031
177,178,178,Carl Pettersson,86,+.038
178,179,179,Derek Fathauer,63,+.045
179,180,180,Eric Axley,71,+.048
180,181,181,Bart Bryant,58,+.054
181,182,182,Corey Pavin,73,+.073
182,183,183,Jeff Klauk,97,+.081
183,184,184,Greg Kraft,51,+.273
