,Approach_50-75_yards_RTP_Score_RANK THIS WEEK,Approach_50-75_yards_RTP_Score_RANK LAST WEEK,Approach_50-75_yards_RTP_Score_PLAYER NAME,Approach_50-75_yards_RTP_Score_ROUNDS,Approach_50-75_yards_RTP_Score_AVG RTP
0,1,1,Brad Adamonis,70,-.563
1,2,2,Jimmy Walker,74,-.444
2,3,3,Tiger Woods,64,-.375
3,4,4,Adam Scott,53,-.364
4,5,5,Brian Davis,103,-.356
5,T6,T6,John Mallinger,90,-.345
6,T6,T6,Chris Stroud,88,-.345
7,T8,T8,Patrick Sheehan,51,-.333
8,T8,T8,Steve Stricker,81,-.333
9,T8,T8,Nick Watney,86,-.333
10,11,11,Daniel Chopra,89,-.323
11,12,12,Brandt Snedeker,81,-.318
12,T13,T13,Luke Donald,79,-.300
13,T13,T13,Tag Ridings,50,-.300
14,15,15,Nick O'Hern,90,-.296
15,16,16,Webb Simpson,94,-.292
16,17,17,Eric Axley,71,-.290
17,18,18,Scott McCarron,91,-.278
18,19,19,Bob Estes,78,-.276
19,T20,T20,Corey Pavin,73,-.273
20,T20,T20,Scott Verplank,88,-.273
21,T22,T22,Ken Duke,87,-.261
22,T22,T22,Anthony Kim,76,-.261
23,24,24,John Rollins,92,-.259
24,T25,T25,Colt Knost,71,-.238
25,T25,T25,Heath Slocum,95,-.238
26,T25,T25,Matt Weibring,65,-.238
27,T28,T28,Matt Bettencourt,98,-.235
28,T28,T28,Steve Marino,98,-.235
29,30,30,Jerry Kelly,90,-.231
30,T31,T31,Ryan Palmer,78,-.222
31,T31,T31,Brendon Todd,53,-.222
32,33,33,Greg Chalmers,85,-.219
33,34,34,Rick Price,54,-.214
34,35,35,Steve Flesch,77,-.211
35,36,36,Kevin Sutherland,96,-.208
36,37,37,Justin Leonard,95,-.205
37,T38,T38,Retief Goosen,74,-.200
38,T38,T38,Tim Herron,87,-.200
39,T38,T38,John Senden,100,-.200
40,T38,T38,Mark Wilson,99,-.200
41,T42,T42,Tim Petrovic,97,-.190
42,T42,T42,Justin Rose,71,-.190
43,44,44,David Toms,98,-.189
44,T45,T45,Chris Riley,77,-.185
45,T45,T45,Vijay Singh,71,-.185
46,T47,T47,Woody Austin,84,-.182
47,T47,T47,Chez Reavie,81,-.182
48,T49,T49,Ben Curtis,63,-.176
49,T49,T49,Sergio Garcia,59,-.176
