,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Charles Warren,63,-.338
1,2,2,Matt Jones,56,-.336
2,3,3,Tiger Woods,64,-.316
3,4,4,Martin Laird,72,-.301
4,5,5,Tag Ridings,50,-.298
5,6,6,Patrick Sheehan,51,-.295
6,7,7,Rod Pampling,72,-.285
7,8,8,D.J. Trahan,96,-.262
8,9,9,Nick Watney,86,-.258
9,10,10,Jimmy Walker,74,-.247
10,T11,T11,Jonathan Byrd,89,-.246
11,T11,T11,Michael Letzig,96,-.246
12,13,13,Scott McCarron,91,-.243
13,T14,T14,Davis Love III,89,-.241
14,T14,T14,Scott Piercy,85,-.241
15,16,16,Brian Vranesh,51,-.234
16,17,17,Phil Mickelson,66,-.231
17,18,18,Brad Adamonis,70,-.230
18,19,19,Matt Bettencourt,98,-.229
19,20,20,Anthony Kim,76,-.227
20,T21,T21,Dustin Johnson,85,-.224
21,T21,T21,Tim Petrovic,97,-.224
22,23,23,Nicholas Thompson,96,-.221
23,T24,T24,Sean O'Hair,80,-.218
24,T24,T24,Geoff Ogilvy,78,-.218
25,T26,T26,Kris Blanks,60,-.217
26,T26,T26,George McNeill,82,-.217
27,28,28,Zach Johnson,94,-.216
28,29,29,Retief Goosen,74,-.215
29,30,30,Matt Kuchar,82,-.214
30,31,31,Jason Day,61,-.212
31,32,32,Y.E. Yang,83,-.208
32,T33,T33,John Senden,100,-.207
33,T33,T33,Matt Weibring,65,-.207
34,35,35,Camilo Villegas,76,-.202
35,36,36,Daniel Chopra,89,-.197
36,T37,T37,Michael Allen,73,-.192
37,T37,T37,Kevin Na,91,-.192
38,T37,T37,Kenny Perry,92,-.192
39,T40,T40,Stephen Ames,77,-.191
40,T40,T40,Charley Hoffman,97,-.191
41,42,42,Harrison Frazar,93,-.190
42,43,43,John Rollins,92,-.188
43,44,44,Mark Wilson,99,-.186
44,45,45,Jay Williamson,69,-.184
45,46,46,Troy Matteson,95,-.183
