,Approaches_from_250-275_yards_RANK THIS WEEK,Approaches_from_250-275_yards_RANK LAST WEEK,Approaches_from_250-275_yards_PLAYER NAME,Approaches_from_250-275_yards_ROUNDS,Approaches_from_250-275_yards_AVG,Approaches_from_250-275_yards_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_# OF ATTEMPTS,Approaches_from_250-275_yards_RELATIVE TO PAR
0,1,1,Nick Watney,86,"48' 2""",1108.5,23,-16
1,2,2,Rocco Mediate,79,"48' 3""",1496.0829999999999,31,-21
2,3,3,Fred Couples,54,"48' 6""",679.0830000000001,14,-7
3,4,4,Alex Cejka,82,"51' 2""",1125.583,22,-11
4,5,5,Sergio Garcia,59,"52' 11""",582.1669999999999,11,-4
5,6,6,Bill Haas,91,"53' 6""",1338.3329999999999,25,-13
6,T7,T7,Camilo Villegas,76,"53' 10""",914.6669999999999,17,-10
7,T7,T7,Johnson Wagner,81,"53' 10""",1668.0,31,-17
8,T9,T9,Adam Scott,53,"55' 0""",880.4169999999999,16,-14
9,T9,T9,Gary Woodland,53,"55' 0""",714.5830000000001,13,-4
10,11,11,Tommy Armour III,58,"55' 3""",773.8330000000001,14,-10
11,12,12,Y.E. Yang,83,"56' 0""",1624.1670000000001,29,-21
12,13,13,Sean O'Hair,80,"56' 5""",1636.4170000000001,29,-16
13,14,14,Bubba Watson,73,"56' 7""",1018.3330000000001,18,-13
14,15,15,Matt Jones,56,"56' 8""",1076.583,19,-15
15,T16,T16,Stuart Appleby,79,"56' 11""",1251.417,22,-18
16,T16,T16,Greg Owen,97,"56' 11""",1934.0,34,-18
17,18,18,Vijay Singh,71,"57' 1""",1656.25,29,-20
18,19,19,Ted Purdy,101,"57' 3""",1830.9170000000001,32,-24
19,20,20,Tag Ridings,50,"57' 6""",632.9169999999999,11,-7
20,21,21,Charley Hoffman,97,"57' 7""",1669.25,29,-18
21,22,22,Billy Mayfair,83,"58' 2""",1280.167,22,-6
22,23,23,Kevin Na,91,"58' 3""",1689.0829999999999,29,-18
23,24,24,Patrick Sheehan,51,"58' 4""",641.3330000000001,11,-6
24,25,25,Marc Leishman,91,"58' 7""",1113.0,19,-12
25,26,26,Anthony Kim,76,"58' 8""",1290.833,22,-14
26,T27,T27,Woody Austin,84,"58' 10""",1824.0,31,-21
27,T27,T27,Tiger Woods,64,"58' 10""",1117.167,19,-12
28,29,29,Lee Janzen,74,"59' 1""",1241.417,21,-11
29,30,30,Hunter Mahan,94,"59' 3""",2368.917,40,-17
30,31,31,Aaron Baddeley,66,"59' 5""",1307.25,22,-13
31,32,32,Ian Poulter,59,"59' 8""",1133.75,19,-8
32,33,33,Peter Tomasulo,61,"59' 9""",1493.5829999999999,25,-12
33,T34,T34,Ángel Cabrera,55,"59' 10""",777.4169999999999,13,+1
34,T34,T34,Dean Wilson,81,"59' 10""",1376.3329999999999,23,-17
35,36,36,Boo Weekley,79,"59' 11""",1556.9170000000001,26,-13
36,37,37,Stewart Cink,79,"60' 1""",1020.9169999999999,17,-8
37,38,38,Rod Pampling,72,"60' 2""",2164.75,36,-26
38,39,39,J.J. Henry,97,"60' 4""",1811.1670000000001,30,-15
39,40,40,Martin Laird,72,"60' 7""",1998.0,33,-18
40,41,41,Robert Garrigus,83,"61' 0""",1097.25,18,-5
41,42,42,Brett Quigley,92,"61' 1""",1466.9170000000001,24,-18
42,43,43,Ken Duke,87,"61' 4""",1778.0,29,-13
43,T44,T44,Steve Elkington,70,"61' 9""",1604.6670000000001,26,-19
44,T44,T44,Steve Marino,98,"61' 9""",2036.4170000000001,33,-19
45,46,46,Todd Hamilton,83,"61' 10""",1237.0,20,-13
46,T47,T47,Jason Dufner,90,"62' 1""",2174.0,35,-21
47,T47,T47,Ryan Palmer,78,"62' 1""",2236.417,36,-22
48,T49,T49,Jimmy Walker,74,"62' 2""",1306.0,21,-17
49,T49,T49,Jay Williamson,69,"62' 2""",1244.0,20,-11
50,51,51,Mark Brooks,55,"62' 3""",747.3330000000001,12,-7
51,52,52,Scott Sterling,51,"62' 5""",499.083,8,-4
52,53,53,Robert Allenby,71,"62' 9""",1380.0829999999999,22,-15
53,54,54,Padraig Harrington,66,"62' 10""",1067.5,17,-11
54,55,55,Freddie Jacobson,83,"63' 3""",1391.0,22,-10
55,56,56,Justin Rose,71,"63' 6""",762.3330000000001,12,-6
56,57,57,Bryce Molder,69,"63' 9""",573.8330000000001,9,-4
57,58,58,Mathew Goggin,76,"64' 0""",1471.5,23,-15
58,59,59,Rick Price,54,"64' 1""",1217.833,19,-12
59,T60,T60,Eric Axley,71,"64' 2""",834.0,13,-9
60,T60,T60,Joe Ogilvie,85,"64' 2""",1990.3329999999999,31,-18
61,T62,T62,Chad Campbell,90,"64' 3""",1220.25,19,-3
62,T62,T62,Davis Love III,89,"64' 3""",1927.1670000000001,30,-19
63,T64,T64,James Nitties,86,"64' 4""",1864.5,29,-20
64,T64,T64,Rory Sabbatini,81,"64' 4""",2059.667,32,-15
65,T66,T66,Lucas Glover,93,"64' 7""",2261.333,35,-16
66,T66,T66,Charles Warren,63,"64' 7""",1678.0829999999999,26,-16
67,68,68,Zach Johnson,94,"64' 8""",2263.5,35,-25
68,69,69,Cameron Beckman,87,"64' 9""",1619.1670000000001,25,-12
69,70,70,Dustin Johnson,85,"65' 0""",1040.5,16,-10
70,71,71,Charles Howell III,99,"65' 1""",2147.167,33,-21
71,72,72,Matt Weibring,65,"65' 2""",1172.833,18,-8
72,73,73,George McNeill,82,"65' 3""",2023.6670000000001,31,-15
73,74,74,Michael Allen,73,"65' 4""",1111.333,17,-11
74,T75,T75,Jason Gore,74,"65' 6""",1244.417,19,-12
75,T75,T75,Ryan Moore,89,"65' 6""",3013.333,46,-29
76,T75,T75,Geoff Ogilvy,78,"65' 6""",1309.833,20,-12
77,78,78,Kevin Sutherland,96,"65' 8""",1970.5,30,-15
78,79,79,Chris Stroud,88,"66' 0""",2243.75,34,-18
79,80,80,Vaughn Taylor,88,"66' 2""",1655.0,25,-12
80,T81,T81,John Senden,100,"66' 4""",2718.417,41,-21
81,T81,T81,Kevin Streelman,97,"66' 4""",2653.583,40,-14
82,83,83,John Rollins,92,"66' 5""",3055.75,46,-24
83,84,84,Scott McCarron,91,"66' 7""",2863.5,43,-31
84,85,85,Jim Furyk,86,"66' 9""",1602.4170000000001,24,-14
85,86,86,Kenny Perry,92,"67' 0""",1874.8329999999999,28,-19
86,T87,T87,Nathan Green,104,"67' 2""",2485.083,37,-22
87,T87,T87,Troy Matteson,95,"67' 2""",2013.9170000000001,30,-14
88,T89,T89,Ernie Els,70,"67' 3""",1143.25,17,-7
89,T89,T89,Brian Gay,96,"67' 3""",1682.0829999999999,25,-10
90,91,91,Tom Lehman,55,"67' 7""",675.6669999999999,10,-2
91,T92,T92,John Merrick,91,"67' 8""",879.75,13,-4
92,T92,T92,Leif Olson,51,"67' 8""",1150.5,17,-10
93,94,94,Kris Blanks,60,"67' 9""",1151.5,17,-9
94,T95,T95,Brian Davis,103,"68' 3""",2526.417,37,-20
95,T95,T95,Harrison Frazar,93,"68' 3""",1910.5829999999999,28,-15
96,97,97,Bart Bryant,58,"68' 4""",1024.917,15,-6
97,T98,T98,Ben Crane,93,"68' 5""",2530.917,37,-23
98,T98,T98,Brandt Snedeker,81,"68' 5""",1641.0829999999999,24,-18
99,100,100,Mark Calcavecchia,72,"68' 6""",1985.75,29,-14
100,101,101,Matt Bettencourt,98,"68' 10""",2065.25,30,-19
101,102,102,Darron Stiles,52,"69' 0""",1241.417,18,-9
102,103,103,Pat Perez,74,"69' 1""",1381.0,20,-9
103,T104,T104,Jason Bohn,88,"69' 2""",1935.5,28,-14
104,T104,T104,Jonathan Byrd,89,"69' 2""",2973.083,43,-24
105,T104,T104,David Duval,56,"69' 2""",1383.75,20,-7
106,T104,T104,John Mallinger,90,"69' 2""",1521.6670000000001,22,-18
107,108,108,Retief Goosen,74,"69' 3""",1592.9170000000001,23,-16
108,109,109,Daniel Chopra,89,"69' 6""",2293.583,33,-18
109,T110,T110,Tim Clark,81,"69' 7""",1113.833,16,-11
110,T110,T110,D.A. Points,99,"69' 7""",2922.083,42,-19
111,112,112,Jason Day,61,"69' 11""",1188.167,17,-8
112,113,113,Jeff Overton,92,"70' 1""",1402.3329999999999,20,-6
113,T114,T114,J.B. Holmes,74,"70' 4""",914.5830000000001,13,-3
114,T114,T114,Tim Petrovic,97,"70' 4""",2249.75,32,-17
115,T116,T116,K.J. Choi,65,"70' 7""",1411.5,20,-5
116,T116,T116,Brendon de Jonge,90,"70' 7""",2470.0,35,-13
117,T116,T116,Steve Stricker,81,"70' 7""",1200.25,17,-10
118,119,119,Tim Herron,87,"70' 8""",2260.25,32,-19
119,T120,T120,Webb Simpson,94,"70' 9""",2333.5,33,-23
120,T120,T120,Bo Van Pelt,100,"70' 9""",2193.083,31,-16
121,T122,T122,Jerry Kelly,90,"70' 10""",2195.0,31,-20
122,T122,T122,Kevin Stadler,65,"70' 10""",708.0,10,E
123,124,124,Aron Price,89,"71' 0""",1845.1670000000001,26,-14
124,T125,T125,Michael Letzig,96,"71' 2""",1992.8329999999999,28,-16
125,T125,T125,Nick O'Hern,90,"71' 2""",2348.083,33,-19
126,T125,T125,Brian Vranesh,51,"71' 2""",782.4169999999999,11,-7
127,T128,T128,Greg Chalmers,85,"71' 5""",2141.25,30,-19
128,T128,T128,Will MacKenzie,69,"71' 5""",2929.0,41,-13
129,130,130,Ricky Barnes,67,"71' 7""",1573.9170000000001,22,-8
130,T131,T131,Rich Beem,77,"71' 8""",1576.5,22,-11
131,T131,T131,Matt Kuchar,82,"71' 8""",1433.0,20,-15
132,T131,T131,Tom Pernice Jr.,82,"71' 8""",2149.25,30,-17
133,T134,T134,Briny Baird,89,"71' 9""",1147.917,16,-12
134,T134,T134,D.J. Trahan,96,"71' 9""",2081.333,29,-19
135,T136,T136,Glen Day,79,"71' 10""",1580.5,22,-14
136,T136,T136,Mike Weir,85,"71' 10""",1293.583,18,-14
137,138,138,Jeff Quinney,78,"71' 11""",1582.1670000000001,22,-15
138,T139,T139,Richard Johnson,85,"72' 0""",1655.5829999999999,23,-5
139,T139,T139,Steve Lowery,83,"72' 0""",3238.833,45,-20
140,141,141,Jarrod Lyle,65,"72' 3""",939.0,13,-7
141,142,142,Stephen Ames,77,"72' 7""",1524.6670000000001,21,-16
142,143,143,Carl Pettersson,86,"72' 10""",2112.917,29,-18
143,144,144,Nicholas Thompson,96,"73' 3""",3297.833,45,-32
144,145,145,Steve Flesch,77,"73' 8""",1546.5829999999999,21,-6
