,Approaches_50-125_yards-Rgh_RTP_RANK THIS WEEK,Approaches_50-125_yards-Rgh_RTP_RANK LAST WEEK,Approaches_50-125_yards-Rgh_RTP_PLAYER NAME,Approaches_50-125_yards-Rgh_RTP_ROUNDS,Approaches_50-125_yards-Rgh_RTP_AVG RTP
0,1,1,Steve Stricker,81,-.175
1,2,2,Tom Pernice Jr.,82,-.164
2,3,3,Brian Vranesh,51,-.161
3,4,4,Robert Allenby,71,-.125
4,5,5,Zach Johnson,94,-.107
5,6,6,Jason Bohn,88,-.106
6,7,7,Bill Haas,91,-.103
7,8,8,Stephen Ames,77,-.093
8,9,9,Padraig Harrington,66,-.088
9,10,10,Woody Austin,84,-.080
10,11,11,Tag Ridings,50,-.073
11,12,12,Nick O'Hern,90,-.071
12,13,13,Brandt Snedeker,81,-.067
13,14,14,Vaughn Taylor,88,-.061
14,15,15,Greg Kraft,51,-.049
15,16,16,Charles Warren,63,-.042
16,17,17,Rocco Mediate,79,-.038
17,18,18,Nick Watney,86,-.036
18,T19,T19,Parker McLachlin,71,-.034
19,T19,T19,Joe Ogilvie,85,-.034
20,21,21,Justin Leonard,95,-.032
21,T22,T22,Scott Piercy,85,-.026
22,T22,T22,Kirk Triplett,60,-.026
23,24,24,J.B. Holmes,74,-.022
24,25,25,Aron Price,89,-.020
25,T26,T26,Ben Crane,93,-.018
26,T26,T26,Kenny Perry,92,-.018
27,28,28,Glen Day,79,-.015
28,T29,T29,Greg Chalmers,85,E
29,T29,T29,Ben Curtis,63,E
30,T29,T29,Bob Estes,78,E
31,T29,T29,Paul Goydos,79,E
32,T29,T29,Bob Heintz,59,E
33,T29,T29,Dustin Johnson,85,E
34,T29,T29,Martin Laird,72,E
35,T29,T29,Geoff Ogilvy,78,E
36,T29,T29,Ian Poulter,59,E
37,T29,T29,Kevin Streelman,97,E
38,T29,T29,Camilo Villegas,76,E
39,T29,T29,Boo Weekley,79,E
40,41,41,Tim Petrovic,97,+.016
41,T42,T42,Heath Slocum,95,+.018
42,T42,T42,Charlie Wi,92,+.018
43,44,44,Steve Elkington,70,+.020
44,45,45,Hunter Mahan,94,+.021
45,46,46,Ryan Moore,89,+.022
46,47,47,Matt Jones,56,+.023
47,48,48,Steve Marino,98,+.031
48,T49,T49,Alex Cejka,82,+.033
49,T49,T49,Corey Pavin,73,+.033
50,51,51,Patrick Sheehan,51,+.034
51,T52,T52,Mark Calcavecchia,72,+.036
52,T52,T52,Marc Turnesa,77,+.036
53,54,54,Brendon de Jonge,90,+.037
54,55,55,Chad Campbell,90,+.038
55,T56,T56,Jonathan Byrd,89,+.039
56,T56,T56,Marc Leishman,91,+.039
57,T58,T58,Retief Goosen,74,+.040
58,T58,T58,Richard Johnson,85,+.040
59,T58,T58,Jeff Klauk,97,+.040
60,T58,T58,John Senden,100,+.040
61,62,62,Stuart Appleby,79,+.042
62,63,63,David Toms,98,+.043
63,64,64,Tim Herron,87,+.045
64,65,65,Rory Sabbatini,81,+.046
65,66,66,Chez Reavie,81,+.047
66,67,67,Mark Wilson,99,+.052
67,68,68,Andres Romero,58,+.053
68,69,69,Vijay Singh,71,+.054
69,70,70,Bubba Watson,73,+.058
70,71,71,Brian Gay,96,+.059
71,72,72,Cliff Kresge,78,+.060
72,T73,T73,Kris Blanks,60,+.061
73,T73,T73,Mike Weir,85,+.061
74,75,75,Tiger Woods,64,+.063
75,76,76,Briny Baird,89,+.067
76,T77,T77,Jerry Kelly,90,+.068
77,T77,T77,Phil Mickelson,66,+.068
78,79,79,Charley Hoffman,97,+.070
79,T80,T80,Fred Couples,54,+.073
80,T80,T80,Anthony Kim,76,+.073
81,82,82,Cameron Beckman,87,+.074
82,83,83,Jason Day,61,+.075
83,T84,T84,Spencer Levin,75,+.077
84,T84,T84,Sean O'Hair,80,+.077
85,T86,T86,Jason Gore,74,+.078
86,T86,T86,Ryuji Imada,85,+.078
87,T88,T88,Charles Howell III,99,+.080
88,T88,T88,Darron Stiles,52,+.080
89,90,90,Sergio Garcia,59,+.081
90,91,91,Will MacKenzie,69,+.082
91,T92,T92,Rich Beem,77,+.083
92,T92,T92,Stewart Cink,79,+.083
93,T92,T92,Tom Lehman,55,+.083
94,95,95,Peter Lonard,86,+.085
95,T96,T96,Chris DiMarco,97,+.086
96,T96,T96,Lee Janzen,74,+.086
97,98,98,Freddie Jacobson,83,+.088
98,99,99,Jeff Quinney,78,+.089
99,T100,T100,Derek Fathauer,63,+.091
100,T100,T100,Todd Hamilton,83,+.091
101,102,102,Colt Knost,71,+.093
102,103,103,Kent Jones,73,+.094
103,104,104,David Mathis,82,+.102
104,105,105,Lucas Glover,93,+.103
105,106,106,Harrison Frazar,93,+.107
106,107,107,Carl Pettersson,86,+.108
107,108,108,D.A. Points,99,+.109
108,T109,T109,Troy Matteson,95,+.113
109,T109,T109,Ted Purdy,101,+.113
110,111,111,Matt Kuchar,82,+.114
111,112,112,Robert Garrigus,83,+.115
112,113,113,Jeff Overton,92,+.116
113,114,114,Ken Duke,87,+.121
114,115,115,Jeff Maggert,79,+.123
115,T116,T116,Kevin Stadler,65,+.125
116,T116,T116,Scott Sterling,51,+.125
117,T116,T116,Y.E. Yang,83,+.125
118,119,119,Chris Riley,77,+.128
119,120,120,Bo Van Pelt,100,+.130
120,121,121,James Nitties,86,+.133
121,T122,T122,Brian Bateman,55,+.135
122,T122,T122,Jimmy Walker,74,+.135
123,124,124,J.J. Henry,97,+.136
124,125,125,D.J. Trahan,96,+.137
125,126,126,Ángel Cabrera,55,+.139
126,T127,T127,Jason Dufner,90,+.143
127,T127,T127,Scott Verplank,88,+.143
128,129,129,John Mallinger,90,+.145
129,130,130,Daniel Chopra,89,+.146
130,131,131,Kevin Sutherland,96,+.148
131,132,132,Webb Simpson,94,+.149
132,133,133,Jay Williamson,69,+.150
133,134,134,Brian Davis,103,+.151
134,135,135,Bart Bryant,58,+.156
135,T136,T136,Davis Love III,89,+.160
136,T136,T136,John Merrick,91,+.160
137,138,138,Tim Clark,81,+.161
138,139,139,John Rollins,92,+.170
139,140,140,Casey Wittenberg,71,+.172
140,141,141,Michael Letzig,96,+.175
141,142,142,Luke Donald,79,+.176
142,T143,T143,Brad Faxon,59,+.179
143,T143,T143,Bryce Molder,69,+.179
144,T143,T143,Chris Stroud,88,+.179
145,146,146,Brett Quigley,92,+.182
146,147,147,Matt Bettencourt,98,+.184
147,148,148,George McNeill,82,+.190
148,149,149,Ernie Els,70,+.196
149,150,150,Ricky Barnes,67,+.200
150,151,151,Nicholas Thompson,96,+.205
151,152,152,Billy Mayfair,83,+.206
152,T153,T153,Mark Brooks,55,+.208
