,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Stephen Ames,77,95.45,126,132,-0.71
1,2,2,Bob Estes,78,93.7,119,127,-0.68
2,3,3,Woody Austin,84,93.25,152,163,-0.51
3,4,4,Jonathan Byrd,89,93.03,227,244,-0.59
4,5,5,Colt Knost,71,93.0,93,100,-0.55
5,T6,T6,K.J. Choi,65,92.98,106,114,-0.55
6,T6,T6,Heath Slocum,95,92.98,159,171,-0.55
7,T8,T8,Justin Leonard,95,92.9,144,155,-0.63
8,T8,T8,Kenny Perry,92,92.9,170,183,-0.6
9,10,10,D.A. Points,99,92.78,167,180,-0.54
10,11,11,David Toms,98,92.73,153,165,-0.58
11,12,12,Ian Poulter,59,92.71,89,96,-0.57
12,13,13,Briny Baird,89,92.65,126,136,-0.66
13,14,14,Sean O'Hair,80,92.64,151,163,-0.65
14,15,15,Johnson Wagner,81,92.61,163,176,-0.55
15,16,16,Chris Riley,77,92.37,109,118,-0.67
16,17,17,Brian Gay,96,92.11,105,114,-0.57
17,18,18,Nick O'Hern,90,92.09,128,139,-0.62
18,19,19,Brendon Todd,53,92.06,58,63,-0.47
19,20,20,Adam Scott,53,92.04,104,113,-0.66
20,21,21,Luke Donald,79,91.92,91,99,-0.67
21,22,22,Bart Bryant,58,91.89,68,74,-0.56
22,T23,T23,Will MacKenzie,69,91.88,147,160,-0.54
23,T23,T23,Kevin Na,91,91.88,147,160,-0.71
24,25,25,Kevin Sutherland,96,91.76,156,170,-0.67
25,26,26,Scott Sterling,51,91.67,55,60,-0.56
26,27,27,Freddie Jacobson,83,91.19,145,159,-0.61
27,28,28,Todd Hamilton,83,91.07,102,112,-0.57
28,29,29,Mark Wilson,99,91.01,162,178,-0.64
29,30,30,Davis Love III,89,90.95,191,210,-0.61
30,31,31,Bryce Molder,69,90.91,70,77,-0.73
31,32,32,Zach Johnson,94,90.85,139,153,-0.7
32,33,33,Greg Owen,97,90.82,188,207,-0.64
33,34,34,Charles Howell III,99,90.77,177,195,-0.62
34,T35,T35,Bill Haas,91,90.7,195,215,-0.64
35,T35,T35,John Senden,100,90.7,195,215,-0.71
36,37,37,Boo Weekley,79,90.66,165,182,-0.59
37,38,38,Joe Ogilvie,85,90.53,153,169,-0.64
38,39,39,Michael Allen,73,90.51,124,137,-0.56
39,40,40,Retief Goosen,74,90.4,113,125,-0.75
40,41,41,Charles Warren,63,90.38,141,156,-0.65
41,42,42,Tim Clark,81,90.29,93,103,-0.66
42,43,43,Jay Williamson,69,90.09,100,111,-0.56
43,44,44,Aron Price,89,90.07,127,141,-0.56
44,45,45,Jason Day,61,90.0,126,140,-0.62
45,46,46,J.J. Henry,97,89.94,161,179,-0.61
46,47,47,Spencer Levin,75,89.93,125,139,-0.49
47,48,48,Chez Reavie,81,89.92,116,129,-0.58
48,49,49,Nathan Green,104,89.9,187,208,-0.62
49,50,50,Brad Adamonis,70,89.84,115,128,-0.66
50,51,51,Tom Pernice Jr.,82,89.61,138,154,-0.62
51,T52,T52,Jerry Kelly,90,89.58,129,144,-0.74
52,T52,T52,Rocco Mediate,79,89.58,129,144,-0.6
53,54,54,Bubba Watson,73,89.56,163,182,-0.63
54,55,55,Bob Heintz,59,89.53,77,86,-0.56
55,56,56,Tiger Woods,64,89.51,128,143,-0.74
56,57,57,Rory Sabbatini,81,89.5,179,200,-0.59
57,58,58,Robert Garrigus,83,89.45,195,218,-0.53
58,59,59,Vaughn Taylor,88,89.44,144,161,-0.6
59,60,60,Tag Ridings,50,89.43,110,123,-0.68
60,61,61,Tim Petrovic,97,89.42,186,208,-0.6
61,62,62,Steve Lowery,83,89.22,182,204,-0.52
62,63,63,Charlie Wi,92,89.1,139,156,-0.6
63,T64,T64,Greg Chalmers,85,89.08,155,174,-0.61
64,T64,T64,Matt Weibring,65,89.08,106,119,-0.59
65,T66,T66,J.B. Holmes,74,89.06,171,192,-0.55
66,T66,T66,Justin Rose,71,89.06,114,128,-0.64
67,T68,T68,Darron Stiles,52,89.01,81,91,-0.57
68,T68,T68,Chris Stroud,88,89.01,162,182,-0.7
69,T70,T70,David Duval,56,88.99,97,109,-0.62
70,T70,T70,Marc Leishman,91,88.99,194,218,-0.58
71,T72,T72,Kris Blanks,60,88.89,96,108,-0.64
72,T72,T72,Chris DiMarco,97,88.89,136,153,-0.56
73,T72,T72,John Mallinger,90,88.89,128,144,-0.68
74,75,75,Mathew Goggin,76,88.82,135,152,-0.61
75,76,76,Carl Pettersson,86,88.76,158,178,-0.62
76,77,77,Webb Simpson,94,88.68,141,159,-0.68
77,78,78,Charley Hoffman,97,88.63,226,255,-0.63
78,79,79,Steve Stricker,81,88.55,116,131,-0.72
79,80,80,Peter Tomasulo,61,88.52,108,122,-0.61
80,81,81,Lee Janzen,74,88.46,92,104,-0.58
81,82,82,Brian Davis,103,88.34,197,223,-0.63
82,83,83,D.J. Trahan,96,88.26,203,230,-0.65
83,84,84,Kirk Triplett,60,88.19,112,127,-0.54
84,85,85,Brandt Snedeker,81,88.14,104,118,-0.64
85,86,86,Tim Herron,87,88.11,163,185,-0.58
86,87,87,Rod Pampling,72,88.08,133,151,-0.65
87,88,88,Jarrod Lyle,65,88.07,96,109,-0.5
88,89,89,Y.E. Yang,83,88.02,147,167,-0.67
89,90,90,Jason Bohn,88,87.95,146,166,-0.55
90,91,91,Hunter Mahan,94,87.76,172,196,-0.65
91,T92,T92,Alex Cejka,82,87.74,136,155,-0.63
92,T92,T92,Scott Verplank,88,87.74,136,155,-0.62
93,94,94,Dean Wilson,81,87.72,100,114,-0.63
