,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
170,T171,T171,Aaron Baddeley,66,-.200
171,T171,T171,David Duval,56,-.200
172,T171,T171,Brian Gay,96,-.200
173,174,174,Corey Pavin,73,-.167
174,T175,T175,J.B. Holmes,74,-.143
175,T175,T175,Rick Price,54,-.143
176,177,177,James Nitties,86,-.118
177,178,178,Pat Perez,74,-.111
178,179,179,D.A. Points,99,-.063
179,T180,T180,Stewart Cink,79,E
180,T180,T180,Derek Fathauer,63,E
181,182,182,Rich Beem,77,+.071
182,T183,T183,Brendon Todd,53,+.333
183,T183,T183,Gary Woodland,53,+.333
