,Approach_150-175_yards_RTP_Score_RANK THIS WEEK,Approach_150-175_yards_RTP_Score_RANK LAST WEEK,Approach_150-175_yards_RTP_Score_PLAYER NAME,Approach_150-175_yards_RTP_Score_ROUNDS,Approach_150-175_yards_RTP_Score_AVG RTP
0,1,1,Luke Donald,79,-.193
1,T2,T2,Fred Couples,54,-.147
2,T2,T2,Matt Jones,56,-.147
3,T2,T2,Brandt Snedeker,81,-.147
4,T2,T2,Tiger Woods,64,-.147
5,6,6,Ernie Els,70,-.146
6,7,7,Andres Romero,58,-.144
7,8,8,Kevin Na,91,-.141
8,9,9,Brian Gay,96,-.138
9,10,10,Scott Sterling,51,-.136
10,11,11,Scott Verplank,88,-.134
11,12,12,Chris Riley,77,-.132
12,13,13,Tag Ridings,50,-.128
13,14,14,Cameron Beckman,87,-.120
14,15,15,J.B. Holmes,74,-.115
15,16,16,Padraig Harrington,66,-.113
16,T17,T17,Hunter Mahan,94,-.111
17,T17,T17,Rory Sabbatini,81,-.111
18,19,19,Sean O'Hair,80,-.107
19,20,20,Mike Weir,85,-.106
20,21,21,Harrison Frazar,93,-.101
21,22,22,Briny Baird,89,-.098
22,23,23,Michael Letzig,96,-.097
23,T24,T24,Matt Kuchar,82,-.096
24,T24,T24,Parker McLachlin,71,-.096
25,T24,T24,Darron Stiles,52,-.096
26,27,27,Bo Van Pelt,100,-.095
27,T28,T28,Jason Bohn,88,-.094
28,T28,T28,Bob Heintz,59,-.094
29,T28,T28,Geoff Ogilvy,78,-.094
30,T31,T31,Tim Clark,81,-.089
31,T31,T31,Steve Stricker,81,-.089
32,T33,T33,Chad Campbell,90,-.088
33,T33,T33,Justin Leonard,95,-.088
34,T35,T35,Zach Johnson,94,-.087
35,T35,T35,Ian Poulter,59,-.087
36,37,37,Alex Cejka,82,-.086
37,38,38,Jim Furyk,86,-.085
38,39,39,Freddie Jacobson,83,-.084
39,T40,T40,Dustin Johnson,85,-.083
40,T40,T40,Corey Pavin,73,-.083
41,T42,T42,Woody Austin,84,-.082
42,T42,T42,Matt Weibring,65,-.082
43,T44,T44,Ben Crane,93,-.081
44,T44,T44,Marc Leishman,91,-.081
45,T44,T44,Scott McCarron,91,-.081
46,T47,T47,Steve Elkington,70,-.080
47,T47,T47,Brett Quigley,92,-.080
48,49,49,Richard Johnson,85,-.077
49,50,50,Charlie Wi,92,-.076
50,51,51,Kevin Sutherland,96,-.075
51,52,52,John Merrick,91,-.074
