,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,Padraig Harrington,66,"38' 6""",307.75,8,-7
1,2,2,Mathew Goggin,76,"52' 4""",104.667,2,-2
2,3,3,Fred Couples,54,"54' 5""",217.583,4,-2
3,4,4,Ángel Cabrera,55,"59' 0""",354.167,6,-3
4,5,5,Sergio Garcia,59,"66' 8""",866.25,13,-3
5,6,6,Kevin Sutherland,96,"67' 6""",674.9169999999999,10,-8
6,7,7,Davis Love III,89,"68' 10""",1101.0,16,-10
7,8,8,Tim Herron,87,"69' 2""",622.5830000000001,9,-5
8,9,9,Lucas Glover,93,"70' 1""",1121.167,16,-6
9,10,10,Leif Olson,51,"71' 0""",284.0,4,-1
10,11,11,Martin Laird,72,"71' 1""",781.75,11,-9
11,12,12,J.B. Holmes,74,"71' 5""",500.167,7,-1
12,13,13,J.J. Henry,97,"71' 9""",1076.583,15,-8
13,14,14,Hunter Mahan,94,"72' 6""",1087.583,15,-4
14,15,15,Bryce Molder,69,"72' 9""",363.667,5,-2
15,16,16,Mike Weir,85,"72' 10""",582.75,8,-8
16,T17,T17,Phil Mickelson,66,"73' 1""",657.5,9,-3
17,T17,T17,Scott Piercy,85,"73' 1""",1388.3329999999999,19,-14
18,19,19,Marc Leishman,91,"73' 3""",1757.25,24,-11
19,20,20,Boo Weekley,79,"74' 5""",743.8330000000001,10,-4
20,21,21,Sean O'Hair,80,"74' 6""",894.4169999999999,12,-7
21,22,22,Geoff Ogilvy,78,"75' 3""",752.6669999999999,10,-5
22,23,23,Jim Furyk,86,"75' 7""",680.25,9,-7
23,24,24,Charles Warren,63,"77' 4""",850.75,11,-6
24,25,25,George McNeill,82,"77' 10""",1167.0,15,-8
25,26,26,Aaron Baddeley,66,"78' 8""",786.9169999999999,10,-2
26,27,27,John Merrick,91,"78' 10""",1261.75,16,-9
27,28,28,Troy Matteson,95,"79' 0""",1421.8329999999999,18,-10
28,29,29,Ted Purdy,101,"79' 3""",1665.0,21,-5
29,30,30,Bill Haas,91,"79' 8""",1593.5,20,-9
30,31,31,Lee Janzen,74,"79' 9""",558.5,7,-4
31,32,32,Retief Goosen,74,"80' 7""",644.6669999999999,8,-3
32,33,33,Justin Rose,71,"80' 8""",1694.8329999999999,21,-11
