,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
34,T35,T35,Peter Tomasulo,61,"39' 9""",67,2664.75,+13.00
35,T35,T35,Bubba Watson,73,"39' 9""",113,4492.417,+2.00
36,T37,T37,Briny Baird,89,"39' 10""",101,4027.0,+2.00
37,T37,T37,Chris Riley,77,"39' 10""",105,4179.083,+9.00
38,T39,T39,Tim Clark,81,"39' 11""",68,2716.083,+6.00
39,T39,T39,Steve Lowery,83,"39' 11""",162,6471.6669999999995,+27.00
40,41,41,Greg Kraft,51,"40' 0""",64,2561.833,+15.00
41,T42,T42,Carl Pettersson,86,"40' 2""",130,5224.25,+7.00
42,T42,T42,Heath Slocum,95,"40' 2""",119,4784.333,+18.00
43,T44,T44,Stewart Cink,79,"40' 3""",130,5237.417,+7.00
44,T44,T44,Jeff Maggert,79,"40' 3""",113,4552.417,+14.00
45,T44,T44,John Senden,100,"40' 3""",140,5635.0830000000005,+5.00
46,T44,T44,Nick Watney,86,"40' 3""",125,5027.417,+15.00
47,T44,T44,Matt Weibring,65,"40' 3""",84,3382.333,+15.00
48,T49,T49,Michael Allen,73,"40' 4""",95,3831.667,+20.00
49,T49,T49,Kris Blanks,60,"40' 4""",68,2739.833,+6.00
50,T49,T49,Rory Sabbatini,81,"40' 4""",172,6943.0,+15.00
51,T52,T52,Hunter Mahan,94,"40' 5""",151,6108.0,+5.00
52,T52,T52,Phil Mickelson,66,"40' 5""",119,4812.25,+10.00
53,T52,T52,Kevin Stadler,65,"40' 5""",101,4081.083,+14.00
54,55,55,Ángel Cabrera,55,"40' 8""",92,3744.25,+7.00
55,T56,T56,Brandt Snedeker,81,"40' 9""",101,4119.417,E
56,T56,T56,Brian Vranesh,51,"40' 9""",90,3669.333,+5.00
57,T56,T56,Jimmy Walker,74,"40' 9""",184,7491.6669999999995,+24.00
58,59,59,Steve Elkington,70,"40' 10""",102,4167.0,+6.00
59,60,60,Greg Owen,97,"40' 11""",129,5279.0830000000005,+17.00
60,T61,T61,Woody Austin,84,"41' 1""",120,4930.833,+8.00
61,T61,T61,David Duval,56,"41' 1""",78,3201.667,+19.00
62,T61,T61,John Rollins,92,"41' 1""",126,5177.583,+5.00
63,64,64,Marc Turnesa,77,"41' 2""",116,4780.0,+14.00
64,65,65,Y.E. Yang,83,"41' 3""",119,4904.917,+20.00
65,66,66,Jerry Kelly,90,"41' 4""",119,4921.417,+9.00
66,67,67,Jonathan Byrd,89,"41' 5""",123,5094.167,+8.00
67,T68,T68,Joe Durant,62,"41' 6""",57,2366.083,+13.00
68,T68,T68,Tom Pernice Jr.,82,"41' 6""",127,5266.1669999999995,+7.00
69,T70,T70,Jeff Klauk,97,"41' 7""",124,5160.75,+13.00
70,T70,T70,Kirk Triplett,60,"41' 7""",78,3242.833,+12.00
71,T72,T72,Tommy Armour III,58,"41' 8""",68,2831.083,+8.00
72,T72,T72,Jarrod Lyle,65,"41' 8""",97,4040.5,+12.00
73,T74,T74,K.J. Choi,65,"41' 9""",74,3086.75,+3.00
74,T74,T74,John Merrick,91,"41' 9""",142,5931.25,+17.00
75,T74,T74,Ian Poulter,59,"41' 9""",81,3380.25,+6.00
76,T74,T74,Kevin Streelman,97,"41' 9""",169,7055.1669999999995,+14.00
77,T78,T78,Alex Cejka,82,"41' 10""",109,4556.917,+4.00
78,T78,T78,Lucas Glover,93,"41' 10""",131,5480.75,+4.00
79,T80,T80,Zach Johnson,94,"41' 11""",133,5579.5830000000005,+11.00
80,T80,T80,Casey Wittenberg,71,"41' 11""",103,4315.25,+17.00
81,T82,T82,Jason Gore,74,"42' 1""",93,3914.333,+23.00
82,T82,T82,Charles Warren,63,"42' 1""",83,3495.667,+6.00
83,84,84,Andres Romero,58,"42' 2""",92,3879.75,+6.00
84,T85,T85,Ben Crane,93,"42' 3""",119,5027.667,+6.00
85,T85,T85,J.J. Henry,97,"42' 3""",149,6296.8330000000005,+12.00
86,T85,T85,John Mallinger,90,"42' 3""",115,4862.25,+21.00
87,T88,T88,Jason Dufner,90,"42' 4""",133,5627.0830000000005,-2.00
88,T88,T88,Scott Verplank,88,"42' 4""",148,6260.75,+18.00
89,90,90,Davis Love III,89,"42' 5""",154,6537.75,+27.00
90,T91,T91,Stuart Appleby,79,"42' 7""",117,4979.333,+14.00
91,T91,T91,Paul Goydos,79,"42' 7""",103,4388.5,+26.00
92,T91,T91,David Mathis,82,"42' 7""",140,5957.0830000000005,+14.00
93,94,94,Matt Bettencourt,98,"42' 9""",173,7400.75,+25.00
94,95,95,Mathew Goggin,76,"42' 10""",88,3770.917,+18.00
95,T96,T96,Colt Knost,71,"42' 11""",89,3819.667,+26.00
96,T96,T96,Marc Leishman,91,"42' 11""",215,9232.333,+14.00
97,T96,T96,Troy Matteson,95,"42' 11""",193,8288.25,+10.00
98,T96,T96,Patrick Sheehan,51,"42' 11""",51,2188.833,+17.00
99,T96,T96,D.J. Trahan,96,"42' 11""",123,5278.0830000000005,+17.00
100,101,101,Chez Reavie,81,"43' 0""",83,3567.333,+15.00
101,T102,T102,Spencer Levin,75,"43' 1""",109,4696.917,+4.00
102,T102,T102,Justin Rose,71,"43' 1""",100,4311.5,+17.00
103,T102,T102,Bo Van Pelt,100,"43' 1""",164,7059.5830000000005,+14.00
104,T105,T105,Tim Herron,87,"43' 2""",174,7508.8330000000005,+9.00
105,T105,T105,Kenny Perry,92,"43' 2""",112,4836.333,+22.00
106,107,107,Cameron Beckman,87,"43' 3""",130,5622.8330000000005,+10.00
107,T108,T108,Freddie Jacobson,83,"43' 4""",142,6157.6669999999995,+18.00
108,T108,T108,Richard Johnson,85,"43' 4""",104,4508.75,+26.00
109,T108,T108,George McNeill,82,"43' 4""",170,7367.6669999999995,+17.00
110,111,111,Bart Bryant,58,"43' 5""",76,3297.75,+17.00
111,T112,T112,Mark Calcavecchia,72,"43' 7""",131,5711.75,+6.00
112,T112,T112,J.B. Holmes,74,"43' 7""",137,5973.5830000000005,+20.00
113,T112,T112,Tiger Woods,64,"43' 7""",99,4312.75,-8.00
114,115,115,Bill Haas,91,"43' 8""",136,5938.5830000000005,+1.00
115,116,116,Darron Stiles,52,"43' 10""",61,2672.833,+13.00
116,117,117,Ryuji Imada,85,"43' 11""",135,5932.75,+14.00
117,T118,T118,Mark Brooks,55,"44' 0""",67,2947.917,+6.00
118,T118,T118,Tom Lehman,55,"44' 0""",49,2157.833,+5.00
119,120,120,Lee Janzen,74,"44' 2""",103,4552.0,+20.00
120,T121,T121,Ben Curtis,63,"44' 3""",68,3006.75,+10.00
121,T121,T121,Ernie Els,70,"44' 3""",103,4559.25,+18.00
122,T121,T121,Kent Jones,73,"44' 3""",108,4776.5,+14.00
123,T121,T121,Jeff Overton,92,"44' 3""",174,7695.4169999999995,+37.00
124,T121,T121,Vijay Singh,71,"44' 3""",93,4114.583,+23.00
125,T121,T121,Camilo Villegas,76,"44' 3""",104,4600.75,-2.00
126,127,127,Scott Piercy,85,"44' 4""",196,8692.833,+18.00
127,T128,T128,Charles Howell III,99,"44' 5""",205,9099.0,+24.00
128,T128,T128,Steve Marino,98,"44' 5""",155,6883.75,+21.00
129,T130,T130,Martin Laird,72,"44' 6""",129,5740.0830000000005,+3.00
130,T130,T130,Bryce Molder,69,"44' 6""",93,4134.917,+15.00
131,T130,T130,Brett Quigley,92,"44' 6""",122,5428.5,+33.00
132,T133,T133,Scott Sterling,51,"44' 8""",81,3617.0,+12.00
133,T133,T133,Chris Stroud,88,"44' 8""",140,6258.8330000000005,+17.00
134,T135,T135,Peter Lonard,86,"44' 9""",116,5188.667,+24.00
135,T135,T135,Leif Olson,51,"44' 9""",88,3938.25,+23.00
136,T135,T135,Tag Ridings,50,"44' 9""",93,4161.167,+13.00
137,T135,T135,Vaughn Taylor,88,"44' 9""",104,4658.167,+16.00
138,T139,T139,Jim Furyk,86,"45' 0""",84,3780.083,E
139,T139,T139,Jeff Quinney,78,"45' 0""",113,5085.833,+15.00
140,T139,T139,Gary Woodland,53,"45' 0""",92,4138.75,+21.00
141,T142,T142,Brad Adamonis,70,"45' 1""",124,5594.5,+14.00
142,T142,T142,Charley Hoffman,97,"45' 1""",163,7344.6669999999995,+21.00
143,T142,T142,Billy Mayfair,83,"45' 1""",109,4913.5,+19.00
144,T142,T142,Corey Pavin,73,"45' 1""",94,4233.917,+20.00
145,146,146,Dean Wilson,81,"45' 2""",105,4744.917,+15.00
146,147,147,Mike Weir,85,"45' 3""",145,6556.0830000000005,+26.00
147,T148,T148,Fred Couples,54,"45' 5""",88,3998.0,+11.00
148,T148,T148,James Nitties,86,"45' 5""",167,7579.5830000000005,+19.00
149,150,150,D.A. Points,99,"45' 6""",138,6273.5,+3.00
150,T151,T151,Brad Faxon,59,"45' 8""",108,4933.25,+20.00
151,T151,T151,Kevin Na,91,"45' 8""",124,5658.5830000000005,+16.00
152,T151,T151,Aron Price,89,"45' 8""",165,7534.9169999999995,+13.00
153,154,154,Brian Gay,96,"45' 9""",126,5762.5830000000005,+11.00
154,T155,T155,Eric Axley,71,"46' 0""",121,5564.0830000000005,+45.00
155,T155,T155,Pat Perez,74,"46' 0""",102,4694.75,+8.00
156,T157,T157,Ryan Moore,89,"46' 1""",120,5532.25,+23.00
157,T157,T157,Tim Petrovic,97,"46' 1""",154,7094.0,+2.00
158,T157,T157,Steve Stricker,81,"46' 1""",84,3867.833,+5.00
159,T157,T157,Mark Wilson,99,"46' 1""",152,6998.6669999999995,+15.00
160,161,161,Nicholas Thompson,96,"46' 2""",137,6326.5830000000005,+25.00
161,T162,T162,Nathan Green,104,"46' 3""",169,7810.5,+25.00
162,T162,T162,Parker McLachlin,71,"46' 3""",191,8838.833,+23.00
163,T162,T162,Johnson Wagner,81,"46' 3""",128,5915.5830000000005,+25.00
164,T165,T165,Brian Davis,103,"46' 4""",147,6805.0830000000005,+25.00
165,T165,T165,Cliff Kresge,78,"46' 4""",103,4770.833,+21.00
166,167,167,Brendon de Jonge,90,"46' 5""",158,7339.75,+21.00
167,168,168,Padraig Harrington,66,"46' 6""",94,4368.833,+3.00
168,169,169,Aaron Baddeley,66,"46' 10""",145,6785.5,+21.00
169,170,170,Derek Fathauer,63,"47' 2""",137,6457.6669999999995,+40.00
170,171,171,Ken Duke,87,"47' 3""",154,7278.0,+25.00
171,172,172,Bill Lunde,83,"47' 4""",139,6574.6669999999995,+28.00
172,T173,T173,Brian Bateman,55,"47' 9""",112,5343.4169999999995,+20.00
173,T173,T173,Bob Heintz,59,"47' 9""",77,3676.75,+20.00
174,T175,T175,Ricky Barnes,67,"48' 2""",93,4480.5,+17.00
175,T175,T175,Matt Kuchar,82,"48' 2""",116,5590.25,+6.00
176,177,177,Matt Jones,56,"48' 4""",114,5512.4169999999995,+19.00
177,178,178,Scott McCarron,91,"48' 5""",132,6394.8330000000005,+17.00
178,179,179,Jason Day,61,"48' 11""",88,4303.75,+4.00
179,T180,T180,Ryan Palmer,78,"50' 4""",129,6495.8330000000005,+26.00
180,T180,T180,Rick Price,54,"50' 4""",66,3323.75,+20.00
181,182,182,Brendon Todd,53,"51' 1""",74,3781.417,+19.00
182,183,183,Robert Allenby,71,"51' 6""",74,3813.333,+9.00
183,184,184,Stephen Ames,77,"56' 2""",95,5336.1669999999995,+11.00
