,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Adam Scott,53,-.875
1,T2,T2,Stuart Appleby,79,-.818
2,T2,T2,John Mallinger,90,-.818
3,4,4,Jimmy Walker,74,-.810
4,5,5,Chris Riley,77,-.792
5,6,6,Matt Jones,56,-.789
6,7,7,Mike Weir,85,-.778
7,8,8,Bob Estes,78,-.773
8,9,9,Stephen Ames,77,-.762
9,T10,T10,Briny Baird,89,-.750
10,T10,T10,Matt Kuchar,82,-.750
11,T10,T10,Ted Purdy,101,-.750
12,T10,T10,Brett Quigley,92,-.750
13,T10,T10,Brandt Snedeker,81,-.750
14,15,15,Dean Wilson,81,-.739
15,16,16,Derek Fathauer,63,-.737
16,17,17,Steve Elkington,70,-.731
17,18,18,Y.E. Yang,83,-.724
18,T19,T19,Rod Pampling,72,-.722
19,T19,T19,Bubba Watson,73,-.722
20,21,21,Scott McCarron,91,-.721
21,T22,T22,Tommy Armour III,58,-.714
22,T22,T22,Zach Johnson,94,-.714
23,24,24,Nicholas Thompson,96,-.711
24,25,25,Webb Simpson,94,-.697
25,T26,T26,Retief Goosen,74,-.696
26,T26,T26,Nick Watney,86,-.696
27,28,28,Eric Axley,71,-.692
28,T29,T29,James Nitties,86,-.690
29,T29,T29,Vijay Singh,71,-.690
30,31,31,Tim Clark,81,-.688
31,T32,T32,Robert Allenby,71,-.682
32,T32,T32,Jeff Quinney,78,-.682
33,34,34,Kenny Perry,92,-.679
34,T35,T35,Woody Austin,84,-.677
35,T35,T35,Rocco Mediate,79,-.677
36,37,37,D.J. Trahan,96,-.655
37,T38,T38,Mathew Goggin,76,-.652
38,T38,T38,Charlie Wi,92,-.652
39,40,40,Todd Hamilton,83,-.650
40,T41,T41,Michael Allen,73,-.647
41,T41,T41,Padraig Harrington,66,-.647
42,43,43,Jerry Kelly,90,-.645
43,T44,T44,Glen Day,79,-.636
44,T44,T44,Charles Howell III,99,-.636
45,T44,T44,Anthony Kim,76,-.636
46,T44,T44,Tag Ridings,50,-.636
47,T44,T44,Brian Vranesh,51,-.636
48,T49,T49,Matt Bettencourt,98,-.633
49,T49,T49,Greg Chalmers,85,-.633
50,T49,T49,Davis Love III,89,-.633
51,T49,T49,Scott Piercy,85,-.633
52,T53,T53,Jason Gore,74,-.632
53,T53,T53,Marc Leishman,91,-.632
54,T53,T53,Rick Price,54,-.632
55,T53,T53,Tiger Woods,64,-.632
56,57,57,Ryan Moore,89,-.630
