,Approaches_from_200-225_yards_Rgh_RANK THIS WEEK,Approaches_from_200-225_yards_Rgh_RANK LAST WEEK,Approaches_from_200-225_yards_Rgh_PLAYER NAME,Approaches_from_200-225_yards_Rgh_ROUNDS,Approaches_from_200-225_yards_Rgh_AVG,Approaches_from_200-225_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_Rgh_# OF ATTEMPTS,Approaches_from_200-225_yards_Rgh_RELATIVE TO PAR
0,1,1,Fred Couples,54,"35' 10""",214.75,6,-2
1,2,2,Adam Scott,53,"41' 11""",502.833,12,-3
2,3,3,Bill Haas,91,"43' 9""",656.75,15,-6
3,4,4,Y.E. Yang,83,"45' 5""",818.0,18,E
4,T5,T5,Tim Clark,81,"46' 0""",827.3330000000001,18,+3
5,T5,T5,Paul Goydos,79,"46' 0""",919.1669999999999,20,+5
6,7,7,Sergio Garcia,59,"46' 7""",512.0,11,+1
7,8,8,Camilo Villegas,76,"47' 3""",851.0830000000001,18,-3
8,9,9,George McNeill,82,"47' 4""",1136.667,24,+3
9,10,10,Marc Leishman,91,"48' 5""",1451.6670000000001,30,-2
10,11,11,Matt Jones,56,"48' 8""",583.5830000000001,12,+7
11,12,12,Jay Williamson,69,"52' 0""",572.3330000000001,11,+2
12,13,13,Geoff Ogilvy,78,"52' 5""",628.6669999999999,12,+2
13,14,14,Rick Price,54,"52' 7""",630.5830000000001,12,E
14,15,15,Charles Howell III,99,"52' 8""",1474.25,28,+3
15,T16,T16,Harrison Frazar,93,"52' 11""",794.0,15,+5
16,T16,T16,Robert Garrigus,83,"52' 11""",793.1669999999999,15,-6
17,18,18,Jimmy Walker,74,"53' 0""",1854.1670000000001,35,+1
18,19,19,James Nitties,86,"53' 3""",1011.8330000000001,19,+9
19,20,20,Tom Lehman,55,"53' 6""",642.0,12,+4
20,21,21,Pat Perez,74,"53' 8""",750.9169999999999,14,-4
21,22,22,Bo Van Pelt,100,"53' 11""",647.0830000000001,12,+1
22,23,23,Kevin Sutherland,96,"54' 0""",1242.917,23,-4
23,24,24,Bob Heintz,59,"54' 1""",703.0830000000001,13,+4
24,25,25,Boo Weekley,79,"54' 2""",812.9169999999999,15,E
25,26,26,Anthony Kim,76,"54' 3""",1194.0,22,-2
26,27,27,Tim Herron,87,"54' 6""",1526.1670000000001,28,E
27,T28,T28,Retief Goosen,74,"54' 8""",929.5,17,-4
28,T28,T28,Davis Love III,89,"54' 8""",929.0,17,+2
29,30,30,Rich Beem,77,"54' 11""",659.1669999999999,12,-1
30,31,31,Matt Kuchar,82,"55' 1""",1487.75,27,-4
31,T32,T32,Ángel Cabrera,55,"55' 2""",828.0830000000001,15,+2
32,T32,T32,Greg Owen,97,"55' 2""",1212.75,22,+1
33,T32,T32,Andres Romero,58,"55' 2""",828.0,15,-2
34,35,35,Ted Purdy,101,"55' 3""",1159.75,21,E
35,36,36,Brian Gay,96,"55' 5""",1385.5,25,+8
36,37,37,Kenny Perry,92,"55' 9""",724.3330000000001,13,+2
37,38,38,Mathew Goggin,76,"56' 0""",840.1669999999999,15,E
38,39,39,Chris DiMarco,97,"56' 5""",1580.5,28,+3
39,40,40,Zach Johnson,94,"56' 6""",1469.1670000000001,26,-1
40,T41,T41,Phil Mickelson,66,"56' 7""",962.0830000000001,17,+5
41,T41,T41,Leif Olson,51,"56' 7""",622.0830000000001,11,+2
