,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Tiger Woods,64,-.114
1,2,2,Steve Stricker,81,-.037
2,3,3,Robert Garrigus,83,-.004
3,4,4,Matt Kuchar,82,E
4,5,5,Fred Couples,54,+.014
5,6,6,Rocco Mediate,79,+.015
6,7,7,Jim Furyk,86,+.021
7,8,8,Kevin Streelman,97,+.023
8,9,9,Brandt Snedeker,81,+.026
9,T10,T10,Greg Chalmers,85,+.028
10,T10,T10,Anthony Kim,76,+.028
11,T12,T12,Sergio Garcia,59,+.034
12,T12,T12,Sean O'Hair,80,+.034
13,T12,T12,Camilo Villegas,76,+.034
14,15,15,Ángel Cabrera,55,+.037
15,16,16,Bill Haas,91,+.039
16,T17,T17,Robert Allenby,71,+.042
17,T17,T17,Troy Matteson,95,+.042
18,19,19,Ben Crane,93,+.044
19,20,20,Harrison Frazar,93,+.045
20,T21,T21,Dustin Johnson,85,+.047
21,T21,T21,Michael Letzig,96,+.047
22,23,23,Geoff Ogilvy,78,+.051
23,24,24,Bubba Watson,73,+.053
24,25,25,Luke Donald,79,+.054
25,26,26,Andres Romero,58,+.060
26,27,27,Nick Watney,86,+.061
27,28,28,Tim Petrovic,97,+.064
28,T29,T29,Jason Dufner,90,+.065
29,T29,T29,Retief Goosen,74,+.065
30,T29,T29,Jarrod Lyle,65,+.065
31,T29,T29,David Toms,98,+.065
32,T33,T33,Tommy Armour III,58,+.066
33,T33,T33,Briny Baird,89,+.066
34,T33,T33,Steve Marino,98,+.066
35,T36,T36,Lucas Glover,93,+.070
36,T36,T36,Chris Riley,77,+.070
37,T38,T38,Parker McLachlin,71,+.071
38,T38,T38,Scott Piercy,85,+.071
39,40,40,Ben Curtis,63,+.073
40,41,41,Ted Purdy,101,+.075
