,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
0,1,1,Bubba Watson,73,20.59,35,170
1,2,2,Andres Romero,58,19.84,25,126
2,3,3,Lucas Glover,93,19.03,47,247
3,4,4,Hunter Mahan,94,17.62,40,227
4,T5,T5,Kris Blanks,60,17.61,28,159
5,T5,T5,Fred Couples,54,17.61,25,142
6,7,7,Nick Watney,86,17.09,34,199
7,8,8,Geoff Ogilvy,78,17.03,31,182
8,9,9,Matt Bettencourt,98,16.94,51,301
9,10,10,Paul Goydos,79,16.81,38,226
10,11,11,Gary Woodland,53,16.51,18,109
11,12,12,Tiger Woods,64,16.49,31,188
12,13,13,Corey Pavin,73,16.39,39,238
13,14,14,Kenny Perry,92,16.37,37,226
14,15,15,Adam Scott,53,16.24,19,117
15,16,16,Sean O'Hair,80,16.02,29,181
16,17,17,Stephen Ames,77,15.93,29,182
17,18,18,Stewart Cink,79,15.9,31,195
18,19,19,Tim Petrovic,97,15.85,52,328
19,20,20,Camilo Villegas,76,15.82,28,177
20,21,21,Kevin Streelman,97,15.77,41,260
21,22,22,Leif Olson,51,15.6,22,141
22,23,23,Matt Weibring,65,15.59,29,186
23,24,24,D.J. Trahan,96,15.53,41,264
24,25,25,Justin Leonard,95,15.29,37,242
25,26,26,Boo Weekley,79,15.27,31,203
26,27,27,Scott Piercy,85,15.26,38,249
27,28,28,David Toms,98,15.22,42,276
28,29,29,Robert Garrigus,83,15.21,33,217
29,30,30,Harrison Frazar,93,15.12,39,258
30,31,31,Martin Laird,72,15.0,30,200
31,32,32,Jason Day,61,14.97,25,167
32,33,33,Patrick Sheehan,51,14.96,19,127
33,34,34,Ted Purdy,101,14.92,44,295
34,35,35,Lee Janzen,74,14.85,34,229
35,36,36,Davis Love III,89,14.84,38,256
36,37,37,Daniel Chopra,89,14.8,33,223
37,38,38,Rory Sabbatini,81,14.6,33,226
38,39,39,Aaron Baddeley,66,14.58,28,192
39,40,40,Michael Letzig,96,14.56,45,309
40,T41,T41,Dustin Johnson,85,14.45,25,173
41,T41,T41,Jeff Quinney,78,14.45,37,256
42,43,43,Charley Hoffman,97,14.39,41,285
43,44,44,Ricky Barnes,67,14.37,25,174
44,T45,T45,Vaughn Taylor,88,14.34,39,272
45,T45,T45,Johnson Wagner,81,14.34,39,272
46,47,47,Charles Howell III,99,14.29,41,287
47,T48,T48,Vijay Singh,71,14.19,21,148
48,T48,T48,Mark Wilson,99,14.19,44,310
49,50,50,Pat Perez,74,14.09,31,220
50,51,51,Steve Flesch,77,14.08,30,213
51,52,52,Ryan Moore,89,14.0,35,250
52,53,53,Bart Bryant,58,13.99,27,193
53,54,54,Nick O'Hern,90,13.98,45,322
54,55,55,Joe Ogilvie,85,13.93,34,244
55,T56,T56,Joe Durant,62,13.87,24,173
56,T56,T56,Tim Herron,87,13.87,38,274
57,58,58,Bo Van Pelt,100,13.82,38,275
58,T59,T59,D.A. Points,99,13.74,43,313
59,T59,T59,Justin Rose,71,13.74,25,182
60,61,61,Steve Marino,98,13.69,36,263
61,62,62,Carl Pettersson,86,13.6,34,250
62,63,63,Ernie Els,70,13.54,26,192
63,64,64,John Senden,100,13.46,42,312
64,65,65,Ben Curtis,63,13.42,20,149
65,66,66,Chad Campbell,90,13.39,32,239
66,T67,T67,Bill Lunde,83,13.31,33,248
67,T67,T67,Nicholas Thompson,96,13.31,39,293
68,69,69,Tim Clark,81,13.3,27,203
69,70,70,Cameron Beckman,87,13.26,35,264
70,71,71,Tommy Armour III,58,13.25,22,166
71,72,72,George McNeill,82,13.17,37,281
72,73,73,Jim Furyk,86,13.14,31,236
73,74,74,Tag Ridings,50,13.04,15,115
74,75,75,Jonathan Byrd,89,13.03,34,261
75,76,76,Steve Stricker,81,13.02,28,215
76,77,77,Brendon Todd,53,13.0,26,200
77,78,78,Ben Crane,93,12.96,42,324
78,79,79,Jason Bohn,88,12.93,38,294
79,80,80,Cliff Kresge,78,12.9,32,248
80,81,81,Zach Johnson,94,12.82,35,273
81,T82,T82,Bob Heintz,59,12.79,22,172
82,T82,T82,Ryan Palmer,78,12.79,28,219
83,T84,T84,Marc Leishman,91,12.77,36,282
84,T84,T84,Billy Mayfair,83,12.77,30,235
85,86,86,Brendon de Jonge,90,12.64,33,261
86,87,87,Charlie Wi,92,12.63,36,285
87,88,88,Aron Price,89,12.54,35,279
88,89,89,Mike Weir,85,12.44,28,225
89,T90,T90,Brian Gay,96,12.42,38,306
90,T90,T90,Anthony Kim,76,12.42,19,153
91,92,92,John Merrick,91,12.4,30,242
92,93,93,Darron Stiles,52,12.34,19,154
