,Birdie_or_Better_Percentage_-_175-200_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_175-200_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_175-200_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_175-200_ya_ROUNDS,Birdie_or_Better_Percentage_-_175-200_ya_%,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_175-200_ya_TOTAL HOLES
93,94,94,Jeff Klauk,97,12.28,41,334
94,95,95,Chris DiMarco,97,12.25,37,302
95,96,96,Rick Price,54,12.24,18,147
96,97,97,Greg Chalmers,85,12.22,33,270
97,98,98,Matt Jones,56,12.18,19,156
98,99,99,J.J. Henry,97,12.15,35,288
99,100,100,Matt Kuchar,82,12.08,29,240
100,101,101,Robert Allenby,71,12.04,23,191
101,102,102,Jason Dufner,90,12.0,33,275
102,103,103,Kevin Sutherland,96,11.98,29,242
103,104,104,Phil Mickelson,66,11.97,17,142
104,105,105,John Mallinger,90,11.94,32,268
105,106,106,Y.E. Yang,83,11.93,29,243
106,T107,T107,Nathan Green,104,11.9,42,353
107,T107,T107,Jeff Overton,92,11.9,32,269
108,109,109,Retief Goosen,74,11.88,24,202
109,110,110,Mark Calcavecchia,72,11.84,27,228
110,111,111,Webb Simpson,94,11.82,35,296
111,112,112,Tom Pernice Jr.,82,11.79,33,280
112,113,113,Peter Tomasulo,61,11.76,18,153
113,114,114,Marc Turnesa,77,11.7,31,265
114,T115,T115,Brad Faxon,59,11.68,23,197
115,T115,T115,Colt Knost,71,11.68,23,197
116,T115,T115,Scott Sterling,51,11.68,16,137
117,118,118,Spencer Levin,75,11.67,30,257
118,T119,T119,Rich Beem,77,11.65,24,206
119,T119,T119,Rod Pampling,72,11.65,24,206
120,121,121,Scott Verplank,88,11.64,32,275
121,122,122,Mathew Goggin,76,11.61,26,224
122,123,123,Ken Duke,87,11.52,28,243
123,124,124,Michael Allen,73,11.5,23,200
124,125,125,Brian Davis,103,11.46,36,314
125,T126,T126,Jason Gore,74,11.44,23,201
126,T126,T126,Chris Stroud,88,11.44,31,271
127,128,128,James Nitties,86,11.43,32,280
128,129,129,Bill Haas,91,11.38,33,290
129,130,130,Kevin Stadler,65,11.3,20,177
130,T131,T131,Briny Baird,89,11.28,29,257
131,T131,T131,Alex Cejka,82,11.28,30,266
132,T131,T131,Chez Reavie,81,11.28,29,257
133,134,134,Padraig Harrington,66,11.26,17,151
134,135,135,Bryce Molder,69,11.17,23,206
135,136,136,Steve Lowery,83,11.16,27,242
136,137,137,Dean Wilson,81,11.15,29,260
137,138,138,Sergio Garcia,59,11.11,16,144
138,139,139,Brett Quigley,92,10.99,30,273
139,140,140,Brad Adamonis,70,10.95,23,210
140,141,141,Jimmy Walker,74,10.92,25,229
141,142,142,Richard Johnson,85,10.78,29,269
142,143,143,Luke Donald,79,10.62,24,226
143,T144,T144,K.J. Choi,65,10.59,18,170
144,T144,T144,Freddie Jacobson,83,10.59,27,255
145,146,146,Heath Slocum,95,10.56,30,284
146,147,147,Troy Matteson,95,10.53,30,285
147,148,148,Jerry Kelly,90,10.51,29,276
148,149,149,Kevin Na,91,10.47,27,258
149,150,150,Greg Owen,97,10.42,30,288
150,151,151,Jeff Maggert,79,10.4,26,250
151,152,152,Chris Riley,77,10.33,28,271
152,153,153,Woody Austin,84,10.31,27,262
153,154,154,Parker McLachlin,71,10.29,25,243
154,T155,T155,J.B. Holmes,74,10.27,19,185
155,T155,T155,Tom Lehman,55,10.27,15,146
156,T157,T157,Derek Fathauer,63,10.23,18,176
157,T157,T157,Will MacKenzie,69,10.23,22,215
158,159,159,Charles Warren,63,10.18,17,167
159,160,160,David Duval,56,10.11,18,178
160,161,161,Rocco Mediate,79,9.91,22,222
161,162,162,Ian Poulter,59,9.85,13,132
162,163,163,Kirk Triplett,60,9.84,18,183
163,164,164,Brandt Snedeker,81,9.75,23,236
164,165,165,Ángel Cabrera,55,9.73,11,113
165,166,166,Jarrod Lyle,65,9.62,15,156
166,167,167,Bob Estes,78,9.52,26,273
167,168,168,Jay Williamson,69,9.47,18,190
168,169,169,Stuart Appleby,79,9.32,22,236
169,170,170,Glen Day,79,9.21,21,228
170,171,171,Brian Bateman,55,9.03,14,155
171,172,172,David Mathis,82,9.02,24,266
172,173,173,Kent Jones,73,8.9,21,236
173,174,174,John Rollins,92,8.8,22,250
174,T175,T175,Peter Lonard,86,8.78,23,262
175,T175,T175,Brian Vranesh,51,8.78,13,148
176,177,177,Mark Brooks,55,8.55,13,152
177,178,178,Steve Elkington,70,8.5,17,200
178,179,179,Eric Axley,71,8.46,17,201
179,180,180,Scott McCarron,91,8.45,25,296
180,181,181,Ryuji Imada,85,8.26,19,230
181,182,182,Todd Hamilton,83,8.22,18,219
182,183,183,Casey Wittenberg,71,7.77,15,193
183,184,184,Greg Kraft,51,6.11,8,131
