,Approaches_from__200_yards_RANK THIS WEEK,Approaches_from__200_yards_RANK LAST WEEK,Approaches_from__200_yards_PLAYER NAME,Approaches_from__200_yards_ROUNDS,Approaches_from__200_yards_AVG,Approaches_from__200_yards_TOTAL DISTANCE (FEET),Approaches_from__200_yards_# OF ATTEMPTS,Approaches_from__200_yards_RELATIVE TO PAR
0,1,1,Dustin Johnson,85,"43' 4""",7372.0830000000005,170,-38
1,2,2,Jason Bohn,88,"43' 6""",10526.833,242,-20
2,3,3,Tim Clark,81,"43' 9""",7738.5,177,-31
3,4,4,Zach Johnson,94,"43' 10""",11568.167,264,-57
4,5,5,Robert Allenby,71,"44' 1""",7720.6669999999995,175,-25
5,6,6,Tom Lehman,55,"44' 2""",4153.417,94,-5
6,7,7,Sergio Garcia,59,"44' 3""",6104.0,138,-17
7,8,8,Sean O'Hair,80,"44' 7""",9183.5,206,-45
8,9,9,Tiger Woods,64,"44' 8""",7633.0830000000005,171,-54
9,10,10,Mathew Goggin,76,"45' 0""",8722.917,194,-35
10,11,11,Ángel Cabrera,55,"45' 1""",5181.083,115,-9
11,T12,T12,Fred Couples,54,"45' 4""",5073.417,112,-10
12,T12,T12,Retief Goosen,74,"45' 4""",8031.0830000000005,177,-38
13,14,14,Davis Love III,89,"45' 9""",10610.75,232,-56
14,15,15,Jim Furyk,86,"45' 10""",9708.333,212,-34
15,16,16,Bubba Watson,73,"45' 11""",7667.3330000000005,167,-28
16,17,17,Hunter Mahan,94,"46' 4""",12137.5,262,-40
17,18,18,Padraig Harrington,66,"46' 8""",7984.5830000000005,171,-25
18,19,19,Kenny Perry,92,"46' 10""",11947.917,255,-49
19,20,20,Scott Sterling,51,"47' 4""",4353.25,92,-16
20,21,21,Lucas Glover,93,"47' 6""",11932.917,251,-36
21,22,22,Steve Stricker,81,"47' 8""",9344.667,196,-30
22,T23,T23,Camilo Villegas,76,"47' 9""",7787.5830000000005,163,-33
23,T23,T23,Nick Watney,86,"47' 9""",10746.333,225,-58
24,T25,T25,Cameron Beckman,87,"48' 0""",10799.667,225,-28
25,T25,T25,Kevin Na,91,"48' 0""",11510.833,240,-46
26,T25,T25,John Senden,100,"48' 0""",14644.417,305,-63
27,T25,T25,Jay Williamson,69,"48' 0""",7291.0830000000005,152,-28
28,29,29,Bryce Molder,69,"48' 1""",6736.0830000000005,140,-20
29,30,30,J.B. Holmes,74,"48' 2""",8432.5,175,-13
30,31,31,Stewart Cink,79,"48' 3""",7774.9169999999995,161,-11
31,32,32,Todd Hamilton,83,"48' 4""",8703.167,180,-20
32,T33,T33,Rocco Mediate,79,"48' 5""",8815.167,182,-27
33,T33,T33,Chris Stroud,88,"48' 5""",10554.167,218,-33
34,T35,T35,Bart Bryant,58,"48' 7""",8010.1669999999995,165,-3
35,T35,T35,Phil Mickelson,66,"48' 7""",7136.6669999999995,147,-34
36,T35,T35,Justin Rose,71,"48' 7""",8834.75,182,-32
37,T35,T35,Y.E. Yang,83,"48' 7""",10740.583,221,-46
38,T39,T39,Robert Garrigus,83,"48' 10""",8748.0,179,-25
39,T39,T39,Brian Gay,96,"48' 10""",13421.333,275,-10
40,T39,T39,Rod Pampling,72,"48' 10""",9768.5,200,-57
41,T42,T42,Ernie Els,70,"49' 0""",8329.417,170,-29
42,T42,T42,Jerry Kelly,90,"49' 0""",12058.583,246,-41
43,T42,T42,Pat Perez,74,"49' 0""",9606.083,196,-34
44,T45,T45,George McNeill,82,"49' 1""",11095.917,226,-49
45,T45,T45,Nicholas Thompson,96,"49' 1""",12230.833,249,-55
46,T47,T47,Lee Janzen,74,"49' 2""",7872.25,160,-18
47,T47,T47,John Merrick,91,"49' 2""",8014.5830000000005,163,-15
48,49,49,Tommy Armour III,58,"49' 3""",6848.25,139,-7
49,T50,T50,Chad Campbell,90,"49' 4""",10263.5,208,-23
50,T50,T50,Kevin Streelman,97,"49' 4""",11978.0,243,-20
51,T52,T52,Mark Calcavecchia,72,"49' 5""",8596.5,174,-16
52,T52,T52,Marc Leishman,91,"49' 5""",10968.5,222,-31
53,T52,T52,Boo Weekley,79,"49' 5""",11216.167,227,-20
54,T55,T55,Bill Haas,91,"49' 7""",11396.5,230,-41
55,T55,T55,Nick O'Hern,90,"49' 7""",12053.917,243,-19
56,T57,T57,Woody Austin,84,"49' 8""",11964.667,241,-26
57,T57,T57,Brian Bateman,55,"49' 8""",5708.25,115,-15
58,T57,T57,Alex Cejka,82,"49' 8""",10779.5,217,-21
59,T57,T57,Troy Matteson,95,"49' 8""",11124.833,224,-41
60,T57,T57,Ian Poulter,59,"49' 8""",7306.4169999999995,147,-18
61,T57,T57,Ted Purdy,101,"49' 8""",12715.333,256,-34
62,T57,T57,D.J. Trahan,96,"49' 8""",12326.167,248,-65
63,64,64,Jeff Overton,92,"49' 10""",10568.0,212,-25
64,T65,T65,J.J. Henry,97,"49' 11""",11979.833,240,-43
65,T65,T65,Vijay Singh,71,"49' 11""",8532.667,171,-24
66,T67,T67,Brett Quigley,92,"50' 0""",10751.25,215,-37
67,T67,T67,Dean Wilson,81,"50' 0""",9451.417,189,-30
68,T69,T69,Jason Dufner,90,"50' 1""",11873.5,237,-31
69,T69,T69,Kevin Sutherland,96,"50' 1""",11311.417,226,-39
70,71,71,Brandt Snedeker,81,"50' 2""",10479.417,209,-28
71,72,72,K.J. Choi,65,"50' 3""",8344.5,166,-12
72,T73,T73,Anthony Kim,76,"50' 4""",9113.667,181,-41
73,T73,T73,Greg Owen,97,"50' 4""",11722.0,233,-39
74,T73,T73,Tom Pernice Jr.,82,"50' 4""",11379.417,226,-26
75,T76,T76,Stephen Ames,77,"50' 5""",8168.6669999999995,162,-31
76,T76,T76,Charles Warren,63,"50' 5""",7309.75,145,-49
77,78,78,Cliff Kresge,78,"50' 7""",9858.833,195,-3
78,T79,T79,Ken Duke,87,"50' 8""",9923.75,196,-25
79,T79,T79,Kevin Stadler,65,"50' 8""",6537.8330000000005,129,-21
80,T79,T79,Gary Woodland,53,"50' 8""",4664.833,92,E
81,T82,T82,Jason Day,61,"50' 9""",6700.0,132,-28
82,T82,T82,Heath Slocum,95,"50' 9""",13544.667,267,-13
83,84,84,Peter Tomasulo,61,"50' 11""",6618.5,130,-23
84,85,85,Rick Price,54,"51' 0""",5813.3330000000005,114,-10
85,86,86,Johnson Wagner,81,"51' 1""",11707.167,229,-29
86,T87,T87,Ben Crane,93,"51' 2""",11824.25,231,-24
87,T87,T87,Charley Hoffman,97,"51' 2""",12019.917,235,-45
88,T87,T87,Adam Scott,53,"51' 2""",6852.0,134,-13
89,T87,T87,David Toms,98,"51' 2""",13416.5,262,-25
90,T91,T91,Matt Kuchar,82,"51' 3""",10308.083,201,-43
91,T91,T91,Geoff Ogilvy,78,"51' 3""",9180.667,179,-39
92,T91,T91,Mike Weir,85,"51' 3""",9898.167,193,-30
93,T94,T94,Brian Davis,103,"51' 4""",14068.833,274,-38
94,T94,T94,Aron Price,89,"51' 4""",10476.0,204,-31
