,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
0,1,1,Tiger Woods,64,-.081
1,2,2,Camilo Villegas,76,-.019
2,3,3,Jason Dufner,90,-.015
3,4,4,Sean O'Hair,80,-.010
4,T5,T5,Jim Furyk,86,E
5,T5,T5,Sergio Garcia,59,E
6,T5,T5,Brandt Snedeker,81,E
7,T8,T8,Greg Chalmers,85,+.007
8,T8,T8,Bill Haas,91,+.007
9,T10,T10,Retief Goosen,74,+.010
10,T10,T10,Nick O'Hern,90,+.010
11,12,12,Tim Petrovic,97,+.013
12,13,13,Dustin Johnson,85,+.014
13,14,14,Bubba Watson,73,+.018
14,15,15,Briny Baird,89,+.020
15,16,16,D.A. Points,99,+.022
16,17,17,Martin Laird,72,+.023
17,18,18,Justin Leonard,95,+.027
18,19,19,Harrison Frazar,93,+.028
19,20,20,Lucas Glover,93,+.031
20,T21,T21,Daniel Chopra,89,+.032
21,T21,T21,Padraig Harrington,66,+.032
22,T23,T23,Hunter Mahan,94,+.033
23,T23,T23,Rocco Mediate,79,+.033
24,25,25,John Senden,100,+.036
25,T26,T26,Alex Cejka,82,+.037
26,T26,T26,Spencer Levin,75,+.037
27,28,28,Michael Letzig,96,+.038
28,T29,T29,John Rollins,92,+.040
29,T29,T29,Boo Weekley,79,+.040
30,31,31,K.J. Choi,65,+.041
31,32,32,David Toms,98,+.044
32,33,33,Jason Day,61,+.045
33,34,34,Mark Calcavecchia,72,+.046
34,T35,T35,Ben Crane,93,+.050
35,T35,T35,Robert Garrigus,83,+.050
36,T37,T37,Tim Herron,87,+.052
37,T37,T37,Matt Kuchar,82,+.052
38,T37,T37,Troy Matteson,95,+.052
39,T40,T40,Stewart Cink,79,+.054
40,T40,T40,Carl Pettersson,86,+.054
41,42,42,Tom Pernice Jr.,82,+.055
42,43,43,Brian Vranesh,51,+.056
43,44,44,Anthony Kim,76,+.057
44,45,45,Steve Elkington,70,+.059
45,46,46,Steve Stricker,81,+.060
46,47,47,Charlie Wi,92,+.061
47,T48,T48,Jonathan Byrd,89,+.065
48,T48,T48,Marc Leishman,91,+.065
49,T48,T48,Andres Romero,58,+.065
50,51,51,Woody Austin,84,+.067
51,52,52,Charles Warren,63,+.072
52,53,53,Ian Poulter,59,+.074
53,T54,T54,Ángel Cabrera,55,+.076
54,T54,T54,Jerry Kelly,90,+.076
55,56,56,Cameron Beckman,87,+.077
56,57,57,Pat Perez,74,+.078
57,58,58,Aron Price,89,+.079
58,59,59,J.J. Henry,97,+.081
59,T60,T60,Zach Johnson,94,+.083
60,T60,T60,Kevin Streelman,97,+.083
61,62,62,Phil Mickelson,66,+.084
62,T63,T63,Glen Day,79,+.085
63,T63,T63,Ted Purdy,101,+.085
64,T63,T63,Bo Van Pelt,100,+.085
65,66,66,Chris Riley,77,+.086
66,T67,T67,Brian Gay,96,+.087
67,T67,T67,Rory Sabbatini,81,+.087
68,T69,T69,Kris Blanks,60,+.088
69,T69,T69,Tim Clark,81,+.088
70,T69,T69,Joe Ogilvie,85,+.088
71,T72,T72,Jason Bohn,88,+.090
72,T72,T72,Mark Brooks,55,+.090
73,74,74,Scott Piercy,85,+.092
74,75,75,Chris DiMarco,97,+.093
75,76,76,Kevin Sutherland,96,+.096
76,77,77,Mark Wilson,99,+.099
77,T78,T78,David Mathis,82,+.100
78,T78,T78,George McNeill,82,+.100
79,80,80,Geoff Ogilvy,78,+.101
80,81,81,Tom Lehman,55,+.102
81,82,82,Luke Donald,79,+.103
82,83,83,Ryuji Imada,85,+.104
83,84,84,Jeff Klauk,97,+.105
84,85,85,Bob Estes,78,+.107
85,86,86,Rich Beem,77,+.111
86,87,87,Brad Adamonis,70,+.113
87,T88,T88,Will MacKenzie,69,+.114
88,T88,T88,James Nitties,86,+.114
89,90,90,Stephen Ames,77,+.116
90,91,91,Charles Howell III,99,+.117
91,92,92,Tommy Armour III,58,+.118
92,T93,T93,Stuart Appleby,79,+.120
93,T93,T93,Parker McLachlin,71,+.120
94,T93,T93,John Merrick,91,+.120
95,T93,T93,Nick Watney,86,+.120
96,T97,T97,Chris Stroud,88,+.121
97,T97,T97,Marc Turnesa,77,+.121
98,T99,T99,Robert Allenby,71,+.122
99,T99,T99,Scott Verplank,88,+.122
100,T101,T101,Jarrod Lyle,65,+.124
101,T101,T101,Jeff Maggert,79,+.124
102,103,103,Fred Couples,54,+.125
103,104,104,Freddie Jacobson,83,+.127
104,T105,T105,Charley Hoffman,97,+.129
105,T105,T105,Scott McCarron,91,+.129
106,T105,T105,Kevin Na,91,+.129
107,T108,T108,Kent Jones,73,+.130
108,T108,T108,Jimmy Walker,74,+.130
109,110,110,Greg Owen,97,+.132
110,T111,T111,Brendon de Jonge,90,+.133
111,T111,T111,Jeff Quinney,78,+.133
112,113,113,Todd Hamilton,83,+.134
113,T114,T114,Steve Marino,98,+.135
114,T114,T114,Jay Williamson,69,+.135
115,116,116,D.J. Trahan,96,+.138
116,T117,T117,Chad Campbell,90,+.139
117,T117,T117,Kevin Stadler,65,+.139
118,119,119,Tag Ridings,50,+.140
119,120,120,Dean Wilson,81,+.143
120,T121,T121,Aaron Baddeley,66,+.145
121,T121,T121,Matt Bettencourt,98,+.145
122,T123,T123,Steve Flesch,77,+.146
123,T123,T123,J.B. Holmes,74,+.146
124,125,125,Ben Curtis,63,+.147
125,T126,T126,Nathan Green,104,+.148
126,T126,T126,Scott Sterling,51,+.148
127,128,128,Heath Slocum,95,+.151
128,T129,T129,Vaughn Taylor,88,+.154
129,T129,T129,Kirk Triplett,60,+.154
130,131,131,Adam Scott,53,+.159
131,132,132,Bryce Molder,69,+.161
132,133,133,Ken Duke,87,+.162
133,134,134,Casey Wittenberg,71,+.165
134,T135,T135,Matt Jones,56,+.167
135,T135,T135,Steve Lowery,83,+.167
136,137,137,Y.E. Yang,83,+.168
137,T138,T138,Brian Davis,103,+.170
138,T138,T138,Justin Rose,71,+.170
139,140,140,Billy Mayfair,83,+.174
140,T141,T141,Ernie Els,70,+.175
141,T141,T141,Davis Love III,89,+.175
142,T143,T143,Brian Bateman,55,+.179
143,T143,T143,Matt Weibring,65,+.179
144,T143,T143,Mike Weir,85,+.179
145,146,146,Rod Pampling,72,+.180
146,147,147,Chez Reavie,81,+.181
147,148,148,Nicholas Thompson,96,+.182
148,T149,T149,Ricky Barnes,67,+.183
149,T149,T149,John Mallinger,90,+.183
150,151,151,Brad Faxon,59,+.185
151,152,152,Ryan Moore,89,+.192
152,T153,T153,Lee Janzen,74,+.194
153,T153,T153,Peter Tomasulo,61,+.194
154,155,155,Johnson Wagner,81,+.195
155,156,156,Kenny Perry,92,+.196
156,157,157,Webb Simpson,94,+.199
157,158,158,Bill Lunde,83,+.201
158,159,159,Ryan Palmer,78,+.202
159,160,160,Cliff Kresge,78,+.204
160,161,161,Mathew Goggin,76,+.205
161,162,162,Peter Lonard,86,+.207
162,163,163,Michael Allen,73,+.211
163,T164,T164,Jeff Overton,92,+.213
164,T164,T164,Corey Pavin,73,+.213
165,T164,T164,Darron Stiles,52,+.213
166,167,167,Bart Bryant,58,+.224
167,T168,T168,Joe Durant,62,+.228
168,T168,T168,Gary Woodland,53,+.228
169,170,170,Greg Kraft,51,+.234
170,171,171,David Duval,56,+.244
171,T172,T172,Jason Gore,74,+.247
172,T172,T172,Vijay Singh,71,+.247
173,174,174,Richard Johnson,85,+.250
174,175,175,Paul Goydos,79,+.252
175,176,176,Brendon Todd,53,+.257
176,177,177,Bob Heintz,59,+.260
177,178,178,Leif Olson,51,+.261
178,179,179,Brett Quigley,92,+.270
179,T180,T180,Derek Fathauer,63,+.292
180,T180,T180,Colt Knost,71,+.292
181,182,182,Rick Price,54,+.303
182,183,183,Patrick Sheehan,51,+.333
183,184,184,Eric Axley,71,+.372
