,GIR_Percentage_-_75-100_yards_RANK THIS WEEK,GIR_Percentage_-_75-100_yards_RANK LAST WEEK,GIR_Percentage_-_75-100_yards_PLAYER NAME,GIR_Percentage_-_75-100_yards_ROUNDS,GIR_Percentage_-_75-100_yards_%,GIR_Percentage_-_75-100_yards_GREENS HIT,GIR_Percentage_-_75-100_yards_TOTAL HOLES,GIR_Percentage_-_75-100_yards_RELATIVE TO PAR
0,1,1,Steve Stricker,81,93.9,77,82,-0.45
1,2,2,Bob Estes,78,91.23,52,57,-0.33
2,3,3,Greg Chalmers,85,90.74,49,54,-0.39
3,4,4,Chris Riley,77,90.41,66,73,-0.38
4,5,5,Brian Bateman,55,90.0,45,50,-0.31
5,6,6,Joe Durant,62,89.66,52,58,-0.27
6,7,7,Briny Baird,89,89.53,77,86,-0.23
7,8,8,Tom Lehman,55,89.47,34,38,-0.15
8,9,9,Mark Brooks,55,89.29,50,56,-0.22
9,10,10,Corey Pavin,73,88.52,54,61,-0.37
10,11,11,David Mathis,82,88.24,75,85,-0.28
11,12,12,Nicholas Thompson,96,88.1,74,84,-0.24
12,T13,T13,Chad Campbell,90,87.8,72,82,-0.31
13,T13,T13,Scott Sterling,51,87.8,36,41,-0.11
14,T15,T15,Will MacKenzie,69,87.69,57,65,-0.19
15,T15,T15,Hunter Mahan,94,87.69,57,65,-0.21
16,17,17,Jeff Maggert,79,87.21,75,86,-0.23
17,18,18,Sean O'Hair,80,87.04,47,54,-0.34
18,T19,T19,Sergio Garcia,59,86.84,33,38,-0.42
19,T19,T19,Kevin Sutherland,96,86.84,66,76,-0.32
20,21,21,Paul Goydos,79,86.67,65,75,-0.43
21,22,22,Nick O'Hern,90,86.52,77,89,-0.32
22,T23,T23,Brendon de Jonge,90,86.36,57,66,-0.21
23,T23,T23,Andres Romero,58,86.36,38,44,-0.26
24,25,25,Alex Cejka,82,86.3,63,73,-0.43
25,26,26,Jarrod Lyle,65,86.27,44,51,-0.18
26,T27,T27,Billy Mayfair,83,85.71,60,70,-0.22
