,Approaches_150-175_yards-Rgh_RTP_RANK THIS WEEK,Approaches_150-175_yards-Rgh_RTP_RANK LAST WEEK,Approaches_150-175_yards-Rgh_RTP_PLAYER NAME,Approaches_150-175_yards-Rgh_RTP_ROUNDS,Approaches_150-175_yards-Rgh_RTP_AVG RTP
0,1,1,Sergio Garcia,59,-.026
1,2,2,Ángel Cabrera,55,-.024
2,3,3,Kevin Streelman,97,-.015
3,T4,T4,Luke Donald,79,E
4,T4,T4,Jim Furyk,86,E
5,T4,T4,Corey Pavin,73,E
6,T4,T4,Justin Rose,71,E
7,T4,T4,Casey Wittenberg,71,E
8,9,9,Dean Wilson,81,+.016
9,10,10,David Toms,98,+.018
10,T11,T11,Robert Garrigus,83,+.020
11,T11,T11,Dustin Johnson,85,+.020
12,13,13,Brandt Snedeker,81,+.023
13,14,14,Troy Matteson,95,+.029
14,15,15,Jonathan Byrd,89,+.034
15,16,16,Matt Kuchar,82,+.036
16,T17,T17,Chris Riley,77,+.048
17,T17,T17,Tiger Woods,64,+.048
18,19,19,Camilo Villegas,76,+.050
19,T20,T20,Mark Brooks,55,+.065
20,T20,T20,Ian Poulter,59,+.065
21,22,22,Tim Herron,87,+.068
22,23,23,Tom Lehman,55,+.071
23,24,24,K.J. Choi,65,+.073
24,25,25,Charley Hoffman,97,+.082
25,26,26,John Rollins,92,+.085
26,27,27,Phil Mickelson,66,+.087
27,28,28,Steve Flesch,77,+.089
28,29,29,Bill Haas,91,+.091
29,30,30,Steve Stricker,81,+.093
30,31,31,Ben Crane,93,+.094
31,T32,T32,Nathan Green,104,+.095
32,T32,T32,Jeff Overton,92,+.095
33,T34,T34,Tim Petrovic,97,+.098
34,T34,T34,Marc Turnesa,77,+.098
35,36,36,J.J. Henry,97,+.101
36,T37,T37,Bart Bryant,58,+.103
37,T37,T37,Ernie Els,70,+.103
38,T37,T37,Jeff Klauk,97,+.103
39,40,40,Greg Kraft,51,+.107
40,T41,T41,Jarrod Lyle,65,+.108
41,T41,T41,Ted Purdy,101,+.108
42,T43,T43,Steve Elkington,70,+.109
43,T43,T43,Charlie Wi,92,+.109
44,45,45,Jason Dufner,90,+.111
45,46,46,J.B. Holmes,74,+.117
46,T47,T47,Ryuji Imada,85,+.121
47,T47,T47,Parker McLachlin,71,+.121
48,49,49,Brian Gay,96,+.122
49,50,50,Kris Blanks,60,+.125
50,51,51,Bob Estes,78,+.128
51,52,52,Tom Pernice Jr.,82,+.129
52,53,53,Spencer Levin,75,+.130
53,54,54,John Mallinger,90,+.132
54,55,55,Nick O'Hern,90,+.133
55,56,56,Daniel Chopra,89,+.135
56,T57,T57,Greg Chalmers,85,+.136
57,T57,T57,Justin Leonard,95,+.136
58,59,59,Tim Clark,81,+.139
59,60,60,Cameron Beckman,87,+.140
60,T61,T61,David Mathis,82,+.141
61,T61,T61,Kevin Na,91,+.141
62,T61,T61,Chris Stroud,88,+.141
63,T64,T64,Jason Day,61,+.143
64,T64,T64,Joe Durant,62,+.143
65,T64,T64,Harrison Frazar,93,+.143
66,T64,T64,Bryce Molder,69,+.143
67,68,68,Ken Duke,87,+.145
68,69,69,Charles Howell III,99,+.149
69,70,70,Davis Love III,89,+.150
70,71,71,John Senden,100,+.151
71,T72,T72,Tommy Armour III,58,+.152
72,T72,T72,Briny Baird,89,+.152
73,T72,T72,Fred Couples,54,+.152
74,T75,T75,Joe Ogilvie,85,+.153
75,T75,T75,Mark Wilson,99,+.153
76,T77,T77,Mark Calcavecchia,72,+.155
77,T77,T77,Johnson Wagner,81,+.155
78,T79,T79,Jason Bohn,88,+.157
79,T79,T79,Michael Letzig,96,+.157
80,81,81,Rick Price,54,+.160
81,T82,T82,Jerry Kelly,90,+.161
82,T82,T82,Sean O'Hair,80,+.161
83,84,84,Rocco Mediate,79,+.162
84,T85,T85,Billy Mayfair,83,+.164
85,T85,T85,James Nitties,86,+.164
86,T87,T87,Scott McCarron,91,+.167
87,T87,T87,Brian Vranesh,51,+.167
88,89,89,Rod Pampling,72,+.170
89,90,90,Scott Sterling,51,+.171
90,91,91,Brad Adamonis,70,+.172
91,92,92,Martin Laird,72,+.173
92,T93,T93,Lee Janzen,74,+.174
93,T93,T93,Chez Reavie,81,+.174
94,T93,T93,Webb Simpson,94,+.174
95,T96,T96,Stephen Ames,77,+.176
96,T96,T96,Aaron Baddeley,66,+.176
97,T96,T96,Bo Van Pelt,100,+.176
98,T96,T96,Matt Weibring,65,+.176
99,100,100,Chris DiMarco,97,+.177
100,T101,T101,Stuart Appleby,79,+.180
101,T101,T101,Brian Davis,103,+.180
102,T103,T103,Stewart Cink,79,+.182
103,T103,T103,Glen Day,79,+.182
104,105,105,Eric Axley,71,+.185
105,106,106,Woody Austin,84,+.186
106,T107,T107,Retief Goosen,74,+.188
107,T107,T107,Mike Weir,85,+.188
108,109,109,David Duval,56,+.190
109,110,110,John Merrick,91,+.193
110,111,111,Y.E. Yang,83,+.194
111,112,112,Kenny Perry,92,+.196
112,T113,T113,Lucas Glover,93,+.197
113,T113,T113,Steve Marino,98,+.197
114,T115,T115,Brian Bateman,55,+.200
115,T115,T115,Rory Sabbatini,81,+.200
116,117,117,Carl Pettersson,86,+.203
117,118,118,Alex Cejka,82,+.205
118,119,119,D.J. Trahan,96,+.206
119,120,120,Scott Verplank,88,+.208
120,121,121,Will MacKenzie,69,+.209
121,122,122,Nick Watney,86,+.213
122,T123,T123,Ben Curtis,63,+.214
123,T123,T123,George McNeill,82,+.214
124,125,125,Kevin Stadler,65,+.216
125,T126,T126,Michael Allen,73,+.217
126,T126,T126,Robert Allenby,71,+.217
127,T126,T126,Mathew Goggin,76,+.217
128,T126,T126,Brett Quigley,92,+.217
129,T126,T126,Nicholas Thompson,96,+.217
130,131,131,Greg Owen,97,+.218
131,132,132,Marc Leishman,91,+.219
132,133,133,Bob Heintz,59,+.220
133,T134,T134,Freddie Jacobson,83,+.222
134,T134,T134,Pat Perez,74,+.222
135,T134,T134,Andres Romero,58,+.222
136,137,137,Bubba Watson,73,+.224
137,138,138,Paul Goydos,79,+.225
138,139,139,Geoff Ogilvy,78,+.226
139,140,140,Ricky Barnes,67,+.227
140,141,141,D.A. Points,99,+.228
141,142,142,Matt Bettencourt,98,+.231
142,143,143,Steve Lowery,83,+.232
143,144,144,Brad Faxon,59,+.234
144,145,145,Kent Jones,73,+.237
145,146,146,Peter Lonard,86,+.238
146,147,147,Aron Price,89,+.241
147,148,148,Zach Johnson,94,+.244
148,149,149,Kevin Sutherland,96,+.246
149,T150,T150,Leif Olson,51,+.250
150,T150,T150,Darron Stiles,52,+.250
151,152,152,Charles Warren,63,+.256
152,T153,T153,Cliff Kresge,78,+.258
153,T153,T153,Brendon Todd,53,+.258
154,T155,T155,Richard Johnson,85,+.260
155,T155,T155,Scott Piercy,85,+.260
156,157,157,Tag Ridings,50,+.262
157,158,158,Ryan Moore,89,+.277
158,159,159,Peter Tomasulo,61,+.282
159,T160,T160,Todd Hamilton,83,+.283
