,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Adam Scott,53,"54' 1""",1459.75,27,-11
1,2,2,Tim Clark,81,"55' 1""",1431.25,26,-5
2,3,3,Y.E. Yang,83,"55' 6""",2163.167,39,-6
3,4,4,Chris DiMarco,97,"59' 1""",2480.417,42,-4
4,5,5,Boo Weekley,79,"59' 7""",1668.6670000000001,28,-1
5,6,6,George McNeill,82,"60' 2""",2888.583,48,-2
6,7,7,Anthony Kim,76,"60' 7""",2423.167,40,-9
7,8,8,Leif Olson,51,"60' 10""",1643.25,27,E
8,9,9,Andres Romero,58,"61' 0""",1890.5829999999999,31,-8
9,10,10,J.J. Henry,97,"61' 6""",2336.833,38,-6
10,11,11,Sergio Garcia,59,"61' 7""",1538.5829999999999,25,-4
11,12,12,Jimmy Walker,74,"61' 9""",3892.25,63,-12
12,13,13,Paul Goydos,79,"61' 10""",2039.9170000000001,33,+10
13,14,14,Nick Watney,86,"62' 0""",2726.75,44,-13
14,15,15,John Senden,100,"62' 2""",3234.75,52,-2
15,16,16,John Mallinger,90,"62' 5""",2433.333,39,+5
16,17,17,Glen Day,79,"62' 10""",1948.75,31,+4
17,18,18,Heath Slocum,95,"63' 10""",1148.25,18,+1
18,T19,T19,Matt Kuchar,82,"63' 11""",3004.0,47,-10
19,T19,T19,Carl Pettersson,86,"63' 11""",2364.917,37,-1
20,T21,T21,Kenny Perry,92,"64' 0""",1600.8329999999999,25,-2
21,T21,T21,Darron Stiles,52,"64' 0""",832.5,13,+4
22,23,23,Bart Bryant,58,"64' 2""",1861.1670000000001,29,+11
23,T24,T24,Greg Chalmers,85,"64' 3""",2442.833,38,-2
24,T24,T24,Casey Wittenberg,71,"64' 3""",1349.5829999999999,21,+4
25,26,26,Justin Leonard,95,"64' 4""",2123.583,33,+3
26,27,27,Robert Garrigus,83,"64' 6""",3355.083,52,-15
27,28,28,Fred Couples,54,"64' 7""",1420.9170000000001,22,-4
28,T29,T29,Phil Mickelson,66,"64' 8""",2650.333,41,E
29,T29,T29,Sean O'Hair,80,"64' 8""",2004.1670000000001,31,-7
30,T31,T31,Tom Lehman,55,"64' 10""",1231.083,19,+3
31,T31,T31,Jay Williamson,69,"64' 10""",1296.583,20,E
