,Approach_75-100_yards_RTP_Score_RANK THIS WEEK,Approach_75-100_yards_RTP_Score_RANK LAST WEEK,Approach_75-100_yards_RTP_Score_PLAYER NAME,Approach_75-100_yards_RTP_Score_ROUNDS,Approach_75-100_yards_RTP_Score_AVG RTP
0,1,1,Steve Stricker,81,-.400
1,2,2,Sergio Garcia,59,-.393
2,3,3,Steve Elkington,70,-.353
3,4,4,John Merrick,91,-.314
4,T5,T5,John Mallinger,90,-.313
5,T5,T5,Dean Wilson,81,-.313
6,7,7,Stephen Ames,77,-.294
7,8,8,Kevin Na,91,-.290
8,9,9,Paul Goydos,79,-.288
9,10,10,Alex Cejka,82,-.279
10,11,11,Scott Piercy,85,-.278
11,12,12,Robert Allenby,71,-.276
12,T13,T13,Bill Haas,91,-.275
13,T13,T13,Charley Hoffman,97,-.275
14,15,15,Brian Davis,103,-.269
15,16,16,Geoff Ogilvy,78,-.260
16,17,17,John Rollins,92,-.257
17,18,18,Bo Van Pelt,100,-.246
18,19,19,J.B. Holmes,74,-.244
19,20,20,Freddie Jacobson,83,-.242
20,21,21,Sean O'Hair,80,-.240
21,22,22,Nick O'Hern,90,-.238
22,23,23,Ben Curtis,63,-.231
23,24,24,Bob Heintz,59,-.230
24,25,25,Webb Simpson,94,-.228
25,26,26,John Senden,100,-.224
26,27,27,Spencer Levin,75,-.217
27,T28,T28,Chad Campbell,90,-.213
28,T28,T28,Mike Weir,85,-.213
29,T30,T30,Aaron Baddeley,66,-.211
30,T30,T30,Derek Fathauer,63,-.211
31,T32,T32,Greg Owen,97,-.206
32,T32,T32,Chris Riley,77,-.206
33,34,34,Bryce Molder,69,-.205
34,T35,T35,Joe Ogilvie,85,-.203
35,T35,T35,Marc Turnesa,77,-.203
36,T37,T37,Joe Durant,62,-.200
37,T37,T37,Corey Pavin,73,-.200
38,39,39,Tim Clark,81,-.195
39,T40,T40,Glen Day,79,-.194
40,T40,T40,D.J. Trahan,96,-.194
41,42,42,Stuart Appleby,79,-.193
42,43,43,Justin Leonard,95,-.192
43,T44,T44,Tommy Armour III,58,-.191
44,T44,T44,Ken Duke,87,-.191
45,46,46,Zach Johnson,94,-.190
46,T47,T47,Woody Austin,84,-.188
47,T47,T47,Daniel Chopra,89,-.188
48,49,49,Jeff Maggert,79,-.186
49,50,50,Jeff Klauk,97,-.183
50,51,51,Jason Day,61,-.179
51,52,52,Brian Gay,96,-.174
52,53,53,Jason Dufner,90,-.172
53,54,54,Martin Laird,72,-.171
54,55,55,Scott Verplank,88,-.170
55,56,56,Charlie Wi,92,-.167
56,57,57,David Mathis,82,-.162
57,58,58,Stewart Cink,79,-.161
58,59,59,Tiger Woods,64,-.160
59,60,60,Tim Petrovic,97,-.157
60,61,61,Jim Furyk,86,-.156
61,62,62,Greg Chalmers,85,-.154
62,T63,T63,Cliff Kresge,78,-.152
63,T63,T63,D.A. Points,99,-.152
64,T65,T65,Ryan Moore,89,-.151
65,T65,T65,Tom Pernice Jr.,82,-.151
66,T67,T67,Troy Matteson,95,-.149
67,T67,T67,Nicholas Thompson,96,-.149
68,T69,T69,Chris DiMarco,97,-.147
69,T69,T69,Charles Howell III,99,-.147
70,71,71,Ryuji Imada,85,-.145
71,T72,T72,Briny Baird,89,-.141
72,T72,T72,David Toms,98,-.141
73,T74,T74,Jeff Overton,92,-.137
74,T74,T74,Patrick Sheehan,51,-.137
75,T76,T76,Kris Blanks,60,-.135
76,T76,T76,Kirk Triplett,60,-.135
77,78,78,Heath Slocum,95,-.134
78,T79,T79,Luke Donald,79,-.129
79,T79,T79,Andres Romero,58,-.129
80,81,81,Padraig Harrington,66,-.128
81,T82,T82,Will MacKenzie,69,-.125
82,T82,T82,Scott McCarron,91,-.125
83,T82,T82,Kevin Stadler,65,-.125
84,T82,T82,Gary Woodland,53,-.125
85,86,86,Mark Calcavecchia,72,-.122
86,T87,T87,Kent Jones,73,-.121
