,Approach_100-125_yards_RTP_Score_RANK THIS WEEK,Approach_100-125_yards_RTP_Score_RANK LAST WEEK,Approach_100-125_yards_RTP_Score_PLAYER NAME,Approach_100-125_yards_RTP_Score_ROUNDS,Approach_100-125_yards_RTP_Score_AVG RTP
0,1,1,Bryce Molder,69,-.311
1,2,2,Ryuji Imada,85,-.305
2,3,3,James Nitties,86,-.293
3,4,4,Tim Clark,81,-.276
4,5,5,Ian Poulter,59,-.274
5,6,6,David Mathis,82,-.272
6,7,7,Jim Furyk,86,-.255
7,8,8,Bob Estes,78,-.243
8,9,9,Geoff Ogilvy,78,-.240
9,10,10,Chad Campbell,90,-.239
10,T11,T11,Kevin Sutherland,96,-.228
11,T11,T11,Y.E. Yang,83,-.228
12,13,13,Justin Leonard,95,-.227
13,14,14,Kevin Streelman,97,-.217
14,T15,T15,Lee Janzen,74,-.216
15,T15,T15,Mike Weir,85,-.216
16,T17,T17,Charles Howell III,99,-.211
17,T17,T17,Patrick Sheehan,51,-.211
18,19,19,Brian Davis,103,-.210
19,20,20,Jason Day,61,-.206
20,21,21,Glen Day,79,-.204
21,T22,T22,Luke Donald,79,-.203
22,T22,T22,Anthony Kim,76,-.203
23,24,24,Rory Sabbatini,81,-.202
24,25,25,George McNeill,82,-.195
25,26,26,Fred Couples,54,-.190
26,T27,T27,Zach Johnson,94,-.189
27,T27,T27,Matt Weibring,65,-.189
28,29,29,Steve Stricker,81,-.188
29,T30,T30,Greg Chalmers,85,-.186
30,T30,T30,Ben Crane,93,-.186
31,T30,T30,Derek Fathauer,63,-.186
32,T33,T33,K.J. Choi,65,-.185
33,T33,T33,Charlie Wi,92,-.185
34,T35,T35,Ryan Palmer,78,-.184
35,T35,T35,Webb Simpson,94,-.184
36,37,37,Vaughn Taylor,88,-.183
37,38,38,Steve Elkington,70,-.180
38,39,39,Mathew Goggin,76,-.179
39,T40,T40,Jason Dufner,90,-.178
40,T40,T40,Joe Ogilvie,85,-.178
41,42,42,Jimmy Walker,74,-.175
42,T43,T43,Matt Kuchar,82,-.174
43,T43,T43,John Mallinger,90,-.174
44,T45,T45,Ernie Els,70,-.173
45,T45,T45,Heath Slocum,95,-.173
46,T47,T47,Paul Goydos,79,-.170
47,T47,T47,Chris Stroud,88,-.170
48,T49,T49,Mark Brooks,55,-.169
49,T49,T49,Joe Durant,62,-.169
50,T51,T51,Jerry Kelly,90,-.168
51,T51,T51,Hunter Mahan,94,-.168
52,T51,T51,Jeff Overton,92,-.168
53,T54,T54,Stewart Cink,79,-.167
54,T54,T54,Todd Hamilton,83,-.167
55,T54,T54,Bubba Watson,73,-.167
56,57,57,Tommy Armour III,58,-.164
57,58,58,Ken Duke,87,-.162
58,59,59,Kenny Perry,92,-.161
59,T60,T60,Woody Austin,84,-.159
60,T60,T60,Retief Goosen,74,-.159
61,62,62,Jeff Klauk,97,-.158
62,63,63,Colt Knost,71,-.157
63,64,64,Brian Gay,96,-.156
64,T65,T65,Jonathan Byrd,89,-.155
65,T65,T65,Peter Lonard,86,-.155
66,67,67,Adam Scott,53,-.153
67,T68,T68,Chris DiMarco,97,-.152
68,T68,T68,Spencer Levin,75,-.152
69,T68,T68,Ryan Moore,89,-.152
70,T68,T68,Tiger Woods,64,-.152
71,72,72,Dean Wilson,81,-.150
72,T73,T73,Tim Herron,87,-.148
73,T73,T73,Tim Petrovic,97,-.148
74,T73,T73,Brandt Snedeker,81,-.148
75,76,76,Phil Mickelson,66,-.147
76,77,77,Daniel Chopra,89,-.144
77,T78,T78,Scott Sterling,51,-.143
78,T78,T78,Boo Weekley,79,-.143
79,80,80,D.A. Points,99,-.142
80,81,81,Brian Bateman,55,-.140
81,T82,T82,Michael Allen,73,-.138
82,T82,T82,David Toms,98,-.138
83,84,84,Steve Marino,98,-.137
84,85,85,Robert Garrigus,83,-.136
85,86,86,Troy Matteson,95,-.135
86,87,87,Ted Purdy,101,-.134
87,88,88,Jason Bohn,88,-.132
88,89,89,Martin Laird,72,-.130
89,90,90,Nick Watney,86,-.129
90,91,91,Scott Piercy,85,-.128
91,92,92,Dustin Johnson,85,-.126
92,T93,T93,Lucas Glover,93,-.125
93,T93,T93,Padraig Harrington,66,-.125
94,T93,T93,Greg Owen,97,-.125
95,T93,T93,Mark Wilson,99,-.125
96,97,97,Johnson Wagner,81,-.124
97,98,98,Tom Lehman,55,-.123
98,99,99,John Senden,100,-.122
99,T100,T100,Ricky Barnes,67,-.121
100,T100,T100,Aron Price,89,-.121
101,T100,T100,Darron Stiles,52,-.121
102,103,103,Harrison Frazar,93,-.120
103,104,104,Ángel Cabrera,55,-.119
104,T105,T105,Stephen Ames,77,-.118
105,T105,T105,Gary Woodland,53,-.118
106,107,107,Aaron Baddeley,66,-.117
107,108,108,Kent Jones,73,-.115
108,T109,T109,Richard Johnson,85,-.113
109,T109,T109,Greg Kraft,51,-.113
110,T109,T109,Rod Pampling,72,-.113
111,T109,T109,John Rollins,92,-.113
112,113,113,Brendon de Jonge,90,-.112
113,T114,T114,Charley Hoffman,97,-.109
114,T114,T114,Scott McCarron,91,-.109
115,116,116,Scott Verplank,88,-.105
116,117,117,Briny Baird,89,-.104
117,T118,T118,Ben Curtis,63,-.103
118,T118,T118,Vijay Singh,71,-.103
119,120,120,Chez Reavie,81,-.101
120,121,121,Jarrod Lyle,65,-.100
121,122,122,D.J. Trahan,96,-.099
122,123,123,John Merrick,91,-.098
123,124,124,Freddie Jacobson,83,-.097
124,125,125,Bob Heintz,59,-.095
125,126,126,Andres Romero,58,-.093
126,T127,T127,Brett Quigley,92,-.092
127,T127,T127,Marc Turnesa,77,-.092
128,T129,T129,Rich Beem,77,-.090
129,T129,T129,Bill Haas,91,-.090
130,T129,T129,Sean O'Hair,80,-.090
131,T129,T129,Pat Perez,74,-.090
132,T129,T129,Jeff Quinney,78,-.090
133,134,134,Kevin Na,91,-.088
134,135,135,Tag Ridings,50,-.087
135,136,136,Robert Allenby,71,-.085
136,137,137,Mark Calcavecchia,72,-.084
137,138,138,Alex Cejka,82,-.082
138,T139,T139,Nathan Green,104,-.080
139,T139,T139,Tom Pernice Jr.,82,-.080
140,141,141,Kris Blanks,60,-.079
141,T142,T142,J.J. Henry,97,-.078
142,T142,T142,Charles Warren,63,-.078
143,T144,T144,Steve Flesch,77,-.075
144,T144,T144,Sergio Garcia,59,-.075
145,146,146,Cameron Beckman,87,-.074
146,T147,T147,Matt Bettencourt,98,-.071
147,T147,T147,Brendon Todd,53,-.071
148,T149,T149,Brad Adamonis,70,-.065
149,T149,T149,Bo Van Pelt,100,-.065
150,T151,T151,Jeff Maggert,79,-.063
151,T151,T151,Kevin Stadler,65,-.063
152,T153,T153,Matt Jones,56,-.062
153,T153,T153,Corey Pavin,73,-.062
154,T153,T153,Casey Wittenberg,71,-.062
155,156,156,Davis Love III,89,-.060
156,157,157,Chris Riley,77,-.057
157,158,158,Brian Vranesh,51,-.055
158,159,159,Bill Lunde,83,-.048
159,160,160,Cliff Kresge,78,-.047
160,161,161,Marc Leishman,91,-.045
161,162,162,Eric Axley,71,-.043
162,163,163,J.B. Holmes,74,-.041
163,164,164,Steve Lowery,83,-.039
164,165,165,Bart Bryant,58,-.034
165,166,166,Nicholas Thompson,96,-.033
166,167,167,Jay Williamson,69,-.031
167,168,168,Peter Tomasulo,61,-.029
168,169,169,Rick Price,54,-.023
169,170,170,Will MacKenzie,69,-.022
170,171,171,Justin Rose,71,-.016
171,172,172,Camilo Villegas,76,-.011
172,173,173,Billy Mayfair,83,-.010
173,T174,T174,Stuart Appleby,79,E
174,T174,T174,David Duval,56,E
175,T174,T174,Brad Faxon,59,E
176,T174,T174,Jason Gore,74,E
177,T174,T174,Rocco Mediate,79,E
178,T174,T174,Kirk Triplett,60,E
179,T180,T180,Michael Letzig,96,+.010
180,T180,T180,Carl Pettersson,86,+.010
181,182,182,Parker McLachlin,71,+.013
182,183,183,Nick O'Hern,90,+.015
183,184,184,Leif Olson,51,+.066
