,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,Joe Durant,62,67.04,120,179,-0.11
1,2,2,J.J. Henry,97,67.0,201,300,-0.09
2,3,3,D.J. Trahan,96,64.57,164,254,-0.07
3,4,4,Michael Allen,73,63.5,127,200,-0.09
4,5,5,Rich Beem,77,63.18,127,201,-0.09
5,6,6,Briny Baird,89,62.93,163,259,-0.10
6,7,7,Kevin Stadler,65,62.92,112,178,-0.11
7,8,8,Bryce Molder,69,62.91,134,213,-0.07
8,9,9,Patrick Sheehan,51,62.88,83,132,-0.13
9,10,10,Tom Lehman,55,62.67,94,150,-0.11
10,11,11,Ricky Barnes,67,62.57,112,179,-0.12
11,12,12,John Senden,100,62.5,200,320,-0.15
12,13,13,Martin Laird,72,62.3,119,191,-0.08
13,14,14,Stewart Cink,79,61.22,120,196,-0.17
14,T15,T15,Matt Jones,56,60.87,98,161,-0.14
15,T15,T15,Tiger Woods,64,60.87,112,184,-0.18
16,17,17,Jay Williamson,69,60.71,119,196,E
17,18,18,Jason Gore,74,60.2,121,201,-0.04
18,19,19,Rory Sabbatini,81,60.18,133,221,-0.16
19,20,20,Steve Marino,98,60.15,160,266,-0.14
20,21,21,Bill Haas,91,60.07,176,293,-0.07
21,22,22,D.A. Points,99,60.0,192,320,-0.17
22,23,23,David Toms,98,59.93,166,277,-0.19
23,24,24,Colt Knost,71,59.9,124,207,-0.13
24,T25,T25,Robert Allenby,71,59.6,118,198,-0.07
25,T25,T25,Ben Curtis,63,59.6,90,151,-0.11
26,27,27,Greg Owen,97,59.39,174,293,-0.07
27,28,28,Brendon Todd,53,59.31,121,204,-0.14
28,29,29,Mark Wilson,99,59.25,189,319,-0.16
29,30,30,Brendon de Jonge,90,59.04,160,271,-0.11
30,31,31,Ángel Cabrera,55,58.93,66,112,-0.08
31,32,32,Sean O'Hair,80,58.89,106,180,-0.12
32,33,33,Johnson Wagner,81,58.76,161,274,-0.14
33,34,34,Troy Matteson,95,58.53,175,299,-0.08
34,T35,T35,Chad Campbell,90,58.47,145,248,-0.14
35,T35,T35,Lucas Glover,93,58.47,145,248,-0.19
36,37,37,Chris Stroud,88,58.39,160,274,-0.13
37,38,38,Heath Slocum,95,58.33,168,288,-0.09
38,39,39,Hunter Mahan,94,58.3,130,223,-0.18
39,40,40,Nick O'Hern,90,58.28,197,338,-0.16
40,41,41,Kevin Streelman,97,58.27,155,266,-0.11
41,42,42,Billy Mayfair,83,58.12,136,234,-0.08
42,43,43,Alex Cejka,82,57.99,156,269,-0.12
43,44,44,Matt Weibring,65,57.98,109,188,-0.14
44,45,45,Leif Olson,51,57.86,81,140,-0.16
45,46,46,Cliff Kresge,78,57.81,148,256,-0.11
46,47,47,Rod Pampling,72,57.69,120,208,-0.10
47,48,48,Vaughn Taylor,88,57.68,154,267,-0.19
48,49,49,Ryan Moore,89,57.65,147,255,-0.14
49,50,50,Paul Goydos,79,57.58,133,231,-0.21
50,51,51,Tim Petrovic,97,57.53,191,332,-0.17
51,52,52,Ryan Palmer,78,57.52,130,226,-0.13
52,53,53,Justin Leonard,95,57.48,146,254,-0.18
53,54,54,Charles Howell III,99,57.39,167,291,-0.14
