,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
0,1,1,Tiger Woods,64,-0.195
1,T2,T2,Tim Clark,81,-0.145
2,T2,T2,Steve Stricker,81,-0.145
3,4,4,Matt Jones,56,-0.132
4,T5,T5,Zach Johnson,94,-0.127
5,T5,T5,Mike Weir,85,-0.127
6,T7,T7,Geoff Ogilvy,78,-0.126
7,T7,T7,Rory Sabbatini,81,-0.126
8,9,9,Jim Furyk,86,-0.124
9,10,10,Justin Leonard,95,-0.12300000000000001
10,T11,T11,Anthony Kim,76,-0.121
11,T11,T11,D.J. Trahan,96,-0.121
12,13,13,Hunter Mahan,94,-0.12
13,14,14,Tag Ridings,50,-0.11699999999999999
14,15,15,Matt Weibring,65,-0.11599999999999999
15,T16,T16,Kevin Na,91,-0.115
16,T16,T16,Patrick Sheehan,51,-0.115
17,18,18,Bo Van Pelt,100,-0.114
18,19,19,Padraig Harrington,66,-0.113
19,20,20,Luke Donald,79,-0.111
20,21,21,Rod Pampling,72,-0.11
21,22,22,John Senden,100,-0.109
22,T23,T23,Charley Hoffman,97,-0.107
23,T23,T23,Matt Kuchar,82,-0.107
24,T23,T23,Scott Verplank,88,-0.107
25,T26,T26,Jason Day,61,-0.106
26,T26,T26,Sean O'Hair,80,-0.106
27,T26,T26,Kevin Sutherland,96,-0.106
28,T29,T29,Greg Chalmers,85,-0.105
29,T29,T29,Bob Heintz,59,-0.105
30,T29,T29,Bryce Molder,69,-0.105
31,T32,T32,Dustin Johnson,85,-0.10400000000000001
32,T32,T32,Chris Riley,77,-0.10400000000000001
33,T34,T34,Ian Poulter,59,-0.10300000000000001
34,T34,T34,Dean Wilson,81,-0.10300000000000001
35,36,36,Stephen Ames,77,-0.102
36,37,37,Kenny Perry,92,-0.10099999999999999
37,38,38,Steve Marino,98,-0.1
38,T39,T39,Ernie Els,70,-0.099
39,T39,T39,Nick Watney,86,-0.099
40,T41,T41,Chad Campbell,90,-0.09699999999999999
41,T41,T41,Harrison Frazar,93,-0.09699999999999999
42,T41,T41,Jerry Kelly,90,-0.09699999999999999
43,44,44,John Mallinger,90,-0.095
44,T45,T45,Fred Couples,54,-0.094
45,T45,T45,Phil Mickelson,66,-0.094
46,T45,T45,David Toms,98,-0.094
47,T48,T48,Retief Goosen,74,-0.09300000000000001
48,T48,T48,Pat Perez,74,-0.09300000000000001
49,T48,T48,Tim Petrovic,97,-0.09300000000000001
50,T51,T51,Jonathan Byrd,89,-0.091
51,T51,T51,Davis Love III,89,-0.091
52,53,53,Brandt Snedeker,81,-0.09
53,T54,T54,Bob Estes,78,-0.08900000000000001
54,T54,T54,Brian Gay,96,-0.08900000000000001
55,T56,T56,Steve Elkington,70,-0.08800000000000001
56,T56,T56,George McNeill,82,-0.08800000000000001
57,T56,T56,Ryan Moore,89,-0.08800000000000001
58,59,59,Stewart Cink,79,-0.087
59,T60,T60,Michael Allen,73,-0.086
60,T60,T60,Daniel Chopra,89,-0.086
61,T60,T60,Michael Letzig,96,-0.086
62,T60,T60,Scott Sterling,51,-0.086
63,T60,T60,Bubba Watson,73,-0.086
64,T60,T60,Charlie Wi,92,-0.086
65,T66,T66,Jason Bohn,88,-0.085
66,T66,T66,Y.E. Yang,83,-0.085
67,T68,T68,Brian Davis,103,-0.083
68,T68,T68,Lucas Glover,93,-0.083
69,T68,T68,Charles Howell III,99,-0.083
70,T68,T68,Webb Simpson,94,-0.083
71,T68,T68,Camilo Villegas,76,-0.083
72,73,73,Jeff Overton,92,-0.08199999999999999
73,T74,T74,Freddie Jacobson,83,-0.081
74,T74,T74,Brett Quigley,92,-0.081
75,T74,T74,Chris Stroud,88,-0.081
76,T74,T74,Mark Wilson,99,-0.081
77,T78,T78,Woody Austin,84,-0.08
78,T78,T78,Briny Baird,89,-0.08
79,T78,T78,Scott McCarron,91,-0.08
80,T78,T78,Joe Ogilvie,85,-0.08
81,T82,T82,Ben Crane,93,-0.079
82,T82,T82,Lee Janzen,74,-0.079
83,T82,T82,Casey Wittenberg,71,-0.079
84,T85,T85,Paul Goydos,79,-0.078
85,T85,T85,J.J. Henry,97,-0.078
86,T85,T85,Vaughn Taylor,88,-0.078
87,T88,T88,Andres Romero,58,-0.077
88,T88,T88,Kevin Stadler,65,-0.077
89,T90,T90,Sergio Garcia,59,-0.076
90,T90,T90,Robert Garrigus,83,-0.076
91,T92,T92,Marc Leishman,91,-0.075
92,T92,T92,Jimmy Walker,74,-0.075
93,T94,T94,Jason Dufner,90,-0.07400000000000001
94,T94,T94,Justin Rose,71,-0.07400000000000001
95,96,96,James Nitties,86,-0.073
96,T97,T97,Rich Beem,77,-0.07200000000000001
97,T97,T97,Spencer Levin,75,-0.07200000000000001
98,T97,T97,Bill Lunde,83,-0.07200000000000001
99,T97,T97,Greg Owen,97,-0.07200000000000001
100,T97,T97,Ryan Palmer,78,-0.07200000000000001
101,T97,T97,Corey Pavin,73,-0.07200000000000001
102,103,103,Joe Durant,62,-0.071
103,T104,T104,Scott Piercy,85,-0.069
104,T104,T104,John Rollins,92,-0.069
105,T106,T106,Kris Blanks,60,-0.068
106,T106,T106,Ángel Cabrera,55,-0.068
107,T106,T106,Ryuji Imada,85,-0.068
108,T109,T109,Matt Bettencourt,98,-0.067
109,T109,T109,K.J. Choi,65,-0.067
110,T109,T109,Brendon de Jonge,90,-0.067
111,T109,T109,Bill Haas,91,-0.067
112,T109,T109,Tim Herron,87,-0.067
113,114,114,Troy Matteson,95,-0.066
114,T115,T115,Ken Duke,87,-0.065
115,T115,T115,Johnson Wagner,81,-0.065
116,T117,T117,Nick O'Hern,90,-0.064
117,T117,T117,Nicholas Thompson,96,-0.064
118,119,119,Chez Reavie,81,-0.063
119,120,120,Robert Allenby,71,-0.062
120,T121,T121,Martin Laird,72,-0.061
121,T121,T121,D.A. Points,99,-0.061
122,T121,T121,Darron Stiles,52,-0.061
123,T124,T124,Cameron Beckman,87,-0.06
124,T124,T124,Alex Cejka,82,-0.06
125,T124,T124,Chris DiMarco,97,-0.06
126,T124,T124,Kevin Streelman,97,-0.06
127,T128,T128,Jeff Quinney,78,-0.059000000000000004
128,T128,T128,Charles Warren,63,-0.059000000000000004
129,130,130,Ted Purdy,101,-0.057999999999999996
130,T131,T131,Jeff Maggert,79,-0.057
131,T131,T131,John Merrick,91,-0.057
132,133,133,Steve Lowery,83,-0.055999999999999994
133,T134,T134,Vijay Singh,71,-0.055
134,T134,T134,Heath Slocum,95,-0.055
135,136,136,Boo Weekley,79,-0.054000000000000006
136,137,137,Colt Knost,71,-0.053
137,T138,T138,Brad Adamonis,70,-0.051
138,T138,T138,Mark Calcavecchia,72,-0.051
139,T138,T138,Tom Pernice Jr.,82,-0.051
140,T141,T141,Tommy Armour III,58,-0.049
141,T141,T141,Mathew Goggin,76,-0.049
142,T141,T141,Jeff Klauk,97,-0.049
143,T144,T144,Steve Flesch,77,-0.048
144,T144,T144,David Mathis,82,-0.048
145,146,146,Richard Johnson,85,-0.047
146,T147,T147,Tom Lehman,55,-0.045
147,T147,T147,Carl Pettersson,86,-0.045
148,T149,T149,Aaron Baddeley,66,-0.043
149,T149,T149,Jay Williamson,69,-0.043
150,151,151,Nathan Green,104,-0.04
151,152,152,Cliff Kresge,78,-0.038
152,153,153,Kent Jones,73,-0.037000000000000005
153,154,154,Adam Scott,53,-0.036000000000000004
154,T155,T155,Mark Brooks,55,-0.035
155,T155,T155,Glen Day,79,-0.035
156,T155,T155,Todd Hamilton,83,-0.035
157,T155,T155,Jarrod Lyle,65,-0.035
158,T155,T155,Aron Price,89,-0.035
159,160,160,Rocco Mediate,79,-0.034
160,T161,T161,Ben Curtis,63,-0.031
161,T161,T161,Derek Fathauer,63,-0.031
162,163,163,Ricky Barnes,67,-0.028999999999999998
163,164,164,Brian Bateman,55,-0.027999999999999997
164,165,165,Kirk Triplett,60,-0.026000000000000002
165,166,166,Billy Mayfair,83,-0.025
166,T167,T167,Will MacKenzie,69,-0.024
167,T167,T167,Peter Tomasulo,61,-0.024
168,169,169,Jason Gore,74,-0.023
169,170,170,Brian Vranesh,51,-0.016
170,T171,T171,Peter Lonard,86,-0.015
171,T171,T171,Leif Olson,51,-0.015
172,173,173,Stuart Appleby,79,-0.013999999999999999
173,174,174,Eric Axley,71,-0.01
174,T175,T175,Parker McLachlin,71,-0.006999999999999999
175,T175,T175,Gary Woodland,53,-0.006999999999999999
176,T177,T177,David Duval,56,-0.006
177,T177,T177,J.B. Holmes,74,-0.006
178,179,179,Bart Bryant,58,-0.003
179,180,180,Rick Price,54,0.002
180,181,181,Brendon Todd,53,0.003
181,182,182,Marc Turnesa,77,0.01
182,183,183,Greg Kraft,51,0.027000000000000003
183,184,184,Brad Faxon,59,0.040999999999999995
