,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
49,T49,T49,Geoff Ogilvy,78,"21' 1""",778.6669999999999,37,+3
50,T49,T49,Jeff Quinney,78,"21' 1""",885.5830000000001,42,+3
51,T49,T49,Patrick Sheehan,51,"21' 1""",253.333,12,+1
52,53,53,Brian Davis,103,"21' 2""",975.1669999999999,46,+12
53,T54,T54,Alex Cejka,82,"21' 4""",597.4169999999999,28,E
54,T54,T54,Tiger Woods,64,"21' 4""",404.667,19,+4
55,56,56,Martin Laird,72,"21' 5""",706.8330000000001,33,-5
56,T57,T57,Jeff Overton,92,"21' 6""",1011.75,47,+1
57,T57,T57,Y.E. Yang,83,"21' 6""",386.917,18,+9
58,T59,T59,Ryuji Imada,85,"21' 7""",1078.75,50,+4
59,T59,T59,Bubba Watson,73,"21' 7""",883.5,41,+7
60,T61,T61,David Duval,56,"21' 8""",606.0,28,+12
61,T61,T61,Michael Letzig,96,"21' 8""",1017.75,47,+10
62,T61,T61,Ted Purdy,101,"21' 8""",821.8330000000001,38,+12
63,T64,T64,Greg Kraft,51,"21' 9""",457.167,21,+6
64,T64,T64,Steve Marino,98,"21' 9""",674.1669999999999,31,+5
65,66,66,Lucas Glover,93,"21' 10""",545.8330000000001,25,E
66,67,67,Parker McLachlin,71,"21' 11""",898.0,41,+10
67,68,68,Fred Couples,54,"22' 0""",484.333,22,+2
68,T69,T69,Paul Goydos,79,"22' 1""",530.0,24,+1
69,T69,T69,Boo Weekley,79,"22' 1""",464.333,21,-1
70,T71,T71,Stuart Appleby,79,"22' 2""",665.1669999999999,30,+1
71,T71,T71,Tom Lehman,55,"22' 2""",177.25,8,+2
72,73,73,Luke Donald,79,"22' 3""",666.9169999999999,30,+9
73,T74,T74,Tag Ridings,50,"22' 4""",446.25,20,-1
74,T74,T74,Steve Stricker,81,"22' 4""",290.66700000000003,13,+1
75,T76,T76,Will MacKenzie,69,"22' 5""",650.75,29,+5
76,T76,T76,Kevin Stadler,65,"22' 5""",582.0,26,+4
77,T78,T78,Stephen Ames,77,"22' 8""",520.8330000000001,23,-3
78,T78,T78,Carl Pettersson,86,"22' 8""",748.25,33,+9
79,T78,T78,Nick Watney,86,"22' 8""",634.0,28,-2
80,81,81,Chris DiMarco,97,"22' 9""",931.5830000000001,41,+4
81,T82,T82,Steve Elkington,70,"22' 10""",708.25,31,-1
82,T82,T82,J.J. Henry,97,"22' 10""",821.8330000000001,36,+3
83,T82,T82,Charles Howell III,99,"22' 10""",708.1669999999999,31,-2
84,T85,T85,Freddie Jacobson,83,"22' 11""",916.25,40,+1
85,T85,T85,Greg Owen,97,"22' 11""",596.5830000000001,26,+10
86,87,87,Ryan Moore,89,"23' 0""",621.1669999999999,27,+4
87,88,88,Hunter Mahan,94,"23' 2""",486.417,21,+3
88,T89,T89,Jonathan Byrd,89,"23' 4""",629.3330000000001,27,+1
89,T89,T89,Jim Furyk,86,"23' 4""",630.1669999999999,27,+14
90,T89,T89,Kevin Na,91,"23' 4""",747.25,32,+18
91,T89,T89,Tom Pernice Jr.,82,"23' 4""",956.8330000000001,41,-6
92,93,93,Kevin Sutherland,96,"23' 5""",655.1669999999999,28,+6
93,94,94,Jason Day,61,"23' 6""",611.3330000000001,26,E
94,95,95,Marc Leishman,91,"23' 7""",1061.417,45,+2
95,96,96,Glen Day,79,"23' 8""",1041.75,44,+2
96,T97,T97,Todd Hamilton,83,"24' 1""",673.9169999999999,28,+9
97,T97,T97,Colt Knost,71,"24' 1""",793.8330000000001,33,+3
98,T97,T97,Spencer Levin,75,"24' 1""",1226.167,51,+1
99,100,100,Eric Axley,71,"24' 2""",1037.75,43,+17
100,T101,T101,Tim Herron,87,"24' 3""",971.3330000000001,40,+2
101,T101,T101,Jimmy Walker,74,"24' 3""",847.4169999999999,35,+10
102,103,103,Vaughn Taylor,88,"24' 4""",754.9169999999999,31,-3
103,104,104,Robert Garrigus,83,"24' 5""",684.5,28,+12
104,105,105,Jason Gore,74,"24' 6""",735.9169999999999,30,+3
105,106,106,Brian Vranesh,51,"24' 7""",467.25,19,+2
106,107,107,Aron Price,89,"24' 8""",862.6669999999999,35,+8
107,T108,T108,Jason Dufner,90,"24' 9""",717.9169999999999,29,+10
108,T108,T108,Brad Faxon,59,"24' 9""",891.0,36,+7
109,T110,T110,Ángel Cabrera,55,"24' 10""",422.583,17,+7
110,T110,T110,Peter Lonard,86,"24' 10""",770.75,31,+10
111,T110,T110,Jarrod Lyle,65,"24' 10""",596.75,24,+11
112,113,113,Scott Piercy,85,"24' 11""",1171.583,47,E
113,T114,T114,Cameron Beckman,87,"25' 0""",600.4169999999999,24,-1
114,T114,T114,Greg Chalmers,85,"25' 0""",725.25,29,+4
115,T116,T116,Ken Duke,87,"25' 1""",1001.8330000000001,40,+7
116,T116,T116,Johnson Wagner,81,"25' 1""",726.4169999999999,29,+8
117,118,118,Kent Jones,73,"25' 2""",554.0,22,-1
118,119,119,Mathew Goggin,76,"25' 3""",531.0830000000001,21,+4
119,120,120,Nicholas Thompson,96,"25' 4""",1038.25,41,+12
120,T121,T121,Cliff Kresge,78,"25' 5""",812.1669999999999,32,+4
121,T121,T121,Leif Olson,51,"25' 5""",534.5,21,+6
122,T123,T123,Rich Beem,77,"25' 6""",1046.333,41,+6
123,T123,T123,Richard Johnson,85,"25' 6""",764.8330000000001,30,+7
124,T123,T123,Justin Leonard,95,"25' 6""",1071.25,42,-2
125,T123,T123,Darron Stiles,52,"25' 6""",356.583,14,+2
126,127,127,Jeff Maggert,79,"25' 7""",1123.917,44,+10
127,T128,T128,Michael Allen,73,"25' 8""",770.4169999999999,30,+7
128,T128,T128,Joe Durant,62,"25' 8""",410.0,16,+4
129,T128,T128,Scott Verplank,88,"25' 8""",565.4169999999999,22,+6
130,T131,T131,Troy Matteson,95,"25' 9""",978.6669999999999,38,+6
131,T131,T131,Dean Wilson,81,"25' 9""",669.75,26,+12
132,T133,T133,Brian Bateman,55,"25' 10""",543.1669999999999,21,+6
133,T133,T133,Chez Reavie,81,"25' 10""",542.5,21,+5
134,135,135,James Nitties,86,"26' 1""",1042.25,40,+14
135,136,136,Matt Bettencourt,98,"26' 2""",1672.8329999999999,64,+9
136,137,137,Rod Pampling,72,"26' 3""",786.5830000000001,30,+7
137,138,138,Kevin Streelman,97,"26' 4""",817.4169999999999,31,+1
138,139,139,Kenny Perry,92,"26' 5""",766.5830000000001,29,E
139,140,140,Aaron Baddeley,66,"26' 6""",742.75,28,+10
140,141,141,John Rollins,92,"26' 9""",1282.417,48,+11
141,T142,T142,Adam Scott,53,"26' 10""",509.25,19,+6
142,T142,T142,Mike Weir,85,"26' 10""",752.4169999999999,28,+6
143,T144,T144,Stewart Cink,79,"26' 11""",915.5830000000001,34,+4
144,T144,T144,Nathan Green,104,"26' 11""",1265.75,47,+13
145,T144,T144,Brett Quigley,92,"26' 11""",1130.5,42,+12
146,147,147,Davis Love III,89,"27' 0""",783.5830000000001,29,+4
147,148,148,John Senden,100,"27' 4""",875.8330000000001,32,E
148,T149,T149,Daniel Chopra,89,"27' 5""",1288.583,47,+11
149,T149,T149,Mark Wilson,99,"27' 5""",711.75,26,+5
150,151,151,Bart Bryant,58,"27' 7""",606.6669999999999,22,+3
151,T152,T152,Scott McCarron,91,"27' 8""",664.1669999999999,24,+7
152,T152,T152,Gary Woodland,53,"27' 8""",829.0,30,+17
153,T154,T154,Tommy Armour III,58,"27' 10""",556.4169999999999,20,+6
154,T154,T154,John Mallinger,90,"27' 10""",1001.1669999999999,36,+11
155,T154,T154,Tim Petrovic,97,"27' 10""",724.5830000000001,26,E
156,T157,T157,Derek Fathauer,63,"28' 0""",953.0830000000001,34,+10
157,T157,T157,Peter Tomasulo,61,"28' 0""",392.083,14,+3
158,T157,T157,Marc Turnesa,77,"28' 0""",1036.0,37,+2
159,160,160,Heath Slocum,95,"28' 2""",787.6669999999999,28,+4
160,161,161,Ryan Palmer,78,"28' 4""",850.5830000000001,30,+8
161,T162,T162,Pat Perez,74,"28' 8""",859.0,30,+8
162,T162,T162,Andres Romero,58,"28' 8""",1119.083,39,+8
163,164,164,Phil Mickelson,66,"29' 0""",956.0830000000001,33,+6
164,165,165,Chris Riley,77,"29' 1""",756.75,26,+4
165,166,166,Matt Kuchar,82,"29' 2""",583.1669999999999,20,+2
166,167,167,Billy Mayfair,83,"29' 4""",674.75,23,+6
167,T168,T168,Ernie Els,70,"29' 5""",824.0,28,+7
168,T168,T168,Steve Lowery,83,"29' 5""",1148.583,39,+10
169,170,170,Charley Hoffman,97,"29' 7""",1066.083,36,+5
170,T171,T171,Anthony Kim,76,"29' 8""",1216.25,41,+8
171,T171,T171,Scott Sterling,51,"29' 8""",267.0,9,+5
172,T171,T171,Brendon Todd,53,"29' 8""",741.4169999999999,25,+8
173,174,174,Ben Curtis,63,"29' 10""",358.333,12,E
174,175,175,Mark Brooks,55,"30' 0""",359.583,12,+3
175,176,176,Casey Wittenberg,71,"30' 11""",988.0,32,+11
176,177,177,George McNeill,82,"31' 6""",881.9169999999999,28,+8
177,178,178,Bill Lunde,83,"31' 9""",1016.0830000000001,32,+16
178,179,179,Matt Jones,56,"31' 10""",923.9169999999999,29,+4
179,180,180,Kris Blanks,60,"32' 4""",582.0,18,+3
180,181,181,Lee Janzen,74,"32' 6""",748.0830000000001,23,+5
181,182,182,Rick Price,54,"32' 11""",560.1669999999999,17,+3
182,183,183,D.J. Trahan,96,"35' 0""",840.5830000000001,24,+12
183,184,184,Robert Allenby,71,"40' 6""",607.5,15,+2
