,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
37,T36,T36,Matt Weibring,65,"40' 9""",88470,181,7372.5,39.0
38,T39,T39,Briny Baird,89,"40' 10""",110317,225,9193.083,23.0
39,T39,T39,Fred Couples,54,"40' 10""",83366,170,6947.1669999999995,4.0
40,41,41,Tim Clark,81,"40' 11""",71735,146,5977.9169999999995,20.0
41,T42,T42,Ben Crane,93,"41' 0""",116535,237,9711.25,10.0
42,T42,T42,Paul Goydos,79,"41' 0""",84583,172,7048.5830000000005,37.0
43,T42,T42,Will MacKenzie,69,"41' 0""",96032,195,8002.6669999999995,26.0
44,T42,T42,Jeff Maggert,79,"41' 0""",107154,218,8929.5,43.0
45,T46,T46,Kris Blanks,60,"41' 1""",65025,132,5418.75,12.0
46,T46,T46,Webb Simpson,94,"41' 1""",156669,318,13055.75,38.0
47,T48,T48,Freddie Jacobson,83,"41' 2""",135418,274,11284.833,29.0
48,T48,T48,Greg Owen,97,"41' 2""",118603,240,9883.583,28.0
49,T48,T48,Jimmy Walker,74,"41' 2""",148676,301,12389.667,31.0
50,51,51,Patrick Sheehan,51,"41' 3""",52520,106,4376.667,27.0
51,T52,T52,Jonathan Byrd,89,"41' 4""",121443,245,10120.25,20.0
52,T52,T52,Kenny Perry,92,"41' 4""",116642,235,9720.167,21.0
53,T52,T52,Nick Watney,86,"41' 4""",135031,272,11252.583,13.0
54,T55,T55,Jarrod Lyle,65,"41' 5""",87981,177,7331.75,21.0
55,T55,T55,Bo Van Pelt,100,"41' 5""",134677,271,11223.083,31.0
56,T55,T55,Charles Warren,63,"41' 5""",83022,167,6918.5,19.0
57,58,58,Daniel Chopra,89,"41' 6""",167659,337,13971.583,40.0
58,59,59,Zach Johnson,94,"41' 8""",114608,229,9550.667,12.0
59,60,60,Davis Love III,89,"41' 9""",150842,301,12570.167,42.0
60,61,61,Bob Heintz,59,"41' 10""",80820,161,6735.0,25.0
61,62,62,Tom Lehman,55,"41' 11""",48253,96,4021.083,10.0
62,T63,T63,Joe Durant,62,"42' 0""",52879,105,4406.583,22.0
63,T63,T63,Troy Matteson,95,"42' 0""",161890,321,13490.833,18.0
64,T63,T63,Phil Mickelson,66,"42' 0""",114838,228,9569.833,24.0
65,T63,T63,John Rollins,92,"42' 0""",128978,256,10748.167,31.0
66,T67,T67,Retief Goosen,74,"42' 1""",103076,204,8589.667,14.0
67,T67,T67,Rory Sabbatini,81,"42' 1""",135460,268,11288.333,27.0
68,T67,T67,John Senden,100,"42' 1""",158153,313,13179.417,34.0
69,T70,T70,Steve Lowery,83,"42' 2""",140603,278,11716.917,53.0
70,T70,T70,Chris Riley,77,"42' 2""",85576,169,7131.3330000000005,14.0
71,T72,T72,Bob Estes,78,"42' 3""",103990,205,8665.833,28.0
72,T72,T72,John Mallinger,90,"42' 3""",113630,224,9469.167,37.0
73,T72,T72,Justin Rose,71,"42' 3""",92354,182,7696.1669999999995,25.0
74,T75,T75,Tommy Armour III,58,"42' 4""",79217,156,6601.4169999999995,15.0
75,T75,T75,Chez Reavie,81,"42' 4""",95555,188,7962.9169999999995,35.0
76,77,77,Jason Dufner,90,"42' 5""",125139,246,10428.25,24.0
77,T78,T78,Stewart Cink,79,"42' 6""",121809,239,10150.75,29.0
78,T78,T78,Steve Elkington,70,"42' 6""",104636,205,8719.667,33.0
79,T78,T78,Marc Leishman,91,"42' 6""",167333,328,13944.417,31.0
80,T78,T78,Chris Stroud,88,"42' 6""",133727,262,11143.917,40.0
81,82,82,Nick O'Hern,90,"42' 8""",117715,230,9809.583,26.0
82,T83,T83,Woody Austin,84,"42' 9""",118549,231,9879.083,24.0
83,T83,T83,Scott Piercy,85,"42' 9""",162233,316,13519.417,19.0
84,T85,T85,David Duval,56,"42' 10""",98266,191,8188.8330000000005,53.0
85,T85,T85,Charles Howell III,99,"42' 10""",173810,338,14484.167,22.0
86,T85,T85,Colt Knost,71,"42' 10""",82758,161,6896.5,43.0
87,T85,T85,Spencer Levin,75,"42' 10""",120848,235,10070.667,16.0
88,T85,T85,Pat Perez,74,"42' 10""",100178,195,8348.167,29.0
89,T85,T85,Brett Quigley,92,"42' 10""",144516,281,12043.0,49.0
90,91,91,Jason Gore,74,"42' 11""",105508,205,8792.333,33.0
91,T92,T92,Lucas Glover,93,"43' 0""",131033,254,10919.417,16.0
92,T92,T92,Jeff Klauk,97,"43' 0""",125890,244,10490.833,29.0
93,T94,T94,J.B. Holmes,74,"43' 1""",159732,309,13311.0,43.0
94,T94,T94,David Mathis,82,"43' 1""",136411,264,11367.583,35.0
95,T94,T94,John Merrick,91,"43' 1""",120940,234,10078.333,34.0
96,T94,T94,Vaughn Taylor,88,"43' 1""",122062,236,10171.833,31.0
97,T94,T94,D.J. Trahan,96,"43' 1""",125629,243,10469.083,44.0
98,T94,T94,Charlie Wi,92,"43' 1""",130397,252,10866.417,23.0
99,T100,T100,K.J. Choi,65,"43' 2""",84991,164,7082.5830000000005,22.0
100,T100,T100,Tim Herron,87,"43' 2""",170567,329,14213.917,37.0
101,T100,T100,Ryuji Imada,85,"43' 2""",134184,259,11182.0,31.0
102,T100,T100,Tag Ridings,50,"43' 2""",90687,175,7557.25,18.0
103,104,104,Leif Olson,51,"43' 3""",92306,178,7692.1669999999995,40.0
104,T105,T105,Jerry Kelly,90,"43' 6""",137839,264,11486.583,24.0
105,T105,T105,Greg Kraft,51,"43' 6""",78285,150,6523.75,34.0
106,T105,T105,Brian Vranesh,51,"43' 6""",80984,155,6748.6669999999995,16.0
107,108,108,Ken Duke,87,"43' 7""",136922,262,11410.167,32.0
108,109,109,Matt Kuchar,82,"43' 10""",118916,226,9909.667,2.0
109,T110,T110,Bill Haas,91,"43' 11""",150673,286,12556.083,9.0
110,T110,T110,Todd Hamilton,83,"43' 11""",116013,220,9667.75,43.0
111,T110,T110,J.J. Henry,97,"43' 11""",147092,279,12257.667,34.0
112,T110,T110,George McNeill,82,"43' 11""",155863,296,12988.583,33.0
113,T110,T110,Corey Pavin,73,"43' 11""",83732,159,6977.6669999999995,23.0
114,T115,T115,Matt Bettencourt,98,"44' 0""",181048,343,15087.333,66.0
115,T115,T115,Hunter Mahan,94,"44' 0""",133498,253,11124.833,25.0
116,T115,T115,Ian Poulter,59,"44' 0""",75459,143,6288.25,17.0
117,T115,T115,Peter Tomasulo,61,"44' 0""",83403,158,6950.25,29.0
118,T115,T115,Mark Wilson,99,"44' 0""",134175,254,11181.25,33.0
119,T120,T120,Martin Laird,72,"44' 1""",117921,223,9826.75,13.0
120,T120,T120,Darron Stiles,52,"44' 1""",54479,103,4539.917,22.0
121,T120,T120,Marc Turnesa,77,"44' 1""",133214,252,11101.167,44.0
122,T123,T123,Mark Calcavecchia,72,"44' 2""",121273,229,10106.083,24.0
123,T123,T123,Cliff Kresge,78,"44' 2""",118112,223,9842.667,33.0
124,T123,T123,Tim Petrovic,97,"44' 2""",146162,276,12180.167,16.0
125,T123,T123,Tiger Woods,64,"44' 2""",84332,159,7027.6669999999995,-12.0
126,T127,T127,Kevin Na,91,"44' 3""",145989,275,12165.75,38.0
127,T127,T127,Scott Sterling,51,"44' 3""",73756,139,6146.3330000000005,19.0
128,T129,T129,Robert Allenby,71,"44' 4""",95680,180,7973.3330000000005,9.0
129,T129,T129,Nicholas Thompson,96,"44' 4""",158050,297,13170.833,53.0
130,T131,T131,Derek Fathauer,63,"44' 5""",122016,229,10168.0,57.0
131,T131,T131,Kent Jones,73,"44' 5""",90635,170,7552.9169999999995,26.0
132,133,133,Gary Woodland,53,"44' 6""",91318,171,7609.8330000000005,52.0
133,T134,T134,Aaron Baddeley,66,"44' 7""",122484,229,10207.0,30.0
134,T134,T134,Steve Marino,98,"44' 7""",154535,289,12877.917,22.0
135,136,136,Tom Pernice Jr.,82,"44' 8""",141930,265,11827.5,18.0
136,T137,T137,Padraig Harrington,66,"44' 9""",101576,189,8464.667,15.0
137,T137,T137,Rod Pampling,72,"44' 9""",112858,210,9404.833,40.0
138,T139,T139,Ernie Els,70,"44' 10""",104444,194,8703.667,29.0
139,T139,T139,Charley Hoffman,97,"44' 10""",173747,323,14478.917,30.0
140,T139,T139,James Nitties,86,"44' 10""",148984,277,12415.333,44.0
141,T139,T139,Kevin Sutherland,96,"44' 10""",125334,233,10444.5,30.0
142,T143,T143,Brad Adamonis,70,"44' 11""",126571,235,10547.583,36.0
143,T143,T143,Ricky Barnes,67,"44' 11""",102431,190,8535.917,38.0
144,T143,T143,Alex Cejka,82,"44' 11""",109377,203,9114.75,20.0
145,T143,T143,Jim Furyk,86,"44' 11""",92782,172,7731.8330000000005,17.0
146,T143,T143,Mathew Goggin,76,"44' 11""",99726,185,8310.5,33.0
147,T143,T143,Bill Lunde,83,"44' 11""",130015,241,10834.583,43.0
148,T143,T143,Parker McLachlin,71,"44' 11""",158400,294,13200.0,28.0
149,T150,T150,Mark Brooks,55,"45' 0""",61071,113,5089.25,14.0
150,T150,T150,Scott Verplank,88,"45' 0""",124094,230,10341.167,32.0
151,T152,T152,Bart Bryant,58,"45' 1""",75738,140,6311.5,31.0
152,T152,T152,Brian Gay,96,"45' 1""",116751,216,9729.25,22.0
153,T154,T154,Lee Janzen,74,"45' 2""",105620,195,8801.667,37.0
154,T154,T154,Steve Stricker,81,"45' 2""",108394,200,9032.833,-6.0
155,156,156,Nathan Green,104,"45' 3""",188007,346,15667.25,36.0
156,T157,T157,Stuart Appleby,79,"45' 4""",130033,239,10836.083,29.0
157,T157,T157,Brian Davis,103,"45' 4""",156566,288,13047.167,39.0
158,T157,T157,Ryan Moore,89,"45' 4""",131070,241,10922.5,38.0
159,T157,T157,Dean Wilson,81,"45' 4""",125743,231,10478.583,48.0
160,T161,T161,Matt Jones,56,"45' 5""",103561,190,8630.083,22.0
161,T161,T161,D.A. Points,99,"45' 5""",139508,256,11625.667,26.0
162,163,163,Jeff Overton,92,"45' 6""",185017,339,15418.083,56.0
163,T164,T164,Cameron Beckman,87,"45' 8""",144666,264,12055.5,19.0
164,T164,T164,Mike Weir,85,"45' 8""",129770,237,10814.167,36.0
165,T166,T166,Brad Faxon,59,"45' 9""",121252,221,10104.333,51.0
166,T166,T166,Jeff Quinney,78,"45' 9""",119778,218,9981.5,34.0
167,168,168,Billy Mayfair,83,"45' 10""",100710,183,8392.5,42.0
168,T169,T169,Ben Curtis,63,"45' 11""",82059,149,6838.25,10.0
169,T169,T169,Johnson Wagner,81,"45' 11""",143326,260,11943.833,44.0
170,171,171,Richard Johnson,85,"46' 0""",129778,235,10814.833,47.0
171,172,172,Rick Price,54,"46' 2""",71406,129,5950.5,28.0
172,173,173,Aron Price,89,"46' 4""",153917,277,12826.417,32.0
173,174,174,Camilo Villegas,76,"46' 5""",109631,197,9135.917,5.0
174,175,175,Peter Lonard,86,"46' 6""",128336,230,10694.667,57.0
175,176,176,Eric Axley,71,"46' 10""",143840,256,11986.667,86.0
176,177,177,Ryan Palmer,78,"46' 11""",140264,249,11688.667,53.0
177,178,178,Bryce Molder,69,"47' 4""",83436,147,6953.0,22.0
178,179,179,Brian Bateman,55,"47' 7""",110194,193,9182.833,37.0
179,180,180,Brendon de Jonge,90,"47' 9""",156404,273,13033.667,39.0
180,181,181,Stephen Ames,77,"48' 1""",101512,176,8459.333,14.0
181,182,182,Brendon Todd,53,"48' 3""",89798,155,7483.1669999999995,40.0
182,183,183,Scott McCarron,91,"49' 1""",129007,219,10750.583,28.0
183,184,184,Jason Day,61,"49' 2""",103837,176,8653.083,13.0
