,Driving_Pct._320_All_Drives_RANK THIS WEEK,Driving_Pct._320_All_Drives_RANK LAST WEEK,Driving_Pct._320_All_Drives_PLAYER NAME,Driving_Pct._320_All_Drives_ROUNDS,Driving_Pct._320_All_Drives_%,Driving_Pct._320_All_Drives_TOTAL DRIVES FOR 320+,Driving_Pct._320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._320_All_Drives_RELATIVE TO PAR
0,1,1,J.B. Holmes,86,32.57,314,964,-0.236
1,2,2,Bubba Watson,97,25.76,288,1118,-0.257
2,3,3,Dustin Johnson,92,21.3,240,1127,-0.288
3,4,4,Robert Garrigus,90,20.23,242,1196,-0.182
4,5,5,Ángel Cabrera,55,17.27,95,550,-0.189
5,6,6,Nick Watney,96,16.92,199,1176,-0.281
6,7,7,Vijay Singh,82,15.12,134,886,-0.276
7,T8,T8,Jeff Overton,103,14.49,184,1270,-0.261
8,T8,T8,Travis Perkins,53,14.49,81,559,-0.086
9,10,10,Steve Allan,58,14.33,96,670,-0.229
10,11,11,Jason Allred,63,14.08,98,696,-0.173
11,12,12,Charley Hoffman,94,13.68,165,1206,-0.164
12,13,13,Fred Couples,60,13.52,96,710,-0.385
13,14,14,Adam Scott,51,13.06,64,490,-0.453
14,15,15,Tommy Gainey,60,12.93,83,642,-0.145
15,16,16,Tag Ridings,88,12.83,145,1130,-0.241
16,17,17,Martin Laird,98,12.82,152,1186,-0.316
17,18,18,Daniel Chopra,84,12.22,118,966,-0.280
18,19,19,Harrison Frazar,73,11.82,102,863,-0.216
19,20,20,Andres Romero,69,11.66,80,686,-0.163
20,21,21,Davis Love III,78,11.56,105,908,-0.248
21,22,22,Anthony Kim,81,11.21,102,910,-0.225
22,23,23,Richard Johnson,77,10.97,104,948,-0.240
23,24,24,Charles Warren,79,10.94,113,1033,-0.186
24,25,25,Jason Day,81,10.22,110,1076,-0.127
25,26,26,George McNeill,97,10.19,128,1256,-0.313
26,27,27,Paul Casey,55,10.0,50,500,-0.360
27,28,28,Phil Mickelson,80,9.93,82,826,-0.293
28,29,29,Kevin Streelman,114,9.92,134,1351,-0.291
29,30,30,Lucas Glover,91,9.76,113,1158,-0.204
30,31,31,John Merrick,98,9.22,99,1074,-0.242
