,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
0,1,1,J.B. Holmes,86,0.866,59.731,69
1,2,2,Vijay Singh,82,0.8190000000000001,51.571000000000005,63
2,3,3,Boo Weekley,86,0.715,45.744,64
3,4,4,Charles Warren,79,0.6829999999999999,50.534,74
4,5,5,Nicholas Thompson,113,0.611,58.63399999999999,96
5,6,6,Michael Letzig,88,0.599,44.292,74
6,7,7,Joe Durant,92,0.5820000000000001,45.977,79
7,8,8,Robert Garrigus,90,0.5770000000000001,49.586999999999996,86
8,9,9,Anthony Kim,81,0.5489999999999999,35.694,65
9,10,10,Bubba Watson,97,0.5379999999999999,43.053000000000004,80
10,11,11,Robert Allenby,108,0.534,45.946999999999996,86
11,12,12,Nick Watney,96,0.531,44.61600000000001,84
12,13,13,Kevin Streelman,114,0.517,50.16,97
13,14,14,Kenny Perry,97,0.514,47.244,92
14,15,15,Mathew Goggin,91,0.509,41.708,82
15,16,16,Sergio Garcia,72,0.503,28.193,56
16,17,17,Jason Gore,94,0.48200000000000004,40.943000000000005,85
17,18,18,Adam Scott,51,0.475,16.611,35
18,19,19,Charley Hoffman,94,0.46399999999999997,39.911,86
19,20,20,Steve Marino,119,0.461,47.901,104
20,21,21,Harrison Frazar,73,0.45399999999999996,28.146,62
21,T22,T22,Davis Love III,78,0.44799999999999995,29.116,65
22,T22,T22,Sean O'Hair,81,0.44799999999999995,30.493000000000002,68
23,24,24,John Rollins,94,0.44,34.76,79
24,25,25,Dustin Johnson,92,0.435,35.249,81
25,T26,T26,Lucas Glover,91,0.41,33.993,83
26,T26,T26,John Merrick,98,0.41,31.585,77
27,28,28,Phil Mickelson,80,0.402,23.712,59
28,29,29,John Huston,56,0.39399999999999996,19.29,49
29,30,30,John Senden,93,0.385,31.529,82
30,31,31,Ben Curtis,80,0.377,23.778000000000002,63
31,32,32,D.J. Trahan,94,0.374,29.136,78
32,33,33,Paul Casey,55,0.37200000000000005,13.399000000000001,36
33,34,34,Hunter Mahan,87,0.36,25.89,72
34,35,35,Rory Sabbatini,77,0.358,22.578000000000003,63
35,36,36,John Riegger,73,0.35100000000000003,22.478,64
36,37,37,Fred Couples,60,0.34700000000000003,17.69,51
37,38,38,Geoff Ogilvy,65,0.32799999999999996,16.055999999999997,49
38,39,39,Pat Perez,93,0.318,25.12,79
39,40,40,Bart Bryant,81,0.316,21.159000000000002,67
40,41,41,Billy Mayfair,103,0.308,29.276999999999997,95
41,42,42,Heath Slocum,104,0.306,26.278000000000002,86
42,43,43,Rod Pampling,83,0.3,20.433,68
43,44,44,Woody Austin,109,0.299,26.325,88
44,45,45,Steve Elkington,84,0.297,21.674,73
45,T46,T46,Rich Beem,90,0.29600000000000004,23.375,79
46,T46,T46,Camilo Villegas,79,0.29600000000000004,18.644000000000002,63
47,T48,T48,Mathias Grönberg,87,0.293,23.160999999999998,79
48,T48,T48,Kevin Stadler,90,0.293,21.379,73
49,50,50,Michael Allen,91,0.28600000000000003,22.336,78
50,51,51,Jason Day,81,0.285,21.951,77
51,52,52,Padraig Harrington,52,0.27899999999999997,8.916,32
52,53,53,Scott Verplank,82,0.266,17.266,65
53,54,54,Justin Leonard,101,0.265,19.379,73
54,T55,T55,Jim Furyk,95,0.26,19.532,75
55,T55,T55,Jeff Gove,50,0.26,11.445,44
56,57,57,Mark Calcavecchia,67,0.247,13.315,54
57,58,58,Ryan Armour,87,0.228,17.352,76
58,59,59,Bill Haas,99,0.218,19.589000000000002,90
59,60,60,Peter Lonard,92,0.212,16.954,80
60,61,61,Briny Baird,113,0.20800000000000002,19.964000000000002,96
61,62,62,Will MacKenzie,62,0.192,10.929,57
62,63,63,Steve Allan,58,0.191,9.174,48
63,64,64,Bo Van Pelt,101,0.187,17.371,93
64,65,65,Joe Ogilvie,100,0.18600000000000003,16.179000000000002,87
65,66,66,Todd Hamilton,92,0.182,13.472999999999999,74
66,67,67,Jeff Overton,103,0.17800000000000002,16.194000000000003,91
67,68,68,Troy Matteson,94,0.174,15.513,89
68,69,69,Ben Crane,86,0.171,12.805,75
69,70,70,Martin Laird,98,0.165,13.99,85
70,71,71,Zach Johnson,85,0.161,11.415,71
71,72,72,Nick Flanagan,89,0.152,12.163,80
72,73,73,Brian Davis,108,0.147,14.992,102
73,74,74,Tommy Gainey,60,0.146,6.727,46
74,75,75,Kenneth Ferrie,72,0.145,8.705,60
75,T76,T76,Steve Lowery,74,0.142,9.51,67
76,T76,T76,Jay Williamson,96,0.142,11.380999999999998,80
77,78,78,Kevin Sutherland,98,0.13699999999999998,12.071,88
78,79,79,Chris Stroud,81,0.132,8.732999999999999,66
79,80,80,Charles Howell III,101,0.13,11.285,87
80,81,81,Ryan Palmer,69,0.122,7.307,60
81,82,82,J.J. Henry,108,0.121,11.972000000000001,99
82,83,83,Todd Demsey,80,0.11900000000000001,8.467,71
83,84,84,David Toms,70,0.113,6.329,56
84,85,85,Tag Ridings,88,0.106,8.548,81
85,86,86,Tim Herron,97,0.10400000000000001,9.033999999999999,87
86,87,87,Ted Purdy,68,0.102,6.041,59
87,88,88,Ernie Els,51,0.10099999999999999,3.6519999999999997,36
88,T89,T89,Aaron Baddeley,76,0.096,5.787999999999999,60
89,T89,T89,Robert Gamez,79,0.096,6.792999999999999,71
90,91,91,Tim Petrovic,97,0.094,7.627000000000001,81
91,92,92,Jeff Maggert,86,0.092,7.237,79
92,93,93,Jonathan Byrd,88,0.08900000000000001,6.8229999999999995,77
93,94,94,Olin Browne,77,0.081,5.653,70
94,95,95,John Mallinger,95,0.075,6.263,84
95,96,96,Ryan Moore,72,0.07400000000000001,4.649,63
96,97,97,Chad Campbell,94,0.068,5.774,85
97,98,98,Charlie Wi,97,0.066,5.763999999999999,88
98,99,99,Brandt Jobe,52,0.062,2.9130000000000003,47
99,100,100,Andres Romero,69,0.061,2.986,49
100,101,101,Mark Wilson,107,0.05,5.249,104
101,102,102,Ángel Cabrera,55,0.048,1.8730000000000002,39
102,103,103,Stewart Cink,87,0.045,2.895,64
103,104,104,George McNeill,97,0.038,3.438,90
104,105,105,Omar Uresti,74,0.037000000000000005,2.352,63
105,106,106,Tommy Armour III,77,0.028999999999999998,1.925,66
106,107,107,Frank Lickliter II,107,0.015,1.499,100
107,108,108,Chez Reavie,102,0.003,0.26,90
108,109,109,Ken Duke,116,-0.012,-1.209,105
109,110,110,K.J. Choi,74,-0.017,-0.9490000000000001,57
110,111,111,Stuart Appleby,87,-0.024,-1.59,67
111,112,112,Alex Cejka,75,-0.040999999999999995,-2.454,60
112,T113,T113,Carl Pettersson,110,-0.052000000000000005,-5.015,97
113,T113,T113,Mike Weir,88,-0.052000000000000005,-3.411,66
114,115,115,Ian Poulter,51,-0.055999999999999994,-2.019,36
115,116,116,Trevor Immelman,70,-0.061,-3.267,54
116,117,117,Rocco Mediate,87,-0.063,-4.319,69
117,118,118,Tom Lehman,51,-0.065,-2.483,38
118,119,119,Scott Sterling,89,-0.07200000000000001,-5.336,74
119,120,120,Scott McCarron,63,-0.073,-3.915,54
120,121,121,Kent Jones,68,-0.079,-4.3180000000000005,55
121,122,122,Brad Adamonis,87,-0.08199999999999999,-6.254,76
122,123,123,Stephen Ames,83,-0.085,-5.609,66
123,124,124,Bob Tway,70,-0.087,-4.946000000000001,57
124,125,125,Nick O'Hern,82,-0.102,-7.233,71
125,126,126,Jon Mills,95,-0.109,-8.52,78
126,127,127,Jesper Parnevik,88,-0.11,-8.216000000000001,75
127,128,128,Kevin Na,97,-0.114,-10.399000000000001,91
128,T129,T129,Vaughn Taylor,103,-0.12,-11.315999999999999,94
129,T129,T129,Tim Wilkinson,95,-0.12,-9.615,80
130,131,131,J.P. Hayes,67,-0.122,-7.659,63
131,132,132,Bob Estes,90,-0.126,-10.838,86
132,133,133,Jerry Kelly,89,-0.128,-9.454,74
133,134,134,Tim Clark,90,-0.141,-10.267999999999999,73
134,135,135,Daniel Chopra,84,-0.14800000000000002,-10.237,69
135,136,136,Glen Day,64,-0.156,-8.747,56
136,137,137,Matt Jones,95,-0.157,-13.189,84
137,T138,T138,Cameron Beckman,87,-0.162,-12.001,74
138,T138,T138,Retief Goosen,59,-0.162,-6.818,42
139,140,140,Y.E. Yang,89,-0.17,-13.565999999999999,80
140,141,141,Tom Pernice Jr.,104,-0.175,-17.112000000000002,98
141,142,142,Cliff Kresge,84,-0.177,-12.917,73
142,143,143,Parker McLachlin,88,-0.18,-14.200999999999999,79
143,144,144,Justin Bolli,87,-0.18100000000000002,-13.207,73
144,145,145,Shane Bertsch,96,-0.19699999999999998,-17.768,90
145,146,146,Matt Kuchar,88,-0.198,-13.838,70
146,147,147,Johnson Wagner,83,-0.203,-13.787,68
147,148,148,Greg Kraft,63,-0.207,-10.344000000000001,50
148,149,149,Ron Whittaker,54,-0.20800000000000002,-8.522,41
149,T150,T150,Brad Elder,67,-0.21600000000000003,-11.687999999999999,54
150,T150,T150,Travis Perkins,53,-0.21600000000000003,-8.622,40
151,152,152,Cody Freeman,66,-0.22,-12.095999999999998,55
152,153,153,Patrick Sheehan,124,-0.226,-23.694000000000003,105
153,154,154,Freddie Jacobson,78,-0.22699999999999998,-14.527999999999999,64
154,155,155,Brett Quigley,80,-0.228,-16.672,73
155,156,156,David Lutterus,59,-0.249,-12.469000000000001,50
156,157,157,Kyle Thompson,70,-0.259,-14.737,57
157,158,158,Richard Johnson,77,-0.26,-17.654,68
158,159,159,Doug LaBelle II,65,-0.261,-13.314,51
159,160,160,Marc Turnesa,87,-0.264,-20.063,76
160,161,161,Steve Flesch,95,-0.26899999999999996,-21.785999999999998,81
161,162,162,Brandt Snedeker,85,-0.28,-18.777,67
162,163,163,Paul Goydos,78,-0.28300000000000003,-18.965999999999998,67
163,164,164,Jason Allred,63,-0.28600000000000003,-14.307,50
164,165,165,Brenden Pappas,66,-0.29100000000000004,-16.303,56
165,166,166,James Driscoll,85,-0.316,-24.022,76
166,167,167,Chris DiMarco,87,-0.344,-26.146,76
167,168,168,Steve Stricker,75,-0.345,-20.007,58
168,169,169,Carlos Franco,73,-0.36200000000000004,-22.831999999999997,63
169,170,170,Mark Hensby,71,-0.373,-23.851,64
170,171,171,Billy Andrade,71,-0.381,-23.618000000000002,62
171,172,172,Richard Johnson,60,-0.392,-19.230999999999998,49
172,173,173,Bob Sowards,61,-0.39399999999999996,-20.463,52
