,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
173,174,174,Ryuji Imada,80,-0.406,-27.635,68
174,175,175,Jimmy Walker,73,-0.41100000000000003,-25.506999999999998,62
175,176,176,Alejandro Cañizares,52,-0.413,-16.912,41
176,177,177,Nathan Green,95,-0.423,-38.522,91
177,178,178,Dudley Hart,74,-0.456,-30.53,67
178,179,179,Paul Claxton,63,-0.466,-23.316,50
179,180,180,Marco Dawson,64,-0.478,-25.835,54
180,181,181,Stephen Leaney,53,-0.484,-21.775,45
181,182,182,Tom Scherrer,56,-0.485,-21.355,44
182,183,183,Craig Kanada,65,-0.49700000000000005,-27.346999999999998,55
183,184,184,Gavin Coles,54,-0.51,-22.445,44
184,185,185,Brian Gay,102,-0.529,-45.52,86
185,186,186,Jin Park,85,-0.5329999999999999,-37.341,70
186,187,187,Lee Janzen,89,-0.591,-44.32899999999999,75
187,188,188,Chris Riley,51,-0.6709999999999999,-26.840999999999998,40
188,189,189,Brett Rumford,72,-0.718,-43.828,61
189,190,190,Shigeki Maruyama,50,-0.74,-31.081999999999997,42
190,191,191,Jim McGovern,75,-0.759,-47.805,63
191,192,192,Dean Wilson,109,-0.76,-70.68,93
192,193,193,Eric Axley,113,-0.785,-76.975,98
193,194,194,Jeff Quinney,87,-0.965,-70.47,73
194,195,195,Corey Pavin,69,-1.058,-59.222,56
195,196,196,Chad Collins,72,-1.078,-67.917,63
196,197,197,David Duval,51,-1.297,-53.191,41
