,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,1,1,Robert Garrigus,90,7.0,444.8,64,7.9,4.1
1,T2,T2,Paul Casey,55,6.8,205.2,30,7.6,5.9
2,T2,T2,J.B. Holmes,86,6.8,283.8,42,7.9,3.6
3,T2,T2,Anthony Kim,81,6.8,441.3,65,7.9,4.0
4,T5,T5,Padraig Harrington,52,6.7,161.7,24,7.9,5.1
5,T5,T5,Charley Hoffman,94,6.7,577.0,86,7.6,4.8
6,T5,T5,Geoff Ogilvy,65,6.7,306.7,46,7.6,4.5
7,T5,T5,Pat Perez,93,6.7,482.1,72,7.5,4.9
8,T5,T5,Nicholas Thompson,113,6.7,586.6,88,8.0,3.5
9,T10,T10,Woody Austin,109,6.6,577.1,88,7.5,3.9
10,T10,T10,Fred Couples,60,6.6,225.9,34,7.6,5.5
11,T10,T10,Martin Laird,98,6.6,481.8,73,7.8,4.6
12,T10,T10,Davis Love III,78,6.6,355.4,54,7.5,5.3
13,T10,T10,John Rollins,94,6.6,484.2,73,7.6,4.5
14,T10,T10,Vijay Singh,82,6.6,398.6,60,7.9,3.8
15,T10,T10,Charles Warren,79,6.6,438.1,66,7.5,4.6
16,T10,T10,Mark Wilson,107,6.6,686.3,104,7.4,5.3
17,T18,T18,Robert Allenby,108,6.5,496.1,76,7.3,4.9
18,T18,T18,Jonathan Byrd,88,6.5,498.4,77,7.3,3.8
19,T18,T18,Stewart Cink,87,6.5,366.0,56,7.4,4.7
20,T18,T18,Sergio Garcia,72,6.5,312.9,48,8.5,3.9
21,T18,T18,Lucas Glover,91,6.5,509.6,79,7.5,2.4
22,T18,T18,Bill Haas,99,6.5,559.6,86,7.9,4.6
23,T18,T18,John Huston,56,6.5,291.8,45,7.3,4.2
24,T18,T18,Frank Lickliter II,107,6.5,587.6,90,7.5,5.0
25,T18,T18,Steve Marino,119,6.5,555.5,86,7.6,4.3
26,T18,T18,Troy Matteson,94,6.5,546.0,84,7.7,3.7
27,T18,T18,George McNeill,97,6.5,551.2,85,7.7,4.7
28,T18,T18,Rocco Mediate,87,6.5,420.1,65,7.3,4.7
29,T18,T18,John Senden,93,6.5,456.3,70,7.4,2.9
30,T18,T18,Kevin Sutherland,98,6.5,535.8,82,7.5,3.6
31,T32,T32,Rich Beem,90,6.4,459.1,72,7.2,5.1
32,T32,T32,Justin Bolli,87,6.4,437.6,68,7.5,5.5
33,T32,T32,Alex Cejka,75,6.4,335.2,52,7.2,4.3
34,T32,T32,K.J. Choi,74,6.4,389.9,61,7.2,5.4
35,T32,T32,Harrison Frazar,73,6.4,305.8,48,7.3,2.7
36,T32,T32,Jim Furyk,95,6.4,523.7,82,7.4,5.3
37,T32,T32,Jason Gore,94,6.4,365.8,57,7.4,3.3
38,T32,T32,Kent Jones,68,6.4,314.1,49,7.2,4.6
39,T32,T32,Billy Mayfair,103,6.4,571.8,89,7.2,3.4
40,T32,T32,Joe Ogilvie,100,6.4,509.5,80,7.4,4.6
41,T32,T32,Travis Perkins,53,6.4,159.4,25,7.7,4.3
42,T32,T32,Carl Pettersson,110,6.4,586.7,92,7.8,4.7
43,T32,T32,Ted Purdy,68,6.4,273.8,43,7.5,4.7
44,T32,T32,Brett Quigley,80,6.4,382.5,60,7.4,2.7
45,T32,T32,Steve Stricker,75,6.4,341.1,53,7.3,4.8
46,T32,T32,Bo Van Pelt,101,6.4,492.4,77,7.3,2.3
47,T32,T32,Johnson Wagner,83,6.4,412.3,64,7.3,5.0
48,T32,T32,Nick Watney,96,6.4,458.3,72,7.4,4.5
49,T50,T50,Jason Allred,63,6.3,276.6,44,7.7,3.3
50,T50,T50,Billy Andrade,71,6.3,310.8,49,7.2,3.5
51,T50,T50,Ángel Cabrera,55,6.3,202.6,32,7.4,2.1
52,T50,T50,Chad Campbell,94,6.3,552.3,88,7.1,4.7
53,T50,T50,Daniel Chopra,84,6.3,382.5,61,7.2,4.7
54,T50,T50,Ben Crane,86,6.3,462.7,73,7.1,3.9
55,T50,T50,Ben Curtis,80,6.3,416.3,66,6.9,4.0
56,T50,T50,Chris DiMarco,87,6.3,450.4,72,8.1,4.1
57,T50,T50,Brad Elder,67,6.3,300.7,48,7.4,3.6
58,T50,T50,Mathew Goggin,91,6.3,422.0,67,7.3,4.1
59,T50,T50,Richard Johnson,77,6.3,377.2,60,7.6,1.0
60,T50,T50,Cliff Kresge,84,6.3,425.9,68,7.2,4.9
61,T50,T50,Hunter Mahan,87,6.3,431.5,69,7.3,4.9
62,T50,T50,Scott McCarron,63,6.3,316.0,50,7.0,4.1
63,T50,T50,Sean O'Hair,81,6.3,390.9,62,7.5,4.0
64,T50,T50,Brenden Pappas,66,6.3,259.6,41,7.5,2.4
65,T50,T50,Kenny Perry,97,6.3,533.2,85,7.6,2.9
66,T50,T50,Chez Reavie,102,6.3,573.3,91,7.2,1.9
67,T50,T50,Adam Scott,51,6.3,214.6,34,7.1,4.6
68,T50,T50,Heath Slocum,104,6.3,551.5,88,6.9,5.2
69,T50,T50,Kevin Stadler,90,6.3,354.7,56,8.2,4.6
70,T50,T50,Marc Turnesa,87,6.3,424.2,67,7.3,4.9
71,T50,T50,Jimmy Walker,73,6.3,308.2,49,7.6,3.8
72,T50,T50,Ron Whittaker,54,6.3,231.4,37,7.0,4.4
73,T74,T74,Stuart Appleby,87,6.2,384.9,62,7.4,5.2
74,T74,T74,Ryan Armour,87,6.2,398.3,64,7.3,4.0
75,T74,T74,Cameron Beckman,87,6.2,370.8,60,7.0,4.7
76,T74,T74,Brian Davis,108,6.2,612.2,98,7.0,2.3
77,T74,T74,Jason Day,81,6.2,445.0,72,7.5,3.1
78,T74,T74,James Driscoll,85,6.2,397.5,64,7.7,3.9
79,T74,T74,Joe Durant,92,6.2,458.6,74,7.1,4.3
80,T74,T74,Nick Flanagan,89,6.2,466.1,75,7.2,3.3
81,T74,T74,Carlos Franco,73,6.2,272.8,44,7.5,4.7
82,T74,T74,Cody Freeman,66,6.2,295.3,48,7.3,4.0
83,T74,T74,Jeff Gove,50,6.2,235.4,38,7.0,4.9
84,T74,T74,Mathias Grönberg,87,6.2,398.1,64,7.1,2.7
85,T74,T74,Todd Hamilton,92,6.2,279.4,45,7.5,1.4
86,T74,T74,Dudley Hart,74,6.2,390.2,63,7.2,4.2
87,T74,T74,Tim Herron,97,6.2,470.5,76,7.3,4.3
88,T74,T74,Ryuji Imada,80,6.2,399.9,64,7.3,2.6
89,T74,T74,Lee Janzen,89,6.2,421.7,68,7.3,0.7
90,T74,T74,Zach Johnson,85,6.2,450.2,73,7.0,4.6
91,T74,T74,Dustin Johnson,92,6.2,414.1,67,7.7,3.0
92,T74,T74,Matt Jones,95,6.2,449.4,72,7.6,0.7
93,T74,T74,Matt Kuchar,88,6.2,396.8,64,7.4,5.0
94,T74,T74,Doug LaBelle II,65,6.2,258.4,42,7.1,3.0
95,T74,T74,Stephen Leaney,53,6.2,248.0,40,7.2,2.2
96,T74,T74,Tom Lehman,51,6.2,228.2,37,6.9,5.1
97,T74,T74,Jeff Maggert,86,6.2,480.8,78,7.2,2.1
98,T74,T74,John Merrick,98,6.2,429.6,69,7.4,4.8
99,T74,T74,Ryan Palmer,69,6.2,259.1,42,7.5,2.2
100,T74,T74,Tom Pernice Jr.,104,6.2,598.1,96,7.4,4.1
101,T74,T74,Tag Ridings,88,6.2,426.7,69,7.6,0.7
102,T74,T74,John Riegger,73,6.2,332.7,54,7.1,4.2
103,T74,T74,Brett Rumford,72,6.2,339.3,55,7.0,4.9
104,T74,T74,Kevin Streelman,114,6.2,545.6,88,7.1,2.3
105,T74,T74,D.J. Trahan,94,6.2,440.4,71,7.2,4.0
106,T74,T74,Omar Uresti,74,6.2,337.3,54,7.1,5.3
107,T74,T74,Boo Weekley,86,6.2,395.7,64,7.0,5.1
108,T74,T74,Jay Williamson,96,6.2,414.6,67,7.3,4.1
109,T74,T74,Dean Wilson,109,6.2,520.3,84,7.2,4.1
110,T111,T111,Brad Adamonis,87,6.1,417.6,69,7.2,3.2
111,T111,T111,Tommy Armour III,77,6.1,353.4,58,7.1,4.1
112,T111,T111,Aaron Baddeley,76,6.1,314.6,52,6.8,3.8
113,T111,T111,Briny Baird,113,6.1,520.6,85,6.8,4.9
114,T111,T111,Mark Calcavecchia,67,6.1,279.7,46,7.0,4.0
115,T111,T111,Tim Clark,90,6.1,412.0,67,7.2,4.4
116,T111,T111,Ernie Els,51,6.1,232.1,38,6.9,4.4
117,T111,T111,Kenneth Ferrie,72,6.1,336.4,55,7.3,5.2
118,T111,T111,Tommy Gainey,60,6.1,237.2,39,7.2,3.6
119,T111,T111,Retief Goosen,59,6.1,224.9,37,7.1,4.1
120,T111,T111,J.J. Henry,108,6.1,548.3,90,7.2,3.0
121,T111,T111,Michael Letzig,88,6.1,415.8,68,7.2,3.3
122,T111,T111,Will MacKenzie,62,6.1,349.8,57,7.1,3.3
123,T111,T111,Phil Mickelson,80,6.1,310.0,51,7.2,4.0
124,T111,T111,Ryan Moore,72,6.1,329.9,54,7.1,4.8
125,T111,T111,Jesper Parnevik,88,6.1,441.7,72,8.0,3.7
126,T111,T111,Ian Poulter,51,6.1,226.2,37,6.7,4.8
127,T111,T111,Andres Romero,69,6.1,263.0,43,7.8,2.2
128,T111,T111,Brandt Snedeker,85,6.1,427.2,70,7.5,1.6
129,T111,T111,Bob Sowards,61,6.1,262.4,43,7.1,2.2
130,T111,T111,Camilo Villegas,79,6.1,349.0,57,7.3,3.8
131,T132,T132,Steve Allan,58,6.0,258.0,43,7.4,3.5
132,T132,T132,Stephen Ames,83,6.0,439.9,73,7.1,4.4
133,T132,T132,Olin Browne,77,6.0,375.4,63,6.9,3.3
134,T132,T132,Paul Claxton,63,6.0,275.8,46,6.8,3.4
135,T132,T132,Marco Dawson,64,6.0,259.6,43,7.0,4.0
136,T132,T132,Glen Day,64,6.0,279.8,47,6.6,3.9
137,T132,T132,Todd Demsey,80,6.0,381.2,64,7.0,3.0
138,T132,T132,Steve Flesch,95,6.0,458.2,77,7.0,4.5
139,T132,T132,Robert Gamez,79,6.0,384.3,64,6.8,4.3
140,T132,T132,Brian Gay,102,6.0,511.2,85,6.8,4.6
141,T132,T132,Paul Goydos,78,6.0,383.1,64,7.0,4.6
142,T132,T132,Trevor Immelman,70,6.0,301.1,50,7.4,3.3
143,T132,T132,Freddie Jacobson,78,6.0,378.9,63,7.3,4.2
144,T132,T132,Jerry Kelly,89,6.0,436.7,73,7.1,3.6
145,T132,T132,Justin Leonard,101,6.0,463.6,77,7.2,4.8
146,T132,T132,Peter Lonard,92,6.0,464.9,78,6.8,2.9
147,T132,T132,Steve Lowery,74,6.0,379.2,63,6.9,0.7
148,T132,T132,David Lutterus,59,6.0,256.7,43,7.2,4.0
149,T132,T132,John Mallinger,95,6.0,457.9,76,7.0,5.2
150,T132,T132,Parker McLachlin,88,6.0,399.0,67,7.6,4.5
151,T132,T132,Jon Mills,95,6.0,331.7,55,7.2,3.9
152,T132,T132,Kevin Na,97,6.0,480.4,80,6.9,4.9
153,T132,T132,Tim Petrovic,97,6.0,430.6,72,7.1,3.6
154,T132,T132,Patrick Sheehan,124,6.0,557.0,93,7.1,4.0
155,T132,T132,Chris Stroud,81,6.0,378.6,63,7.0,3.7
156,T132,T132,Kyle Thompson,70,6.0,335.7,56,7.3,3.5
157,T132,T132,David Toms,70,6.0,324.4,54,6.9,3.0
158,T132,T132,Tim Wilkinson,95,6.0,441.4,73,6.8,4.8
159,T132,T132,Y.E. Yang,89,6.0,433.9,72,7.4,2.9
160,T161,T161,Eric Axley,113,5.9,507.1,86,6.9,1.9
161,T161,T161,Alejandro Cañizares,52,5.9,240.2,41,6.9,3.6
162,T161,T161,Nathan Green,95,5.9,417.2,71,7.1,0.8
163,T161,T161,J.P. Hayes,67,5.9,352.2,60,6.7,4.4
164,T161,T161,Mark Hensby,71,5.9,326.2,55,7.0,3.1
165,T161,T161,Charles Howell III,101,5.9,485.9,82,7.2,2.9
166,T161,T161,Brandt Jobe,52,5.9,236.2,40,7.2,2.6
167,T161,T161,Greg Kraft,63,5.9,259.0,44,6.8,4.6
168,T161,T161,Nick O'Hern,82,5.9,346.9,59,6.8,4.8
169,T161,T161,Jeff Overton,103,5.9,436.5,74,7.6,4.0
170,T161,T161,Rod Pampling,83,5.9,368.6,62,6.9,2.5
171,T161,T161,Jin Park,85,5.9,385.8,65,7.2,3.4
172,T161,T161,Jeff Quinney,87,5.9,362.9,61,7.1,3.8
173,T161,T161,Rory Sabbatini,77,5.9,362.8,61,7.3,3.7
174,T161,T161,Vaughn Taylor,103,5.9,509.5,87,6.9,2.5
175,T161,T161,Scott Verplank,82,5.9,414.6,70,6.7,4.0
176,T161,T161,Bubba Watson,97,5.9,376.4,64,7.7,3.4
177,T161,T161,Charlie Wi,97,5.9,499.2,85,7.0,2.4
178,T179,T179,Michael Allen,91,5.8,396.0,68,6.8,4.4
179,T179,T179,Steve Elkington,84,5.8,355.6,61,6.5,4.7
180,T179,T179,Richard Johnson,60,5.8,279.5,48,6.8,2.3
181,T179,T179,Craig Kanada,65,5.8,278.5,48,6.6,4.6
182,T179,T179,Shigeki Maruyama,50,5.8,250.2,43,6.8,4.7
183,T179,T179,Jim McGovern,75,5.8,346.4,60,6.9,1.8
184,T179,T179,Chris Riley,51,5.8,179.5,31,6.8,4.2
185,T179,T179,Bob Tway,70,5.8,280.5,48,7.0,4.3
186,T179,T179,Mike Weir,88,5.8,382.4,66,6.8,2.3
187,T188,T188,Bart Bryant,81,5.7,384.4,67,6.5,2.2
188,T188,T188,Chad Collins,72,5.7,341.5,60,7.2,2.0
189,T188,T188,Ken Duke,116,5.7,516.3,91,6.7,3.9
190,T188,T188,David Duval,51,5.7,172.4,30,7.1,2.1
191,T188,T188,Tom Scherrer,56,5.7,210.6,37,7.1,3.7
192,T193,T193,Gavin Coles,54,5.6,201.4,36,6.4,4.2
193,T193,T193,Bob Estes,90,5.6,399.9,71,6.9,4.5
194,T193,T193,Corey Pavin,69,5.6,272.4,49,6.8,3.9
195,T193,T193,Scott Sterling,89,5.6,363.8,65,6.5,1.9
196,197,197,Shane Bertsch,96,5.3,461.3,87,6.4,3.0
