,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
117,118,118,George McNeill,97,5.1,64,1256,+0.250
118,119,119,Mathias Grönberg,87,5.09,56,1100,+0.196
119,120,120,John Rollins,94,5.07,56,1104,+0.196
120,121,121,Brian Davis,108,5.06,72,1422,+0.111
121,122,122,David Lutterus,59,5.04,35,695,+0.400
122,T123,T123,Ryan Armour,87,5.02,53,1056,+0.113
123,T123,T123,Freddie Jacobson,78,5.02,45,896,+0.067
124,125,125,Kevin Stadler,90,5.0,51,1020,-0.039
125,126,126,Nick Flanagan,89,4.95,55,1111,+0.327
126,127,127,Brad Elder,67,4.92,37,752,+0.081
127,128,128,Daniel Chopra,84,4.87,47,966,+0.149
128,129,129,Johnson Wagner,83,4.84,46,950,+0.174
129,130,130,Brett Rumford,72,4.83,41,848,+0.317
130,T131,T131,Steve Elkington,84,4.81,49,1018,+0.122
131,T131,T131,Martin Laird,98,4.81,57,1186,+0.035
132,133,133,Matt Jones,95,4.78,56,1172,+0.179
133,134,134,Charles Howell III,101,4.76,58,1218,-0.034
134,135,135,Heath Slocum,104,4.75,57,1200,+0.140
135,136,136,Vaughn Taylor,103,4.72,62,1314,+0.129
136,137,137,Tim Clark,90,4.7,48,1022,-0.021
137,138,138,Robert Allenby,108,4.67,56,1200,E
138,139,139,K.J. Choi,74,4.61,37,802,+0.108
139,140,140,Charley Hoffman,94,4.56,55,1206,+0.127
140,141,141,Michael Letzig,88,4.55,47,1032,+0.255
141,142,142,Troy Matteson,94,4.52,56,1238,+0.143
142,143,143,Justin Bolli,87,4.5,46,1022,+0.196
143,144,144,Brenden Pappas,66,4.49,35,780,+0.200
144,T145,T145,Briny Baird,113,4.48,60,1338,+0.117
145,T145,T145,David Toms,70,4.48,35,782,E
146,147,147,Todd Demsey,80,4.44,44,990,+0.114
147,148,148,Carl Pettersson,110,4.43,60,1354,+0.150
148,149,149,Will MacKenzie,62,4.42,35,792,+0.086
149,150,150,Bill Haas,99,4.39,55,1252,+0.145
150,151,151,Frank Lickliter II,107,4.31,60,1392,+0.200
151,152,152,Kenny Perry,97,4.3,55,1280,E
152,153,153,Rich Beem,90,4.26,47,1102,+0.170
153,154,154,D.J. Trahan,94,4.24,46,1084,+0.174
154,155,155,Kevin Sutherland,98,4.23,52,1228,+0.077
155,156,156,Ben Crane,86,4.21,44,1046,+0.068
156,157,157,Ernie Els,51,4.18,21,502,+0.048
157,158,158,Ted Purdy,68,4.14,34,821,+0.353
158,159,159,Geoff Ogilvy,65,4.11,28,682,-0.107
159,160,160,Steve Marino,119,4.08,59,1447,+0.102
160,T161,T161,Davis Love III,78,4.07,37,908,-0.108
161,T161,T161,Tag Ridings,88,4.07,46,1130,+0.283
162,163,163,Tommy Gainey,60,4.05,26,642,+0.462
163,164,164,Kevin Streelman,114,4.0,54,1351,+0.259
164,165,165,Lucas Glover,91,3.97,46,1158,+0.217
165,166,166,Joe Ogilvie,100,3.94,48,1217,+0.167
166,167,167,Nick Watney,96,3.91,46,1176,+0.261
167,168,168,Camilo Villegas,79,3.85,34,882,+0.118
168,169,169,Stewart Cink,87,3.81,34,892,+0.029
169,170,170,Robert Garrigus,90,3.76,45,1196,+0.289
170,171,171,Steve Allan,58,3.73,25,670,+0.360
171,172,172,Jason Day,81,3.72,40,1076,+0.025
172,173,173,Sean O'Hair,81,3.69,35,948,+0.114
173,174,174,Cody Freeman,66,3.65,28,768,+0.429
174,175,175,Woody Austin,109,3.64,45,1236,+0.156
175,T176,T176,Kenneth Ferrie,72,3.59,30,836,+0.300
176,T176,T176,Harrison Frazar,73,3.59,31,863,+0.419
177,T178,T178,Mark Hensby,71,3.58,32,895,-0.063
178,T178,T178,Charles Warren,79,3.58,37,1033,+0.270
179,180,180,Sergio Garcia,72,3.57,28,784,+0.143
180,181,181,Vijay Singh,82,3.5,31,886,+0.129
181,182,182,Adam Scott,51,3.47,17,490,+0.529
182,183,183,Bob Sowards,61,3.44,25,726,+0.080
183,184,184,Travis Perkins,53,3.4,19,559,+0.474
184,185,185,Richard Johnson,77,3.27,31,948,+0.129
185,186,186,Boo Weekley,86,3.23,29,898,+0.103
186,187,187,Dustin Johnson,92,3.19,36,1127,+0.361
187,188,188,Padraig Harrington,52,3.13,14,448,+0.143
188,189,189,Stuart Appleby,87,3.1,29,934,+0.138
189,190,190,Jeff Maggert,86,3.0,33,1100,+0.182
190,191,191,Anthony Kim,81,2.97,27,910,+0.296
191,192,192,Fred Couples,60,2.96,21,710,+0.238
192,193,193,John Huston,56,2.94,20,680,+0.150
193,T194,T194,Andres Romero,69,2.62,18,686,+0.167
194,T194,T194,Nicholas Thompson,113,2.62,35,1338,+0.343
195,196,196,J.B. Holmes,86,2.28,22,964,+0.409
196,197,197,Phil Mickelson,80,2.06,17,826,+0.059
