,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
0,1,1,Corey Pavin,69,19.72,153,776,+0.131
1,2,2,Jeff Quinney,87,11.36,116,1021,+0.190
2,3,3,Gavin Coles,54,10.95,67,612,+0.149
3,4,4,Richard Johnson,60,10.41,71,682,+0.169
4,5,5,Shigeki Maruyama,50,10.15,59,581,+0.288
5,6,6,Ron Whittaker,54,10.0,57,570,+0.123
6,7,7,Olin Browne,77,9.75,95,974,+0.063
7,8,8,Chris Riley,51,9.71,54,556,+0.148
8,9,9,Jim McGovern,75,9.23,81,878,+0.160
9,10,10,Scott Sterling,89,9.01,93,1032,+0.075
10,11,11,Paul Goydos,78,8.95,84,939,+0.083
11,12,12,Bob Estes,90,8.85,106,1198,+0.104
12,13,13,Jin Park,85,8.73,85,974,+0.365
13,14,14,Steve Flesch,95,8.67,98,1130,+0.255
14,15,15,Brian Gay,102,8.65,104,1202,+0.173
15,16,16,Alejandro Cañizares,52,8.6,49,570,+0.020
16,17,17,Chad Collins,72,8.31,73,878,+0.233
17,18,18,Greg Kraft,63,8.17,57,698,+0.281
18,19,19,Glen Day,64,8.09,63,779,+0.175
19,20,20,Lee Janzen,89,8.05,84,1043,+0.048
20,21,21,Doug LaBelle II,65,7.98,57,714,+0.281
21,T22,T22,Kent Jones,68,7.96,61,766,+0.213
22,T22,T22,Stephen Leaney,53,7.96,50,628,+0.080
23,24,24,David Duval,51,7.87,45,572,+0.422
24,25,25,Shane Bertsch,96,7.83,98,1252,+0.112
25,26,26,Patrick Sheehan,124,7.8,114,1461,+0.140
26,27,27,Marco Dawson,64,7.73,58,750,+0.086
27,28,28,Craig Kanada,65,7.68,59,768,+0.271
28,29,29,Zach Johnson,85,7.62,76,998,+0.026
29,30,30,Dean Wilson,109,7.56,98,1296,+0.143
30,31,31,Carlos Franco,73,7.52,66,878,+0.091
31,32,32,Ryan Moore,72,7.5,66,880,+0.212
32,33,33,Paul Claxton,63,7.47,52,696,+0.327
33,T34,T34,Jerry Kelly,89,7.46,77,1032,+0.221
34,T34,T34,Nick O'Hern,82,7.46,74,992,+0.108
35,36,36,Chris DiMarco,87,7.45,79,1060,+0.291
36,T37,T37,Jason Gore,94,7.44,88,1183,-0.011
37,T37,T37,Parker McLachlin,88,7.44,82,1102,+0.256
38,39,39,Robert Gamez,79,7.39,73,988,+0.096
39,40,40,Jesper Parnevik,88,7.37,77,1045,+0.065
40,41,41,Ryuji Imada,80,7.28,69,948,+0.145
41,42,42,Bob Tway,70,7.18,57,794,+0.140
42,43,43,Kevin Na,97,7.01,89,1269,+0.191
43,44,44,Tim Petrovic,97,6.99,79,1130,+0.177
44,45,45,Todd Hamilton,92,6.98,72,1031,+0.153
45,46,46,Steve Stricker,75,6.77,55,812,+0.091
46,T47,T47,Chad Campbell,94,6.75,80,1186,+0.113
47,T47,T47,Scott McCarron,63,6.75,51,756,+0.078
48,49,49,Dudley Hart,74,6.72,63,938,-0.032
49,50,50,Eric Axley,113,6.66,91,1366,+0.275
50,51,51,Mark Wilson,107,6.61,96,1452,+0.135
51,52,52,Marc Turnesa,87,6.6,70,1060,+0.286
52,53,53,Brett Quigley,80,6.58,67,1018,+0.179
53,T54,T54,Stephen Ames,83,6.5,60,923,+0.133
54,T54,T54,Jeff Gove,50,6.5,40,615,E
55,56,56,Scott Verplank,82,6.47,59,912,+0.068
56,57,57,James Driscoll,85,6.44,68,1056,+0.265
57,58,58,John Merrick,98,6.42,69,1074,+0.087
58,59,59,Trevor Immelman,70,6.38,48,752,+0.188
59,60,60,Michael Allen,91,6.33,69,1090,+0.159
60,61,61,Bubba Watson,97,6.26,70,1118,+0.114
61,62,62,Mike Weir,88,6.25,58,928,+0.017
62,63,63,Nathan Green,95,6.24,79,1266,+0.253
63,64,64,Ken Duke,116,6.22,91,1462,+0.121
64,65,65,Tom Lehman,51,6.2,33,532,+0.273
65,66,66,Tim Herron,97,6.19,75,1211,+0.160
66,67,67,John Mallinger,95,6.16,72,1169,+0.208
67,68,68,J.P. Hayes,67,6.15,54,878,+0.500
68,T69,T69,Brandt Jobe,52,6.12,40,654,E
69,T69,T69,Charlie Wi,97,6.12,75,1226,+0.160
70,71,71,Tom Pernice Jr.,104,6.09,83,1364,+0.145
71,T72,T72,John Senden,93,6.03,69,1144,+0.072
72,T72,T72,Kyle Thompson,70,6.03,48,796,+0.375
73,74,74,Matt Kuchar,88,6.02,59,980,+0.220
74,75,75,Bart Bryant,81,6.0,56,934,+0.089
75,76,76,Brandt Snedeker,85,5.97,56,938,+0.018
76,T77,T77,Justin Leonard,101,5.95,61,1026,-0.148
77,T77,T77,Ian Poulter,51,5.95,30,504,+0.367
78,79,79,Billy Andrade,71,5.92,51,862,+0.275
79,T80,T80,Jimmy Walker,73,5.9,51,864,+0.255
80,T80,T80,Tim Wilkinson,95,5.9,66,1118,+0.121
81,82,82,Jim Furyk,95,5.88,62,1054,-0.081
82,83,83,Chris Stroud,81,5.87,54,920,-0.056
83,84,84,Tom Scherrer,56,5.86,36,614,+0.111
84,T85,T85,Aaron Baddeley,76,5.81,49,844,E
85,T85,T85,Omar Uresti,74,5.81,51,878,+0.275
86,T85,T85,Y.E. Yang,89,5.81,65,1118,+0.338
87,T88,T88,Paul Casey,55,5.8,29,500,+0.345
88,T88,T88,Pat Perez,93,5.8,64,1103,+0.094
89,90,90,Mathew Goggin,91,5.77,66,1144,+0.136
90,91,91,Jonathan Byrd,88,5.76,62,1076,+0.065
91,92,92,Jason Allred,63,5.75,40,696,+0.150
92,T93,T93,Jon Mills,95,5.71,62,1085,+0.258
93,T93,T93,Bo Van Pelt,101,5.71,74,1297,+0.257
94,95,95,Chez Reavie,102,5.67,71,1252,+0.169
95,96,96,Ryan Palmer,69,5.62,47,836,-0.043
96,97,97,Brad Adamonis,87,5.57,59,1059,+0.237
97,98,98,Hunter Mahan,87,5.56,56,1008,+0.179
98,T99,T99,Cliff Kresge,84,5.51,56,1016,+0.196
99,T99,T99,Jeff Overton,103,5.51,70,1270,+0.114
100,101,101,Retief Goosen,59,5.46,32,586,+0.406
101,T102,T102,J.J. Henry,108,5.43,75,1382,+0.067
102,T102,T102,Billy Mayfair,103,5.43,72,1326,+0.139
103,104,104,Rocco Mediate,87,5.39,52,964,+0.269
104,T105,T105,Alex Cejka,75,5.38,45,836,+0.400
105,T105,T105,Rod Pampling,83,5.38,51,948,+0.137
106,107,107,Jay Williamson,96,5.37,60,1118,+0.133
107,108,108,Joe Durant,92,5.36,59,1100,+0.085
108,109,109,Ben Curtis,80,5.33,47,882,+0.106
109,110,110,Rory Sabbatini,77,5.3,47,886,E
110,111,111,Mark Calcavecchia,67,5.29,40,756,+0.575
111,112,112,Ángel Cabrera,55,5.27,29,550,+0.207
112,113,113,John Riegger,73,5.26,47,893,+0.085
113,T114,T114,Cameron Beckman,87,5.24,54,1031,+0.204
114,T114,T114,Steve Lowery,74,5.24,49,935,+0.388
115,116,116,Tommy Armour III,77,5.23,48,917,+0.208
116,117,117,Peter Lonard,92,5.12,57,1114,+0.175
