,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
53,T53,T53,Kevin Streelman,114,276.3,22657.8,82,318.6,239.2
54,55,55,Boo Weekley,86,276.1,16568.3,60,325.7,242.5
55,56,56,Nick Flanagan,89,275.6,17912.6,65,314.7,240.8
56,57,57,Mathias Grönberg,87,275.3,15692.2,57,305.0,235.0
57,T58,T58,Todd Hamilton,92,275.2,11559.7,42,307.9,219.4
58,T58,T58,Steve Marino,119,275.2,22569.3,82,306.8,241.7
59,60,60,Ted Purdy,68,275.1,11005.6,40,296.4,247.6
60,61,61,Hunter Mahan,87,275.0,18151.2,66,308.0,239.9
61,62,62,Charles Howell III,101,274.9,19518.4,71,311.7,227.4
62,63,63,Rory Sabbatini,77,274.8,14839.9,54,307.5,219.0
63,64,64,Aaron Baddeley,76,274.7,12635.2,46,310.7,245.6
64,65,65,Robert Allenby,108,274.6,20045.0,73,302.5,243.9
65,66,66,Jon Mills,95,274.5,14001.5,51,308.6,246.9
66,67,67,Brad Adamonis,87,274.4,17559.5,64,303.8,240.0
67,68,68,Jonathan Byrd,88,274.3,20021.4,73,308.0,230.4
68,69,69,John Merrick,98,274.2,17821.6,65,316.0,246.8
69,T70,T70,Ernie Els,51,274.1,9593.3,35,312.0,239.9
70,T70,T70,John Huston,56,274.1,11513.1,42,304.7,242.6
71,T70,T70,D.J. Trahan,94,274.1,18640.0,68,307.7,237.2
72,73,73,Jeff Overton,103,273.9,18079.1,66,306.7,207.3
73,74,74,Kevin Stadler,90,273.8,14236.6,52,301.0,224.2
74,75,75,John Rollins,94,273.3,19131.8,70,306.4,237.5
75,76,76,Brett Quigley,80,273.2,15300.6,56,301.4,238.0
76,77,77,Stuart Appleby,87,273.1,16383.5,60,308.8,243.7
77,78,78,Billy Andrade,71,272.5,11989.6,44,303.6,238.7
78,79,79,Michael Letzig,88,272.3,17427.1,64,295.8,239.4
79,80,80,Johnson Wagner,83,272.0,16590.1,61,310.4,241.0
80,T81,T81,Retief Goosen,59,271.5,9230.1,34,305.2,227.9
81,T81,T81,Carl Pettersson,110,271.5,24437.3,90,310.0,236.6
82,83,83,Tim Herron,97,271.3,19535.2,72,306.1,228.2
83,84,84,Camilo Villegas,79,271.2,14646.5,54,300.0,195.8
84,85,85,Todd Demsey,80,270.8,15974.9,59,299.8,247.4
85,86,86,Joe Ogilvie,100,270.4,21088.8,78,301.7,231.5
86,87,87,K.J. Choi,74,270.2,16213.3,60,308.8,241.6
87,88,88,Mark Wilson,107,270.0,27537.8,102,305.2,232.2
88,89,89,Rich Beem,90,269.9,18351.9,68,292.8,229.1
89,90,90,Mark Calcavecchia,67,269.8,11329.8,42,308.4,224.4
90,T91,T91,Eric Axley,113,269.6,21026.8,78,304.2,225.2
91,T91,T91,Justin Bolli,87,269.6,18062.4,67,298.3,195.5
92,T91,T91,Brad Elder,67,269.6,11862.5,44,294.9,236.7
93,94,94,Bob Sowards,61,269.4,10506.2,39,306.1,245.8
94,95,95,Brett Rumford,72,269.2,13999.1,52,300.6,221.9
95,96,96,Chris Stroud,81,269.1,14799.8,55,308.2,238.7
96,97,97,Will MacKenzie,62,268.8,14784.0,55,291.9,225.6
97,98,98,Alex Cejka,75,268.7,12896.7,48,296.6,239.3
98,T99,T99,Ben Curtis,80,268.6,17187.6,64,300.5,239.0
99,T99,T99,Jim Furyk,95,268.6,21486.3,80,301.1,238.8
100,101,101,Trevor Immelman,70,268.4,12885.1,48,311.8,228.1
101,102,102,Ryan Armour,87,268.3,16634.7,62,300.8,228.8
102,103,103,David Lutterus,59,268.2,10189.7,38,291.0,235.8
103,104,104,J.J. Henry,108,267.8,23294.5,87,308.1,223.7
104,105,105,Y.E. Yang,89,267.6,18198.0,68,303.8,243.2
105,106,106,Frank Lickliter II,107,267.5,23271.7,87,295.5,237.8
106,107,107,Kyle Thompson,70,267.4,13371.1,50,308.8,240.4
107,T108,T108,Nathan Green,95,267.2,17101.1,64,299.6,239.9
108,T108,T108,Brandt Snedeker,85,267.2,17365.9,65,296.0,223.7
109,110,110,Lee Janzen,89,267.1,17625.7,66,299.2,233.6
110,111,111,Ryan Moore,72,267.0,14149.5,53,297.9,231.3
111,112,112,Jeff Gove,50,266.9,9607.5,36,296.2,242.8
112,T113,T113,Rocco Mediate,87,266.7,16266.8,61,303.3,229.8
113,T113,T113,Ian Poulter,51,266.7,9334.4,35,289.4,241.0
114,T115,T115,Scott McCarron,63,266.6,12798.3,48,297.7,244.6
115,T115,T115,Marc Turnesa,87,266.6,17060.9,64,290.5,245.2
116,T117,T117,Chad Campbell,94,266.5,22920.7,86,302.6,230.2
117,T117,T117,Jesper Parnevik,88,266.5,17053.5,64,302.4,234.2
118,T119,T119,Cody Freeman,66,266.3,11715.6,44,311.6,232.9
119,T119,T119,Rod Pampling,83,266.3,15709.1,59,298.2,225.4
120,T119,T119,Mike Weir,88,266.3,16246.2,61,297.3,231.2
121,122,122,Mark Hensby,71,266.2,14376.7,54,312.3,233.3
122,123,123,Joe Durant,92,266.0,18888.1,71,293.1,211.0
123,124,124,Marco Dawson,64,265.8,10897.5,41,288.5,243.6
124,T125,T125,Briny Baird,113,265.6,20985.6,79,284.3,237.5
125,T125,T125,Ben Crane,86,265.6,18591.9,70,287.3,238.8
126,T125,T125,Carlos Franco,73,265.6,10889.1,41,299.6,218.4
127,T125,T125,Vaughn Taylor,103,265.6,20981.9,79,308.4,222.7
128,129,129,Tommy Armour III,77,265.2,14058.0,53,299.6,222.6
129,T130,T130,Jeff Maggert,86,264.9,19865.9,75,294.5,243.9
130,T130,T130,Jay Williamson,96,264.9,16426.3,62,292.8,236.9
131,T132,T132,Billy Mayfair,103,264.8,23041.1,87,291.2,228.9
132,T132,T132,John Riegger,73,264.8,12974.1,49,305.3,245.2
133,134,134,Cliff Kresge,84,264.6,17460.5,66,288.1,231.1
134,135,135,Stephen Ames,83,264.1,18225.6,69,297.7,229.4
135,136,136,David Toms,70,263.9,12930.2,49,296.9,220.5
136,T137,T137,Steve Flesch,95,263.7,18459.0,70,295.7,224.0
137,T137,T137,Charlie Wi,97,263.7,19512.7,74,297.6,233.6
138,139,139,Tom Scherrer,56,263.3,7899.7,30,287.8,219.3
139,140,140,Cameron Beckman,87,263.0,15780.1,60,291.0,227.0
140,141,141,Kent Jones,68,262.9,12881.8,49,292.6,244.4
141,T142,T142,Tim Petrovic,97,262.7,18389.9,70,300.7,235.2
142,T142,T142,Patrick Sheehan,124,262.7,22858.9,87,288.7,226.9
143,144,144,Parker McLachlin,88,262.5,16536.9,63,299.3,232.3
144,145,145,Ryuji Imada,80,262.2,15730.4,60,289.2,230.9
145,146,146,Freddie Jacobson,78,262.1,14677.5,56,298.7,224.5
146,147,147,Chez Reavie,102,261.6,23020.7,88,309.3,237.5
147,148,148,Doug LaBelle II,65,261.5,10721.4,41,298.1,236.4
148,149,149,J.P. Hayes,67,261.1,14619.9,56,288.5,234.2
149,T150,T150,Chris DiMarco,87,260.8,16950.8,65,290.3,222.8
150,T150,T150,Kenneth Ferrie,72,260.8,14085.7,54,286.8,230.3
151,T150,T150,Justin Leonard,101,260.8,19035.3,73,295.5,230.6
152,153,153,Peter Lonard,92,260.4,19266.1,74,295.3,215.1
153,154,154,Tom Pernice Jr.,104,260.3,24470.4,94,298.3,224.8
154,T155,T155,Alejandro Cañizares,52,260.2,10148.3,39,293.0,226.3
155,T155,T155,Tom Lehman,51,260.2,9366.8,36,281.3,239.5
156,157,157,Tim Clark,90,259.9,16112.5,62,296.2,237.2
157,158,158,Michael Allen,91,259.8,17668.6,68,299.5,206.3
158,159,159,Dudley Hart,74,259.5,15308.0,59,289.9,221.7
159,T160,T160,Jim McGovern,75,259.4,14787.1,57,286.5,220.4
160,T160,T160,Scott Sterling,89,259.4,16081.4,62,285.0,207.6
161,162,162,Brian Davis,108,258.8,24845.1,96,289.4,228.6
162,163,163,Stephen Leaney,53,258.7,9314.2,36,280.8,219.3
163,164,164,Kevin Na,97,258.4,19637.7,76,292.4,228.0
164,T165,T165,Ken Duke,116,257.7,22159.6,86,290.1,219.9
165,T165,T165,Chris Riley,51,257.7,7988.6,31,288.2,228.2
166,T167,T167,John Mallinger,95,257.5,19313.9,75,287.5,234.7
167,T167,T167,Heath Slocum,104,257.5,22406.0,87,278.9,224.3
168,169,169,Robert Gamez,79,257.3,15435.3,60,283.6,221.9
169,T170,T170,Zach Johnson,85,257.1,17741.5,69,285.9,236.3
170,T170,T170,Scott Verplank,82,257.1,17226.1,67,289.5,221.2
171,172,172,Dean Wilson,109,257.0,20048.8,78,281.0,223.3
172,173,173,Ron Whittaker,54,256.5,9235.4,36,272.1,234.2
173,174,174,Steve Elkington,84,256.4,15382.2,60,298.3,229.3
174,175,175,Omar Uresti,74,256.2,13836.1,54,281.5,225.4
175,176,176,Jeff Quinney,87,256.0,14336.0,56,288.0,213.1
176,177,177,Chad Collins,72,255.8,13811.2,54,280.0,209.4
177,T178,T178,Bob Tway,70,255.5,12010.4,47,293.5,228.3
178,T178,T178,Tim Wilkinson,95,255.5,17886.2,70,286.2,232.1
179,180,180,Jerry Kelly,89,255.1,17346.7,68,280.4,223.3
180,181,181,Matt Kuchar,88,255.0,16067.6,63,283.0,218.5
181,182,182,Bob Estes,90,254.0,17523.2,69,290.7,227.8
182,183,183,Paul Goydos,78,253.3,16208.7,64,303.3,220.1
183,184,184,Jin Park,85,253.1,15946.0,63,284.2,216.5
184,185,185,Nick O'Hern,82,253.0,15182.1,60,283.6,220.3
185,186,186,Glen Day,64,252.9,11379.9,45,274.2,233.1
186,187,187,Richard Johnson,60,252.6,11368.5,45,289.0,196.3
187,188,188,Greg Kraft,63,251.5,10564.3,42,275.0,220.1
188,189,189,Paul Claxton,63,250.7,10278.9,41,273.0,219.6
189,190,190,Olin Browne,77,250.6,15034.5,60,284.8,225.5
190,191,191,Bart Bryant,81,249.0,15687.3,63,272.4,220.1
191,192,192,Shigeki Maruyama,50,248.4,9937.4,40,286.4,224.3
192,193,193,Craig Kanada,65,246.8,11847.5,48,277.6,212.1
193,194,194,Shane Bertsch,96,245.5,19642.4,80,277.4,214.6
194,195,195,Brian Gay,102,244.4,20527.1,84,272.8,216.9
195,196,196,Gavin Coles,54,242.4,8726.5,36,257.9,208.1
196,197,197,Corey Pavin,69,234.6,10559.1,45,270.9,198.8
