,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
0,1,1,Bubba Watson,97,44.12,75.0,170,-0.37
1,2,2,J.B. Holmes,86,36.99,54.0,146,-0.41
2,3,3,Robert Garrigus,90,34.09,60.0,176,-0.32
3,4,4,Dustin Johnson,92,32.95,58.0,176,-0.40
4,5,5,Ángel Cabrera,55,28.21,22.0,78,-0.27
5,6,6,Nick Watney,96,23.3,41.0,176,-0.39
6,7,7,Tag Ridings,88,22.73,40.0,176,-0.33
7,8,8,Tommy Gainey,60,21.15,22.0,104,-0.14
8,9,9,Jason Allred,63,20.18,23.0,114,-0.13
9,10,10,Steve Allan,58,20.0,20.0,100,-0.10
10,11,11,Vijay Singh,82,19.7,26.0,132,-0.38
11,12,12,Jeff Overton,103,19.47,37.0,190,-0.27
12,13,13,Harrison Frazar,73,19.23,25.0,130,-0.28
13,14,14,Charley Hoffman,94,19.02,35.0,184,-0.17
14,15,15,Anthony Kim,81,18.84,26.0,138,-0.12
15,16,16,Davis Love III,78,18.38,25.0,136,-0.16
16,17,17,Jason Gore,94,17.93,33.0,184,-0.45
17,18,18,Charles Warren,79,17.72,28.0,158,-0.54
18,19,19,John Merrick,98,17.68,29.0,164,-0.28
19,20,20,Adam Scott,51,17.14,12.0,70,-0.75
20,21,21,Travis Perkins,53,17.02,16.0,94,-0.31
21,22,22,Brandt Jobe,52,16.67,16.0,96,-0.25
22,23,23,Lucas Glover,91,16.09,28.0,174,-0.25
23,24,24,Richard Johnson,77,16.0,24.0,150,-0.29
24,25,25,Jason Day,81,15.43,25.0,162,-0.28
25,26,26,Jimmy Walker,73,15.38,20.0,130,-0.55
26,27,27,Padraig Harrington,52,14.71,10.0,68,-0.40
27,28,28,Daniel Chopra,84,14.67,22.0,150,-0.36
28,29,29,Pat Perez,93,14.63,24.0,164,-0.38
29,30,30,Mathew Goggin,91,14.37,25.0,174,-0.44
30,31,31,Fred Couples,60,14.29,16.0,112,-0.31
31,32,32,Brenden Pappas,66,14.17,17.0,120,-0.41
32,33,33,Paul Casey,55,13.89,10.0,72,-0.50
33,34,34,Andres Romero,69,13.73,14.0,102,-0.43
34,35,35,George McNeill,97,13.68,26.0,190,-0.46
35,36,36,Martin Laird,98,13.59,25.0,184,-0.36
36,37,37,James Driscoll,85,13.29,21.0,158,-0.29
37,38,38,Rory Sabbatini,77,13.28,17.0,128,-0.47
38,39,39,Steve Marino,119,12.84,28.0,218,-0.25
39,40,40,Nicholas Thompson,113,12.62,26.0,206,-0.42
40,41,41,Ryan Moore,72,12.14,17.0,140,-0.47
41,42,42,Ted Purdy,68,12.1,15.0,124,-0.07
42,43,43,Jon Mills,95,12.05,20.0,166,-0.30
43,44,44,Tom Scherrer,56,12.0,12.0,100,-0.75
44,45,45,Charles Howell III,101,11.8,21.0,178,-0.48
45,46,46,Sergio Garcia,72,11.61,13.0,112,-0.23
46,47,47,Stewart Cink,87,11.59,16.0,138,-0.25
47,48,48,Steve Lowery,74,11.43,16.0,140,-0.44
48,49,49,Bo Van Pelt,101,11.34,22.0,194,-0.23
49,50,50,Hunter Mahan,87,11.33,17.0,150,-0.53
50,51,51,Kevin Streelman,114,11.06,23.0,208,-0.30
51,52,52,Bill Haas,99,11.05,21.0,190,-0.43
52,53,53,Kenny Perry,97,10.94,21.0,192,-0.48
53,54,54,Todd Demsey,80,10.9,17.0,156,-0.41
54,55,55,J.J. Henry,108,10.85,23.0,212,-0.26
55,56,56,Tim Herron,97,10.75,20.0,186,+0.05
56,57,57,Michael Letzig,88,10.63,17.0,160,-0.18
57,58,58,Nick Flanagan,89,10.59,18.0,170,-0.33
58,59,59,Mathias Grönberg,87,10.24,17.0,166,-0.24
59,T60,T60,John Rollins,94,10.12,17.0,168,-0.41
60,T60,T60,D.J. Trahan,94,10.12,17.0,168,-0.59
61,62,62,Kevin Sutherland,98,10.11,19.0,188,-0.53
62,63,63,John Riegger,73,9.7,13.0,134,E
63,64,64,Phil Mickelson,80,9.68,12.0,124,-0.42
64,65,65,John Huston,56,9.62,10.0,104,-0.50
65,66,66,Troy Matteson,94,9.57,18.0,188,-0.22
66,67,67,Ryan Palmer,69,9.52,12.0,126,-0.33
67,68,68,Parker McLachlin,88,9.15,15.0,164,-0.40
68,69,69,Carlos Franco,73,8.96,12.0,134,-0.75
69,70,70,Stuart Appleby,87,8.82,12.0,136,-0.50
70,71,71,Matt Jones,95,8.79,16.0,182,-0.44
71,72,72,Ben Crane,86,8.75,14.0,160,-0.43
72,73,73,Joe Ogilvie,100,8.7,16.0,184,-0.44
73,74,74,Scott Sterling,89,8.64,14.0,162,-0.57
74,75,75,Eric Axley,113,8.57,18.0,210,-0.17
75,76,76,David Duval,51,8.51,8.0,94,-0.63
76,77,77,Retief Goosen,59,8.33,7.0,84,-0.43
77,78,78,Bob Sowards,61,8.18,9.0,110,-0.56
78,79,79,Boo Weekley,86,7.97,11.0,138,-0.45
79,80,80,Chad Campbell,94,7.95,14.0,176,-0.43
80,81,81,Mark Hensby,71,7.75,11.0,142,-0.18
81,T82,T82,Todd Hamilton,92,7.69,12.0,156,-0.42
82,T82,T82,Richard Johnson,60,7.69,8.0,104,-0.38
83,84,84,Y.E. Yang,89,7.47,13.0,174,-0.38
84,85,85,Stephen Ames,83,7.35,10.0,136,-0.80
85,86,86,Kent Jones,68,7.26,9.0,124,-0.67
86,87,87,Sean O'Hair,81,7.25,10.0,138,-0.20
87,88,88,Michael Allen,91,7.06,12.0,170,-0.50
88,89,89,Kevin Stadler,90,7.05,11.0,156,-0.45
89,T90,T90,Tommy Armour III,77,7.04,10.0,142,-0.40
90,T90,T90,Mike Weir,88,7.04,10.0,142,-0.60
91,92,92,Camilo Villegas,79,7.03,9.0,128,-0.22
92,93,93,Geoff Ogilvy,65,7.0,7.0,100,-0.71
93,94,94,Jeff Maggert,86,6.98,12.0,172,-0.33
94,T95,T95,Rod Pampling,83,6.94,10.0,144,-0.20
95,T95,T95,Ian Poulter,51,6.94,5.0,72,E
96,T97,T97,Mark Calcavecchia,67,6.9,8.0,116,E
97,T97,T97,K.J. Choi,74,6.9,8.0,116,-0.25
98,T97,T97,Steve Stricker,75,6.9,8.0,116,-0.38
99,T97,T97,Tim Wilkinson,95,6.9,12.0,174,E
100,101,101,Jesper Parnevik,88,6.88,11.0,160,-0.36
101,102,102,Alejandro Cañizares,52,6.82,6.0,88,-0.33
102,103,103,Vaughn Taylor,103,6.57,13.0,198,-0.15
103,T104,T104,Aaron Baddeley,76,6.56,8.0,122,+0.13
104,T104,T104,Brad Elder,67,6.56,8.0,122,-0.38
105,T104,T104,Scott McCarron,63,6.56,8.0,122,-0.25
106,T107,T107,Rich Beem,90,6.55,11.0,168,E
107,T107,T107,Joe Durant,92,6.55,11.0,168,-0.36
108,T107,T107,Jay Williamson,96,6.55,11.0,168,-0.36
109,110,110,Doug LaBelle II,65,6.48,7.0,108,-0.14
110,T111,T111,Will MacKenzie,62,6.45,8.0,124,-0.38
111,T111,T111,Charlie Wi,97,6.45,12.0,186,-0.50
112,113,113,Steve Elkington,84,6.25,10.0,160,-0.50
113,114,114,Chris Stroud,81,6.16,9.0,146,-0.67
114,115,115,Tom Lehman,51,6.1,5.0,82,E
115,T116,T116,Frank Lickliter II,107,6.07,13.0,214,-0.31
116,T116,T116,Mark Wilson,107,6.07,13.0,214,-0.31
117,118,118,Robert Allenby,108,6.04,11.0,182,-0.18
118,119,119,Brad Adamonis,87,6.02,10.0,166,-0.40
119,120,120,Robert Gamez,79,5.84,9.0,154,-0.22
120,121,121,Nathan Green,95,5.79,11.0,190,-0.36
121,122,122,David Lutterus,59,5.71,6.0,105,-0.83
122,123,123,Cody Freeman,66,5.65,7.0,124,-0.14
123,124,124,Justin Bolli,87,5.63,9.0,160,E
124,T125,T125,Ernie Els,51,5.56,4.0,72,E
125,T125,T125,Trevor Immelman,70,5.56,6.0,108,-0.17
126,T125,T125,Lee Janzen,89,5.56,9.0,162,-0.44
127,128,128,Kyle Thompson,70,5.47,7.0,128,-0.43
128,129,129,Brett Quigley,80,5.41,8.0,148,+0.13
129,T130,T130,Billy Andrade,71,5.22,7.0,134,-0.71
130,T130,T130,J.P. Hayes,67,5.22,7.0,134,-0.14
131,132,132,Bob Estes,90,5.11,9.0,176,-0.44
132,133,133,Cameron Beckman,87,5.06,8.0,158,-0.63
133,134,134,Ken Duke,116,4.91,11.0,224,-0.18
134,135,135,Woody Austin,109,4.84,9.0,186,-0.67
135,136,136,Ryan Armour,87,4.82,8.0,166,-0.38
136,137,137,Steve Flesch,95,4.71,8.0,170,-0.25
137,138,138,John Senden,93,4.65,8.0,172,+0.13
138,T139,T139,Briny Baird,113,4.46,9.0,202,-0.44
139,T139,T139,Marco Dawson,64,4.46,5.0,112,-0.60
140,T139,T139,David Toms,70,4.46,5.0,112,-1.00
141,T142,T142,Jonathan Byrd,88,4.43,7.0,158,-0.29
142,T142,T142,Justin Leonard,101,4.43,7.0,158,-0.43
143,T144,T144,Freddie Jacobson,78,4.41,6.0,136,+0.17
144,T144,T144,Carl Pettersson,110,4.41,9.0,204,-0.33
145,146,146,Chez Reavie,102,4.26,8.0,188,-0.25
146,T147,T147,Ryuji Imada,80,4.17,6.0,144,-0.17
147,T147,T147,Ron Whittaker,54,4.17,4.0,96,-0.50
148,149,149,Kevin Na,97,4.12,8.0,194,-0.38
149,150,150,Patrick Sheehan,124,4.02,9.0,224,-0.33
150,151,151,Tim Clark,90,3.9,6.0,154,-0.17
151,152,152,Shane Bertsch,96,3.65,7.0,192,-0.57
152,153,153,Brandt Snedeker,85,3.57,5.0,140,+0.20
153,154,154,Chris Riley,51,3.49,3.0,86,E
154,155,155,Tim Petrovic,97,3.45,6.0,174,-0.33
155,156,156,Jeff Gove,50,3.26,3.0,92,-0.33
156,157,157,Brian Davis,108,3.24,7.0,216,-0.43
157,T158,T158,Ben Curtis,80,3.13,4.0,128,-0.25
158,T158,T158,Kenneth Ferrie,72,3.13,4.0,128,-0.50
159,T160,T160,Tom Pernice Jr.,104,2.94,6.0,204,-0.17
