,Driving_Pct._300_All_Drives_RANK THIS WEEK,Driving_Pct._300_All_Drives_RANK LAST WEEK,Driving_Pct._300_All_Drives_PLAYER NAME,Driving_Pct._300_All_Drives_ROUNDS,Driving_Pct._300_All_Drives_%,Driving_Pct._300_All_Drives_TOTAL DRIVES FOR 300+,Driving_Pct._300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300_All_Drives_RELATIVE TO PAR
53,54,54,Steve Lowery,74,27.59,258,935,-0.198
54,55,55,D.J. Trahan,94,27.58,299,1084,-0.137
55,56,56,Boo Weekley,86,27.39,246,898,-0.134
56,57,57,Nicholas Thompson,113,27.28,365,1338,-0.173
57,58,58,Sergio Garcia,72,26.79,210,784,-0.148
58,59,59,Ryan Palmer,69,26.67,223,836,-0.161
59,60,60,Michael Letzig,88,26.65,275,1032,-0.236
60,61,61,Mathew Goggin,91,26.49,303,1144,-0.234
61,62,62,Ted Purdy,68,26.43,217,821,-0.129
62,63,63,Bo Van Pelt,101,25.75,334,1297,-0.183
63,64,64,Geoff Ogilvy,65,25.51,174,682,-0.172
64,65,65,John Riegger,73,25.31,226,893,-0.204
65,66,66,Jimmy Walker,73,25.23,218,864,-0.073
66,67,67,Hunter Mahan,87,25.2,254,1008,-0.165
67,68,68,Todd Demsey,80,23.94,237,990,-0.211
68,69,69,Mark Hensby,71,23.91,214,895,-0.178
69,70,70,Joe Ogilvie,100,23.75,289,1217,-0.190
70,71,71,Nick Flanagan,89,23.49,261,1111,-0.134
71,72,72,Aaron Baddeley,76,23.22,196,844,-0.128
72,73,73,David Duval,51,23.08,132,572,-0.076
73,74,74,Robert Allenby,108,22.92,275,1200,-0.135
74,75,75,Ernie Els,51,22.91,115,502,-0.191
75,76,76,Bob Sowards,61,22.87,166,726,-0.042
76,77,77,Kevin Sutherland,98,22.39,275,1228,-0.258
77,78,78,Cody Freeman,66,22.14,170,768,-0.135
78,79,79,Parker McLachlin,88,22.05,243,1102,-0.263
79,80,80,John Senden,93,21.68,248,1144,-0.185
80,81,81,Stuart Appleby,87,21.63,202,934,-0.203
81,82,82,Kyle Thompson,70,21.61,172,796,-0.134
82,83,83,J.J. Henry,108,21.42,296,1382,-0.193
83,84,84,Rod Pampling,83,21.41,203,948,-0.241
84,85,85,Ryan Moore,72,21.36,188,880,-0.186
85,86,86,John Rollins,94,21.01,232,1104,-0.185
86,87,87,Eric Axley,113,20.94,286,1366,-0.213
87,88,88,Ryan Armour,87,20.74,219,1056,-0.110
88,89,89,Jesper Parnevik,88,20.57,215,1045,-0.228
89,90,90,Chris Stroud,81,20.33,187,920,-0.182
90,91,91,Carlos Franco,73,20.16,177,878,-0.192
91,92,92,Trevor Immelman,70,20.08,151,752,-0.152
92,93,93,Jeff Maggert,86,19.91,219,1100,-0.242
93,94,94,Y.E. Yang,89,19.86,222,1118,-0.104
94,95,95,Steve Stricker,75,19.83,161,812,-0.149
95,96,96,Alejandro Cañizares,52,19.65,112,570,-0.188
96,97,97,Rich Beem,90,19.6,216,1102,-0.139
97,98,98,Joe Durant,92,19.55,215,1100,-0.233
98,99,99,Carl Pettersson,110,19.5,264,1354,-0.159
99,100,100,Chad Campbell,94,19.48,231,1186,-0.203
100,101,101,Mike Weir,88,19.4,180,928,-0.211
101,102,102,Brad Elder,67,19.28,145,752,-0.186
102,103,103,David Lutterus,59,19.14,133,695,-0.023
103,104,104,K.J. Choi,74,19.08,153,802,-0.242
104,105,105,Ben Curtis,80,18.93,167,882,-0.174
105,106,106,Marco Dawson,64,18.8,141,750,-0.121
106,107,107,Mark Calcavecchia,67,18.78,142,756,-0.190
107,108,108,Tommy Armour III,77,18.76,172,917,-0.116
108,109,109,Will MacKenzie,62,18.69,148,792,-0.162
109,110,110,Mark Wilson,107,18.66,271,1452,-0.196
110,111,111,Charlie Wi,97,18.6,228,1226,-0.202
111,112,112,Kenneth Ferrie,72,18.54,155,836,-0.123
112,113,113,Vaughn Taylor,103,18.04,237,1314,-0.135
113,114,114,Tim Petrovic,97,17.96,203,1130,-0.212
114,115,115,Jonathan Byrd,88,17.94,193,1076,-0.187
115,116,116,Jeff Gove,50,17.89,110,615,-0.109
116,117,117,Ken Duke,116,17.72,259,1462,-0.178
117,118,118,J.P. Hayes,67,17.65,155,878,-0.129
118,119,119,Steve Flesch,95,17.61,199,1130,-0.211
119,120,120,Tom Scherrer,56,17.59,108,614,-0.167
120,121,121,Brett Rumford,72,17.57,149,848,-0.121
121,122,122,Stephen Ames,83,17.55,162,923,-0.216
122,123,123,Peter Lonard,92,17.5,195,1114,-0.205
123,124,124,Woody Austin,109,17.39,215,1236,-0.228
124,125,125,Todd Hamilton,92,17.26,178,1031,-0.202
125,126,126,Retief Goosen,59,17.24,101,586,-0.168
126,127,127,Michael Allen,91,17.16,187,1090,-0.235
127,128,128,Brett Quigley,80,17.09,174,1018,-0.178
128,129,129,Scott Sterling,89,16.86,174,1032,-0.270
129,130,130,Nathan Green,95,16.75,212,1266,-0.217
130,131,131,Ben Crane,86,16.44,172,1046,-0.285
131,132,132,Kent Jones,68,16.19,124,766,-0.266
132,133,133,Frank Lickliter II,107,16.16,225,1392,-0.173
133,134,134,Steve Elkington,84,16.11,164,1018,-0.232
134,135,135,Briny Baird,113,15.84,212,1338,-0.255
135,136,136,Brandt Snedeker,85,15.67,147,938,-0.211
136,137,137,Cameron Beckman,87,15.52,160,1031,-0.150
137,138,138,Jay Williamson,96,15.38,172,1118,-0.169
138,139,139,David Toms,70,15.35,120,782,-0.300
139,140,140,Alex Cejka,75,15.31,128,836,-0.211
140,141,141,Ian Poulter,51,15.28,77,504,-0.195
141,142,142,Johnson Wagner,83,15.05,143,950,-0.161
142,143,143,Freddie Jacobson,78,14.96,134,896,-0.164
143,T144,T144,Justin Leonard,101,14.81,152,1026,-0.276
144,T144,T144,Scott McCarron,63,14.81,112,756,-0.188
145,146,146,Patrick Sheehan,124,14.78,216,1461,-0.167
146,147,147,Justin Bolli,87,14.68,150,1022,-0.193
147,148,148,Bob Estes,90,14.36,172,1198,-0.180
148,149,149,Billy Mayfair,103,14.33,190,1326,-0.168
149,150,150,Robert Gamez,79,14.07,139,988,-0.115
150,151,151,Lee Janzen,89,13.61,142,1043,-0.120
151,152,152,Billy Andrade,71,13.57,117,862,-0.162
152,153,153,Doug LaBelle II,65,13.17,94,714,-0.191
153,154,154,Richard Johnson,60,13.05,89,682,-0.247
154,155,155,Bob Tway,70,12.85,102,794,-0.255
155,156,156,Ryuji Imada,80,12.76,121,948,-0.182
156,157,157,Zach Johnson,85,12.73,127,998,-0.189
157,T158,T158,Tim Clark,90,12.62,129,1022,-0.116
158,T158,T158,Jim Furyk,95,12.62,133,1054,-0.180
159,160,160,Tim Wilkinson,95,12.61,141,1118,-0.234
160,161,161,Marc Turnesa,87,12.55,133,1060,-0.241
161,162,162,Scott Verplank,82,12.5,114,912,-0.184
162,163,163,Kevin Na,97,11.98,152,1269,-0.283
163,164,164,Jim McGovern,75,11.85,104,878,-0.125
164,165,165,Jerry Kelly,89,11.72,121,1032,-0.322
165,166,166,Tom Pernice Jr.,104,11.51,157,1364,-0.255
166,167,167,Chad Collins,72,11.5,101,878,-0.178
167,168,168,Tom Lehman,51,11.47,61,532,-0.180
168,169,169,Chez Reavie,102,11.42,143,1252,-0.140
169,170,170,Chris Riley,51,11.15,62,556,-0.081
170,T171,T171,Brian Davis,108,11.04,157,1422,-0.255
171,T171,T171,John Mallinger,95,11.04,129,1169,-0.140
172,173,173,Heath Slocum,104,10.67,128,1200,-0.148
173,174,174,Jin Park,85,10.47,102,974,-0.176
174,175,175,Dudley Hart,74,10.45,98,938,-0.265
175,T176,T176,Glen Day,64,10.27,80,779,-0.200
176,T176,T176,Rocco Mediate,87,10.27,99,964,-0.162
177,178,178,Dean Wilson,109,10.26,133,1296,-0.188
178,179,179,Chris DiMarco,87,10.19,108,1060,-0.185
179,180,180,Greg Kraft,63,10.17,71,698,-0.197
180,181,181,Omar Uresti,74,9.79,86,878,-0.163
181,182,182,Bart Bryant,81,9.64,90,934,-0.167
182,183,183,Cliff Kresge,84,9.55,97,1016,-0.124
183,184,184,Matt Kuchar,88,9.49,93,980,-0.194
184,185,185,Ron Whittaker,54,8.95,51,570,-0.314
185,186,186,Shane Bertsch,96,8.47,106,1252,-0.142
186,T187,T187,Paul Goydos,78,8.2,77,939,-0.182
187,T187,T187,Craig Kanada,65,8.2,63,768,-0.238
188,189,189,Jeff Quinney,87,7.93,81,1021,-0.346
189,190,190,Paul Claxton,63,7.9,55,696,-0.036
190,191,191,Nick O'Hern,82,7.76,77,992,-0.182
191,192,192,Shigeki Maruyama,50,7.57,44,581,-0.227
192,193,193,Olin Browne,77,7.39,72,974,-0.069
193,194,194,Gavin Coles,54,6.21,38,612,-0.105
194,195,195,Stephen Leaney,53,5.89,37,628,E
195,196,196,Brian Gay,102,5.24,63,1202,-0.032
196,197,197,Corey Pavin,69,1.8,14,776,-0.214
