,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Paul Casey,55,43.06,31,72,3.65
1,2,2,Steve Allan,58,37.0,37,100,3.73
2,3,3,Anthony Kim,81,36.23,50,138,3.84
3,4,4,Charley Hoffman,94,35.87,66,184,3.74
4,5,5,Andres Romero,69,34.31,35,102,4.14
5,6,6,Adam Scott,51,34.29,24,70,3.79
6,7,7,Bubba Watson,97,34.12,58,170,3.64
7,T8,T8,Padraig Harrington,52,33.82,23,68,3.91
8,T8,T8,Davis Love III,78,33.82,46,136,3.52
9,10,10,Camilo Villegas,79,33.59,43,128,3.79
10,11,11,Nick Watney,96,33.52,59,176,3.63
11,12,12,Bill Haas,99,33.16,63,190,3.52
12,13,13,Tag Ridings,88,32.95,58,176,3.45
13,14,14,Charles Warren,79,32.91,52,158,3.46
14,15,15,Trevor Immelman,70,32.41,35,108,3.63
15,16,16,Robert Garrigus,90,32.39,57,176,3.72
16,17,17,Brandt Jobe,52,32.29,31,96,3.68
17,18,18,Travis Perkins,53,31.91,30,94,3.83
18,19,19,Matt Jones,95,31.87,58,182,3.69
19,20,20,James Driscoll,85,31.65,50,158,3.82
20,21,21,Phil Mickelson,80,31.45,39,124,3.72
21,22,22,Stewart Cink,87,31.16,43,138,3.98
22,23,23,John Merrick,98,31.1,51,164,3.47
23,24,24,Dustin Johnson,92,30.68,54,176,4.07
24,25,25,Martin Laird,98,30.43,56,184,3.41
25,26,26,Fred Couples,60,30.36,34,112,3.62
26,27,27,Charles Howell III,101,30.34,54,178,3.7
27,28,28,Jason Day,81,30.25,49,162,3.65
28,29,29,J.B. Holmes,86,30.14,44,146,3.43
29,30,30,Mathias Grönberg,87,30.12,50,166,3.52
30,31,31,Daniel Chopra,84,30.0,45,150,4.16
31,32,32,Lucas Glover,91,29.89,52,174,3.56
32,33,33,Troy Matteson,94,29.79,56,188,3.52
33,34,34,Ryan Palmer,69,29.37,37,126,3.68
34,35,35,Jason Gore,94,29.35,54,184,3.57
35,36,36,Jon Mills,95,28.31,47,166,3.23
36,37,37,Kenny Perry,97,27.08,52,192,3.38
37,38,38,Jeff Overton,103,26.84,51,190,3.41
38,39,39,Boo Weekley,86,26.81,37,138,3.14
39,40,40,Mark Hensby,71,26.76,38,142,3.58
40,41,41,Richard Johnson,77,26.67,40,150,3.65
41,42,42,Kevin Streelman,114,26.44,55,208,3.49
42,43,43,Sean O'Hair,81,26.09,36,138,3.86
43,44,44,Tommy Gainey,60,25.96,27,104,3.44
44,45,45,Brad Adamonis,87,25.9,43,166,3.23
45,46,46,Nicholas Thompson,113,25.73,53,206,3.15
46,47,47,Pat Perez,93,25.61,42,164,3.52
47,48,48,Jason Allred,63,25.44,29,114,3.24
48,49,49,Jimmy Walker,73,25.38,33,130,3.52
49,50,50,George McNeill,97,25.26,48,190,3.23
50,51,51,Steve Marino,119,25.23,55,218,3.4
51,T52,T52,Ernie Els,51,25.0,18,72,3.11
52,T52,T52,Ted Purdy,68,25.0,31,124,3.48
53,T52,T52,Kevin Stadler,90,25.0,39,156,3.56
54,55,55,John Riegger,73,24.63,33,134,3.03
55,56,56,Todd Demsey,80,24.36,38,156,3.39
56,57,57,Vijay Singh,82,24.24,32,132,3.47
57,58,58,Rory Sabbatini,77,24.22,31,128,3.19
58,59,59,Tim Herron,97,24.19,45,186,3.29
59,60,60,K.J. Choi,74,24.14,28,116,3.39
60,61,61,Sergio Garcia,72,24.11,27,112,3.26
61,62,62,John Huston,56,24.04,25,104,3.6
62,63,63,Robert Allenby,108,23.63,43,182,3.81
63,64,64,Stuart Appleby,87,23.53,32,136,3.5
64,65,65,Kenneth Ferrie,72,23.44,30,128,3.2
65,66,66,Aaron Baddeley,76,22.95,28,122,3.93
66,67,67,Alejandro Cañizares,52,22.73,20,88,3.75
67,68,68,Hunter Mahan,87,22.67,34,150,3.41
68,69,69,Cody Freeman,66,22.58,28,124,3.43
69,70,70,Mathew Goggin,91,22.41,39,174,3.56
70,71,71,Kevin Sutherland,98,22.34,42,188,3.45
71,72,72,Harrison Frazar,73,22.31,29,130,3.31
72,73,73,Bo Van Pelt,101,22.16,43,194,3.44
73,74,74,Steve Lowery,74,22.14,31,140,3.23
74,75,75,Brad Elder,67,22.13,27,122,3.56
75,76,76,Geoff Ogilvy,65,22.0,22,100,3.73
76,77,77,Michael Letzig,88,21.88,35,160,3.31
77,78,78,Ángel Cabrera,55,21.79,17,78,3.65
78,79,79,Alex Cejka,75,21.64,29,134,3.38
79,80,80,Chad Campbell,94,21.59,38,176,3.39
80,81,81,David Duval,51,21.28,20,94,3.45
81,82,82,Bob Sowards,61,20.91,23,110,3.35
82,83,83,Vaughn Taylor,103,20.71,41,198,3.34
83,84,84,Y.E. Yang,89,20.69,36,174,3.22
84,T85,T85,Jeff Gove,50,20.65,19,92,3.63
85,T85,T85,Joe Ogilvie,100,20.65,38,184,3.42
86,87,87,Nick Flanagan,89,20.59,35,170,3.03
87,88,88,Marc Turnesa,87,20.48,34,166,3.56
88,89,89,John Senden,93,20.35,35,172,3.17
89,T90,T90,Ben Curtis,80,20.31,26,128,3.31
90,T90,T90,Kyle Thompson,70,20.31,26,128,3.46
91,92,92,Briny Baird,113,20.3,41,202,2.78
92,93,93,J.J. Henry,108,20.28,43,212,3.12
93,94,94,Johnson Wagner,83,20.27,30,148,3.17
94,T95,T95,Rich Beem,90,20.24,34,168,3.32
95,T95,T95,Joe Durant,92,20.24,34,168,2.32
96,T95,T95,D.J. Trahan,94,20.24,34,168,3.24
97,T98,T98,Eric Axley,113,20.0,42,210,3.43
98,T98,T98,Jesper Parnevik,88,20.0,32,160,2.91
99,100,100,Charlie Wi,97,19.89,37,186,3.16
100,101,101,Brett Rumford,72,19.85,27,136,3.26
101,102,102,Tommy Armour III,77,19.72,28,142,2.89
102,103,103,John Rollins,94,19.64,33,168,3.06
103,104,104,Rod Pampling,83,19.44,28,144,3.39
104,105,105,Ryan Moore,72,19.29,27,140,3.37
105,106,106,Ryan Armour,87,19.28,32,166,3.06
106,107,107,Brenden Pappas,66,19.17,23,120,3.48
107,108,108,David Lutterus,59,19.05,20,105,3.2
108,109,109,Peter Lonard,92,18.9,31,164,2.97
109,110,110,Nathan Green,95,18.42,35,190,3.4
110,111,111,Jonathan Byrd,88,18.35,29,158,3.14
111,112,112,Ken Duke,116,18.3,41,224,3.32
112,113,113,Robert Gamez,79,18.18,28,154,3.18
113,114,114,Carl Pettersson,110,18.14,37,204,3.38
114,115,115,Ben Crane,86,18.13,29,160,3.34
115,116,116,J.P. Hayes,67,17.91,24,134,3.29
116,T117,T117,Brandt Snedeker,85,17.86,25,140,3.04
117,T117,T117,David Toms,70,17.86,20,112,3.15
118,119,119,Chris Stroud,81,17.81,26,146,3.19
119,120,120,Brett Quigley,80,17.57,26,148,3.42
120,T121,T121,Jim McGovern,75,17.39,24,138,2.96
121,T121,T121,Scott Verplank,82,17.39,24,138,3.42
122,123,123,Mark Calcavecchia,67,17.24,20,116,2.75
123,124,124,Carlos Franco,73,17.16,23,134,3.0
124,T125,T125,Billy Mayfair,103,16.67,33,198,2.85
125,T125,T125,Tim Petrovic,97,16.67,29,174,2.28
126,127,127,Parker McLachlin,88,16.46,27,164,2.96
127,128,128,Mark Wilson,107,16.36,35,214,2.86
128,129,129,Mike Weir,88,16.2,23,142,3.96
129,130,130,Will MacKenzie,62,16.13,20,124,3.05
130,131,131,Marco Dawson,64,16.07,18,112,3.44
131,132,132,Patrick Sheehan,124,15.63,35,224,3.46
132,133,133,Michael Allen,91,15.29,26,170,3.27
133,T134,T134,Jeff Maggert,86,15.12,26,172,2.88
134,T134,T134,Chris Riley,51,15.12,13,86,3.62
135,136,136,Tom Scherrer,56,15.0,15,100,2.87
136,137,137,Scott Sterling,89,14.81,24,162,2.79
137,138,138,Scott McCarron,63,14.75,18,122,2.5
138,T139,T139,Stephen Ames,83,14.71,20,136,3.0
139,T139,T139,Freddie Jacobson,78,14.71,20,136,2.85
140,141,141,Ryuji Imada,80,14.58,21,144,3.43
141,142,142,Cameron Beckman,87,14.56,23,158,2.74
142,143,143,Bob Tway,70,14.52,18,124,3.44
143,144,144,Frank Lickliter II,107,14.49,31,214,2.77
144,145,145,Chad Collins,72,14.39,19,132,3.58
145,146,146,John Mallinger,95,14.37,25,174,3.32
