,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Stuart Appleby,87,38.33,358,934,-0.087
1,2,2,Boo Weekley,86,37.19,334,898,-0.024
2,3,3,Frank Lickliter II,107,36.21,504,1392,-0.081
3,4,4,Phil Mickelson,80,36.2,299,826,-0.097
4,5,5,Fred Couples,60,35.63,253,710,-0.004
5,6,6,Nicholas Thompson,113,35.5,475,1338,-0.023
6,7,7,Johnson Wagner,83,35.37,336,950,-0.071
7,8,8,Kenny Perry,97,35.0,448,1280,-0.069
8,9,9,Michael Allen,91,34.86,380,1090,-0.095
9,T10,T10,Aaron Baddeley,76,34.83,294,844,-0.099
10,T10,T10,Nick Flanagan,89,34.83,387,1111,-0.039
11,12,12,Todd Hamilton,92,34.72,358,1031,-0.101
12,13,13,Tommy Armour III,77,34.68,318,917,-0.097
13,14,14,Ted Purdy,68,34.47,283,821,-0.074
14,15,15,Brenden Pappas,66,34.36,268,780,+0.015
15,16,16,Brett Rumford,72,34.32,291,848,-0.034
16,17,17,Harrison Frazar,73,34.3,296,863,+0.034
17,18,18,John Huston,56,34.26,233,680,-0.052
18,19,19,Woody Austin,109,34.22,423,1236,-0.123
19,20,20,Rich Beem,90,34.12,376,1102,-0.117
20,21,21,Jonathan Byrd,88,34.11,367,1076,-0.082
21,22,22,Geoff Ogilvy,65,34.02,232,682,+0.004
22,23,23,Troy Matteson,94,34.01,421,1238,-0.045
23,24,24,Tommy Gainey,60,33.96,218,642,+0.060
24,25,25,Vaughn Taylor,103,33.94,446,1314,-0.085
25,26,26,Rod Pampling,83,33.86,321,948,-0.040
26,T27,T27,J.J. Henry,108,33.79,467,1382,-0.043
27,T27,T27,Kevin Sutherland,98,33.79,415,1228,-0.111
28,29,29,Freddie Jacobson,78,33.71,302,896,-0.083
29,30,30,Charles Howell III,101,33.58,409,1218,-0.066
30,T31,T31,Ian Poulter,51,33.53,169,504,-0.059
31,T31,T31,Kevin Stadler,90,33.53,342,1020,+0.003
32,33,33,Lucas Glover,91,33.51,388,1158,-0.039
33,34,34,Tom Lehman,51,33.46,178,532,-0.034
34,35,35,Ken Duke,116,33.38,488,1462,-0.076
35,36,36,Ryan Palmer,69,33.37,279,836,-0.108
36,37,37,Steve Elkington,84,33.3,339,1018,-0.029
37,38,38,Sergio Garcia,72,33.29,261,784,-0.103
38,39,39,Justin Bolli,87,33.27,340,1022,-0.024
39,40,40,Trevor Immelman,70,33.24,250,752,-0.068
40,41,41,Jim Furyk,95,33.21,350,1054,-0.169
41,42,42,Marco Dawson,64,33.2,249,750,-0.012
42,43,43,Mark Hensby,71,33.18,297,895,+0.020
43,44,44,Retief Goosen,59,33.11,194,586,-0.052
44,T45,T45,Jeff Maggert,86,33.09,364,1100,-0.025
45,T45,T45,Rocco Mediate,87,33.09,319,964,-0.069
46,47,47,Steve Marino,119,33.03,478,1447,-0.105
47,48,48,Steve Stricker,75,33.0,268,812,-0.056
48,49,49,Carl Pettersson,110,32.94,446,1354,-0.065
49,T50,T50,Robert Allenby,108,32.92,395,1200,-0.106
50,T50,T50,Daniel Chopra,84,32.92,318,966,-0.022
51,T52,T52,Hunter Mahan,87,32.84,331,1008,-0.094
52,T52,T52,Rory Sabbatini,77,32.84,291,886,+0.003
53,54,54,Steve Lowery,74,32.83,307,935,+0.020
54,T55,T55,Jason Day,81,32.81,353,1076,-0.130
55,T55,T55,Padraig Harrington,52,32.81,147,448,-0.088
56,57,57,Bo Van Pelt,101,32.77,425,1297,-0.066
57,58,58,David Toms,70,32.74,256,782,-0.098
58,59,59,Mathew Goggin,91,32.6,373,1144,-0.080
59,60,60,Bill Haas,99,32.59,408,1252,-0.039
60,61,61,Parker McLachlin,88,32.58,359,1102,-0.123
61,T62,T62,K.J. Choi,74,32.54,261,802,-0.050
62,T62,T62,Kenneth Ferrie,72,32.54,272,836,-0.063
63,T64,T64,Stewart Cink,87,32.51,290,892,-0.041
64,T64,T64,Vijay Singh,82,32.51,288,886,-0.115
65,66,66,Y.E. Yang,89,32.38,362,1118,-0.116
66,67,67,Tim Herron,97,32.37,392,1211,-0.033
67,68,68,J.P. Hayes,67,32.35,284,878,-0.011
68,69,69,John Rollins,94,32.34,357,1104,-0.059
69,70,70,Will MacKenzie,62,32.32,256,792,-0.012
70,71,71,Patrick Sheehan,124,32.31,472,1461,-0.081
71,72,72,Mark Calcavecchia,67,32.28,244,756,-0.082
72,73,73,Mathias Grönberg,87,32.18,354,1100,-0.065
73,74,74,Ryan Moore,72,32.16,283,880,-0.099
74,75,75,Joe Ogilvie,100,32.13,391,1217,-0.054
75,76,76,D.J. Trahan,94,32.1,348,1084,-0.072
76,77,77,Cliff Kresge,84,32.09,326,1016,-0.046
77,78,78,John Senden,93,32.08,367,1144,-0.030
78,79,79,Andres Romero,69,32.07,220,686,+0.023
79,80,80,Ben Crane,86,32.03,335,1046,-0.090
80,81,81,Kevin Streelman,114,31.98,432,1351,-0.063
81,82,82,Ernie Els,51,31.87,160,502,+0.006
82,83,83,Billy Mayfair,103,31.83,422,1326,-0.078
83,84,84,Todd Demsey,80,31.82,315,990,+0.010
84,85,85,Mark Wilson,107,31.75,461,1452,-0.141
85,86,86,Richard Johnson,77,31.65,300,948,+0.077
86,T87,T87,Brad Adamonis,87,31.63,335,1059,-0.009
87,T87,T87,Ben Curtis,80,31.63,279,882,-0.133
88,89,89,Scott McCarron,63,31.61,239,756,-0.105
89,90,90,James Driscoll,85,31.44,332,1056,+0.027
90,91,91,Charlie Wi,97,31.4,385,1226,-0.096
91,92,92,Joe Durant,92,31.36,345,1100,-0.035
92,93,93,Mike Weir,88,31.25,290,928,-0.097
93,94,94,Tim Petrovic,97,31.24,353,1130,-0.062
94,95,95,Tim Clark,90,31.21,319,1022,-0.091
95,96,96,Michael Letzig,88,31.2,322,1032,-0.062
96,97,97,Anthony Kim,81,31.1,283,910,-0.049
97,98,98,Peter Lonard,92,31.06,346,1114,-0.107
98,99,99,Stephen Ames,83,30.99,286,923,-0.101
99,100,100,Justin Leonard,101,30.9,317,1026,-0.085
100,101,101,Brad Elder,67,30.85,232,752,E
101,102,102,Kevin Na,97,30.81,391,1269,-0.118
102,103,103,Ryan Armour,87,30.78,325,1056,-0.009
103,104,104,Jeff Gove,50,30.73,189,615,-0.032
104,105,105,Jesper Parnevik,88,30.72,321,1045,-0.059
105,106,106,John Riegger,73,30.68,274,893,E
106,107,107,Kyle Thompson,70,30.65,244,796,-0.041
107,108,108,Camilo Villegas,79,30.61,270,882,-0.052
108,T109,T109,Charles Warren,79,30.59,316,1033,+0.025
109,T109,T109,Jay Williamson,96,30.59,342,1118,-0.012
110,111,111,Brandt Jobe,52,30.58,200,654,-0.005
111,112,112,Marc Turnesa,87,30.57,324,1060,-0.083
112,T113,T113,John Merrick,98,30.54,328,1074,+0.006
113,T113,T113,Chris Stroud,81,30.54,281,920,+0.011
114,115,115,Brandt Snedeker,85,30.49,286,938,-0.035
115,116,116,Tom Scherrer,56,30.29,186,614,-0.032
116,117,117,Pat Perez,93,30.28,334,1103,-0.123
117,118,118,Sean O'Hair,81,30.27,287,948,-0.042
118,119,119,David Lutterus,59,30.22,210,695,+0.090
119,120,120,Chad Campbell,94,30.19,358,1186,-0.134
120,121,121,Matt Jones,95,30.03,352,1172,+0.051
121,122,122,Cody Freeman,66,29.95,230,768,+0.035
122,123,123,Steve Flesch,95,29.91,338,1130,-0.071
123,124,124,Eric Axley,113,29.8,407,1366,-0.071
124,125,125,Ryuji Imada,80,29.75,282,948,-0.103
125,T126,T126,Bob Estes,90,29.38,352,1198,-0.077
126,T126,T126,George McNeill,97,29.38,369,1256,+0.014
127,128,128,David Duval,51,29.37,168,572,+0.054
128,129,129,Tag Ridings,88,29.29,331,1130,-0.069
129,130,130,Billy Andrade,71,29.23,252,862,+0.004
130,131,131,Bob Tway,70,29.22,232,794,-0.125
131,132,132,Bob Sowards,61,29.2,212,726,-0.024
132,133,133,Brett Quigley,80,29.17,297,1018,-0.094
133,134,134,Scott Sterling,89,28.97,299,1032,-0.033
134,T135,T135,Jon Mills,95,28.94,314,1085,+0.003
135,T135,T135,Jimmy Walker,73,28.94,250,864,-0.056
136,137,137,Charley Hoffman,94,28.86,348,1206,-0.006
137,138,138,Briny Baird,113,28.85,386,1338,-0.034
138,139,139,Steve Allan,58,28.81,193,670,+0.078
139,140,140,Nathan Green,95,28.67,363,1266,-0.102
140,T141,T141,Davis Love III,78,28.52,259,908,-0.039
141,T141,T141,Tom Pernice Jr.,104,28.52,389,1364,-0.080
142,143,143,Jeff Overton,103,28.43,361,1270,-0.008
143,144,144,Jason Allred,63,28.16,196,696,+0.010
144,145,145,Jason Gore,94,28.15,333,1183,+0.015
145,146,146,Travis Perkins,53,28.09,157,559,+0.153
146,147,147,Alex Cejka,75,27.99,234,836,+0.026
147,148,148,Matt Kuchar,88,27.96,274,980,-0.117
148,149,149,Carlos Franco,73,27.68,243,878,-0.115
149,150,150,John Mallinger,95,27.63,323,1169,-0.136
150,151,151,Doug LaBelle II,65,27.59,197,714,-0.066
151,152,152,Martin Laird,98,27.57,327,1186,-0.055
152,153,153,Robert Gamez,79,27.53,272,988,-0.037
153,154,154,Chez Reavie,102,27.48,344,1252,-0.035
154,155,155,Nick Watney,96,27.38,322,1176,-0.040
155,T156,T156,Cameron Beckman,87,27.35,282,1031,-0.085
156,T156,T156,Adam Scott,51,27.35,134,490,-0.045
157,158,158,Heath Slocum,104,27.17,326,1200,-0.107
158,159,159,Dustin Johnson,92,27.06,305,1127,+0.075
159,160,160,Scott Verplank,82,26.97,246,912,-0.069
160,161,161,Brian Davis,108,26.93,383,1422,-0.076
161,162,162,Bart Bryant,81,26.87,251,934,-0.032
162,163,163,Ron Whittaker,54,26.67,152,570,-0.046
163,164,164,Lee Janzen,89,26.65,278,1043,-0.094
164,165,165,Omar Uresti,74,26.54,233,878,-0.082
165,166,166,Dudley Hart,74,26.44,248,938,-0.040
166,167,167,Jim McGovern,75,26.42,232,878,-0.112
167,168,168,Robert Garrigus,90,26.25,314,1196,-0.051
168,169,169,Chris DiMarco,87,26.23,278,1060,-0.147
169,170,170,Jerry Kelly,89,26.16,270,1032,-0.078
170,171,171,Chris Riley,51,25.72,143,556,-0.133
171,172,172,Ángel Cabrera,55,25.64,141,550,+0.028
172,173,173,Tim Wilkinson,95,25.58,286,1118,-0.133
173,174,174,Zach Johnson,85,24.95,249,998,-0.108
174,175,175,Paul Casey,55,24.8,124,500,+0.129
175,176,176,Kent Jones,68,24.67,189,766,-0.122
176,177,177,Richard Johnson,60,24.49,167,682,-0.066
177,178,178,Glen Day,64,24.39,190,779,-0.147
178,179,179,Shigeki Maruyama,50,24.1,140,581,-0.129
179,180,180,Alejandro Cañizares,52,24.04,137,570,-0.109
180,181,181,Dean Wilson,109,23.69,307,1296,-0.081
181,182,182,Greg Kraft,63,22.92,160,698,-0.125
182,183,183,Nick O'Hern,82,22.88,227,992,-0.101
183,184,184,Paul Claxton,63,22.27,155,696,-0.129
184,185,185,Olin Browne,77,21.56,210,974,+0.010
185,186,186,Chad Collins,72,21.53,189,878,-0.116
186,187,187,Jeff Quinney,87,21.45,219,1021,-0.114
187,188,188,Shane Bertsch,96,21.33,267,1252,-0.082
188,189,189,Paul Goydos,78,20.66,194,939,-0.062
189,190,190,Jin Park,85,20.53,200,974,-0.055
190,191,191,Stephen Leaney,53,19.75,124,628,-0.097
191,192,192,J.B. Holmes,86,19.61,189,964,+0.095
192,193,193,Gavin Coles,54,18.63,114,612,-0.263
193,194,194,Craig Kanada,65,18.36,141,768,-0.085
194,195,195,Brian Gay,102,16.56,199,1202,-0.166
195,196,196,Bubba Watson,97,15.47,173,1118,+0.023
196,197,197,Corey Pavin,69,8.12,63,776,-0.127
