,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
43,44,44,J.B. Holmes,86,0.574,0.866,-0.172,-0.11900000000000001,69
44,45,45,Zach Johnson,85,0.5720000000000001,0.161,0.612,-0.201,71
45,46,46,Tim Clark,90,0.565,-0.141,0.597,0.109,73
46,47,47,Nick O'Hern,82,0.536,-0.102,0.491,0.147,71
47,48,48,Lucas Glover,91,0.535,0.41,0.28800000000000003,-0.162,83
48,49,49,Rod Pampling,83,0.53,0.3,-0.02,0.25,68
49,50,50,Rory Sabbatini,77,0.524,0.358,-0.013000000000000001,0.17800000000000002,63
50,51,51,Nick Watney,96,0.518,0.531,0.133,-0.146,84
51,52,52,Steve Stricker,75,0.49700000000000005,-0.345,0.377,0.46399999999999997,58
52,53,53,Retief Goosen,59,0.47600000000000003,-0.162,0.187,0.45,42
53,54,54,Michael Letzig,88,0.467,0.599,-0.257,0.126,74
54,55,55,George McNeill,97,0.46299999999999997,0.038,0.434,-0.01,90
55,56,56,John Huston,56,0.457,0.39399999999999996,0.233,-0.17,49
56,57,57,Charlie Wi,97,0.456,0.066,0.141,0.249,88
57,58,58,Michael Allen,91,0.455,0.28600000000000003,0.21600000000000003,-0.047,78
58,59,59,Ben Curtis,80,0.44,0.377,-0.17300000000000001,0.23600000000000002,63
59,60,60,Alex Cejka,75,0.434,-0.040999999999999995,0.677,-0.20199999999999999,60
60,61,61,Kevin Streelman,114,0.42700000000000005,0.517,0.106,-0.196,97
61,62,62,Omar Uresti,74,0.41600000000000004,0.037000000000000005,-0.006999999999999999,0.385,63
62,63,63,Jeff Gove,50,0.413,0.26,-0.075,0.228,44
63,64,64,John Riegger,73,0.409,0.35100000000000003,0.217,-0.159,64
64,65,65,John Merrick,98,0.39899999999999997,0.41,0.04,-0.052000000000000005,77
65,66,66,K.J. Choi,74,0.39399999999999996,-0.017,0.158,0.252,57
66,67,67,Brian Davis,108,0.385,0.147,0.038,0.2,102
67,68,68,Matt Kuchar,88,0.379,-0.198,0.47,0.106,70
68,69,69,Harrison Frazar,73,0.368,0.45399999999999996,0.09699999999999999,-0.184,62
69,70,70,Robert Garrigus,90,0.359,0.5770000000000001,0.174,-0.392,86
70,71,71,Kevin Na,97,0.35600000000000004,-0.114,0.0,0.47,91
71,72,72,Bob Estes,90,0.35200000000000004,-0.126,0.396,0.08199999999999999,86
72,73,73,Brett Quigley,80,0.324,-0.228,0.321,0.231,73
73,74,74,Tom Pernice Jr.,104,0.309,-0.175,0.305,0.179,98
74,75,75,Bill Haas,99,0.3,0.218,0.031,0.051,90
75,76,76,Nicholas Thompson,113,0.295,0.611,-0.344,0.027999999999999997,96
76,77,77,Glen Day,64,0.293,-0.156,0.079,0.37,56
77,78,78,Rocco Mediate,87,0.287,-0.063,0.4,-0.05,69
78,79,79,Jonathan Byrd,88,0.281,0.08900000000000001,0.027999999999999997,0.165,77
79,80,80,Ryan Palmer,69,0.28,0.122,0.47,-0.312,60
80,81,81,Steve Elkington,84,0.263,0.297,0.054000000000000006,-0.08800000000000001,73
81,82,82,Rich Beem,90,0.235,0.29600000000000004,0.027000000000000003,-0.08800000000000001,79
82,83,83,Ángel Cabrera,55,0.223,0.048,0.249,-0.07400000000000001,39
83,84,84,Carl Pettersson,110,0.22,-0.052000000000000005,0.23600000000000002,0.036000000000000004,97
84,85,85,Brian Gay,102,0.205,-0.529,0.537,0.198,86
85,86,86,John Rollins,94,0.19899999999999998,0.44,-0.2,-0.042,79
86,87,87,Ryuji Imada,80,0.175,-0.406,0.23199999999999998,0.349,68
87,88,88,Cameron Beckman,87,0.171,-0.162,0.174,0.16,74
88,89,89,Martin Laird,98,0.166,0.165,0.113,-0.111,85
89,90,90,Brandt Snedeker,85,0.161,-0.28,0.325,0.11599999999999999,67
90,91,91,Mark Wilson,107,0.156,0.05,-0.055,0.16,104
91,92,92,Jerry Kelly,89,0.155,-0.128,0.127,0.156,74
92,93,93,Peter Lonard,92,0.141,0.212,-0.081,0.01,80
93,94,94,Chez Reavie,102,0.138,0.003,0.209,-0.07400000000000001,90
94,95,95,Ben Crane,86,0.135,0.171,-0.081,0.045,75
95,96,96,Freddie Jacobson,78,0.134,-0.22699999999999998,0.23399999999999999,0.127,64
96,97,97,Brad Adamonis,87,0.132,-0.08199999999999999,-0.084,0.298,76
97,T98,T98,Ken Duke,116,0.13,-0.012,0.159,-0.018000000000000002,105
98,T98,T98,Bo Van Pelt,101,0.13,0.187,0.013999999999999999,-0.071,93
99,100,100,Aaron Baddeley,76,0.12300000000000001,0.096,-0.192,0.218,60
100,101,101,Robert Gamez,79,0.122,0.096,0.18,-0.154,71
101,102,102,Gavin Coles,54,0.111,-0.51,0.45399999999999996,0.16699999999999998,44
102,103,103,Jay Williamson,96,0.10800000000000001,0.142,0.147,-0.18100000000000002,80
103,T104,T104,Steve Flesch,95,0.09,-0.26899999999999996,0.149,0.209,81
104,T104,T104,Bob Tway,70,0.09,-0.087,0.35,-0.17300000000000001,57
105,106,106,Scott Sterling,89,0.086,-0.07200000000000001,0.24600000000000002,-0.08800000000000001,74
106,107,107,Troy Matteson,94,0.085,0.174,0.113,-0.203,89
107,108,108,Kent Jones,68,0.069,-0.079,0.154,-0.006999999999999999,55
108,109,109,John Mallinger,95,0.064,0.075,-0.16899999999999998,0.159,84
109,T110,T110,Jason Gore,94,0.06,0.48200000000000004,-0.1,-0.321,85
110,T110,T110,Tim Wilkinson,95,0.06,-0.12,-0.081,0.262,80
111,112,112,Jeff Overton,103,0.057999999999999996,0.17800000000000002,-0.036000000000000004,-0.083,91
112,T113,T113,Charley Hoffman,94,0.038,0.46399999999999997,-0.21899999999999997,-0.207,86
113,T113,T113,Dustin Johnson,92,0.038,0.435,-0.268,-0.129,81
114,115,115,Charles Warren,79,0.031,0.6829999999999999,-0.14800000000000002,-0.504,74
115,116,116,J.J. Henry,108,0.009000000000000001,0.121,-0.043,-0.069,99
116,117,117,Cliff Kresge,84,0.0,-0.177,0.302,-0.125,73
117,118,118,Vaughn Taylor,103,-0.009000000000000001,-0.12,0.256,-0.14400000000000002,94
118,119,119,Shane Bertsch,96,-0.016,-0.19699999999999998,0.102,0.079,90
119,120,120,Ted Purdy,68,-0.032,0.102,-0.051,-0.084,59
120,121,121,Tag Ridings,88,-0.061,0.106,-0.03,-0.13699999999999998,81
121,122,122,Tim Petrovic,97,-0.078,0.094,-0.408,0.235,81
122,123,123,Jeff Maggert,86,-0.08199999999999999,0.092,0.085,-0.259,79
123,124,124,Tim Herron,97,-0.083,0.10400000000000001,-0.40399999999999997,0.217,87
124,125,125,Parker McLachlin,88,-0.084,-0.18,-0.067,0.162,79
125,126,126,Kevin Stadler,90,-0.092,0.293,0.013000000000000001,-0.397,73
126,127,127,Brandt Jobe,52,-0.11699999999999999,0.062,0.265,-0.444,47
127,128,128,Dudley Hart,74,-0.11900000000000001,-0.456,0.204,0.132,67
128,129,129,Ian Poulter,51,-0.138,-0.055999999999999994,-0.32,0.23800000000000002,36
129,130,130,Tommy Armour III,77,-0.142,0.028999999999999998,0.015,-0.187,66
130,131,131,Chris Stroud,81,-0.14300000000000002,0.132,-0.22399999999999998,-0.052000000000000005,66
131,132,132,Johnson Wagner,83,-0.163,-0.203,0.14400000000000002,-0.10400000000000001,68
132,133,133,Will MacKenzie,62,-0.177,0.192,-0.239,-0.13,57
133,134,134,Todd Hamilton,92,-0.187,0.182,-0.026000000000000002,-0.34299999999999997,74
134,135,135,Carlos Franco,73,-0.19,-0.36200000000000004,-0.011000000000000001,0.184,63
135,136,136,Paul Goydos,78,-0.195,-0.28300000000000003,0.098,-0.01,67
136,137,137,Dean Wilson,109,-0.23800000000000002,-0.76,0.563,-0.040999999999999995,93
137,138,138,Jeff Quinney,87,-0.239,-0.965,0.7809999999999999,-0.055,73
138,139,139,Scott McCarron,63,-0.261,-0.073,-0.297,0.10800000000000001,54
139,140,140,Jon Mills,95,-0.26899999999999996,-0.109,-0.174,0.013999999999999999,78
140,141,141,Ryan Moore,72,-0.271,0.07400000000000001,-0.077,-0.268,63
141,T142,T142,Frank Lickliter II,107,-0.289,0.015,-0.24600000000000002,-0.057999999999999996,100
142,T142,T142,Joe Ogilvie,100,-0.289,0.18600000000000003,-0.44299999999999995,-0.032,87
143,144,144,Jason Day,81,-0.297,0.285,-0.373,-0.209,77
144,145,145,Y.E. Yang,89,-0.299,-0.17,0.239,-0.369,80
145,146,146,Chris DiMarco,87,-0.316,-0.344,0.032,-0.005,76
146,147,147,Matt Jones,95,-0.363,-0.157,-0.354,0.14800000000000002,84
147,148,148,Marco Dawson,64,-0.365,-0.478,-0.14,0.254,54
148,149,149,Brenden Pappas,66,-0.368,-0.29100000000000004,-0.292,0.214,56
149,150,150,Patrick Sheehan,124,-0.375,-0.226,-0.013000000000000001,-0.136,105
150,151,151,Jesper Parnevik,88,-0.381,-0.11,-0.501,0.22899999999999998,75
151,152,152,Lee Janzen,89,-0.384,-0.591,0.062,0.14400000000000002,75
152,153,153,Olin Browne,77,-0.386,0.081,-0.243,-0.22399999999999998,70
153,154,154,Andres Romero,69,-0.414,0.061,-0.5529999999999999,0.079,49
154,155,155,Mathias Grönberg,87,-0.44299999999999995,0.293,-0.55,-0.187,79
155,156,156,James Driscoll,85,-0.45299999999999996,-0.316,-0.11599999999999999,-0.021,76
156,157,157,Justin Bolli,87,-0.456,-0.18100000000000002,0.11699999999999999,-0.39299999999999996,73
157,158,158,Ron Whittaker,54,-0.475,-0.20800000000000002,-0.11199999999999999,-0.155,41
158,159,159,Tommy Gainey,60,-0.48200000000000004,0.146,-0.168,-0.461,46
159,160,160,Nick Flanagan,89,-0.505,0.152,-0.159,-0.498,80
160,161,161,Kenneth Ferrie,72,-0.507,0.145,-0.48100000000000004,-0.171,60
161,162,162,Shigeki Maruyama,50,-0.513,-0.74,-0.244,0.47,42
162,163,163,Todd Demsey,80,-0.524,0.11900000000000001,-0.9059999999999999,0.263,71
163,164,164,Alejandro Cañizares,52,-0.527,-0.413,-0.21899999999999997,0.105,41
164,165,165,Brett Rumford,72,-0.54,-0.718,-0.348,0.526,61
165,166,166,Mark Hensby,71,-0.542,-0.373,-0.263,0.094,64
166,167,167,Nathan Green,95,-0.544,-0.423,-0.342,0.221,91
167,168,168,Jimmy Walker,73,-0.556,-0.41100000000000003,-0.081,-0.063,62
168,169,169,Jim McGovern,75,-0.586,-0.759,0.08900000000000001,0.084,63
169,170,170,Corey Pavin,69,-0.594,-1.058,0.22699999999999998,0.237,56
170,171,171,Steve Lowery,74,-0.603,0.142,-0.706,-0.04,67
171,172,172,Marc Turnesa,87,-0.606,-0.264,-0.32299999999999995,-0.019,76
172,173,173,Craig Kanada,65,-0.615,-0.49700000000000005,-0.312,0.193,55
173,174,174,Tom Scherrer,56,-0.639,-0.485,-0.073,-0.081,44
174,175,175,Richard Johnson,60,-0.6459999999999999,-0.392,-0.171,-0.083,49
175,176,176,Billy Andrade,71,-0.653,-0.381,-0.11,-0.162,62
176,177,177,Chris Riley,51,-0.667,-0.6709999999999999,-0.6459999999999999,0.65,40
177,178,178,Brad Elder,67,-0.6729999999999999,-0.21600000000000003,-0.6409999999999999,0.185,54
178,179,179,Doug LaBelle II,65,-0.6970000000000001,-0.261,-0.431,-0.004,51
179,180,180,Daniel Chopra,84,-0.726,-0.14800000000000002,-0.76,0.183,69
180,181,181,Jason Allred,63,-0.78,-0.28600000000000003,-0.735,0.24100000000000002,50
181,182,182,David Lutterus,59,-0.7979999999999999,-0.249,-0.745,0.196,50
182,183,183,Ryan Armour,87,-0.799,0.228,-0.38799999999999996,-0.639,76
183,184,184,Stephen Leaney,53,-0.812,-0.484,-0.19699999999999998,-0.131,45
184,185,185,Greg Kraft,63,-0.815,-0.207,-0.36700000000000005,-0.242,50
185,186,186,J.P. Hayes,67,-0.826,-0.122,-0.747,0.043,63
186,187,187,Jin Park,85,-0.866,-0.5329999999999999,-0.215,-0.11699999999999999,70
187,188,188,Cody Freeman,66,-0.885,-0.22,-0.569,-0.096,55
188,189,189,Steve Allan,58,-0.9390000000000001,0.191,-0.758,-0.373,48
189,190,190,Bob Sowards,61,-0.948,-0.39399999999999996,-0.483,-0.07200000000000001,52
190,191,191,Paul Claxton,63,-0.972,-0.466,-0.42100000000000004,-0.084,50
191,192,192,Eric Axley,113,-0.9890000000000001,-0.785,-0.36200000000000004,0.158,98
192,193,193,Richard Johnson,77,-1.124,-0.26,-0.9620000000000001,0.09699999999999999,68
193,194,194,Chad Collins,72,-1.131,-1.078,-0.345,0.292,63
194,195,195,Travis Perkins,53,-1.181,-0.21600000000000003,-0.73,-0.235,40
195,196,196,Kyle Thompson,70,-1.197,-0.259,-0.7490000000000001,-0.18899999999999997,57
196,197,197,David Duval,51,-1.716,-1.297,-0.53,0.111,41
