,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
0,1,1,J.B. Holmes,86,69.75,225562.5,323378
1,2,2,Dustin Johnson,92,69.15,256540.5,370989
2,3,3,Robert Garrigus,90,68.51,269168.5,392870
3,4,4,Nick Watney,96,68.34,261996.2,383379
4,5,5,Steve Allan,58,67.97,150237.5,221019
5,6,6,Bubba Watson,97,67.95,255216.2,375573
6,7,7,Vijay Singh,82,67.91,207038.6,304894
7,8,8,Harrison Frazar,73,67.87,192166.6,283147
8,9,9,Fred Couples,60,67.62,156116.6,230886
9,10,10,Tommy Gainey,60,67.59,144440.6,213688
10,11,11,Charley Hoffman,94,67.56,272496.5,403326
11,12,12,Daniel Chopra,84,67.54,212396.2,314497
12,13,13,Ángel Cabrera,55,67.52,124756.4,184775
13,T14,T14,Tag Ridings,88,67.34,251289.3,373139
14,T14,T14,Charles Warren,79,67.34,226552.4,336454
15,16,16,Andres Romero,69,67.33,157418.0,233812
16,17,17,Anthony Kim,81,67.29,211241.2,313948
17,T18,T18,Richard Johnson,77,67.26,212051.3,315258
18,T18,T18,Adam Scott,51,67.26,111172.9,165284
19,20,20,John Huston,56,67.22,147389.5,219257
20,21,21,Jason Day,81,67.18,237347.3,353295
21,22,22,Jeff Overton,103,67.14,280362.1,417549
22,23,23,Jason Allred,63,67.1,155713.2,232071
23,24,24,Phil Mickelson,80,67.07,186527.3,278124
24,25,25,Travis Perkins,53,66.96,123404.3,184301
25,26,26,Kevin Stadler,90,66.87,222752.1,333125
26,27,27,Charles Howell III,101,66.86,263272.6,393742
27,28,28,Kevin Streelman,114,66.85,302929.1,453157
28,29,29,Mark Hensby,71,66.77,194242.5,290917
29,30,30,Bill Haas,99,66.73,278347.2,417143
30,31,31,Martin Laird,98,66.71,263760.6,395358
31,T32,T32,Davis Love III,78,66.68,201008.1,301430
32,T32,T32,Joe Ogilvie,100,66.68,266892.6,400265
33,T32,T32,Nicholas Thompson,113,66.68,296022.2,443929
34,35,35,Rory Sabbatini,77,66.6,198507.1,298043
35,36,36,Boo Weekley,86,66.55,200188.1,300800
36,T37,T37,Lucas Glover,91,66.45,260266.2,391675
37,T37,T37,Kenny Perry,97,66.45,288010.7,433410
38,T39,T39,Mathias Grönberg,87,66.44,240117.3,361381
39,T39,T39,Brenden Pappas,66,66.44,171840.2,258634
40,T41,T41,Stewart Cink,87,66.43,194084.4,292152
41,T41,T41,Sean O'Hair,81,66.43,215933.9,325072
42,T43,T43,Steve Marino,119,66.36,323606.3,487622
43,T43,T43,John Riegger,73,66.36,195309.0,294310
44,45,45,Ted Purdy,68,66.33,179617.2,270813
45,46,46,Troy Matteson,94,66.32,269398.5,406187
46,47,47,D.J. Trahan,94,66.28,241165.2,363837
47,48,48,Ryan Palmer,69,66.22,184127.4,278064
48,49,49,Pat Perez,93,66.2,243199.0,367393
49,50,50,Steve Lowery,74,66.17,206367.0,311861
50,T51,T51,James Driscoll,85,66.15,226287.0,342066
51,T51,T51,Brandt Jobe,52,66.15,143364.3,216713
52,53,53,Bob Sowards,61,66.14,158996.9,240383
53,54,54,Tim Herron,97,66.13,271103.0,409965
54,55,55,Matt Jones,95,66.11,254594.6,385118
