,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
55,56,56,Jon Mills,95,66.08,236197.9,357466
56,57,57,Nick Flanagan,89,66.07,240023.1,363290
57,58,58,Brad Adamonis,87,66.06,232423.5,351861
58,59,59,George McNeill,97,66.05,275781.4,417515
59,60,60,Bo Van Pelt,101,66.04,284545.7,430895
60,61,61,John Merrick,98,66.03,236624.8,358378
61,62,62,Michael Letzig,88,65.94,227064.1,344333
62,63,63,Mathew Goggin,91,65.93,249035.6,377737
63,64,64,Jason Gore,94,65.9,254909.3,386798
64,65,65,Kyle Thompson,70,65.77,171923.3,261404
65,66,66,Padraig Harrington,52,65.75,100019.1,152128
66,67,67,Todd Demsey,80,65.72,215753.1,328307
67,68,68,Geoff Ogilvy,65,65.67,149056.9,226974
68,T69,T69,Jeff Maggert,86,65.63,239767.0,365321
69,T69,T69,Chris Stroud,81,65.63,196226.7,298994
70,71,71,John Rollins,94,65.59,236541.0,360656
71,72,72,Woody Austin,109,65.58,266661.2,406618
72,T73,T73,Aaron Baddeley,76,65.52,182895.7,279132
73,T73,T73,Sergio Garcia,72,65.52,178238.5,272023
74,75,75,Rich Beem,90,65.51,237104.1,361947
75,T76,T76,Rod Pampling,83,65.47,205212.7,313463
76,T76,T76,Kevin Sutherland,98,65.47,271404.7,414561
77,T78,T78,Kenneth Ferrie,72,65.46,176741.3,270004
78,T78,T78,Hunter Mahan,87,65.46,223147.3,340876
79,80,80,Tommy Armour III,77,65.45,203051.1,310249
80,T81,T81,Ryan Armour,87,65.41,226853.9,346815
81,T81,T81,Camilo Villegas,79,65.41,197036.8,301226
82,83,83,J.J. Henry,108,65.4,302131.6,461962
83,T84,T84,Stuart Appleby,87,65.38,207276.2,317038
84,T84,T84,Mark Calcavecchia,67,65.38,164220.6,251171
85,86,86,David Toms,70,65.36,172761.0,264307
86,T87,T87,Paul Casey,55,65.34,108506.3,166076
87,T87,T87,Cody Freeman,66,65.34,166175.9,254306
88,89,89,Steve Elkington,84,65.33,217934.6,333586
89,90,90,Mike Weir,88,65.29,201451.7,308538
90,T91,T91,Frank Lickliter II,107,65.26,302653.4,463800
91,T91,T91,Parker McLachlin,88,65.26,236149.1,361855
92,T91,T91,Brett Rumford,72,65.26,182350.0,279424
93,T94,T94,Ernie Els,51,65.24,112032.1,171732
94,T94,T94,Jimmy Walker,73,65.24,188247.9,288557
95,T96,T96,Joe Durant,92,65.2,237881.0,364840
96,T96,T96,Charlie Wi,97,65.2,268645.2,412007
97,T98,T98,Brad Elder,67,65.19,162946.6,249947
98,T98,T98,Will MacKenzie,62,65.19,170013.4,260790
99,T98,T98,Ryan Moore,72,65.19,187870.2,288180
100,T98,T98,Vaughn Taylor,103,65.19,288882.2,443109
101,102,102,Jonathan Byrd,88,65.14,230292.7,353548
102,103,103,Peter Lonard,92,65.13,242382.5,372150
103,104,104,Y.E. Yang,89,65.08,240536.0,369592
104,T105,T105,David Lutterus,59,65.03,150268.5,231079
105,T105,T105,Tom Scherrer,56,65.03,128730.0,197970
106,107,107,Mark Wilson,107,65.01,315994.7,486036
107,T108,T108,Chad Campbell,94,64.98,260687.4,401193
108,T108,T108,J.P. Hayes,67,64.98,190491.2,293173
109,T108,T108,Brett Quigley,80,64.98,215147.8,331095
110,111,111,Ben Crane,86,64.95,227045.8,349550
111,112,112,Ben Curtis,80,64.94,194407.3,299348
112,T113,T113,Marco Dawson,64,64.93,158215.1,243676
113,T113,T113,John Senden,93,64.93,249727.2,384629
114,115,115,Tim Petrovic,97,64.9,240903.0,371202
115,116,116,Ken Duke,116,64.89,315744.8,486612
116,117,117,Robert Allenby,108,64.88,259980.1,400733
117,T118,T118,Todd Hamilton,92,64.85,219741.4,338862
118,T118,T118,Jesper Parnevik,88,64.85,224910.0,346826
119,T118,T118,Carl Pettersson,110,64.85,295506.3,455647
120,121,121,Michael Allen,91,64.84,227442.5,350782
121,122,122,Jeff Gove,50,64.83,133298.9,205609
122,123,123,Justin Bolli,87,64.8,216618.2,334309
123,124,124,K.J. Choi,74,64.78,177206.3,273553
124,T125,T125,Ian Poulter,51,64.76,110001.4,169863
125,T125,T125,Johnson Wagner,83,64.76,205647.0,317540
126,T127,T127,Steve Stricker,75,64.75,177832.8,274643
127,T127,T127,Jay Williamson,96,64.75,238907.7,368976
128,T129,T129,Eric Axley,113,64.74,296044.7,457264
129,T129,T129,Retief Goosen,59,64.74,126983.0,196133
130,131,131,Justin Leonard,101,64.73,224993.2,347606
131,132,132,Stephen Ames,83,64.71,201262.0,311031
132,133,133,Steve Flesch,95,64.67,239305.5,370060
133,134,134,Freddie Jacobson,78,64.64,195858.7,303013
134,135,135,Tom Lehman,51,64.57,113373.8,175582
135,136,136,Billy Andrade,71,64.56,185530.3,287397
136,137,137,Nathan Green,95,64.55,268396.2,415786
137,138,138,David Duval,51,64.54,118600.4,183765
138,139,139,Briny Baird,113,64.52,288664.2,447420
139,140,140,Scott McCarron,63,64.5,163725.1,253848
140,141,141,Brandt Snedeker,85,64.49,203403.2,315409
141,142,142,Cameron Beckman,87,64.48,218408.0,338710
142,143,143,Billy Mayfair,103,64.45,290275.1,450392
143,144,144,Scott Sterling,89,64.44,218587.5,339235
144,145,145,Carlos Franco,73,64.43,184005.2,285603
145,146,146,Patrick Sheehan,124,64.36,313743.1,487466
146,147,147,Bob Tway,70,64.35,168800.1,262308
147,148,148,Kevin Na,97,64.28,266950.4,415282
148,T149,T149,Kent Jones,68,64.21,161698.9,251822
149,T149,T149,Greg Kraft,63,64.21,144621.0,225232
150,T151,T151,Tim Clark,90,64.2,226220.8,352393
151,T151,T151,Heath Slocum,104,64.2,255090.1,397337
152,153,153,Scott Verplank,82,64.18,198152.5,308759
153,154,154,Zach Johnson,85,64.17,211876.3,330204
154,155,155,Trevor Immelman,70,64.16,166765.2,259906
155,156,156,Rocco Mediate,87,64.15,206599.6,322079
156,157,157,Jim Furyk,95,64.14,227182.5,354180
157,158,158,Brian Davis,108,64.11,303703.5,473726
158,159,159,Alex Cejka,75,64.1,178698.5,278778
159,160,160,Marc Turnesa,87,64.09,223451.8,348647
160,161,161,Robert Gamez,79,64.07,209829.2,327511
161,T162,T162,Alejandro Cañizares,52,64.04,122389.0,191106
162,T162,T162,Tim Wilkinson,95,64.04,234639.1,366410
163,164,164,Bob Estes,90,64.01,254100.5,396956
164,165,165,Tom Pernice Jr.,104,63.96,294056.7,459721
165,166,166,Chez Reavie,102,63.95,267714.3,418641
166,167,167,Cliff Kresge,84,63.94,217446.3,340061
167,168,168,Chris DiMarco,87,63.87,222781.1,348778
168,169,169,John Mallinger,95,63.85,251041.9,393192
169,170,170,Lee Janzen,89,63.81,215555.5,337818
170,171,171,Jim McGovern,75,63.78,188713.0,295864
171,172,172,Ryuji Imada,80,63.75,198546.5,311436
172,173,173,Matt Kuchar,88,63.74,207729.1,325895
173,174,174,Doug LaBelle II,65,63.73,154038.8,241721
174,175,175,Omar Uresti,74,63.69,183699.6,288447
175,176,176,Chris Riley,51,63.58,114923.2,180758
176,T177,T177,Dudley Hart,74,63.51,201154.7,316728
177,T177,T177,Richard Johnson,60,63.51,147416.6,232100
178,179,179,Glen Day,64,63.49,166284.6,261897
179,180,180,Shane Bertsch,96,63.44,263504.0,415364
180,181,181,Dean Wilson,109,63.4,273008.3,430639
181,182,182,Jerry Kelly,89,63.38,220725.1,348252
182,183,183,Paul Goydos,78,63.34,196740.1,310604
183,184,184,Bart Bryant,81,63.3,200570.6,316858
184,185,185,Ron Whittaker,54,63.28,119227.0,188420
185,186,186,Chad Collins,72,63.22,184786.5,292274
186,187,187,Paul Claxton,63,63.13,144566.8,228984
187,188,188,Nick O'Hern,82,63.12,205137.1,324973
188,189,189,Jin Park,85,63.03,199805.4,317005
189,190,190,Craig Kanada,65,63.02,161361.0,256038
190,191,191,Stephen Leaney,53,62.75,129907.7,207019
191,192,192,Olin Browne,77,62.71,205099.7,327054
192,193,193,Shigeki Maruyama,50,62.64,119761.3,191197
193,194,194,Jeff Quinney,87,62.33,209643.2,336319
194,195,195,Gavin Coles,54,62.28,125326.9,201217
195,196,196,Brian Gay,102,62.1,252548.4,406702
196,197,197,Corey Pavin,69,59.76,155863.4,260821
