,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
57,T57,T57,David Toms,70,2.68,3.0,112,-0.67
58,59,59,Rocco Mediate,87,2.67,4.0,150,+0.50
59,60,60,Chez Reavie,102,2.66,5.0,188,-0.20
60,61,61,Cliff Kresge,84,2.56,4.0,156,+0.75
61,62,62,James Driscoll,85,2.53,4.0,158,+0.25
62,63,63,Michael Letzig,88,2.5,4.0,160,+0.75
63,64,64,Scott McCarron,63,2.46,3.0,122,-0.33
64,65,65,Tom Lehman,51,2.44,2.0,82,E
65,T66,T66,Ben Curtis,80,2.34,3.0,128,+0.67
66,T66,T66,Kenneth Ferrie,72,2.34,3.0,128,+0.33
67,T66,T66,Mark Wilson,107,2.34,5.0,214,+0.80
68,69,69,Chris Riley,51,2.33,2.0,86,+1.50
69,70,70,Tim Petrovic,97,2.3,4.0,174,+0.50
70,71,71,Steve Marino,119,2.29,5.0,218,+0.40
71,T72,T72,Chad Collins,72,2.27,3.0,132,+0.67
72,T72,T72,Bob Estes,90,2.27,4.0,176,E
73,74,74,Charles Howell III,101,2.25,4.0,178,+0.75
74,75,75,Alex Cejka,75,2.24,3.0,134,E
75,T76,T76,Jeff Gove,50,2.17,2.0,92,-1.00
76,T76,T76,Anthony Kim,81,2.17,3.0,138,+0.33
77,T76,T76,Jim McGovern,75,2.17,3.0,138,+0.33
78,79,79,Dudley Hart,74,2.14,3.0,140,+0.67
79,80,80,Rod Pampling,83,2.08,3.0,144,+0.33
80,81,81,Kevin Na,97,2.06,4.0,194,+0.75
81,82,82,Vaughn Taylor,103,2.02,4.0,198,E
82,T83,T83,Daniel Chopra,84,2.0,3.0,150,+0.67
83,T83,T83,Geoff Ogilvy,65,2.0,2.0,100,+1.00
84,85,85,Briny Baird,113,1.98,4.0,202,E
85,T86,T86,Tom Pernice Jr.,104,1.96,4.0,204,E
86,T86,T86,Carl Pettersson,110,1.96,4.0,204,+0.25
87,T88,T88,Jim Furyk,95,1.92,3.0,156,E
88,T88,T88,Todd Hamilton,92,1.92,3.0,156,-0.33
89,T90,T90,Cameron Beckman,87,1.9,3.0,158,+0.33
90,T90,T90,Jonathan Byrd,88,1.9,3.0,158,E
91,T90,T90,Justin Leonard,101,1.9,3.0,158,+0.33
92,93,93,Steve Elkington,84,1.88,3.0,160,+0.33
93,T94,T94,Trevor Immelman,70,1.85,2.0,108,E
94,T94,T94,Doug LaBelle II,65,1.85,2.0,108,+1.00
95,T96,T96,John Merrick,98,1.83,3.0,164,+0.67
96,T96,T96,Pat Perez,93,1.83,3.0,164,+1.67
97,T98,T98,Brad Adamonis,87,1.81,3.0,166,E
98,T98,T98,Chris DiMarco,87,1.81,3.0,166,+1.67
99,T98,T98,Jon Mills,95,1.81,3.0,166,E
100,T101,T101,Rich Beem,90,1.79,3.0,168,+0.33
101,T101,T101,Marco Dawson,64,1.79,2.0,112,E
102,103,103,Paul Claxton,63,1.75,2.0,114,+0.50
103,104,104,Glen Day,64,1.72,2.0,116,+0.50
104,105,105,Chad Campbell,94,1.7,3.0,176,E
105,106,106,Heath Slocum,104,1.67,3.0,180,E
106,107,107,Aaron Baddeley,76,1.64,2.0,122,E
107,108,108,Joe Ogilvie,100,1.63,3.0,184,+0.33
108,T109,T109,Cody Freeman,66,1.61,2.0,124,+1.50
109,T109,T109,Ted Purdy,68,1.61,2.0,124,+0.50
110,111,111,Camilo Villegas,79,1.56,2.0,128,E
111,112,112,Jimmy Walker,73,1.54,2.0,130,+1.50
112,113,113,Billy Mayfair,103,1.52,3.0,198,+0.33
113,T114,T114,Billy Andrade,71,1.49,2.0,134,+1.00
114,T114,T114,John Riegger,73,1.49,2.0,134,E
115,116,116,Boo Weekley,86,1.45,2.0,138,E
116,117,117,Kevin Streelman,114,1.44,3.0,208,+1.67
117,118,118,Adam Scott,51,1.43,1.0,70,+2.00
118,T119,T119,Bart Bryant,81,1.41,2.0,142,E
119,T119,T119,Mark Hensby,71,1.41,2.0,142,E
120,T121,T121,Paul Casey,55,1.39,1.0,72,E
121,T121,T121,Brian Davis,108,1.39,3.0,216,+0.67
122,T121,T121,Ernie Els,51,1.39,1.0,72,E
123,124,124,Chris Stroud,81,1.37,2.0,146,+1.00
124,125,125,Todd Demsey,80,1.28,2.0,156,+1.00
125,126,126,Ben Crane,86,1.25,2.0,160,E
126,T127,T127,Joe Durant,92,1.19,2.0,168,E
127,T127,T127,Retief Goosen,59,1.19,1.0,84,+2.00
128,T127,T127,D.J. Trahan,94,1.19,2.0,168,E
129,T130,T130,Michael Allen,91,1.18,2.0,170,+1.00
130,T130,T130,Nick Flanagan,89,1.18,2.0,170,+0.50
131,132,132,Jeff Maggert,86,1.16,2.0,172,-0.50
132,133,133,Mathew Goggin,91,1.15,2.0,174,E
133,134,134,Nick Watney,96,1.14,2.0,176,+0.50
134,135,135,Matt Jones,95,1.1,2.0,182,+0.50
135,136,136,Martin Laird,98,1.09,2.0,184,-0.50
136,T137,T137,Woody Austin,109,1.08,2.0,186,+0.50
137,T137,T137,Tim Herron,97,1.08,2.0,186,+0.50
138,T139,T139,Troy Matteson,94,1.06,2.0,188,+1.00
139,T139,T139,Travis Perkins,53,1.06,1.0,94,E
140,T139,T139,Kevin Sutherland,98,1.06,2.0,188,+0.50
141,T142,T142,Nathan Green,95,1.05,2.0,190,+0.50
142,T142,T142,George McNeill,97,1.05,2.0,190,+0.50
143,144,144,Brandt Jobe,52,1.04,1.0,96,E
144,145,145,Bo Van Pelt,101,1.03,2.0,194,+1.50
145,146,146,Tom Scherrer,56,1.0,1.0,100,E
146,T147,T147,Tommy Gainey,60,0.96,1.0,104,E
147,T147,T147,John Huston,56,0.96,1.0,104,+1.00
148,149,149,J.J. Henry,108,0.94,2.0,212,+0.50
149,150,150,Bob Sowards,61,0.91,1.0,110,E
150,T151,T151,Sergio Garcia,72,0.89,1.0,112,+2.00
151,T151,T151,Patrick Sheehan,124,0.89,2.0,224,+1.00
152,153,153,Brad Elder,67,0.82,1.0,122,-1.00
153,T154,T154,Will MacKenzie,62,0.81,1.0,124,+1.00
154,T154,T154,Phil Mickelson,80,0.81,1.0,124,E
155,156,156,Ryan Palmer,69,0.79,1.0,126,E
156,157,157,Stuart Appleby,87,0.74,1.0,136,+1.00
157,T158,T158,Stewart Cink,87,0.72,1.0,138,-1.00
158,T158,T158,Sean O'Hair,81,0.72,1.0,138,E
159,160,160,Ryan Moore,72,0.71,1.0,140,+1.00
160,T161,T161,J.B. Holmes,86,0.68,1.0,146,+1.00
161,T161,T161,Brett Quigley,80,0.68,1.0,148,+1.00
162,163,163,Kevin Stadler,90,0.64,1.0,156,-1.00
163,T164,T164,Justin Bolli,87,0.63,1.0,160,E
164,T164,T164,Jesper Parnevik,88,0.63,1.0,160,E
165,T164,T164,Charles Warren,79,0.63,1.0,158,E
166,167,167,Lee Janzen,89,0.62,1.0,162,E
167,T168,T168,Ryan Armour,87,0.6,1.0,166,E
168,T168,T168,Mathias Grönberg,87,0.6,1.0,166,+1.00
169,T168,T168,Marc Turnesa,87,0.6,1.0,166,E
170,T168,T168,Jay Williamson,96,0.6,1.0,168,+1.00
171,T172,T172,Lucas Glover,91,0.57,1.0,174,E
172,T172,T172,Dustin Johnson,92,0.57,1.0,176,E
173,T172,T172,Tim Wilkinson,95,0.57,1.0,174,+1.00
174,175,175,Robert Allenby,108,0.55,1.0,182,+1.00
175,T176,T176,Jason Gore,94,0.54,1.0,184,+1.00
176,T176,T176,Charley Hoffman,94,0.54,1.0,184,E
177,T176,T176,Charlie Wi,97,0.54,1.0,186,E
178,179,179,Bill Haas,99,0.53,1.0,190,+1.00
179,180,180,Kenny Perry,97,0.52,1.0,192,+2.00
180,T181,T181,Steve Allan,58,0.0,,100,E
181,T181,T181,Jason Allred,63,0.0,,114,E
182,T181,T181,Alejandro Cañizares,52,0.0,,88,E
183,T181,T181,Fred Couples,60,0.0,,112,E
184,T181,T181,Jason Day,81,0.0,,162,E
185,T181,T181,Harrison Frazar,73,0.0,,130,E
186,T181,T181,Robert Garrigus,90,0.0,,176,E
187,T181,T181,Padraig Harrington,52,0.0,,68,E
188,T181,T181,Richard Johnson,77,0.0,,150,E
189,T181,T181,Davis Love III,78,0.0,,136,E
190,T181,T181,David Lutterus,59,0.0,,105,E
191,T181,T181,Brenden Pappas,66,0.0,,120,E
192,T181,T181,Tag Ridings,88,0.0,,176,E
193,T181,T181,John Senden,93,0.0,,172,E
194,T181,T181,Vijay Singh,82,0.0,,132,E
195,T181,T181,Nicholas Thompson,113,0.0,,206,E
196,T181,T181,Bubba Watson,97,0.0,,170,E
