,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
0,1,1,Ben Curtis,22,374,146.0
1,2,2,Brett Quigley,25,301,96.0
2,T3,T3,Marco Dawson,21,285,19.0
3,T3,T3,Ken Duke,33,285,84.0
4,5,5,Zach Johnson,25,264,3.0
5,6,6,Dustin Johnson,30,250,30.0
6,7,7,Charles Howell III,31,249,16.0
7,8,8,Brian Gay,31,248,67.0
8,9,9,Cody Freeman,26,247,6.0
9,10,10,Daniel Chopra,27,241,39.0
10,11,11,Heath Slocum,29,216,5.0
11,T12,T12,Ryan Armour,32,214,38.0
12,T12,T12,Jeff Quinney,28,214,10.0
13,14,14,Chad Collins,24,208,26.0
14,T15,T15,Joe Ogilvie,29,204,60.0
15,T15,T15,Mark Wilson,29,204,72.0
16,17,17,Nathan Green,30,201,30.0
17,18,18,Corey Pavin,20,198,54.0
18,T19,T19,Jonathan Byrd,27,194,1.0
19,T19,T19,Jesper Parnevik,29,194,12.0
20,T21,T21,Bill Haas,31,192,13.0
21,T21,T21,Vaughn Taylor,32,192,2.0
22,T23,T23,Luke Donald,11,191,16.0
23,T23,T23,Craig Kanada,23,191,9.0
24,25,25,Justin Bolli,28,190,9.0
25,26,26,Dean Wilson,32,185,3.0
26,27,27,Todd Hamilton,28,183,37.0
27,T28,T28,Ben Crane,25,182,37.0
28,T28,T28,David Toms,20,182,20.0
29,30,30,John Huston,18,179,6.0
30,T31,T31,Shane Bertsch,29,178,46.0
31,T31,T31,Nick O'Hern,26,178,31.0
32,33,33,Alex Cejka,25,176,11.0
33,T34,T34,Tim Clark,27,175,43.0
34,T34,T34,Glen Day,19,175,6.0
35,36,36,Bart Bryant,23,174,32.0
36,37,37,Jin Park,30,172,40.0
37,38,38,Michael Allen,28,171,12.0
38,T39,T39,Chris DiMarco,29,170,6.0
39,T39,T39,Carl Pettersson,29,170,57.0
40,T39,T39,Michael Sim,7,170,38.0
41,42,42,Eric Axley,35,169,3.0
42,T43,T43,Alejandro Cañizares,16,168,1.0
43,T43,T43,Bob Tway,20,168,103.0
44,T45,T45,Justin Leonard,25,166,20.0
45,T45,T45,David Lutterus,23,166,
46,T45,T45,John Mallinger,29,166,9.0
47,T45,T45,Geoff Ogilvy,20,166,100.0
48,49,49,Parker McLachlin,27,165,4.0
49,50,50,Robert Garrigus,29,164,
50,T51,T51,Notah Begay III,9,162,26.0
51,T51,T51,Mike Weir,26,162,85.0
52,T53,T53,John Merrick,28,161,1.0
53,T53,T53,Toru Taniguchi,7,161,25.0
54,T55,T55,Stephen Ames,24,159,
55,T55,T55,Rich Beem,29,159,52.0
56,57,57,Woody Austin,30,158,22.0
57,58,58,Ryuji Imada,25,156,55.0
58,59,59,Kyle Thompson,26,155,1.0
59,T60,T60,J.J. Henry,34,153,8.0
60,T60,T60,Kevin Na,29,153,
61,T60,T60,Camilo Villegas,22,153,3.0
62,T60,T60,Tim Wilkinson,29,153,3.0
63,64,64,Trevor Immelman,22,152,39.0
64,T65,T65,Jason Dufner,16,150,11.0
65,T65,T65,Bob Heintz,17,150,
66,T65,T65,Charlie Wi,27,150,75.0
67,T68,T68,Retief Goosen,18,149,10.0
68,T68,T68,Jeff Gove,18,149,4.0
69,T70,T70,Michael Bradley,14,148,7.0
70,T70,T70,Will MacKenzie,21,148,6.0
71,T72,T72,Jim Furyk,26,147,130.0
72,T72,T72,Andres Romero,20,147,29.0
73,T74,T74,Steve Elkington,25,145,47.0
74,T74,T74,Chez Reavie,30,145,4.0
75,76,76,Freddie Jacobson,24,144,60.0
76,77,77,Mark Brooks,17,142,59.0
77,T78,T78,Brenden Pappas,24,141,12.0
78,T78,T78,Oliver Wilson,4,141,9.0
79,T80,T80,Bob Estes,28,140,8.0
80,T80,T80,Brett Rumford,26,140,91.0
81,82,82,Steve Stricker,22,139,33.0
82,T83,T83,WC Liang,6,138,138.0
83,T83,T83,Scott Sterling,28,138,6.0
84,T83,T83,Marc Turnesa,29,138,26.0
85,T86,T86,Matt Jones,31,137,10.0
86,T86,T86,Jerry Kelly,31,137,23.0
87,88,88,Nick Watney,27,136,45.0
88,T89,T89,Aaron Baddeley,22,135,32.0
89,T89,T89,Chad Campbell,28,135,30.0
90,T89,T89,John Senden,28,135,22.0
91,T92,T92,Brian Bateman,18,134,27.0
92,T92,T92,Ian Poulter,15,134,40.0
93,T94,T94,Briny Baird,30,133,38.0
94,T94,T94,Stewart Cink,23,133,4.0
95,T94,T94,Fred Couples,18,133,1.0
96,T97,T97,Mark Hensby,26,132,8.0
97,T97,T97,Doug LaBelle II,22,132,13.0
98,T99,T99,K.J. Choi,21,130,13.0
99,T99,T99,Mathew Goggin,27,130,55.0
100,T99,T99,Robert Karlsson,8,130,3.0
101,T99,T99,Rocco Mediate,27,130,66.0
102,T99,T99,Rod Pampling,28,130,17.0
103,T104,T104,Dudley Hart,22,129,129.0
104,T104,T104,Davis Love III,23,129,87.0
105,T104,T104,George McNeill,29,129,12.0
106,T104,T104,Vijay Singh,23,129,36.0
107,T104,T104,D.J. Trahan,27,129,35.0
