,Best_Sub-Par_Rounds_Streak_RANK THIS WEEK,Best_Sub-Par_Rounds_Streak_RANK LAST WEEK,Best_Sub-Par_Rounds_Streak_PLAYER NAME,Best_Sub-Par_Rounds_Streak_CAREER BEST STREAK,Best_Sub-Par_Rounds_Streak_BEST YTD STREAK,Best_Sub-Par_Rounds_Streak_CURRENT STREAK
0,1,1,Tim Petrovic,26,5.0,
1,2,2,Jeff Sluman,23,2.0,
2,T3,T3,Tim Clark,22,6.0,
3,T3,T3,Fred Couples,22,6.0,
4,T3,T3,Scott McCarron,22,5.0,
5,T6,T6,Stuart Appleby,21,5.0,
6,T6,T6,Bob Estes,21,5.0,
7,T6,T6,Scott Verplank,21,10.0,
8,T9,T9,Jay Don Blake,20,,
9,T9,T9,Joey Sindelar,20,1.0,
10,T11,T11,Joe Durant,19,6.0,
11,T11,T11,Jesper Parnevik,19,5.0,
12,T11,T11,Dan Pohl,19,,
13,T14,T14,Glen Day,18,5.0,
14,T14,T14,Chris DiMarco,18,4.0,
15,T14,T14,Retief Goosen,18,6.0,
16,T14,T14,Charles Howell III,18,4.0,
17,T14,T14,Craig Parry,18,,
18,T19,T19,Ronnie Black,17,2.0,
19,T19,T19,Jonathan Byrd,17,4.0,
20,T19,T19,Ed Fiori,17,,
21,T19,T19,Donnie Hammond,17,,
22,T19,T19,Roger Maltbie,17,,
23,T19,T19,Shigeki Maruyama,17,3.0,
24,T19,T19,Mark O'Meara,17,3.0,
25,T19,T19,Vijay Singh,17,8.0,
26,T19,T19,Kirk Triplett,17,3.0,
27,T19,T19,Tiger Woods,17,5.0,
28,T29,T29,Ken Green,16,,
29,T29,T29,Lee Janzen,16,5.0,
30,T29,T29,Jerry Kelly,16,4.0,
31,T29,T29,Troy Matteson,16,6.0,
32,T29,T29,Blaine McCallister,16,,
33,T29,T29,Steve Pate,16,,
34,T29,T29,Corey Pavin,16,3.0,
35,T29,T29,Kenny Perry,16,16.0,
36,T29,T29,Chris Riley,16,6.0,
37,T29,T29,Mike Weir,16,8.0,
38,T39,T39,Carlos Franco,15,6.0,
39,T39,T39,Scott Hoch,15,1.0,
40,T39,T39,Tom Kite,15,,
41,T39,T39,Davis Love III,15,8.0,
42,T39,T39,Andrew Magee,15,1.0,
43,T39,T39,Scott Simpson,15,,
44,T39,T39,Chris Smith,15,2.0,
45,T39,T39,Craig Stadler,15,,
46,T39,T39,Bob Tway,15,8.0,
47,T48,T48,Robert Allenby,14,6.0,
48,T48,T48,Woody Austin,14,14.0,
49,T48,T48,Brian Bateman,14,4.0,
50,T48,T48,Russ Cochran,14,,
51,T48,T48,Marco Dawson,14,8.0,
52,T48,T48,Steve Flesch,14,4.0,
53,T48,T48,Brent Geiberger,14,2.0,
54,T48,T48,John Huston,14,7.0,
55,T48,T48,Kent Jones,14,4.0,
56,T48,T48,Stephen Leaney,14,4.0,
57,T48,T48,Justin Leonard,14,8.0,
58,T48,T48,Frank Lickliter II,14,6.0,
59,T48,T48,Peter Lonard,14,4.0,
60,T48,T48,Jeff Maggert,14,7.0,
61,T48,T48,Rocco Mediate,14,5.0,
62,T48,T48,Joe Ogilvie,14,6.0,
63,T48,T48,Loren Roberts,14,,
64,T48,T48,Payne Stewart,14,,
65,T48,T48,Bo Van Pelt,14,7.0,
66,T48,T48,Grant Waite,14,1.0,
67,T68,T68,Billy Andrade,13,5.0,
68,T68,T68,Paul Azinger,13,2.0,
69,T68,T68,Briny Baird,13,7.0,
70,T68,T68,Jason Bohn,13,3.0,
71,T68,T68,Bart Bryant,13,5.0,
72,T68,T68,Brad Bryant,13,,
73,T68,T68,Rex Caldwell,13,,
74,T68,T68,John Cook,13,,
75,T68,T68,Jay Delsing,13,1.0,
76,T68,T68,David Duval,13,4.0,
77,T68,T68,Steve Elkington,13,8.0,
78,T68,T68,Rick Fehr,13,2.0,
79,T68,T68,Dan Forsman,13,4.0,
80,T68,T68,Harrison Frazar,13,4.0,
81,T68,T68,David Frost,13,1.0,
82,T68,T68,Fred Funk,13,6.0,
83,T68,T68,Jim Furyk,13,7.0,
84,T68,T68,Buddy Gardner,13,,
85,T68,T68,Brian Gay,13,11.0,
86,T68,T68,Paul Gow,13,,
87,T68,T68,Tim Herron,13,5.0,
88,T68,T68,Peter Jacobsen,13,,
89,T68,T68,Neal Lancaster,13,4.0,
90,T68,T68,Bernhard Langer,13,1.0,
91,T68,T68,Tom Lehman,13,6.0,
92,T68,T68,Mark McCumber,13,,
93,T68,T68,Calvin Peete,13,,
94,T68,T68,David Peoples,13,1.0,
95,T68,T68,Ted Purdy,13,3.0,
96,T68,T68,Mike Reid,13,,
97,T68,T68,Dave Rummells,13,,
