,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Kenny Perry,16
1,2,2,Woody Austin,14
2,T3,T3,Brian Gay,11
3,T3,T3,Michael Letzig,11
4,T3,T3,Bubba Watson,11
5,T6,T6,Ken Duke,10
6,T6,T6,Billy Mayfair,10
7,T6,T6,Kevin Streelman,10
8,T6,T6,Scott Verplank,10
9,T6,T6,Mark Wilson,10
10,T11,T11,Tommy Armour III,9
11,T11,T11,Chad Campbell,9
12,T11,T11,Sergio Garcia,9
13,T11,T11,Kevin Na,9
14,T11,T11,Chez Reavie,9
15,T11,T11,Nick Watney,9
16,T11,T11,Charlie Wi,9
17,T18,T18,Stewart Cink,8
18,T18,T18,Marco Dawson,8
19,T18,T18,Steve Elkington,8
20,T18,T18,Mathew Goggin,8
21,T18,T18,Bill Haas,8
22,T18,T18,Dustin Johnson,8
23,T18,T18,Justin Leonard,8
24,T18,T18,Davis Love III,8
25,T18,T18,George McNeill,8
26,T18,T18,Brett Quigley,8
27,T18,T18,Vijay Singh,8
28,T18,T18,Kevin Sutherland,8
29,T18,T18,Marc Turnesa,8
30,T18,T18,Bob Tway,8
31,T18,T18,Mike Weir,8
32,T18,T18,Tim Wilkinson,8
33,T34,T34,Briny Baird,7
34,T34,T34,K.J. Choi,7
35,T34,T34,Ben Crane,7
36,T34,T34,Jason Day,7
37,T34,T34,James Driscoll,7
38,T34,T34,Jason Dufner,7
39,T34,T34,Brad Elder,7
40,T34,T34,Jim Furyk,7
41,T34,T34,Jason Gore,7
42,T34,T34,John Huston,7
43,T34,T34,Ryuji Imada,7
44,T34,T34,Zach Johnson,7
45,T34,T34,David Lutterus,7
46,T34,T34,Jeff Maggert,7
47,T34,T34,John Mallinger,7
48,T34,T34,Steve Marino,7
49,T34,T34,Phil Mickelson,7
50,T34,T34,Jeff Overton,7
51,T34,T34,Ryan Palmer,7
52,T34,T34,Rod Pampling,7
53,T34,T34,Pat Perez,7
54,T34,T34,Rory Sabbatini,7
55,T34,T34,Chris Stroud,7
56,T34,T34,Bo Van Pelt,7
57,T58,T58,Steve Allan,6
58,T58,T58,Michael Allen,6
59,T58,T58,Robert Allenby,6
60,T58,T58,Eric Axley,6
61,T58,T58,Tim Clark,6
62,T58,T58,Fred Couples,6
63,T58,T58,Joe Durant,6
64,T58,T58,Carlos Franco,6
65,T58,T58,Fred Funk,6
66,T58,T58,Robert Garrigus,6
67,T58,T58,Lucas Glover,6
68,T58,T58,Retief Goosen,6
69,T58,T58,Todd Hamilton,6
70,T58,T58,Padraig Harrington,6
71,T58,T58,J.J. Henry,6
72,T58,T58,Mark Hensby,6
73,T58,T58,Charley Hoffman,6
74,T58,T58,Anthony Kim,6
75,T58,T58,Matt Kuchar,6
76,T58,T58,Martin Laird,6
77,T58,T58,Tom Lehman,6
78,T58,T58,Frank Lickliter II,6
79,T58,T58,Troy Matteson,6
80,T58,T58,Jim McGovern,6
81,T58,T58,John Merrick,6
82,T58,T58,Jon Mills,6
83,T58,T58,Joe Ogilvie,6
84,T58,T58,Geoff Ogilvy,6
85,T58,T58,Brenden Pappas,6
86,T58,T58,Carl Pettersson,6
87,T58,T58,Tag Ridings,6
88,T58,T58,John Riegger,6
89,T58,T58,Chris Riley,6
90,T58,T58,Justin Rose,6
91,T58,T58,Adam Scott,6
92,T58,T58,John Senden,6
93,T58,T58,Patrick Sheehan,6
94,T58,T58,Scott Sterling,6
95,T58,T58,Nicholas Thompson,6
96,T58,T58,David Toms,6
97,T58,T58,Jimmy Walker,6
98,T58,T58,Y.E. Yang,6
99,T100,T100,Brad Adamonis,5
100,T100,T100,Jason Allred,5
101,T100,T100,Stephen Ames,5
102,T100,T100,Billy Andrade,5
103,T100,T100,Stuart Appleby,5
104,T100,T100,Cameron Beckman,5
105,T100,T100,Shane Bertsch,5
106,T100,T100,Bart Bryant,5
107,T100,T100,Daniel Chopra,5
108,T100,T100,Gavin Coles,5
109,T100,T100,Chad Collins,5
110,T100,T100,Ben Curtis,5
111,T100,T100,Brian Davis,5
112,T100,T100,Glen Day,5
113,T100,T100,Todd Demsey,5
114,T100,T100,Ernie Els,5
115,T100,T100,Bob Estes,5
116,T100,T100,Robert Gamez,5
117,T100,T100,Paul Goydos,5
118,T100,T100,Dudley Hart,5
119,T100,T100,J.P. Hayes,5
120,T100,T100,Bob Heintz,5
121,T100,T100,Tim Herron,5
122,T100,T100,Lee Janzen,5
123,T100,T100,Brandt Jobe,5
124,T100,T100,Matt Jones,5
125,T100,T100,Craig Kanada,5
126,T100,T100,Greg Kraft,5
127,T100,T100,Steve Lowery,5
128,T100,T100,Will MacKenzie,5
129,T100,T100,Hunter Mahan,5
130,T100,T100,Scott McCarron,5
131,T100,T100,Parker McLachlin,5
132,T100,T100,Rocco Mediate,5
133,T100,T100,Ryan Moore,5
134,T100,T100,Nick O'Hern,5
135,T100,T100,Jesper Parnevik,5
136,T100,T100,Tom Pernice Jr.,5
137,T100,T100,Tim Petrovic,5
138,T100,T100,Jeff Quinney,5
139,T100,T100,Brett Rumford,5
140,T100,T100,Tom Scherrer,5
141,T100,T100,Heath Slocum,5
