,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
250,T217,T217,Jhonattan Vegas,4
251,T217,T217,Casey Wittenberg,4
252,T253,T253,Paul Azinger,3
253,T253,T253,Notah Begay III,3
254,T253,T253,Ryan Blaum,3
255,T253,T253,Casey Bourque,3
256,T253,T253,Kris Cox,3
257,T253,T253,Stuart Deane,3
258,T253,T253,Nick Dougherty,3
259,T253,T253,John Douma,3
260,T253,T253,Rick Fehr,3
261,T253,T253,Philip Francis,3
262,T253,T253,Brent Geiberger,3
263,T253,T253,Richard Green,3
264,T253,T253,Anders Hansen,3
265,T253,T253,Gabriel Hjertstedt,3
266,T253,T253,Robert Karlsson,3
267,T253,T253,Jonathan Kaye,3
268,T253,T253,Chris Kirk,3
269,T253,T253,Bob May,3
270,T253,T253,Graeme McDowell,3
271,T253,T253,Kiyoshi Miyazato,3
272,T253,T253,Greg Norman,3
273,T253,T253,Mark O'Meara,3
274,T253,T253,Arron Oberholser,3
275,T253,T253,Deane Pappas,3
276,T253,T253,Dennis Paulson,3
277,T253,T253,Travis Perkins,3
278,T253,T253,Nick Price,3
279,T253,T253,Andres Romero,3
280,T253,T253,Mike Ruiz,3
281,T253,T253,Richard Sterne,3
282,T253,T253,Toru Taniguchi,3
283,T253,T253,Michael Thompson,3
284,T253,T253,Kirk Triplett,3
285,T253,T253,Jon Turcott,3
286,T253,T253,Diego Vanegas,3
287,T288,T288,Alex Aragon,2
288,T288,T288,Rafael Campos,2
289,T288,T288,Brandel Chamblee,2
290,T288,T288,SSP Chawrasia,2
291,T288,T288,Darren Clarke,2
292,T288,T288,Chip Deason,2
293,T288,T288,Bryan DeCorso,2
294,T288,T288,Reid Edstrom,2
295,T288,T288,Brad Faxon,2
296,T288,T288,Richard Finch,2
297,T288,T288,Ross Fisher,2
298,T288,T288,Robert Floyd,2
299,T288,T288,Alastair Forsyth,2
300,T288,T288,David Frost,2
301,T288,T288,Tadd Fujikawa,2
302,T288,T288,"Jim Gallagher, Jr.",2
303,T288,T288,Tom Gillis,2
304,T288,T288,Rob Grube,2
305,T288,T288,Anton Haig,2
306,T288,T288,Soren Hansen,2
307,T288,T288,Grégory Havret,2
308,T288,T288,Hidemasa Hoshino,2
309,T288,T288,David Howell,2
310,T288,T288,Brendan Jones,2
311,T288,T288,Peter Karmis,2
312,T288,T288,Shingo Katayama,2
313,T288,T288,Martin Kaymer,2
314,T288,T288,Skip Kendall,2
315,T288,T288,Bernhard Langer,2
316,T288,T288,Spencer Levin,2
317,T288,T288,Jamie Lovemark,2
318,T288,T288,Prayad Marksaeng,2
319,T288,T288,Dick Mast,2
320,T288,T288,Paul McGinley,2
321,T288,T288,Spike McRoy,2
322,T288,T288,Jonathan Moore,2
323,T288,T288,Wilfredo Morales,2
324,T288,T288,John Morse,2
325,T288,T288,Chapchai Nirat,2
326,T288,T288,José María Olazábal,2
327,T288,T288,Louis Oosthuizen,2
328,T288,T288,Steve Pate,2
329,T288,T288,Stephen Poole,2
330,T288,T288,Fran Quinn,2
331,T288,T288,Brady Schnell,2
332,T288,T288,Joey Sindelar,2
333,T288,T288,Chris Smith,2
334,T288,T288,Miguel Suarez,2
335,T288,T288,Mitsuhiro Tateyama,2
336,T288,T288,Nick Taylor,2
337,T288,T288,Peter Tomasulo,2
338,T288,T288,Grant Waite,2
339,T288,T288,Duffy Waldorf,2
340,T288,T288,Drew Weaver,2
