,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,T1,T1,Stuart Appleby,23,6
1,T1,T1,Aaron Baddeley,22,6
2,T1,T1,Jim Furyk,26,6
3,T1,T1,Lucas Glover,26,6
4,T1,T1,Dudley Hart,22,6
5,T1,T1,Shigeki Maruyama,18,6
6,T1,T1,Kenny Perry,26,6
7,T1,T1,Kevin Stadler,30,6
8,T1,T1,Kevin Streelman,32,6
9,T1,T1,Steve Stricker,22,6
10,T1,T1,D.J. Trahan,27,6
11,T1,T1,Charles Warren,29,6
12,T1,T1,Tim Wilkinson,29,6
13,T1,T1,Garrett Willis,11,6
14,T15,T15,Brad Adamonis,29,5
15,T15,T15,Michael Allen,28,5
16,T15,T15,Robert Allenby,28,5
17,T15,T15,Tommy Armour III,25,5
18,T15,T15,Woody Austin,30,5
19,T15,T15,Briny Baird,30,5
20,T15,T15,Cameron Beckman,29,5
21,T15,T15,K.J. Choi,21,5
22,T15,T15,Tim Clark,27,5
23,T15,T15,Ben Crane,25,5
24,T15,T15,Jason Dufner,16,5
25,T15,T15,Ken Duke,33,5
26,T15,T15,Joe Durant,28,5
27,T15,T15,Nick Flanagan,29,5
28,T15,T15,Robert Garrigus,29,5
29,T15,T15,Brian Gay,31,5
30,T15,T15,Mathew Goggin,27,5
31,T15,T15,Nathan Green,30,5
32,T15,T15,Tim Herron,28,5
33,T15,T15,J.B. Holmes,26,5
34,T15,T15,John Huston,18,5
35,T15,T15,Zach Johnson,25,5
36,T15,T15,Anthony Kim,22,5
37,T15,T15,Matt Kuchar,27,5
38,T15,T15,Martin Laird,29,5
39,T15,T15,Michael Letzig,29,5
40,T15,T15,Peter Lonard,30,5
41,T15,T15,Davis Love III,23,5
42,T15,T15,Hunter Mahan,27,5
43,T15,T15,John Mallinger,29,5
44,T15,T15,Steve Marino,32,5
45,T15,T15,George McNeill,29,5
46,T15,T15,Spike McRoy,4,5
47,T15,T15,Rocco Mediate,27,5
48,T15,T15,Geoff Ogilvy,20,5
49,T15,T15,Ryan Palmer,22,5
50,T15,T15,Carl Pettersson,29,5
51,T15,T15,Brett Quigley,25,5
52,T15,T15,Jeff Quinney,28,5
53,T15,T15,Adam Scott,15,5
54,T15,T15,Heath Slocum,29,5
55,T15,T15,Nicholas Thompson,36,5
56,T15,T15,Bob Tway,20,5
57,T15,T15,Omar Uresti,24,5
58,T15,T15,Camilo Villegas,22,5
59,T15,T15,Nick Watney,27,5
60,T15,T15,Boo Weekley,24,5
61,T15,T15,Jay Williamson,33,5
62,T63,T63,Steve Allan,21,4
63,T63,T63,Jason Allred,23,4
64,T63,T63,Billy Andrade,24,4
65,T63,T63,Eric Axley,35,4
66,T63,T63,Paul Azinger,9,4
67,T63,T63,Rich Beem,29,4
68,T63,T63,Shane Bertsch,29,4
69,T63,T63,Ryan Blaum,1,4
70,T63,T63,Michael Bradley,14,4
71,T63,T63,Mark Brooks,17,4
72,T63,T63,Olin Browne,27,4
73,T63,T63,Jonathan Byrd,27,4
74,T63,T63,Ángel Cabrera,17,4
75,T63,T63,Mark Calcavecchia,25,4
76,T63,T63,Chad Campbell,28,4
77,T63,T63,José Coceres,13,4
78,T63,T63,Chad Collins,24,4
79,T63,T63,Kris Cox,8,4
80,T63,T63,Ben Curtis,22,4
81,T63,T63,Brian Davis,34,4
82,T63,T63,Glen Day,19,4
83,T63,T63,Jason Day,28,4
84,T63,T63,Todd Demsey,25,4
85,T63,T63,Chris DiMarco,29,4
86,T63,T63,James Driscoll,28,4
87,T63,T63,Steve Elkington,25,4
88,T63,T63,Ernie Els,16,4
89,T63,T63,Bob Estes,28,4
90,T63,T63,Niclas Fasth,10,4
91,T63,T63,Steve Flesch,29,4
92,T63,T63,Dan Forsman,11,4
93,T63,T63,Carlos Franco,25,4
94,T63,T63,Cody Freeman,26,4
95,T63,T63,Tommy Gainey,24,4
96,T63,T63,Robert Gamez,26,4
97,T63,T63,Retief Goosen,18,4
98,T63,T63,Jason Gore,33,4
99,T63,T63,Paul Goydos,25,4
100,T63,T63,Bill Haas,31,4
101,T63,T63,Todd Hamilton,28,4
102,T63,T63,Anders Hansen,6,4
103,T63,T63,Padraig Harrington,15,4
104,T63,T63,J.J. Henry,34,4
105,T63,T63,Mark Hensby,26,4
106,T63,T63,Charley Hoffman,29,4
107,T63,T63,Charles Howell III,31,4
108,T63,T63,Ryuji Imada,25,4
109,T63,T63,Trevor Immelman,22,4
110,T63,T63,Freddie Jacobson,24,4
111,T63,T63,Lee Janzen,28,4
112,T63,T63,Richard Johnson,21,4
113,T63,T63,Dustin Johnson,30,4
114,T63,T63,Kent Jones,23,4
115,T63,T63,Craig Kanada,23,4
116,T63,T63,Jerry Kelly,31,4
117,T63,T63,Søren Kjeldsen,3,4
118,T63,T63,J.T. Kohut,3,4
119,T63,T63,Greg Kraft,21,4
120,T63,T63,Cliff Kresge,28,4
121,T63,T63,Doug LaBelle II,22,4
122,T63,T63,Justin Leonard,25,4
123,T63,T63,Frank Lickliter II,32,4
124,T63,T63,Steve Lowery,25,4
125,T63,T63,Jeff Maggert,28,4
126,T63,T63,Len Mattiace,11,4
127,T63,T63,Billy Mayfair,29,4
128,T63,T63,Scott McCarron,22,4
129,T63,T63,Jim McGovern,26,4
130,T63,T63,Phil Mickelson,21,4
131,T63,T63,Alan Morin,2,4
132,T63,T63,Kevin Na,29,4
133,T63,T63,Nick O'Hern,26,4
134,T63,T63,Joe Ogilvie,29,4
135,T63,T63,Jeff Overton,32,4
136,T63,T63,Rod Pampling,28,4
137,T63,T63,Brenden Pappas,24,4
138,T63,T63,Jin Park,30,4
139,T63,T63,Jesper Parnevik,29,4
140,T63,T63,Corey Pavin,20,4
141,T63,T63,Pat Perez,27,4
142,T63,T63,Tom Pernice Jr.,30,4
143,T63,T63,Chez Reavie,30,4
144,T63,T63,Tag Ridings,29,4
145,T63,T63,John Rollins,28,4
146,T63,T63,Justin Rose,15,4
147,T63,T63,Brett Rumford,26,4
148,T63,T63,Rory Sabbatini,23,4
149,T63,T63,Tom Scherrer,20,4
150,T63,T63,Charl Schwartzel,1,4
151,T63,T63,Patrick Sheehan,35,4
152,T63,T63,Jeev Milkha Singh,5,4
153,T63,T63,Chris Smith,5,4
154,T63,T63,Brandt Snedeker,26,4
155,T63,T63,Paul Stankowski,13,4
156,T63,T63,Scott Sterling,28,4
157,T63,T63,Kevin Sutherland,26,4
158,T63,T63,Vaughn Taylor,32,4
159,T63,T63,David Toms,20,4
160,T63,T63,Marc Turnesa,29,4
161,T63,T63,Bo Van Pelt,32,4
162,T63,T63,Scott Verplank,24,4
163,T63,T63,Johnson Wagner,26,4
164,T63,T63,Jimmy Walker,24,4
165,T63,T63,Bubba Watson,29,4
166,T63,T63,Mike Weir,26,4
167,T63,T63,Charlie Wi,27,4
168,T63,T63,Dean Wilson,32,4
169,T63,T63,Mark Wilson,29,4
170,T63,T63,Casey Wittenberg,4,4
171,T63,T63,Y.E. Yang,29,4
