,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,Rory Sabbatini,23,16
1,T2,T2,Steve Flesch,29,12
2,T2,T2,Dudley Hart,22,12
3,4,4,Steve Elkington,25,11
4,T5,T5,Chad Campbell,28,10
5,T5,T5,Tim Clark,27,10
6,T5,T5,Nathan Green,30,10
7,T5,T5,Rocco Mediate,27,10
8,T5,T5,Andres Romero,20,10
9,T5,T5,Mike Weir,26,10
10,T5,T5,Mark Wilson,29,10
11,T12,T12,Robert Allenby,28,9
12,T12,T12,Stephen Ames,24,9
13,T12,T12,Billy Andrade,24,9
14,T12,T12,Eric Axley,35,9
15,T12,T12,Shane Bertsch,29,9
16,T12,T12,Jason Bohn,15,9
17,T12,T12,Mark Calcavecchia,25,9
18,T12,T12,Paul Claxton,23,9
19,T12,T12,Ben Crane,25,9
20,T12,T12,Ben Curtis,22,9
21,T12,T12,Rickie Fowler,2,9
22,T12,T12,Carlos Franco,25,9
23,T12,T12,Retief Goosen,18,9
24,T12,T12,Ryuji Imada,25,9
25,T12,T12,Cliff Kresge,28,9
26,T12,T12,Martin Laird,29,9
27,T12,T12,Stephen Leaney,17,9
28,T12,T12,Scott McCarron,22,9
29,T12,T12,Shaun Micheel,16,9
30,T12,T12,John Rollins,28,9
31,T12,T12,Dave Rummells,2,9
32,T12,T12,Patrick Sheehan,35,9
33,T12,T12,Scott Sterling,28,9
34,T12,T12,Scott Verplank,24,9
35,T12,T12,Bubba Watson,29,9
36,T37,T37,Michael Allen,28,8
37,T37,T37,Stuart Appleby,23,8
38,T37,T37,Aaron Baddeley,22,8
39,T37,T37,Craig Barlow,15,8
40,T37,T37,Notah Begay III,9,8
41,T37,T37,Alejandro Cañizares,16,8
42,T37,T37,Erik Compton,1,8
43,T37,T37,Brian Davis,34,8
44,T37,T37,Marco Dawson,21,8
45,T37,T37,Todd Demsey,25,8
46,T37,T37,Nick Dougherty,8,8
47,T37,T37,Ken Duke,33,8
48,T37,T37,Bob Estes,28,8
49,T37,T37,Cody Freeman,26,8
50,T37,T37,Fred Funk,14,8
51,T37,T37,Robert Garrigus,29,8
52,T37,T37,Mathew Goggin,27,8
53,T37,T37,Bob Heintz,17,8
54,T37,T37,Tim Herron,28,8
55,T37,T37,Trevor Immelman,22,8
56,T37,T37,Freddie Jacobson,24,8
57,T37,T37,Craig Kanada,23,8
58,T37,T37,Shingo Katayama,5,8
59,T37,T37,Jonathan Kaye,8,8
60,T37,T37,Martin Kaymer,8,8
61,T37,T37,Greg Kraft,21,8
62,T37,T37,J.L. Lewis,16,8
63,T37,T37,Hunter Mahan,27,8
64,T37,T37,Shigeki Maruyama,18,8
65,T37,T37,Len Mattiace,11,8
66,T37,T37,Graeme McDowell,4,8
67,T37,T37,Arron Oberholser,10,8
68,T37,T37,José María Olazábal,4,8
69,T37,T37,Jeff Overton,32,8
70,T37,T37,Corey Pavin,20,8
71,T37,T37,Tom Pernice Jr.,30,8
72,T37,T37,Kenny Perry,26,8
73,T37,T37,Tim Petrovic,32,8
74,T37,T37,Carl Pettersson,29,8
75,T37,T37,Ian Poulter,15,8
76,T37,T37,Ted Purdy,25,8
77,T37,T37,Jeff Quinney,28,8
78,T37,T37,Chez Reavie,30,8
79,T37,T37,Chris Riley,17,8
80,T37,T37,Brandt Snedeker,26,8
81,T37,T37,Bob Sowards,22,8
82,T37,T37,Kyle Thompson,26,8
83,T37,T37,Nicholas Thompson,36,8
84,T37,T37,Camilo Villegas,22,8
85,T37,T37,Charlie Wi,27,8
86,T37,T37,Jay Williamson,33,8
87,T37,T37,Garrett Willis,11,8
88,T89,T89,Ryan Armour,32,7
89,T89,T89,Briny Baird,30,7
90,T89,T89,Peter Baker,1,7
91,T89,T89,Cameron Beckman,29,7
92,T89,T89,Justin Bolli,28,7
93,T89,T89,Guy Boros,6,7
94,T89,T89,Casey Bourque,1,7
95,T89,T89,Ryan Brehm,1,7
96,T89,T89,Bob Burns,7,7
97,T89,T89,Jonathan Byrd,27,7
98,T89,T89,Michael Campbell,6,7
99,T89,T89,K.J. Choi,21,7
100,T89,T89,Daniel Chopra,27,7
101,T89,T89,Stewart Cink,23,7
102,T89,T89,Gavin Coles,16,7
103,T89,T89,Chad Collins,24,7
104,T89,T89,Fred Couples,18,7
105,T89,T89,Ben Crenshaw,1,7
106,T89,T89,Jason Day,28,7
107,T89,T89,Bryan DeCorso,1,7
108,T89,T89,Ryan Dillon,1,7
109,T89,T89,Luke Donald,11,7
110,T89,T89,Ernie Els,16,7
111,T89,T89,Rick Fehr,1,7
112,T89,T89,Kenneth Ferrie,25,7
113,T89,T89,Nick Flanagan,29,7
114,T89,T89,Dan Forsman,11,7
115,T89,T89,Harrison Frazar,23,7
116,T89,T89,Jim Furyk,26,7
117,T89,T89,Tommy Gainey,24,7
118,T89,T89,Robert Gamez,26,7
119,T89,T89,Sergio Garcia,19,7
120,T89,T89,Brian Gay,31,7
121,T89,T89,Richard Green,9,7
122,T89,T89,Mathias Grönberg,30,7
123,T89,T89,Scott Gump,2,7
124,T89,T89,Bill Haas,31,7
125,T89,T89,Todd Hamilton,28,7
