,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
98,T99,T99,Justin Leonard,25,20
99,T99,T99,David Toms,20,20
100,T101,T101,Marco Dawson,21,19
101,T101,T101,John Riegger,24,19
102,T101,T101,Ron Whittaker,22,19
103,T104,T104,Brad Adamonis,29,18
104,T104,T104,Steve Lowery,25,18
105,T106,T106,Brian Davis,34,17
106,T106,T106,Billy Mayfair,29,17
107,T106,T106,Rod Pampling,28,17
108,T109,T109,Charles Howell III,31,16
109,T109,T109,Patrick Sheehan,35,16
110,T109,T109,Johnson Wagner,26,16
111,T112,T112,Hunter Mahan,27,15
112,T112,T112,Bo Van Pelt,32,15
113,T112,T112,Boo Weekley,24,15
114,T115,T115,Robert Allenby,28,14
115,T115,T115,Paul Casey,16,14
116,T115,T115,Travis Perkins,23,14
117,T115,T115,Nicholas Thompson,36,14
118,T115,T115,Bubba Watson,29,14
119,T120,T120,Mark Calcavecchia,25,13
120,T120,T120,K.J. Choi,21,13
121,T120,T120,Bill Haas,31,13
122,T120,T120,Doug LaBelle II,22,13
123,T120,T120,Jeff Maggert,28,13
124,T120,T120,Shigeki Maruyama,18,13
125,T120,T120,Jon Mills,32,13
126,T127,T127,Michael Allen,28,12
127,T127,T127,Jason Day,28,12
128,T127,T127,Steve Flesch,29,12
129,T127,T127,Tommy Gainey,24,12
130,T127,T127,George McNeill,29,12
131,T127,T127,Brenden Pappas,24,12
132,T127,T127,Jesper Parnevik,29,12
133,T134,T134,Alex Cejka,25,11
134,T134,T134,Sergio Garcia,19,11
135,T134,T134,Paul Goydos,25,11
136,T134,T134,Tag Ridings,29,11
137,T138,T138,Retief Goosen,18,10
138,T138,T138,Matt Jones,31,10
139,T138,T138,Jeff Quinney,28,10
140,T141,T141,Billy Andrade,24,9
141,T141,T141,Justin Bolli,28,9
142,T141,T141,Joe Durant,28,9
143,T141,T141,David Duval,20,9
144,T141,T141,Craig Kanada,23,9
145,T141,T141,John Mallinger,29,9
146,T141,T141,Troy Matteson,30,9
147,T141,T141,Ryan Palmer,22,9
148,T141,T141,Tim Petrovic,32,9
149,T150,T150,Bob Estes,28,8
150,T150,T150,J.J. Henry,34,8
151,T150,T150,Mark Hensby,26,8
152,T153,T153,Lucas Glover,26,7
153,T153,T153,Scott McCarron,22,7
154,T153,T153,Phil Mickelson,21,7
155,T156,T156,Glen Day,19,6
156,T156,T156,Chris DiMarco,29,6
157,T156,T156,Cody Freeman,26,6
158,T156,T156,John Huston,18,6
159,T156,T156,Greg Kraft,21,6
160,T156,T156,Martin Laird,29,6
161,T156,T156,Will MacKenzie,21,6
162,T156,T156,Scott Sterling,28,6
163,T164,T164,Tim Herron,28,5
164,T164,T164,Lee Janzen,28,5
165,T164,T164,Cliff Kresge,28,5
166,T164,T164,Heath Slocum,29,5
167,T164,T164,Bob Sowards,22,5
168,T169,T169,Stewart Cink,23,4
169,T169,T169,Jeff Gove,18,4
170,T169,T169,Parker McLachlin,27,4
171,T169,T169,Ryan Moore,24,4
172,T169,T169,Tom Pernice Jr.,30,4
173,T169,T169,Chez Reavie,30,4
174,T175,T175,Eric Axley,35,3
175,T175,T175,Paul Claxton,23,3
176,T175,T175,Zach Johnson,25,3
177,T175,T175,Camilo Villegas,22,3
178,T175,T175,Tim Wilkinson,29,3
179,T175,T175,Dean Wilson,32,3
180,T181,T181,Tom Lehman,17,2
181,T181,T181,Jim McGovern,26,2
182,T181,T181,Vaughn Taylor,32,2
183,T184,T184,Jonathan Byrd,27,1
184,T184,T184,Alejandro Cañizares,16,1
185,T184,T184,Fred Couples,18,1
186,T184,T184,Ernie Els,16,1
187,T184,T184,John Merrick,28,1
188,T184,T184,Kyle Thompson,26,1
189,T184,T184,Scott Verplank,24,1
