,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Troy Matteson,30,31,3.0,4,13,2008480
1,2,2,Nick Watney,27,30,1.0,2,4,2008010
2,T3,T3,Mark Calcavecchia,25,29,1.0,1,18,2008010
3,T3,T3,Fred Couples,18,29,3.0,1,6,2008460
4,T3,T3,Vijay Singh,23,29,1.0,2,9,2008010
5,T3,T3,Kevin Sutherland,26,29,2.0,4,11,2008290
6,T7,T7,Hunter Mahan,27,28,3.0,3,11,2008010
7,T7,T7,George McNeill,29,28,,2,13,2008470
8,T7,T7,Steve Stricker,22,28,,3,3,2008010
9,T10,T10,Briny Baird,30,27,4.0,4,6,2008370
10,T10,T10,Jeff Maggert,28,27,,3,3,2008030
11,T10,T10,Bo Van Pelt,32,27,1.0,2,16,2008410
12,T13,T13,J.J. Henry,34,26,1.0,2,8,2008370
13,T13,T13,Nick O'Hern,26,26,1.0,1,14,2008280
14,T15,T15,Tom Byrum,12,25,6.0,1,18,2008220
15,T15,T15,Bill Haas,31,25,9.0,1,18,2008460
16,T15,T15,Steve Marino,32,25,3.0,2,10,2008490
17,T15,T15,Brenden Pappas,24,25,,1,6,2008490
18,T15,T15,Patrick Sheehan,35,25,1.0,2,11,2008460
19,T15,T15,Scott Sterling,28,25,1.0,4,11,2008450
20,T15,T15,Jay Williamson,33,25,,1,12,2008410
21,T22,T22,Tommy Armour III,25,24,,3,4,2008270
22,T22,T22,Michael Bradley,14,24,,3,12,2008440
23,T22,T22,Olin Browne,27,24,,4,17,2008440
24,T22,T22,Jeff Overton,32,24,,1,5,2008440
25,T22,T22,Chris Riley,17,24,1.0,2,1,2008470
26,T22,T22,Kirk Triplett,9,24,3.0,1,15,2008300
27,T22,T22,Y.E. Yang,29,24,1.0,2,8,2008470
28,T29,T29,Chad Campbell,28,23,,2,9,2008270
29,T29,T29,Ben Crane,25,23,,2,11,2008030
30,T29,T29,Brian Gay,31,23,,4,4,2008450
31,T29,T29,Ryan Palmer,22,23,,1,16,2008060
32,T29,T29,Graeme Storm,3,23,,3,1,2008140
33,T29,T29,David Toms,20,23,4.0,1,8,2008450
34,T29,T29,Boo Weekley,24,23,4.0,2,7,2008390
35,T36,T36,Robert Allenby,28,22,8.0,1,10,2008490
36,T36,T36,Brian Davis,34,22,4.0,1,9,2008460
37,T36,T36,Ken Duke,33,22,1.0,4,10,2008480
38,T36,T36,Tommy Gainey,24,22,2.0,1,16,2008490
39,T36,T36,Mathias Grönberg,30,22,3.0,4,15,2008470
40,T36,T36,Matt Kuchar,27,22,5.0,4,7,2008460
41,T36,T36,Parker McLachlin,27,22,1.0,3,12,2008460
42,T43,T43,Michael Allen,28,21,1.0,3,10,2008220
43,T43,T43,Stuart Appleby,23,21,1.0,2,6,2008040
44,T43,T43,Jason Bohn,15,21,,4,9,2008030
45,T43,T43,Chris DiMarco,29,21,9.0,2,1,2008460
46,T43,T43,Nick Flanagan,29,21,,2,2,2008450
47,T43,T43,Lucas Glover,26,21,5.0,1,5,2008370
48,T43,T43,Tim Herron,28,21,3.0,1,7,2008390
49,T43,T43,John Huston,18,21,13.0,1,14,2008460
50,T43,T43,Chez Reavie,30,21,,2,10,2008310
51,T43,T43,Brett Rumford,26,21,,3,14,2008030
52,T43,T43,Rory Sabbatini,23,21,4.0,2,16,2008010
53,T43,T43,John Senden,28,21,4.0,3,10,2008030
54,T55,T55,Stephen Ames,24,20,2.0,2,13,2008020
55,T55,T55,Stewart Cink,23,20,,3,6,2008220
56,T55,T55,Mathew Goggin,27,20,2.0,4,6,2008460
57,T55,T55,Zach Johnson,25,20,,1,7,2008490
58,T55,T55,Anthony Kim,22,20,4.0,3,11,2008400
59,T55,T55,Brett Quigley,25,20,,1,11,2008270
60,T55,T55,John Riegger,24,20,4.0,3,12,2008370
61,T55,T55,Tom Scherrer,20,20,,2,15,2008410
62,T55,T55,Heath Slocum,29,20,2.0,1,2,2008210
63,T55,T55,Kevin Streelman,32,20,1.0,4,5,2008460
64,T55,T55,Vaughn Taylor,32,20,2.0,4,18,2008030
65,T55,T55,Charles Warren,29,20,12.0,2,18,2008460
66,T55,T55,Brett Wetterich,11,20,,3,3,2008040
67,T68,T68,Woody Austin,30,19,1.0,1,7,2008460
68,T68,T68,Brian Bateman,18,19,,2,17,2008100
69,T68,T68,Daniel Chopra,27,19,4.0,4,18,2008010
70,T68,T68,Gavin Coles,16,19,2.0,3,3,2008310
71,T68,T68,Joe Durant,28,19,,4,7,2008450
72,T68,T68,Kenneth Ferrie,25,19,6.0,2,7,2008450
73,T68,T68,Fred Funk,14,19,2.0,3,10,2008010
74,T68,T68,Jim Furyk,26,19,1.0,3,5,2008010
75,T68,T68,Bob Heintz,17,19,1.0,1,11,2008490
76,T68,T68,Charley Hoffman,29,19,9.0,3,10,2008010
77,T68,T68,Charles Howell III,31,19,,3,14,2008280
78,T68,T68,Dustin Johnson,30,19,3.0,4,16,2008030
79,T68,T68,Justin Leonard,25,19,6.0,1,2,2008030
80,T68,T68,Joe Ogilvie,29,19,2.0,1,11,2008310
81,T68,T68,Tom Pernice Jr.,30,19,,2,12,2008450
82,T68,T68,Kenny Perry,26,19,1.0,2,5,2008220
83,T84,T84,Eric Axley,35,18,,2,17,2008450
84,T84,T84,Alex Cejka,25,18,3.0,1,6,2008120
85,T84,T84,Tim Clark,27,18,1.0,1,15,2008390
86,T84,T84,Jason Day,28,18,,4,6,2008460
87,T84,T84,Todd Demsey,25,18,1.0,2,2,2008460
88,T84,T84,Paul Goydos,25,18,,1,1,2008450
89,T84,T84,Dudley Hart,22,18,2.0,3,14,2008400
90,T84,T84,J.B. Holmes,26,18,,4,1,2008380
91,T84,T84,Ryuji Imada,25,18,6.0,1,17,2008370
92,T84,T84,Stephen Leaney,17,18,3.0,2,11,2008270
93,T84,T84,Billy Mayfair,29,18,,2,6,2008100
94,T84,T84,John Merrick,28,18,,2,18,2008150
95,T84,T84,Chris Stroud,29,18,,2,12,2008490
96,T84,T84,Johnson Wagner,26,18,1.0,2,17,2008240
97,T98,T98,Brad Adamonis,29,17,4.0,1,3,2008040
98,T98,T98,Steve Allan,21,17,,4,16,2008450
99,T98,T98,Ryan Armour,32,17,6.0,3,14,2008440
100,T98,T98,Aaron Baddeley,22,17,5.0,4,3,2008010
101,T98,T98,Justin Bolli,28,17,2.0,3,15,2008370
102,T98,T98,Alejandro Cañizares,16,17,7.0,2,18,2008450
103,T98,T98,K.J. Choi,21,17,1.0,2,3,2008020
104,T98,T98,Robert Gamez,26,17,,4,13,2008450
105,T98,T98,Jason Gore,33,17,,2,11,2008150
106,T98,T98,Todd Hamilton,28,17,2.0,2,10,2008280
107,T98,T98,J.P. Hayes,26,17,4.0,2,1,2008410
108,T98,T98,Richard Johnson,21,17,,1,5,2008450
109,T98,T98,Kent Jones,23,17,6.0,1,9,2008270
110,T98,T98,Brendan Jones,5,17,,3,14,2008140
111,T98,T98,Davis Love III,23,17,,4,1,2008470
112,T98,T98,Steve Lowery,25,17,3.0,3,13,2008060
113,T98,T98,Spike McRoy,4,17,3.0,1,7,2008220
114,T98,T98,Geoff Ogilvy,20,17,,4,14,2008170
115,T98,T98,Tim Petrovic,32,17,,4,1,2008490
116,T98,T98,Ted Purdy,25,17,1.0,2,10,2008490
117,T98,T98,Tag Ridings,29,17,3.0,2,7,2008480
118,T98,T98,D.J. Trahan,27,17,,3,4,2008270
119,T98,T98,Omar Uresti,24,17,2.0,3,17,2008460
120,T121,T121,Rich Beem,29,16,1.0,4,3,2008030
121,T121,T121,Jonathan Byrd,27,16,2.0,1,1,2008470
122,T121,T121,Jason Dufner,16,16,1.0,1,1,2008330
123,T121,T121,Bob Estes,28,16,11.0,4,5,2008460
124,T121,T121,Nathan Green,30,16,1.0,1,1,2008450
125,T121,T121,Lee Janzen,28,16,4.0,3,8,2008490
126,T121,T121,Craig Kanada,23,16,,1,1,2008220
127,T121,T121,Jerry Kelly,31,16,,3,13,2008300
128,T121,T121,John Mallinger,29,16,,3,11,2008310
129,T121,T121,Ryan Moore,24,16,4.0,2,10,2008460
130,T121,T121,Kevin Na,29,16,2.0,1,15,2008380
131,T121,T121,Scott Verplank,24,16,3.0,2,9,2008030
132,T121,T121,Tim Wilkinson,29,16,,4,7,2008480
133,T121,T121,Dean Wilson,32,16,2.0,1,5,2008310
134,T121,T121,Casey Wittenberg,4,16,3.0,1,17,2008410
135,T136,T136,Shane Bertsch,29,15,,2,10,2008490
136,T136,T136,Bart Bryant,23,15,1.0,2,8,2008230
137,T136,T136,Paul Claxton,23,15,2.0,2,10,2008460
138,T136,T136,Glen Day,19,15,1.0,3,9,2008280
139,T136,T136,James Driscoll,28,15,6.0,3,10,2008220
140,T136,T136,Steve Flesch,29,15,2.0,3,18,2008220
141,T136,T136,Sergio Garcia,19,15,8.0,2,18,2008260
142,T136,T136,Freddie Jacobson,24,15,,4,6,2008400
143,T136,T136,Richard Johnson,29,15,1.0,1,8,2008470
144,T136,T136,Cliff Kresge,28,15,4.0,3,15,2008030
145,T136,T136,Frank Lickliter II,32,15,,2,7,2008410
146,T136,T136,Peter Lonard,30,15,,1,18,2008150
147,T136,T136,Shigeki Maruyama,18,15,1.0,1,16,2008280
148,T136,T136,Jon Mills,32,15,3.0,3,17,2008370
149,T136,T136,Sean O'Hair,25,15,2.0,2,6,2008470
150,T136,T136,Kevin Stadler,30,15,2.0,2,13,2008290
151,T136,T136,Kyle Thompson,26,15,,1,18,2008490
152,T136,T136,Bob Tway,20,15,,3,16,2008280
153,T136,T136,Bubba Watson,29,15,,2,14,2008030
154,T136,T136,Mike Weir,26,15,5.0,4,1,2008030
155,T136,T136,Mark Wilson,29,15,2.0,2,14,2008330
156,T157,T157,Billy Andrade,24,14,,1,16,2008280
157,T157,T157,Craig Barlow,15,14,,3,10,2008280
158,T157,T157,Cameron Beckman,29,14,9.0,1,16,2008150
159,T157,T157,Mark Brooks,17,14,4.0,2,2,2008300
160,T157,T157,Ángel Cabrera,17,14,,3,14,2008010
161,T157,T157,Paul Casey,16,14,1.0,3,17,2008350
162,T157,T157,Kris Cox,8,14,2.0,3,6,2008060
163,T157,T157,Nick Dougherty,8,14,,2,13,2008170
164,T157,T157,Brad Elder,23,14,,1,7,2008460
165,T157,T157,Carlos Franco,25,14,,4,7,2008150
166,T157,T157,Harrison Frazar,23,14,,1,18,2008470
167,T157,T157,Robert Garrigus,29,14,6.0,3,3,2008490
168,T157,T157,Mark Hensby,26,14,1.0,2,17,2008280
169,T157,T157,Matt Jones,31,14,,4,16,2008040
170,T157,T157,Skip Kendall,6,14,,2,1,2008220
171,T157,T157,Greg Kraft,21,14,,4,3,2008410
172,T157,T157,Doug LaBelle II,22,14,4.0,2,1,2008280
173,T157,T157,David Lutterus,23,14,1.0,2,15,2008370
174,T157,T157,Scott McCarron,22,14,1.0,2,15,2008470
175,T157,T157,Jim McGovern,26,14,7.0,1,6,2008370
176,T157,T157,Rocco Mediate,27,14,1.0,3,10,2008280
177,T157,T157,Phil Mickelson,21,14,2.0,4,16,2008120
178,T157,T157,Larry Mize,16,14,6.0,2,9,2008410
179,T157,T157,Arron Oberholser,10,14,5.0,2,1,2008280
180,T157,T157,Jin Park,30,14,,2,6,2008280
181,T157,T157,Jesper Parnevik,29,14,,2,6,2008460
182,T157,T157,Pat Perez,27,14,2.0,1,5,2008200
183,T157,T157,Travis Perkins,23,14,6.0,2,10,2008030
184,T157,T157,Carl Pettersson,29,14,,1,10,2008390
185,T157,T157,Ian Poulter,15,14,,4,7,2008140
186,T157,T157,Dustin Risdon,1,14,,1,7,2008330
187,T157,T157,Adam Scott,15,14,1.0,3,5,2008170
188,T157,T157,Bob Sowards,22,14,,4,15,2008450
189,T157,T157,Henrik Stenson,9,14,1.0,3,17,2008010
190,T157,T157,Nicholas Thompson,36,14,4.0,1,10,2008300
191,T157,T157,Esteban Toledo,3,14,,2,11,2008220
192,T157,T157,Jhonattan Vegas,1,14,2.0,3,1,2008450
193,T157,T157,Ron Whittaker,22,14,4.0,2,13,2008480
194,T195,T195,Jason Allred,23,13,,1,4,2008280
195,T195,T195,Darren Clarke,2,13,,4,10,2008350
196,T195,T195,Erik Compton,1,13,,2,12,2008490
197,T195,T195,John Daly,17,13,,2,5,2008370
198,T195,T195,Steve Elkington,25,13,6.0,4,3,2008220
199,T195,T195,Jeff Gove,18,13,1.0,1,10,2008300
200,T195,T195,Anders Hansen,6,13,,1,6,2008160
201,T195,T195,Martin Laird,29,13,,1,7,2008390
