,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Kenny Perry,11
1,2,2,Kevin Streelman,10
2,T3,T3,Tommy Armour III,9
3,T3,T3,Chad Campbell,9
4,T5,T5,Ken Duke,8
5,T5,T5,Brian Gay,8
6,T5,T5,Michael Letzig,8
7,T5,T5,Davis Love III,8
8,T5,T5,George McNeill,8
9,T5,T5,Kevin Sutherland,8
10,T5,T5,Bubba Watson,8
11,T5,T5,Mike Weir,8
12,T13,T13,Woody Austin,7
13,T13,T13,Ben Crane,7
14,T13,T13,Bill Haas,7
15,T13,T13,Justin Leonard,7
16,T13,T13,Chez Reavie,7
17,T13,T13,Rory Sabbatini,7
18,T13,T13,Chris Stroud,7
19,T13,T13,Marc Turnesa,7
20,T13,T13,Bo Van Pelt,7
21,T22,T22,Carlos Franco,6
22,T22,T22,Mark Hensby,6
23,T22,T22,Zach Johnson,6
24,T22,T22,Dustin Johnson,6
25,T22,T22,Anthony Kim,6
26,T22,T22,Jeff Overton,6
27,T22,T22,Patrick Sheehan,6
28,T22,T22,Bob Tway,6
29,T22,T22,Nick Watney,6
30,T22,T22,Charlie Wi,6
31,T32,T32,Steve Allan,5
32,T32,T32,Robert Allenby,5
33,T32,T32,Stephen Ames,5
34,T32,T32,Billy Andrade,5
35,T32,T32,Briny Baird,5
36,T32,T32,Cameron Beckman,5
37,T32,T32,Shane Bertsch,5
38,T32,T32,Bart Bryant,5
39,T32,T32,K.J. Choi,5
40,T32,T32,Daniel Chopra,5
41,T32,T32,Stewart Cink,5
42,T32,T32,Chad Collins,5
43,T32,T32,Brian Davis,5
44,T32,T32,Glen Day,5
45,T32,T32,Joe Durant,5
46,T32,T32,Brad Elder,5
47,T32,T32,Steve Elkington,5
48,T32,T32,Robert Gamez,5
49,T32,T32,Mathew Goggin,5
50,T32,T32,Jason Gore,5
51,T32,T32,Dudley Hart,5
52,T32,T32,Tim Herron,5
53,T32,T32,Charley Hoffman,5
54,T32,T32,Brandt Jobe,5
55,T32,T32,Greg Kraft,5
56,T32,T32,Matt Kuchar,5
57,T32,T32,Hunter Mahan,5
58,T32,T32,Steve Marino,5
59,T32,T32,Billy Mayfair,5
60,T32,T32,Parker McLachlin,5
61,T32,T32,Ryan Moore,5
62,T32,T32,Nick O'Hern,5
63,T32,T32,Rod Pampling,5
64,T32,T32,Pat Perez,5
65,T32,T32,Tom Pernice Jr.,5
66,T32,T32,John Riegger,5
67,T32,T32,Heath Slocum,5
68,T32,T32,Omar Uresti,5
69,T32,T32,Scott Verplank,5
70,T32,T32,Jimmy Walker,5
71,T32,T32,Tim Wilkinson,5
72,T32,T32,Dean Wilson,5
73,T32,T32,Mark Wilson,5
74,T32,T32,Tiger Woods,5
75,T76,T76,Brad Adamonis,4
76,T76,T76,Michael Allen,4
77,T76,T76,Jason Allred,4
78,T76,T76,Eric Axley,4
79,T76,T76,Aaron Baddeley,4
80,T76,T76,Rich Beem,4
81,T76,T76,Justin Bolli,4
82,T76,T76,Mark Brooks,4
83,T76,T76,Jonathan Byrd,4
84,T76,T76,Alejandro Cañizares,4
85,T76,T76,Paul Casey,4
86,T76,T76,Tim Clark,4
87,T76,T76,Gavin Coles,4
88,T76,T76,Ben Curtis,4
89,T76,T76,Jason Day,4
90,T76,T76,Todd Demsey,4
91,T76,T76,Chris DiMarco,4
92,T76,T76,James Driscoll,4
93,T76,T76,Jason Dufner,4
94,T76,T76,Bob Estes,4
95,T76,T76,Steve Flesch,4
96,T76,T76,Harrison Frazar,4
97,T76,T76,Jim Furyk,4
98,T76,T76,Tommy Gainey,4
99,T76,T76,Lucas Glover,4
100,T76,T76,Todd Hamilton,4
101,T76,T76,J.J. Henry,4
102,T76,T76,Charles Howell III,4
103,T76,T76,John Huston,4
104,T76,T76,Ryuji Imada,4
105,T76,T76,Lee Janzen,4
106,T76,T76,Kent Jones,4
107,T76,T76,Jerry Kelly,4
108,T76,T76,Cliff Kresge,4
109,T76,T76,Danny Lee,4
110,T76,T76,Frank Lickliter II,4
111,T76,T76,Peter Lonard,4
112,T76,T76,David Lutterus,4
113,T76,T76,John Mallinger,4
114,T76,T76,Troy Matteson,4
115,T76,T76,Scott McCarron,4
116,T76,T76,Rocco Mediate,4
117,T76,T76,John Merrick,4
118,T76,T76,Phil Mickelson,4
119,T76,T76,Jon Mills,4
120,T76,T76,Kevin Na,4
121,T76,T76,Sean O'Hair,4
122,T76,T76,Joe Ogilvie,4
123,T76,T76,Geoff Ogilvy,4
124,T76,T76,Ryan Palmer,4
125,T76,T76,Brenden Pappas,4
126,T76,T76,Jesper Parnevik,4
