,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
0,1,1,Tiger Woods,29,2006280
1,2,2,Robert Allenby,27,2008030
2,3,3,Phil Mickelson,18,2008070
3,4,4,Anthony Kim,15,2008180
4,T5,T5,Stuart Appleby,13,2008210
5,T5,T5,Ken Duke,13,2008300
6,T5,T5,Sergio Garcia,13,2008190
7,T5,T5,Mark Wilson,13,2008290
8,T9,T9,Jim Furyk,12,2008240
9,T9,T9,Justin Leonard,12,2008230
10,T11,T11,Robert Karlsson,10,2007340
11,T11,T11,Craig Lile,10,2007320
12,T11,T11,Carl Pettersson,10,2008330
13,T11,T11,D.A. Points,10,2006380
14,T15,T15,Peter Hanson,9,2005300
15,T15,T15,Charley Hoffman,9,2008330
16,T15,T15,Andres Romero,9,2008260
17,T15,T15,Steve Stricker,9,2008260
18,T15,T15,Mike Weir,9,2008320
19,T20,T20,Ben Curtis,8,2008270
20,T20,T20,Todd Demsey,8,2008370
21,T20,T20,Jeff Overton,8,2008380
22,T20,T20,Charlie Wi,8,2008330
23,T24,T24,Woody Austin,7,2008390
24,T24,T24,Steve Marino,7,2008390
25,T24,T24,Paul McGinley,7,2006370
26,T27,T27,Chad Campbell,6,2008380
27,T27,T27,Bob Estes,6,2008440
28,T27,T27,Robert Gamez,6,2008410
29,T27,T27,Lucas Glover,6,2008320
30,T27,T27,Frank Lickliter II,6,2008440
31,T27,T27,Tom Pernice Jr.,6,2008390
32,T27,T27,Michael Sim,6,2008080
33,T27,T27,Brandt Snedeker,6,2008350
34,T27,T27,Kevin Sutherland,6,2008380
35,T27,T27,Doug Tewell,6,1999230
36,T27,T27,Bob Tway,6,2008370
37,T27,T27,Scott Verplank,6,2008380
38,T39,T39,Ángel Cabrera,5,2008350
39,T39,T39,Stewart Cink,5,2008380
40,T39,T39,Joe Durant,5,2008440
41,T39,T39,Steve Flesch,5,2008390
42,T39,T39,Ryuji Imada,5,2008390
43,T39,T39,Martin Laird,5,2008450
44,T39,T39,Wayne Levi,5,2001300
45,T39,T39,Hunter Mahan,5,2008380
46,T39,T39,Pat Perez,5,2008390
47,T39,T39,John Riegger,5,2008450
48,T39,T39,Chris Stroud,5,2008450
49,T39,T39,Nick Watney,5,2008440
50,T39,T39,Tim Wilkinson,5,2008440
51,T52,T52,Olin Browne,4,2008440
52,T52,T52,K.J. Choi,4,2008380
53,T52,T52,Brendon de Jonge,4,2007450
54,T52,T52,Chris DiMarco,4,2008450
55,T52,T52,Mark Foster,4,2003300
56,T52,T52,Robert Garrigus,4,2008460
57,T52,T52,Richard Green,4,2008240
58,T52,T52,Mathias Grönberg,4,2008460
59,T52,T52,Anton Haig,4,2007130
60,T52,T52,Trevor Immelman,4,2008380
61,T52,T52,Jonathan Lomas,4,1995290
62,T52,T52,Graeme McDowell,4,2008140
63,T52,T52,Kenny Perry,4,2008380
64,T52,T52,Justin Rose,4,2008270
65,T52,T52,Vijay Singh,4,2008380
66,T52,T52,Kevin Streelman,4,2008450
67,T52,T52,Esteban Toledo,4,2007080
68,T52,T52,Omar Uresti,4,2008460
69,T52,T52,Y.E. Yang,4,2008460
70,T71,T71,Arjun Atwal,3,2007420
71,T71,T71,Aaron Baddeley,3,2008390
72,T71,T71,Cameron Beckman,3,2008470
73,T71,T71,Grégory Bourdy,3,2006440
74,T71,T71,Paul Broadhurst,3,2006440
75,T71,T71,Mark Brown,3,2008140
76,T71,T71,Bart Bryant,3,2008390
77,T71,T71,Luke Donald,3,2008210
78,T71,T71,Ernie Els,3,2008390
79,T71,T71,Alastair Forsyth,3,2007310
80,T71,T71,Hiroyuki Fujita,3,2004290
81,T71,T71,Dudley Hart,3,2008400
82,T71,T71,J.J. Henry,3,2008470
83,T71,T71,Tim Herron,3,2008450
84,T71,T71,J.B. Holmes,3,2008400
85,T71,T71,Lee Janzen,3,2008470
86,T71,T71,Chris Kirk,3,2008220
87,T71,T71,Will MacKenzie,3,2008460
88,T71,T71,Bob May,3,2008080
89,T71,T71,Yusaku Miyazato,3,2006360
90,T71,T71,Sean O'Hair,3,2008440
91,T71,T71,Ryan Palmer,3,2008470
92,T71,T71,Tom Scherrer,3,2008460
93,T71,T71,Bob Shearer,3,1984320
94,T71,T71,Henrik Stenson,3,2008320
95,T71,T71,Michael Thompson,3,2008260
96,T71,T71,D.J. Trahan,3,2008390
97,T71,T71,Camilo Villegas,3,2008390
98,T71,T71,Johnson Wagner,3,2008390
99,T71,T71,Boo Weekley,3,2008390
100,T101,T101,Michael Allen,2,2008480
101,T101,T101,Fredrik Andersson Hed,2,2002310
102,T101,T101,Tommy Armour III,2,2008470
103,T101,T101,Chris Baryla,2,2003380
104,T101,T101,Thomas Bjørn,2,2007310
105,T101,T101,Ryan Blaum,2,2007360
106,T101,T101,Michael Boyd,2,2007465
107,T101,T101,Mark Brooks,2,2008370
108,T101,T101,Tom Byrum,2,2008370
109,T101,T101,Michael Campbell,2,2008320
110,T101,T101,Tom Carter,2,2004470
111,T101,T101,Erik Compton,2,2005100
112,T101,T101,Marco Dawson,2,2008470
113,T101,T101,David Duval,2,2008460
114,T101,T101,Danny Ellis,2,2007080
115,T101,T101,Niclas Fasth,2,2008350
116,T101,T101,Richard Finch,2,2008320
117,T101,T101,Todd Fischer,2,2007330
118,T101,T101,Dan Forsman,2,2008340
119,T101,T101,Marcus Fraser,2,2006310
120,T101,T101,Keiichiro Fukabori,2,2006310
121,T101,T101,Mathew Goggin,2,2008460
122,T101,T101,Andres Gonzales,2,2006460
123,T101,T101,Jason Gore,2,2008480
124,T101,T101,Todd Hamilton,2,2008470
125,T101,T101,Grégory Havret,2,2008140
126,T101,T101,Jason Hill,2,2002450
127,T101,T101,David Howell,2,2008320
128,T101,T101,Kevin Johnson,2,2002300
129,T101,T101,Matt Jones,2,2008480
130,T101,T101,Jerry Kelly,2,2008480
131,T101,T101,James Kingston,2,2008350
132,T101,T101,Matt Kuchar,2,2008460
133,T101,T101,José Manuel Lara,2,2007080
134,T101,T101,Stephen Leaney,2,2008280
