,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
99,100,100,Brendan Steele,26,"$52,303","$1,359,889"
100,101,101,Marcel Siem,3,"$52,226","$156,679"
101,102,102,Justin Hicks,30,"$51,468","$1,544,061"
102,103,103,Stuart Appleby,29,"$50,964","$1,477,970"
103,104,104,Morgan Hoffmann,32,"$49,872","$1,595,922"
104,105,105,Scott Stallings,28,"$49,488","$1,385,688"
105,106,106,Kiradech Aphibarnrat,9,"$49,464","$445,178"
106,107,107,Andrew Svoboda,24,"$48,669","$1,168,072"
107,108,108,José María Olazábal,1,"$48,600","$48,600"
108,109,109,Carl Pettersson,28,"$48,156","$1,348,393"
109,110,110,Scott Brown,30,"$48,057","$1,441,724"
110,111,111,Kevin Chappell,28,"$47,978","$1,343,411"
111,112,112,Jeff Overton,24,"$46,477","$1,115,467"
112,113,113,Troy Merritt,20,"$44,143","$882,864"
113,114,114,Billy Hurley III,26,"$44,049","$1,145,299"
114,115,115,William McGirt,29,"$43,990","$1,275,737"
115,116,116,Robert Garrigus,25,"$43,818","$1,095,474"
116,117,117,Michael Thompson,22,"$42,377","$932,300"
117,T118,T118,Jay McLuen,2,"$42,085","$84,171"
118,T118,T118,Alvaro Quiros,2,"$42,085","$84,171"
119,120,120,David Hearn,28,"$40,654","$1,138,323"
120,121,121,David Toms,20,"$40,067","$801,354"
121,122,122,Martin Flores,26,"$39,824","$1,035,446"
122,123,123,Scott Langley,29,"$39,706","$1,151,496"
123,124,124,Hideto Tanihara,3,"$39,666","$119,000"
124,125,125,Vijay Singh,25,"$39,561","$989,027"
125,126,126,Rory Sabbatini,26,"$39,412","$1,024,735"
126,127,127,Bo Van Pelt,25,"$39,288","$982,218"
127,128,128,Aaron Baddeley,24,"$39,273","$942,558"
128,129,129,Jason Gore,7,"$39,122","$273,857"
129,130,130,David Howell,3,"$39,105","$117,317"
130,131,131,Jon Curran,1,"$37,952","$37,952"
131,132,132,Brendon de Jonge,31,"$37,786","$1,171,395"
132,T133,T133,Lucas Bjerregaard,1,"$37,754","$37,754"
133,T133,T133,Zac Blair,1,"$37,754","$37,754"
134,T133,T133,Garth Mulroy,1,"$37,754","$37,754"
135,136,136,Andres Gonzales,2,"$37,500","$75,000"
136,137,137,Stewart Cink,25,"$37,166","$929,165"
137,138,138,Gonzalo Fernandez-Castaño,25,"$37,059","$926,492"
138,139,139,Justin Leonard,22,"$36,724","$807,949"
139,140,140,Kevin Kisner,26,"$36,711","$954,497"
140,141,141,Willy Wilcox,16,"$36,634","$586,158"
141,142,142,Nick Watney,25,"$36,535","$913,397"
142,143,143,Briny Baird,17,"$36,253","$616,315"
143,144,144,Thomas Bjørn,9,"$34,994","$314,950"
144,145,145,Koumei Oda,2,"$34,876","$69,752"
145,146,146,John Huh,28,"$34,787","$974,042"
146,147,147,Chris Wood,3,"$34,750","$104,251"
147,148,148,Boo Weekley,24,"$34,694","$832,673"
148,149,149,Scott Piercy,12,"$34,302","$411,634"
149,150,150,Mike Weir,25,"$34,176","$854,413"
150,151,151,Bud Cauley,19,"$34,099","$647,886"
151,152,152,Fred Couples,3,"$33,720","$101,160"
152,153,153,Matteo Manassero,10,"$33,696","$336,967"
153,154,154,Bryce Molder,25,"$33,144","$828,605"
154,155,155,Tim Wilkinson,25,"$32,967","$824,179"
155,156,156,Jhonattan Vegas,23,"$32,685","$751,762"
156,157,157,Luke Guthrie,26,"$32,329","$840,555"
157,158,158,Bernd Wiesberger,4,"$31,972","$127,888"
158,159,159,Peter Hanson,13,"$31,963","$415,530"
159,160,160,Retief Goosen,26,"$31,772","$826,072"
160,161,161,Brad Fritsch,18,"$31,577","$568,391"
161,162,162,Alexander Levy,2,"$31,000","$62,000"
162,163,163,Danny Willett,3,"$30,942","$92,828"
163,164,164,Steven Ihm,1,"$30,628","$30,628"
164,165,165,Jim Renner,25,"$30,559","$763,978"
165,166,166,Brian Davis,28,"$30,090","$842,539"
166,167,167,Andres Romero,26,"$30,084","$782,184"
167,168,168,Sangmoon Bae,24,"$29,921","$718,110"
168,169,169,Martin Laird,20,"$29,183","$583,662"
169,170,170,Danny Lee,28,"$27,903","$781,294"
170,171,171,Charlie Beljan,26,"$27,409","$712,651"
171,172,172,Michael Putnam,30,"$27,293","$818,798"
172,173,173,James Hahn,27,"$27,231","$735,259"
173,174,174,Ricky Barnes,27,"$26,179","$706,854"
174,175,175,Chad Campbell,18,"$26,155","$470,797"
175,176,176,Kenny Perry,5,"$26,117","$130,588"
176,177,177,Ben Curtis,24,"$26,063","$625,515"
177,178,178,David Lingmerth,26,"$26,025","$676,660"
178,179,179,Jonathan Byrd,24,"$25,708","$617,014"
179,180,180,Andrew Loupe,22,"$25,596","$563,120"
180,181,181,Jamie Donaldson,12,"$25,221","$302,656"
181,182,182,George Coetzee,6,"$24,762","$148,572"
182,183,183,Joe Durant,15,"$24,617","$369,267"
183,184,184,Heath Slocum,23,"$24,615","$566,166"
184,185,185,Max Homa,8,"$24,490","$195,924"
185,186,186,Justin Thomas,7,"$24,319","$170,236"
186,187,187,Thorbjørn Olesen,14,"$23,944","$335,221"
187,188,188,Nicholas Thompson,30,"$23,779","$713,377"
188,189,189,Brian Gay,26,"$23,283","$605,368"
189,190,190,Prayad Marksaeng,1,"$23,100","$23,100"
190,191,191,Richard Lee,27,"$22,905","$618,443"
191,192,192,Roberto Castro,27,"$22,812","$615,933"
192,T193,T193,Jamie McLeary,1,"$22,808","$22,808"
193,T193,T193,Chris Rodgers,1,"$22,808","$22,808"
194,195,195,Larry Mize,1,"$22,680","$22,680"
195,196,196,Steve Marino,13,"$22,658","$294,565"
196,T197,T197,Nicholas Lindheim,1,"$22,649","$22,649"
197,T197,T197,Fran Quinn,1,"$22,649","$22,649"
198,199,199,Brice Garnett,28,"$22,064","$617,804"
199,200,200,Rod Pampling,7,"$22,007","$154,051"
200,201,201,Greg Chalmers,27,"$21,443","$578,979"
201,T202,T202,Rafael Campos,1,"$21,306","$21,306"
202,T202,T202,Emiliano Grillo,1,"$21,306","$21,306"
203,T202,T202,David Skinns,1,"$21,306","$21,306"
204,205,205,Rhein Gibson,1,"$20,843","$20,843"
205,206,206,Clayton Rask,1,"$20,775","$20,775"
206,207,207,John Merrick,25,"$20,645","$516,148"
207,208,208,Wes Roach,22,"$20,618","$453,616"
208,209,209,Gaganjeet Bhullar,2,"$20,212","$40,425"
209,210,210,Toru Taniguchi,1,"$19,980","$19,980"
210,211,211,J.J. Henry,28,"$19,807","$554,614"
211,212,212,Kevin Penner,1,"$19,800","$19,800"
212,213,213,Hudson Swafford,26,"$19,764","$513,883"
213,214,214,Jeff Maggert,19,"$18,955","$360,156"
214,215,215,Tommy Gainey,26,"$18,868","$490,589"
215,216,216,David Lynn,11,"$18,855","$207,413"
216,217,217,Dicky Pride,13,"$18,737","$243,592"
217,218,218,Sam Saunders,1,"$18,476","$18,476"
218,T219,T219,Ken Duke,25,"$18,223","$455,589"
219,T219,T219,Berry Henson,1,"$18,223","$18,223"
220,221,221,Tyrone Van Aswegen,25,"$18,194","$454,856"
221,222,222,Eric Axley,10,"$18,073","$180,734"
222,223,223,Joost Luiten,9,"$18,055","$162,500"
223,224,224,Colin Montgomerie,1,"$18,033","$18,033"
224,225,225,Robert Allenby,29,"$17,734","$514,288"
225,226,226,Kyle Stanley,28,"$16,913","$473,580"
226,227,227,Troy Matteson,23,"$16,860","$387,796"
227,228,228,Johnson Wagner,24,"$16,405","$393,728"
228,229,229,Sean O'Hair,25,"$16,351","$408,793"
229,230,230,"Ted Potter, Jr.",24,"$16,097","$386,340"
230,231,231,Trevor Immelman,28,"$15,982","$447,516"
231,232,232,Tiger Woods,7,"$15,467","$108,275"
232,233,233,Charlie Wi,25,"$15,391","$384,795"
233,234,234,Mark Anderson,8,"$15,324","$122,598"
234,235,235,Brady Watt,4,"$15,322","$61,288"
235,236,236,Jamie Lovemark,20,"$15,297","$305,943"
236,237,237,Patrick Cantlay,5,"$15,226","$76,131"
237,238,238,Peter Malnati,18,"$15,073","$271,326"
238,239,239,John Mallinger,14,"$14,997","$209,958"
239,240,240,Nicholas Fung,1,"$14,980","$14,980"
240,241,241,James Driscoll,25,"$14,856","$371,404"
241,242,242,Oscar Fraustro,1,"$14,660","$14,660"
242,243,243,Chad Collins,28,"$14,586","$408,433"
243,244,244,Tim Herron,15,"$14,184","$212,771"
244,245,245,Wade Ormsby,1,"$14,070","$14,070"
245,246,246,Sandy Lyle,2,"$13,986","$27,972"
246,247,247,Spencer Levin,20,"$13,889","$277,780"
247,248,248,Stephen Gallacher,12,"$13,826","$165,917"
248,249,249,Grégory Bourdy,2,"$13,679","$27,358"
249,250,250,Josh Broadaway,1,"$13,671","$13,671"
250,251,251,D.A. Points,27,"$13,505","$364,652"
251,252,252,Derek Fathauer,1,"$13,320","$13,320"
252,253,253,Woody Austin,22,"$13,310","$292,823"
253,254,254,Rashid Ismail,1,"$13,230","$13,230"
254,255,255,Josh Teater,28,"$13,080","$366,240"
255,T256,T256,Joel Dahmen,1,"$13,034","$13,034"
256,T256,T256,Adam Hadwin,1,"$13,034","$13,034"
257,258,258,Davis Love III,22,"$12,945","$284,800"
258,259,259,Carlos Ortiz,1,"$12,834","$12,834"
259,260,260,Fabrizio Zanotti,2,"$12,687","$25,375"
260,261,261,Blake Adams,8,"$12,304","$98,438"
261,262,262,Rafa Cabrera Bello,5,"$11,990","$59,950"
262,263,263,Greg Owen,8,"$11,889","$95,116"
263,264,264,Scott Gardiner,18,"$11,626","$209,270"
264,265,265,Anirban Lahiri,3,"$11,503","$34,510"
265,266,266,Ryan Sullivan,1,"$11,223","$11,223"
266,267,267,Derek Tolan,1,"$11,144","$11,144"
267,268,268,Tim Petrovic,10,"$10,929","$109,299"
268,269,269,Derek Ernst,28,"$10,916","$305,653"
269,270,270,Ryuji Imada,9,"$10,909","$98,186"
270,271,271,Miguel Angel Carballo,15,"$10,766","$161,490"
271,272,272,Tom Watson,5,"$10,745","$53,727"
272,273,273,Patrick Rodgers,7,"$10,729","$75,103"
273,274,274,Toshinori Muto,1,"$10,696","$10,696"
274,275,275,Padraig Harrington,16,"$10,573","$169,175"
275,276,276,John Rollins,28,"$10,348","$289,756"
276,277,277,Eric Dugas,1,"$10,304","$10,304"
277,278,278,Nicolas Colsaerts,12,"$10,280","$123,367"
278,279,279,Brett Quigley,1,"$10,260","$10,260"
279,280,280,Mark Hubbard,1,"$10,100","$10,100"
280,281,281,Dudley Hart,4,"$10,054","$40,217"
281,282,282,José Coceres,6,"$9,603","$57,620"
282,283,283,John Peterson,25,"$9,529","$238,229"
283,284,284,Alex Cejka,6,"$9,509","$57,059"
284,285,285,Scott Hend,3,"$9,333","$28,000"
285,286,286,Steve Flesch,5,"$9,270","$46,352"
286,287,287,Y.E. Yang,28,"$9,090","$254,525"
287,288,288,Bronson La'Cassie,18,"$8,924","$160,632"
288,289,289,Jim Herman,21,"$8,920","$187,336"
289,290,290,Mark Calcavecchia,8,"$8,576","$68,608"
290,291,291,Darren Clarke,15,"$8,552","$128,293"
291,292,292,Thongchai Jaidee,9,"$8,528","$76,752"
292,293,293,Lucas Glover,26,"$8,083","$210,166"
293,294,294,Billy Mayfair,4,"$8,029","$32,118"
294,295,295,Lee Janzen,8,"$7,993","$63,946"
295,296,296,Richard Sterne,7,"$7,961","$55,732"
296,297,297,Stephen Ames,18,"$7,841","$141,143"
297,298,298,Kevin Lucas,1,"$7,810","$7,810"
298,299,299,Kent Jones,2,"$7,740","$15,480"
299,300,300,Branden Grace,11,"$7,533","$82,868"
300,301,301,Chris Thompson,2,"$7,279","$14,559"
301,302,302,Kevin Tway,23,"$7,272","$167,278"
302,303,303,Marco Dawson,1,"$7,245","$7,245"
303,304,304,Will Claxton,8,"$7,110","$56,886"
304,305,305,Doug LaBelle II,12,"$7,017","$84,209"
305,306,306,D.H. Lee,20,"$6,932","$138,642"
306,307,307,Matt Bettencourt,14,"$6,916","$96,825"
307,308,308,Fabián Gómez,4,"$6,904","$27,616"
308,309,309,Vaughn Taylor,3,"$6,817","$20,451"
309,310,310,Jeff Curl,2,"$6,720","$13,440"
310,311,311,Harold Varner III,2,"$6,599","$13,199"
311,312,312,Seuk-hyun Baek,2,"$6,475","$12,950"
312,313,313,David Duval,15,"$6,313","$94,709"
313,314,314,Mark Wilson,25,"$6,212","$155,312"
314,315,315,Kyle Reifers,2,"$6,150","$12,300"
315,316,316,Glen Day,5,"$6,125","$30,628"
316,317,317,Bubba Dickerson,2,"$6,112","$12,224"
317,318,318,Cameron Beckman,12,"$6,069","$72,834"
318,319,319,Chez Reavie,2,"$5,883","$11,766"
319,320,320,Kevin Foley,15,"$5,849","$87,737"
320,321,321,Alex Prugh,16,"$5,662","$90,606"
321,322,322,Michael Block,2,"$5,368","$10,736"
322,323,323,Oliver Goss,7,"$5,308","$37,160"
323,324,324,Len Mattiace,4,"$5,165","$20,660"
324,325,325,Marc Turnesa,6,"$5,159","$30,959"
325,326,326,John Daly,15,"$5,108","$76,634"
326,327,327,Lee Williams,13,"$5,082","$66,074"
327,328,328,Ben Kohles,3,"$4,928","$14,784"
328,329,329,Justin Bolli,6,"$4,887","$29,326"
329,330,330,Chris Smith,7,"$4,802","$33,620"
330,331,331,Tag Ridings,12,"$4,470","$53,647"
331,332,332,Bobby Wyatt,5,"$4,081","$20,405"
332,333,333,Hyung-Sung Kim,6,"$4,080","$24,482"
333,334,334,Fred Funk,8,"$4,052","$32,417"
334,335,335,Joe Ogilvie,13,"$4,002","$52,035"
335,336,336,Thomas Aiken,3,"$3,762","$11,286"
336,337,337,Chris Williams,4,"$3,294","$13,176"
337,338,338,Nathan Green,4,"$3,258","$13,034"
338,339,339,Harrison Frazar,15,"$3,149","$47,247"
339,340,340,Todd Hamilton,4,"$2,596","$10,387"
340,341,341,D.J. Trahan,5,"$2,580","$12,900"
341,342,342,Jesper Parnevik,3,"$2,415","$7,245"
342,343,343,Paul Goydos,19,"$2,286","$43,441"
343,344,344,Paul Stankowski,3,"$2,240","$6,720"
344,345,345,Benjamín Alvarado,6,"$2,206","$13,240"
345,346,346,Kris Blanks,8,"$2,165","$17,326"
346,347,347,Scott McCarron,12,"$1,899","$22,794"
347,348,348,Arjun Atwal,4,"$1,745","$6,980"
348,349,349,Edward Loar,19,"$1,576","$29,958"
349,350,350,Daniel Chopra,16,"$1,298","$20,775"
350,351,351,Alex Aragon,18,"$1,195","$21,526"
351,352,352,Chris DiMarco,7,$910,"$6,370"
352,353,353,Scott Verplank,12,$891,"$10,696"
353,354,354,Bobby Gates,14,$779,"$10,919"
