,Percentage_of_potential_money_won_RANK THIS WEEK,Percentage_of_potential_money_won_RANK LAST WEEK,Percentage_of_potential_money_won_PLAYER NAME,Percentage_of_potential_money_won_EVENTS,Percentage_of_potential_money_won_%,Percentage_of_potential_money_won_OFFICIAL MONEY WON,Percentage_of_potential_money_won_POTENTIAL MONEY
181,T182,T182,Jim Renner,25,2.79,"$763,978","$27,360,000"
182,T182,T182,Yoshitaka Takeya,1,2.79,"$42,625","$1,530,000"
183,184,184,Tano Goya,1,2.75,"$42,000","$1,530,000"
184,185,185,Boo Weekley,24,2.72,"$832,673","$30,557,787"
185,186,186,Andres Romero,26,2.7,"$782,184","$29,016,000"
186,187,187,Fred Couples,3,2.68,"$101,160","$3,780,000"
187,188,188,Bernd Wiesberger,4,2.66,"$175,888","$6,615,787"
188,189,189,Brian Davis,28,2.64,"$842,539","$31,878,000"
189,190,190,Peter Hanson,13,2.61,"$415,530","$15,926,000"
190,T191,T191,Martin Laird,20,2.6,"$583,662","$22,470,000"
191,T191,T191,Danny Lee,28,2.6,"$781,294","$30,024,000"
192,T193,T193,Chad Campbell,18,2.57,"$470,797","$18,342,000"
193,T193,T193,Joost Luiten,9,2.57,"$368,250","$14,301,787"
194,195,195,Sangmoon Bae,24,2.54,"$718,110","$28,230,000"
195,196,196,Charlie Beljan,26,2.52,"$712,651","$28,296,000"
196,197,197,Michael Putnam,30,2.46,"$818,798","$33,228,000"
197,T198,T198,Ricky Barnes,27,2.45,"$706,854","$28,818,000"
198,T198,T198,Andrew Loupe,22,2.45,"$563,120","$22,968,000"
199,200,200,Joe Durant,15,2.43,"$369,267","$15,210,000"
200,201,201,James Hahn,27,2.42,"$735,259","$30,330,000"
201,T202,T202,Jonathan Byrd,24,2.38,"$617,014","$25,902,000"
202,T202,T202,Ben Curtis,24,2.38,"$625,515","$26,307,787"
203,T204,T204,Max Homa,8,2.35,"$195,924","$8,352,000"
204,T204,T204,David Lingmerth,26,2.35,"$676,660","$28,764,000"
205,T206,T206,Lucas Bjerregaard,1,2.33,"$37,754","$1,620,000"
206,T206,T206,Zac Blair,1,2.33,"$37,754","$1,620,000"
207,T206,T206,Garth Mulroy,1,2.33,"$37,754","$1,620,000"
208,209,209,Heath Slocum,23,2.32,"$566,166","$24,444,000"
209,210,210,Nicholas Thompson,30,2.19,"$713,377","$32,598,000"
210,211,211,Steve Marino,13,2.18,"$294,565","$13,518,000"
211,212,212,Branden Grace,11,2.16,"$334,368","$15,485,787"
212,213,213,Justin Thomas,7,2.14,"$170,236","$7,938,000"
213,214,214,Richard Lee,27,2.09,"$618,443","$29,610,000"
214,215,215,Brian Gay,26,2.08,"$605,368","$29,054,000"
215,216,216,Brice Garnett,28,2.07,"$617,804","$29,790,000"
216,T217,T217,Seuk-hyun Baek,2,2.06,"$54,700","$2,660,000"
217,T217,T217,Rod Pampling,7,2.06,"$154,051","$7,488,000"
218,219,219,Masahiro Kawamura,2,2.03,"$49,000","$2,408,000"
219,220,220,Koumei Oda,2,2.01,"$69,752","$3,465,787"
220,221,221,Wes Roach,22,1.98,"$453,616","$22,932,000"
221,222,222,Greg Chalmers,27,1.94,"$578,979","$29,826,000"
222,223,223,Thorbjørn Olesen,14,1.93,"$335,221","$17,379,787"
223,224,224,Eric Axley,10,1.92,"$180,734","$9,414,000"
224,225,225,Roberto Castro,27,1.89,"$615,933","$32,517,787"
225,226,226,Brett Rumford,3,1.87,"$86,000","$4,595,787"
226,227,227,Dicky Pride,13,1.86,"$243,592","$13,104,000"
227,228,228,Hudson Swafford,26,1.84,"$513,883","$27,864,000"
228,T229,T229,J.J. Henry,28,1.83,"$554,614","$30,330,000"
229,T229,T229,Prayad Marksaeng,1,1.83,"$23,100","$1,260,000"
230,T229,T229,John Merrick,25,1.83,"$516,148","$28,172,000"
231,T229,T229,Kevin Penner,1,1.83,"$19,800","$1,080,000"
232,T229,T229,Danny Willett,3,1.83,"$92,828","$5,085,787"
233,234,234,Tommy Gainey,26,1.81,"$490,589","$27,144,000"
234,T235,T235,Tommy Fleetwood,3,1.79,"$87,000","$4,865,787"
235,T235,T235,Kenny Perry,5,1.79,"$130,588","$7,308,000"
236,237,237,Ryan Sullivan,1,1.78,"$11,223","$630,000"
237,238,238,Tyrone Van Aswegen,25,1.74,"$454,856","$26,082,000"
238,T239,T239,Jeff Maggert,19,1.66,"$360,156","$21,726,000"
239,T239,T239,Sam Saunders,1,1.66,"$18,476","$1,116,000"
240,241,241,Robert Allenby,29,1.64,"$514,288","$31,338,000"
241,242,242,Troy Matteson,23,1.62,"$387,796","$23,958,000"
242,243,243,Ken Duke,25,1.58,"$455,589","$28,856,000"
243,244,244,Johnson Wagner,24,1.54,"$393,728","$25,506,000"
244,T245,T245,Sean O'Hair,25,1.53,"$408,793","$26,694,000"
245,T245,T245,Kyle Stanley,28,1.53,"$473,580","$30,978,000"
246,T247,T247,Trevor Immelman,28,1.48,"$447,516","$30,168,000"
247,T247,T247,Jamie Lovemark,20,1.48,"$305,943","$20,682,000"
248,T247,T247,David Lynn,11,1.48,"$207,413","$13,982,000"
249,250,250,Peter Malnati,18,1.47,"$271,326","$18,450,000"
250,251,251,"Ted Potter, Jr.",24,1.46,"$386,340","$26,442,000"
251,T252,T252,Berry Henson,1,1.45,"$18,223","$1,260,000"
252,T252,T252,Kevin Lucas,1,1.45,"$7,810","$540,000"
253,254,254,Dawie van der Walt,2,1.44,"$46,000","$3,195,787"
254,T255,T255,Mark Anderson,8,1.43,"$122,598","$8,550,000"
255,T255,T255,John Mallinger,14,1.43,"$209,958","$14,670,000"
256,T257,T257,Nicholas Lindheim,1,1.4,"$22,649","$1,620,000"
257,T257,T257,Larry Mize,1,1.4,"$22,680","$1,620,000"
258,T257,T257,Fran Quinn,1,1.4,"$22,649","$1,620,000"
259,T257,T257,Charlie Wi,25,1.4,"$384,795","$27,414,000"
260,T261,T261,Ashun Wu,2,1.38,"$42,375","$3,065,787"
261,T261,T261,Josh Broadaway,1,1.38,"$13,671","$990,000"
262,T263,T263,Chad Collins,28,1.37,"$408,433","$29,880,000"
263,T263,T263,Tim Herron,15,1.37,"$212,771","$15,516,000"
264,T263,T263,Jamie McLeary,1,1.37,"$22,808","$1,665,787"
265,T263,T263,Chris Rodgers,1,1.37,"$22,808","$1,665,787"
266,T267,T267,Oscar Fraustro,1,1.36,"$14,660","$1,080,000"
267,T267,T267,Peter Uihlein,7,1.36,"$122,250","$8,969,787"
268,T269,T269,Patrick Cantlay,5,1.35,"$76,131","$5,652,000"
269,T269,T269,James Driscoll,25,1.35,"$371,404","$27,450,000"
270,271,271,Brady Watt,4,1.32,"$61,288","$4,644,000"
271,272,272,Clayton Rask,1,1.28,"$20,775","$1,620,000"
272,T273,T273,Joel Dahmen,1,1.27,"$13,034","$1,026,000"
273,T273,T273,Adam Hadwin,1,1.27,"$13,034","$1,026,000"
274,T275,T275,Rhein Gibson,1,1.25,"$20,843","$1,665,787"
275,T275,T275,Spencer Levin,20,1.25,"$277,780","$22,158,000"
276,T277,T277,Derek Fathauer,1,1.23,"$13,320","$1,080,000"
277,T277,T277,Toru Taniguchi,1,1.23,"$19,980","$1,620,000"
278,T279,T279,Woody Austin,22,1.19,"$292,823","$24,594,000"
279,T279,T279,Nicholas Fung,1,1.19,"$14,980","$1,260,000"
280,T279,T279,Davis Love III,22,1.19,"$284,800","$23,904,000"
281,T279,T279,Josh Teater,28,1.19,"$366,240","$30,906,000"
282,283,283,Ryuji Imada,9,1.17,"$98,186","$8,406,000"
283,284,284,Blake Adams,8,1.16,"$98,438","$8,514,000"
284,T285,T285,Marco Dawson,1,1.15,"$7,245","$630,000"
285,T285,T285,Carlos Ortiz,1,1.15,"$12,834","$1,116,000"
286,T287,T287,Pablo Larrazabal,5,1.13,"$92,250","$8,145,787"
287,T287,T287,Tim Petrovic,10,1.13,"$109,299","$9,702,000"
288,T287,T287,D.A. Points,27,1.13,"$364,652","$32,339,787"
289,T290,T290,Mark Hubbard,1,1.12,"$10,100","$900,000"
290,T290,T290,Kent Jones,2,1.12,"$15,480","$1,386,000"
291,T290,T290,Wade Ormsby,1,1.12,"$14,070","$1,260,000"
292,293,293,Derek Tolan,1,1.11,"$11,144","$1,008,000"
293,T294,T294,Greg Owen,8,1.1,"$95,116","$8,658,000"
294,T294,T294,Patrick Rodgers,7,1.1,"$75,103","$6,822,000"
295,T294,T294,Tiger Woods,7,1.1,"$108,275","$9,873,787"
296,297,297,Scott Gardiner,18,1.09,"$209,270","$19,152,000"
297,T298,T298,Miguel Angel Carballo,15,1.06,"$161,490","$15,282,000"
298,T298,T298,Hyung-Sung Kim,6,1.06,"$92,982","$8,739,787"
299,T298,T298,Toshinori Muto,1,1.06,"$10,696","$1,008,000"
300,301,301,Rashid Ismail,1,1.05,"$13,230","$1,260,000"
301,302,302,Steve Flesch,5,1.03,"$46,352","$4,518,000"
302,303,303,Eric Dugas,1,1.02,"$10,304","$1,008,000"
303,T304,T304,José Coceres,6,1.0,"$57,620","$5,760,000"
304,T304,T304,Colin Montgomerie,1,1.0,"$18,033","$1,800,000"
305,T304,T304,Brett Quigley,1,1.0,"$10,260","$1,026,000"
306,307,307,Derek Ernst,28,0.97,"$305,653","$31,646,000"
307,T308,T308,Rafa Cabrera Bello,5,0.96,"$59,950","$6,237,787"
308,T308,T308,John Rollins,28,0.96,"$289,756","$30,258,000"
309,T310,T310,Alex Cejka,6,0.92,"$57,059","$6,174,000"
310,T310,T310,Nicolas Colsaerts,12,0.92,"$123,367","$13,464,000"
311,T310,T310,Dudley Hart,4,0.92,"$40,217","$4,374,000"
312,313,313,Padraig Harrington,16,0.9,"$169,175","$18,711,787"
313,314,314,Billy Mayfair,4,0.89,"$32,118","$3,600,000"
314,T315,T315,Bronson La'Cassie,18,0.87,"$160,632","$18,450,000"
315,T315,T315,John Peterson,25,0.87,"$238,229","$27,234,000"
316,T317,T317,Jim Herman,21,0.86,"$187,336","$21,672,000"
317,T317,T317,Lee Janzen,8,0.86,"$63,946","$7,416,000"
318,319,319,Sandy Lyle,2,0.85,"$27,972","$3,285,787"
319,320,320,Mark Calcavecchia,8,0.79,"$68,608","$8,640,000"
320,321,321,Y.E. Yang,28,0.78,"$254,525","$32,607,787"
321,322,322,Glen Day,5,0.76,"$30,628","$4,014,000"
322,T323,T323,Stephen Ames,18,0.74,"$141,143","$19,188,000"
323,T323,T323,Tom Watson,5,0.74,"$53,727","$7,299,787"
324,T325,T325,Anirban Lahiri,3,0.73,"$34,510","$4,725,787"
325,T325,T325,Vaughn Taylor,3,0.73,"$20,451","$2,790,000"
326,T327,T327,Lucas Glover,26,0.71,"$210,166","$29,502,000"
327,T327,T327,Doug LaBelle II,12,0.71,"$84,209","$11,880,000"
328,329,329,Kevin Tway,23,0.69,"$167,278","$24,372,000"
329,T330,T330,Matt Bettencourt,14,0.68,"$96,825","$14,202,000"
330,T330,T330,Will Claxton,8,0.68,"$56,886","$8,370,000"
331,332,332,Fabián Gómez,4,0.67,"$27,616","$4,140,000"
332,333,333,Darren Clarke,15,0.65,"$128,293","$19,611,787"
333,334,334,D.H. Lee,20,0.63,"$138,642","$22,032,000"
334,335,335,Cameron Beckman,12,0.62,"$72,834","$11,718,000"
335,T336,T336,David Duval,15,0.6,"$94,709","$15,741,787"
336,T336,T336,Len Mattiace,4,0.6,"$20,660","$3,420,000"
337,T336,T336,Marc Turnesa,6,0.6,"$30,959","$5,166,000"
338,T339,T339,Chez Reavie,2,0.59,"$11,766","$1,980,000"
339,T339,T339,Kyle Reifers,2,0.59,"$12,300","$2,070,000"
340,341,341,Jeff Curl,2,0.58,"$13,440","$2,322,000"
341,342,342,Kevin Foley,15,0.57,"$87,737","$15,444,000"
342,T343,T343,Justin Bolli,6,0.56,"$29,326","$5,274,000"
343,T343,T343,Mark Wilson,25,0.56,"$155,312","$27,774,000"
344,345,345,Alex Prugh,16,0.55,"$90,606","$16,362,000"
345,346,346,Harold Varner III,2,0.54,"$13,199","$2,448,000"
346,347,347,Bubba Dickerson,2,0.52,"$12,224","$2,358,000"
347,T348,T348,Chris Smith,7,0.51,"$33,620","$6,552,000"
348,T348,T348,Chris Thompson,2,0.51,"$14,559","$2,862,000"
349,T350,T350,Ben Kohles,3,0.48,"$14,784","$3,060,000"
350,T350,T350,Lee Williams,13,0.48,"$66,074","$13,788,000"
351,352,352,John Daly,15,0.47,"$76,634","$16,479,787"
352,353,353,Oliver Goss,7,0.45,"$37,160","$8,262,000"
353,T354,T354,Tag Ridings,12,0.44,"$53,647","$12,204,000"
354,T354,T354,Bobby Wyatt,5,0.44,"$20,405","$4,626,000"
355,356,356,Nathan Green,4,0.43,"$13,034","$3,042,000"
356,357,357,Fred Funk,8,0.4,"$32,417","$8,046,000"
357,358,358,Joe Ogilvie,13,0.38,"$52,035","$13,770,000"
358,359,359,Michael Block,2,0.37,"$10,736","$2,898,000"
359,360,360,Thomas Aiken,3,0.34,"$11,286","$3,366,000"
360,361,361,Paul Stankowski,3,0.33,"$6,720","$2,016,000"
361,T362,T362,D.J. Trahan,5,0.3,"$12,900","$4,284,000"
362,T362,T362,Chris Williams,4,0.3,"$13,176","$4,338,000"
363,364,364,Harrison Frazar,15,0.29,"$47,247","$16,344,000"
364,T365,T365,Todd Hamilton,4,0.26,"$10,387","$4,005,787"
365,T365,T365,Jesper Parnevik,3,0.26,"$7,245","$2,736,000"
366,T367,T367,Kris Blanks,8,0.21,"$17,326","$8,406,000"
367,T367,T367,Paul Goydos,19,0.21,"$43,441","$20,484,000"
368,369,369,Arjun Atwal,4,0.2,"$6,980","$3,510,000"
369,T370,T370,Benjamín Alvarado,6,0.19,"$13,240","$6,912,000"
370,T370,T370,Scott McCarron,12,0.19,"$22,794","$12,294,000"
371,372,372,Edward Loar,19,0.16,"$29,958","$19,278,000"
372,373,373,Daniel Chopra,16,0.13,"$20,775","$16,344,000"
373,374,374,Alex Aragon,18,0.12,"$21,526","$18,288,000"
374,375,375,Chris DiMarco,7,0.1,"$6,370","$6,480,000"
375,376,376,Scott Verplank,12,0.08,"$10,696","$12,924,000"
376,377,377,Bobby Gates,14,0.07,"$10,919","$15,444,000"
