,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
33,T27,T27,John Senden,27,5,1.0,,
34,T27,T27,Gary Woodland,25,5,,1.0,
35,T36,T36,Scott Brown,30,4,,,1.0
36,T36,T36,Jason Dufner,17,4,,1.0,
37,T36,T36,Chesson Hadley,29,4,1.0,,
38,T36,T36,Billy Hurley III,26,4,,,
39,T36,T36,Freddie Jacobson,27,4,,1.0,1.0
40,T36,T36,Martin Kaymer,19,4,2.0,,
41,T36,T36,Jerry Kelly,23,4,,,2.0
42,T36,T36,Hideki Matsuyama,24,4,1.0,,1.0
43,T36,T36,William McGirt,29,4,,,
44,T36,T36,George McNeill,24,4,,1.0,
45,T36,T36,Carl Pettersson,28,4,,,1.0
46,T36,T36,Patrick Reed,28,4,2.0,,
47,T36,T36,Brendan Steele,26,4,,,
48,T36,T36,Chris Stroud,25,4,,,2.0
49,T36,T36,Brian Stuard,29,4,,1.0,
50,T51,T51,Stuart Appleby,29,3,,1.0,
51,T51,T51,Jason Bohn,25,3,,1.0,1.0
52,T51,T51,Tim Clark,26,3,1.0,1.0,
53,T51,T51,Erik Compton,28,3,,1.0,
54,T51,T51,Luke Donald,17,3,,1.0,
55,T51,T51,Victor Dubuisson,10,3,,1.0,
56,T51,T51,Ernie Els,24,3,,,
57,T51,T51,Brad Fritsch,18,3,,,
58,T51,T51,David Hearn,28,3,,,
59,T51,T51,Russell Henley,29,3,1.0,1.0,
60,T51,T51,Justin Hicks,30,3,,1.0,1.0
61,T51,T51,Ryo Ishikawa,24,3,,1.0,
62,T51,T51,Kevin Kisner,26,3,,,
63,T51,T51,Russell Knox,26,3,,1.0,
64,T51,T51,Ben Martin,26,3,,,3.0
65,T51,T51,Seung-Yul Noh,27,3,1.0,,
66,T51,T51,Jeff Overton,24,3,,,
67,T51,T51,Pat Perez,25,3,,1.0,
68,T51,T51,Rory Sabbatini,26,3,,,1.0
69,T51,T51,Brandt Snedeker,25,3,,,
70,T51,T51,Kevin Stadler,26,3,1.0,,
71,T51,T51,Henrik Stenson,15,3,,,1.0
72,T51,T51,Cameron Tringale,31,3,,1.0,
73,T51,T51,Tim Wilkinson,25,3,,,
74,T75,T75,Jason Allred,9,2,,,1.0
75,T75,T75,Aaron Baddeley,24,2,,,
76,T75,T75,Ricky Barnes,27,2,,,
77,T75,T75,K.J. Choi,23,2,,2.0,
78,T75,T75,Ben Crane,25,2,1.0,,
79,T75,T75,Brendon de Jonge,31,2,,,
80,T75,T75,Jamie Donaldson,12,2,,1.0,
81,T75,T75,Robert Garrigus,25,2,,,
82,T75,T75,Retief Goosen,26,2,,,
83,T75,T75,Luke Guthrie,26,2,,,
84,T75,T75,James Hahn,27,2,,,
85,T75,T75,Morgan Hoffmann,32,2,,,1.0
86,T75,T75,J.B. Holmes,24,2,1.0,,
87,T75,T75,John Huh,28,2,,,2.0
88,T75,T75,Robert Karlsson,7,2,,,
89,T75,T75,Brooks Koepka,16,2,,,1.0
90,T75,T75,Jason Kokrak,19,2,,,
91,T75,T75,Richard Lee,27,2,,,
92,T75,T75,Justin Leonard,22,2,,,1.0
93,T75,T75,David Lingmerth,26,2,,,
94,T75,T75,Bryce Molder,25,2,,,
95,T75,T75,Francesco Molinari,12,2,,,
96,T75,T75,Geoff Ogilvy,26,2,1.0,1.0,
97,T75,T75,Ian Poulter,17,2,,1.0,
98,T75,T75,Shawn Stefani,17,2,,1.0,
99,T75,T75,Robert Streb,21,2,,1.0,
100,T75,T75,Kevin Streelman,24,2,1.0,,1.0
101,T75,T75,Steve Stricker,11,2,,,
102,T75,T75,Daniel Summerhays,27,2,,1.0,
103,T75,T75,Andrew Svoboda,24,2,,1.0,
104,T75,T75,David Toms,20,2,,,
105,T75,T75,Jhonattan Vegas,23,2,,,1.0
106,T75,T75,Nick Watney,25,2,,,
107,T75,T75,Lee Westwood,18,2,,,
108,T75,T75,Willy Wilcox,16,2,,,
109,T110,T110,Kiradech Aphibarnrat,9,1,,,1.0
110,T110,T110,Briny Baird,17,1,,1.0,
111,T110,T110,Charlie Beljan,26,1,,,
112,T110,T110,Thomas Bjørn,9,1,,,
113,T110,T110,Jonas Blixt,21,1,,1.0,
114,T110,T110,Steven Bowditch,30,1,1.0,,
115,T110,T110,Jonathan Byrd,24,1,,,1.0
116,T110,T110,Ángel Cabrera,23,1,1.0,,
117,T110,T110,Chad Campbell,18,1,,,
118,T110,T110,Roberto Castro,27,1,,,
119,T110,T110,Bud Cauley,19,1,,,
120,T110,T110,Greg Chalmers,27,1,,,
121,T110,T110,Kevin Chappell,28,1,,,
122,T110,T110,George Coetzee,6,1,,,
123,T110,T110,Chad Collins,28,1,,,
124,T110,T110,Ben Curtis,24,1,,,
125,T110,T110,Bob Estes,2,1,,,
126,T110,T110,Gonzalo Fernandez-Castaño,25,1,,,
127,T110,T110,Martin Flores,26,1,,,1.0
128,T110,T110,Tommy Gainey,26,1,,,
129,T110,T110,Stephen Gallacher,12,1,,,
130,T110,T110,Brice Garnett,28,1,,,
131,T110,T110,Brian Gay,26,1,,,
132,T110,T110,Jason Gore,7,1,,,
133,T110,T110,Max Homa,8,1,,,
134,T110,T110,Mikko Ilonen,5,1,,,
135,T110,T110,Trevor Immelman,28,1,,,
136,T110,T110,Thongchai Jaidee,9,1,,,
137,T110,T110,Miguel Angel Jiménez,8,1,,,
138,T110,T110,Matt Jones,25,1,1.0,,
139,T110,T110,Martin Laird,20,1,,,
140,T110,T110,Bernhard Langer,1,1,,,
141,T110,T110,Scott Langley,29,1,,,1.0
142,T110,T110,Danny Lee,28,1,,1.0,
143,T110,T110,Andrew Loupe,22,1,,,
144,T110,T110,Shane Lowry,3,1,,,
145,T110,T110,Jeff Maggert,19,1,,,
146,T110,T110,Matteo Manassero,10,1,,,
147,T110,T110,Troy Matteson,23,1,,,
148,T110,T110,Troy Merritt,20,1,,1.0,
149,T110,T110,Phil Mickelson,21,1,,1.0,
150,T110,T110,Edoardo Molinari,2,1,,,
151,T110,T110,Sean O'Hair,25,1,,,
152,T110,T110,Thorbjørn Olesen,14,1,,,
153,T110,T110,Louis Oosthuizen,16,1,,,
154,T110,T110,Rod Pampling,7,1,,,
155,T110,T110,Dicky Pride,13,1,,,
156,T110,T110,Michael Putnam,30,1,,,
157,T110,T110,Jim Renner,25,1,,1.0,
158,T110,T110,Wes Roach,22,1,,,
159,T110,T110,Andres Romero,26,1,,,
160,T110,T110,Vijay Singh,25,1,,1.0,
161,T110,T110,Heath Slocum,23,1,,,
162,T110,T110,Scott Stallings,28,1,1.0,,
163,T110,T110,Kyle Stanley,28,1,,,
164,T110,T110,Richard Sterne,7,1,,,
165,T110,T110,Hudson Swafford,26,1,,,
166,T110,T110,Hideto Tanihara,3,1,,,
167,T110,T110,Justin Thomas,7,1,,,
168,T110,T110,Nicholas Thompson,30,1,,,1.0
169,T110,T110,Michael Thompson,22,1,,,
170,T110,T110,Bo Van Pelt,25,1,,,
171,T110,T110,Camilo Villegas,29,1,1.0,,
172,T110,T110,Johnson Wagner,24,1,,,
173,T110,T110,Boo Weekley,24,1,,,
174,T110,T110,Mike Weir,25,1,,1.0,
