,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
45,T46,,Jonas Blixt,74,2.4819999999999998,275.9,111.19,49,2.676
46,T46,,Johnson Wagner,71,2.4819999999999998,274.7,110.70200000000001,45,2.6519999999999997
47,48,,Jason Kokrak,95,2.481,296.5,119.527,63,2.775
48,T49,,John Huh,92,2.48,269.8,108.82799999999999,70,2.6830000000000003
49,T49,,Louis Oosthuizen,69,2.48,283.3,114.24799999999999,34,2.778
50,T49,,Kyle Reifers,96,2.48,270.4,109.006,65,2.7439999999999998
51,T52,,Byeong Hun An,77,2.479,286.3,115.501,44,2.7319999999999998
52,T52,,J.J. Henry,92,2.479,283.0,114.12100000000001,63,2.6910000000000003
53,T52,,Zach Johnson,81,2.479,268.8,108.441,53,2.662
54,T52,,Whee Kim,74,2.479,279.9,112.93,47,2.719
55,T56,,Brian Harman,104,2.478,271.2,109.427,58,2.6889999999999996
56,T56,,Jamie Lovemark,98,2.478,294.2,118.745,51,2.752
57,T58,,Cody Gribble,79,2.476,288.0,116.34,50,2.7430000000000003
58,T58,,Rick Lamb,54,2.476,286.9,115.875,33,2.681
59,60,,Ernie Els,52,2.475,270.3,109.22200000000001,25,2.707
60,T61,,Matt Kuchar,95,2.4730000000000003,268.4,108.53299999999999,56,2.693
61,T61,,Jordan Spieth,85,2.4730000000000003,279.5,113.035,54,2.7289999999999996
62,T63,,Jason Day,71,2.472,294.7,119.221,42,2.762
63,T63,,Tom Hoge,54,2.472,277.7,112.348,39,2.634
64,65,,Justin Rose,66,2.471,288.5,116.759,39,2.782
65,T66,,Patton Kizzire,84,2.47,279.9,113.30799999999999,63,2.657
66,T66,,Martin Laird,83,2.47,285.1,115.41799999999999,45,2.7680000000000002
67,68,,David Hearn,93,2.469,270.9,109.708,57,2.702
68,69,,J.B. Holmes,83,2.468,300.6,121.819,35,2.781
69,T70,,Miguel Angel Carballo,63,2.4659999999999997,274.8,111.432,35,2.701
70,T70,,Hunter Mahan,73,2.4659999999999997,285.1,115.601,50,2.682
71,T72,,Kelly Kraft,75,2.465,275.7,111.85,48,2.802
72,T72,,D.A. Points,68,2.465,267.3,108.411,44,2.6710000000000003
73,T74,,Zac Blair,105,2.463,260.8,105.859,70,2.7089999999999996
74,T74,,Adam Scott,58,2.463,291.7,118.443,26,2.702
75,T76,,Grayson Murray,94,2.4619999999999997,296.5,120.43,56,2.676
76,T76,,Tyrone Van Aswegen,105,2.4619999999999997,278.4,113.074,52,2.6689999999999996
77,78,,Francesco Molinari,75,2.461,276.2,112.236,45,2.695
78,T79,,K.J. Choi,72,2.459,263.5,107.166,52,2.675
79,T79,,Kevin Kisner,105,2.459,276.0,112.27,57,2.715
80,T79,,Peter Malnati,91,2.459,266.0,108.18299999999999,66,2.661
81,82,,Chris Stroud,67,2.458,274.6,111.709,35,2.58
82,83,,Steven Alker,69,2.454,261.6,106.595,36,2.656
83,84,,Seamus Power,86,2.4530000000000003,289.1,117.85,43,2.6889999999999996
84,85,,Bill Haas,92,2.452,280.4,114.35799999999999,53,2.67
85,T86,,Brian Gay,82,2.448,261.0,106.646,63,2.657
86,T86,,J.J. Spaun,92,2.448,282.2,115.273,57,2.803
87,T88,,Julián Etulain,68,2.447,279.0,114.015,46,2.677
88,T88,,Ryan Moore,82,2.447,265.2,108.385,54,2.766
89,T88,,Cameron Tringale,89,2.447,271.0,110.741,52,2.6630000000000003
90,91,,Kevin Streelman,90,2.4459999999999997,279.0,114.05,67,2.665
91,T92,,Geoff Ogilvy,80,2.445,273.5,111.884,58,2.7110000000000003
92,T92,,Webb Simpson,102,2.445,269.1,110.04899999999999,66,2.67
93,T94,,Ben Crane,86,2.444,262.5,107.40299999999999,63,2.645
94,T94,,Matt Every,76,2.444,286.4,117.178,49,2.762
95,T94,,Sergio Garcia,65,2.444,292.8,119.79,32,2.69
96,97,,Rafa Cabrera Bello,63,2.443,271.6,111.178,31,2.682
97,98,,Dustin Johnson,77,2.4419999999999997,296.3,121.363,39,2.786
98,T99,,Kevin Chappell,95,2.441,292.6,119.867,50,2.755
99,T99,,Jason Dufner,89,2.441,276.4,113.198,59,2.753
100,T99,,Shawn Stefani,72,2.441,279.1,114.325,53,2.721
101,T99,,Gary Woodland,94,2.441,299.9,122.84700000000001,47,2.765
102,103,,Pat Perez,93,2.44,281.2,115.21,50,2.699
103,104,,Hideki Matsuyama,83,2.438,288.1,118.152,43,2.681
104,T105,,Matt Jones,64,2.437,288.2,118.285,41,2.656
105,T105,,Si Woo Kim,80,2.437,278.4,114.24700000000001,48,2.748
106,T105,,Marc Leishman,94,2.437,288.8,118.51799999999999,54,2.674
107,T108,,Chad Collins,66,2.436,267.9,109.975,44,2.593
108,T108,,Billy Hurley III,80,2.436,264.6,108.60700000000001,60,2.8110000000000004
109,T108,,Harold Varner III,101,2.436,289.1,118.68799999999999,67,2.6660000000000004
110,T108,,Nick Watney,75,2.436,290.8,119.4,53,2.745
111,T112,,Billy Horschel,88,2.435,282.6,116.068,60,2.7739999999999996
112,T112,,Nicholas Lindheim,58,2.435,271.3,111.39399999999999,31,2.678
113,T112,,Cameron Smith,86,2.435,278.3,114.286,60,2.7
114,T112,,Tim Wilkinson,64,2.435,257.6,105.789,40,2.7310000000000003
115,116,,William McGirt,89,2.434,269.5,110.696,64,2.682
116,T117,,Graham DeLaet,82,2.432,283.7,116.619,54,2.695
117,T117,,Andrew Loupe,55,2.432,302.8,124.477,37,2.64
118,T119,,Bryson DeChambeau,91,2.431,286.4,117.779,55,2.758
119,T119,,Adam Hadwin,98,2.431,279.3,114.92399999999999,64,2.682
120,T121,,Brian Campbell,55,2.4290000000000003,284.7,117.19200000000001,36,2.636
121,T121,,Brendan Steele,89,2.4290000000000003,285.4,117.49,54,2.7889999999999997
122,T123,,Scott Brown,95,2.428,274.1,112.898,60,2.742
123,T123,,Mackenzie Hughes,106,2.428,280.8,115.68,81,2.697
124,T123,,Brandt Snedeker,53,2.428,273.1,112.45299999999999,32,2.637
125,T126,,Paul Casey,94,2.427,282.1,116.238,47,2.64
126,T126,,Brian Stuard,93,2.427,256.6,105.696,57,2.613
127,128,,Charley Hoffman,112,2.426,284.4,117.21799999999999,68,2.878
128,129,,Stewart Cink,93,2.425,280.9,115.859,67,2.662
129,130,,Roberto Castro,70,2.424,273.1,112.671,45,2.591
130,T131,,Martin Flores,88,2.423,285.7,117.905,57,2.7030000000000003
131,T131,,Chris Kirk,89,2.423,267.2,110.25299999999999,58,2.682
132,133,,Patrick Reed,107,2.4219999999999997,283.0,116.852,58,2.7
133,T134,,Chad Campbell,97,2.42,270.5,111.775,66,2.633
134,T134,,Chez Reavie,98,2.42,263.2,108.781,63,2.6319999999999997
135,T134,,Steve Wheatcroft,51,2.42,270.1,111.594,30,2.5869999999999997
136,T137,,Jason Bohn,75,2.419,255.7,105.699,52,2.628
137,T137,,Tony Finau,106,2.419,297.7,123.09700000000001,71,2.698
138,139,,Patrick Rodgers,76,2.417,293.5,121.456,44,2.6719999999999997
139,140,,Mark Anderson,54,2.416,272.6,112.81700000000001,37,2.603
140,T141,,Brett Drewitt,57,2.414,276.3,114.446,30,2.668
141,T141,,Andres Gonzales,73,2.414,280.6,116.225,45,2.6460000000000004
142,T141,,Camilo Villegas,76,2.414,266.0,110.196,46,2.696
143,144,,Daniel Summerhays,100,2.412,267.8,111.03299999999999,65,2.612
144,145,,Carl Pettersson,63,2.411,261.1,108.292,36,2.5980000000000003
145,T146,,Steven Bowditch,59,2.408,280.3,116.37899999999999,37,2.6919999999999997
146,T146,,Luke Donald,50,2.408,273.3,113.507,25,2.555
147,T146,,Russell Henley,99,2.408,273.2,113.46799999999999,66,2.695
148,149,,Brandon Hagy,85,2.407,304.4,126.47,52,2.68
149,T150,,Ben Martin,86,2.405,272.1,113.12799999999999,59,2.721
150,T150,,Sebastián Muñoz,51,2.405,283.8,118.016,33,2.5869999999999997
151,T150,,J.T. Poston,95,2.405,277.9,115.531,57,2.6430000000000002
152,153,,Boo Weekley,75,2.404,272.2,113.23700000000001,43,2.695
153,T154,,Daniel Berger,91,2.4019999999999997,285.5,118.853,50,2.68
154,T154,,Emiliano Grillo,90,2.4019999999999997,274.7,114.35799999999999,55,2.6910000000000003
155,T154,,Brooks Koepka,88,2.4019999999999997,298.0,124.069,39,2.6830000000000003
156,157,,Ryan Armour,63,2.4,263.8,109.89399999999999,40,2.5469999999999997
157,T158,,Brad Fritsch,56,2.399,277.0,115.46700000000001,35,2.62
158,T158,,Michael Thompson,60,2.399,268.9,112.064,38,2.5380000000000003
159,160,,Russell Knox,75,2.395,267.3,111.605,40,2.6719999999999997
160,161,,Aaron Baddeley,61,2.394,277.2,115.79799999999999,37,2.681
161,T162,,Greg Chalmers,75,2.3890000000000002,259.0,108.39299999999999,56,2.674
162,T162,,Lucas Glover,93,2.3890000000000002,277.8,116.265,57,2.6660000000000004
163,T162,,Kevin Na,86,2.3890000000000002,267.2,111.87200000000001,49,2.634
164,165,,Hudson Swafford,94,2.385,292.6,122.69200000000001,54,2.595
165,166,,Fabián Gómez,61,2.384,269.7,113.125,41,2.594
166,T167,,Graeme McDowell,56,2.3819999999999997,261.2,109.661,33,2.695
167,T167,,Jhonattan Vegas,95,2.3819999999999997,293.2,123.104,45,2.65
168,169,,Ryan Brehm,83,2.381,304.7,127.941,27,2.593
169,170,,Robert Streb,98,2.378,275.9,116.061,62,2.682
170,T171,,Charles Howell III,86,2.375,275.7,116.09100000000001,50,2.613
171,T171,,Charl Schwartzel,63,2.375,283.3,119.273,33,2.62
172,T173,,Jim Herman,77,2.374,275.3,115.973,51,2.616
173,T173,,Ian Poulter,72,2.374,262.5,110.557,44,2.5340000000000003
174,T175,,Spencer Levin,89,2.373,255.8,107.787,60,2.592
175,T175,,Kevin Tway,96,2.373,291.0,122.626,47,2.6289999999999996
176,T177,,Wesley Bryan,95,2.37,259.4,109.463,52,2.613
177,T177,,Bubba Watson,71,2.37,287.9,121.499,35,2.603
178,179,,Jim Furyk,54,2.367,254.1,107.345,35,2.5989999999999998
179,180,,Ryo Ishikawa,56,2.366,276.2,116.772,36,2.6889999999999996
180,T181,,Ken Duke,77,2.356,250.9,106.477,40,2.526
181,T181,,Branden Grace,70,2.356,272.7,115.726,31,2.642
182,183,,Gonzalo Fernandez-Castaño,63,2.352,272.6,115.94200000000001,31,2.5980000000000003
183,184,,Bryce Molder,74,2.345,257.8,109.96600000000001,58,2.585
184,185,,Søren Kjeldsen,58,2.34,255.9,109.395,27,2.614
185,186,,Jonathan Randolph,68,2.336,266.6,114.116,44,2.56
186,187,,Mark Hubbard,81,2.332,269.1,115.37700000000001,52,2.551
187,188,,Ollie Schniederjans,92,2.313,285.0,123.22,41,2.696
188,189,,Ricky Barnes,100,2.286,265.2,116.029,43,2.614
189,190,,Rod Pampling,71,2.282,258.5,113.319,43,2.529
