,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
426,T420,,Jason Schmuhl,2,321,Safeway Open,1,14,552
427,T420,,Brendon Todd,21,321,Byron Nelson,2,3,19
428,T420,,Marc Turnesa,8,321,Barbasol Champ,1,5,819
429,T430,,Brian Davis,2,320,Wyndham Champ,1,2,752
430,T430,,Mark Hensby,4,320,Barbasol Champ,2,14,819
431,T430,,Kent Jones,2,320,Barbasol Champ,1,5,819
432,T430,,Jim Knous,2,320,Phoenix Open,2,15,510
433,T430,,Tim Petrovic,6,320,Sanderson Farms,4,2,746
434,T430,,Brad Sill,2,320,Barbasol Champ,2,2,819
435,T436,,Brooks Blackburn,2,319,RBC Heritage,2,3,12
436,T436,,Steve Flesch,2,319,Sanderson Farms,2,5,746
437,T436,,Jonathan Garrick,8,319,Mayakoba,2,5,733
438,T436,,Dudley Hart,2,319,Barbasol Champ,2,2,819
439,T436,,Matt Hill,2,319,Canadian Open,1,11,32
440,T436,,Jazz Janewattananond,2,319,DEAN & DELUCA,1,1,21
441,T436,,Jerry Kelly,20,319,Sony Open,1,8,6
442,T436,,Michael Lorenzo-Vera,4,319,The Open,4,2,541
443,T436,,Justin Lower,4,319,Wells Fargo,4,8,235
444,T436,,Sahith Theegala,6,319,Genesis Open,3,15,500
445,T446,,Rich Beem,2,318,PGA Championshi,2,1,241
446,T446,,Fred Couples,4,318,Masters,4,2,14
447,T446,,Chip Deason,5,318,St. Jude,3,3,513
448,T446,,Mookie DeMoss,2,318,Barbasol Champ,2,2,819
449,T446,,Jhared Hack,2,318,Canadian Open,1,11,32
450,T446,,Justin Leonard,4,318,Texas Open,3,4,770
451,T446,,Sandy Lyle,4,318,The Open,1,2,541
452,T446,,Mark Silvers,2,318,The RSM Classic,2,18,776
453,T446,,Jordan Zunic,4,318,WGC-HSBC Champ.,2,14,766
454,T455,,Scott Gregory,6,317,the Memorial,1,18,23
455,T455,,Cheng Jin,2,317,RBC Heritage,1,12,12
456,T455,,Jeff Overton,2,317,Honda Classic,2,12,734
457,T458,,Yi Keun Chang,4,316,The Open,3,1,541
458,T458,,Gregor Main,2,316,Safeway Open,2,9,552
459,T458,,Shaun Micheel,7,316,Barbasol Champ,1,14,819
460,T461,,Craig Barlow,11,315,Sanderson Farms,1,5,746
461,T461,,Bradley Dredge,6,315,WGC-HSBC Champ.,4,18,766
462,T461,,Phachara Khongwatmai,2,315,The Open,1,2,541
463,T461,,Haydn McCullen,2,315,The Open,1,2,541
464,T461,,Adam Rainaud,2,315,PGA Championshi,1,1,241
465,T461,,Toby Tree,4,315,The Open,1,2,541
466,T461,,Paul Waring,2,315,The Open,2,1,541
467,T468,,Rodolfo Cazaubón,2,314,Mayakoba,2,5,733
468,T468,,Cameron Davis,4,314,Mayakoba,3,5,733
469,T468,,Colt Knost,11,314,Sony Open,2,10,6
470,T468,,Julian Suri,2,314,The Open,1,2,541
471,T468,,Xinjun Zhang,4,314,WGC-HSBC Champ.,3,18,766
472,T473,,Alexander Björk,2,313,The Open,1,2,541
473,T473,,Michael Block,2,313,Genesis Open,2,3,500
474,T473,,Alan Cooke,2,313,The Greenbrier,1,2,771
475,T473,,Robert Dinwiddie,2,313,The Open,1,2,541
476,T473,,Robert Gamez,4,313,Barbasol Champ,1,2,819
477,T473,,Chase Koepka,6,313,Wells Fargo,1,16,235
478,T473,,Ryan Vermeer,2,313,PGA Championshi,2,12,241
479,T480,,Todd Baek,2,312,Farmers Ins.,2,13,104
480,T480,,Thomas Bjørn,2,312,PGA Championshi,1,11,241
481,T480,,Adam Bland,2,312,The Open,1,2,541
482,T480,,Connor Syme,2,312,The Open,1,2,541
483,T480,,Ashley Hall,2,312,The Open,1,2,541
484,T480,,Craig Hocknull,2,312,Phoenix Open,1,5,510
485,T480,,S.M. Lee,2,312,Barbasol Champ,1,5,819
486,T480,,Len Mattiace,2,312,Barbasol Champ,1,2,819
487,T480,,David McNabb,2,312,PGA Championshi,2,1,241
488,T480,,Brian Rowell,2,312,Sanderson Farms,2,12,746
489,T480,,Nicholas Thompson,5,312,AT&T Pebble,1,14,5
490,T491,,Cameron Beckman,6,311,Barbasol Champ,2,2,819
491,T491,,Jinho Choi,1,311,Genesis Open,1,1,500
492,T491,,David Horsey,2,311,The Open,1,2,541
493,T494,,Wes Homan,2,310,Barbasol Champ,1,5,819
494,T494,,Rod Perry,4,310,Valspar Champ,2,10,665
495,T494,,Brian Smock,1,310,PGA Championshi,1,1,241
496,T494,,Martín Ureta,2,310,Puerto Rico,1,2,742
497,T494,,Mike Weir,7,310,Canadian Open,1,16,32
498,T499,,Daisuke Kataoka,2,309,Sony Open,2,2,6
499,T499,,Neal Lancaster,3,309,AT&T Pebble,1,13,205
500,T499,,Clayton Portz,2,309,The Greenbrier,2,17,771
501,T499,,Max Rottluff,2,309,Farmers Ins.,1,5,4
502,T499,,Heath Slocum,6,309,Barbasol Champ,1,2,819
503,T499,,Duffy Waldorf,2,309,Barbasol Champ,1,2,819
504,T505,,Mike Small,2,308,PGA Championshi,2,12,241
505,T505,,Omar Uresti,6,308,Barbasol Champ,1,2,819
506,T507,,Gi-Whan Kim,2,307,The Open,1,2,541
507,T507,,Stuart Manley,2,307,The Open,1,2,541
508,T507,,Ryan Zylstra,2,307,The Greenbrier,1,7,771
509,T510,,Darren Clarke,2,306,The Open,1,2,541
510,T510,,Michael Hebert,2,306,Safeway Open,1,13,552
511,T510,,David Hronek,2,306,Arnold Palmer,2,15,9
512,T513,,Brad Adamonis,2,304,The RSM Classic,2,11,776
513,T513,,Austin Connelly,4,304,The Open,1,2,541
514,T513,,Austin Cook,2,304,Sanderson Farms,1,12,746
515,T513,,Chris Evans,4,304,CareerBuilder,3,7,233
516,T513,,Joey Garber,2,304,Honda Classic,2,13,734
517,T513,,Lee Janzen,2,304,Barbasol Champ,2,2,819
518,T513,,Chris Moody,2,304,PGA Championshi,1,16,241
519,T513,,Chris Nido,2,304,Puerto Rico,1,2,742
520,T513,,Bryn Parry,2,304,Canadian Open,2,17,32
521,T513,,Marcelo Rozo,2,304,Puerto Rico,2,2,742
522,T523,,Josh Broadaway,2,303,The RSM Classic,1,18,776
523,T523,,Zecheng Dou,4,303,WGC-HSBC Champ.,3,14,766
524,T523,,David Drysdale,4,303,The Open,4,2,541
525,T526,,Darren Fichardt,2,302,The Open,1,2,541
526,T526,,Edward Figueroa,2,302,Puerto Rico,2,2,742
527,T528,,Mike Genovese,2,300,Barbasol Champ,2,2,819
528,T528,,Stewart Hagestad,6,300,Masters,3,2,14
529,T528,,Jaysen Hansen,2,300,PGA Championshi,1,1,241
530,T528,,Bernhard Langer,4,300,THE PLAYERS,2,1,11
531,T528,,Matthew NeSmith,2,300,Mayakoba,2,5,733
532,533,,Mark O'Meara,4,299,The Open,1,2,541
533,T534,,Oscar Fraustro,4,298,Mayakoba,1,5,733
534,T534,,David Muttitt,2,298,PGA Championshi,2,3,241
535,T534,,Kevin Shields,1,298,The Greenbrier,1,17,771
536,T537,,George Coetzee,6,297,WGC-HSBC Champ.,4,14,766
537,T537,,Fred Funk,3,297,Sony Open,1,6,6
538,T537,,Ryan McCormick,2,297,Puerto Rico,2,2,742
539,T537,,Jay McLuen,4,297,Puerto Rico,1,2,742
540,541,,Chan Shih-chang,8,295,WGC-HSBC Champ.,4,14,766
541,T542,,Billy Downes,2,294,Travelers Champ,2,7,503
542,T542,,Stephen Gangluff,2,294,Honda Classic,1,6,734
543,T542,,Drew Goff,2,294,Sanderson Farms,2,9,746
544,T542,,Sung Joon Park,3,294,St. Jude,1,17,513
545,T546,,Abraham Ancer,4,293,Mayakoba,2,5,733
546,T546,,Wade Binfield,2,293,Puerto Rico,1,5,742
547,T548,,Todd Hamilton,2,292,The Open,1,2,541
548,T548,,Nick McCarthy,2,292,The Open,1,2,541
549,T548,,Peter Williamson,2,292,Puerto Rico,2,2,742
550,551,,Nathan Holman,4,290,WGC-HSBC Champ.,1,14,766
551,552,,WC Liang,4,289,WGC-HSBC Champ.,2,14,766
552,T553,,Jacques Blaauw,4,288,WGC-HSBC Champ.,2,14,766
553,T553,,Larry Mize,4,288,Masters,3,2,14
554,T555,,Keith Clearwater,2,287,DEAN & DELUCA,1,18,21
555,T555,,Greg Gregory,2,287,PGA Championshi,1,15,241
556,T557,,Ashun Wu,4,286,WGC-HSBC Champ.,1,18,766
557,T557,,Tom Lehman,2,286,The Open,1,2,541
558,T557,,Soomin Lee,8,286,WGC-HSBC Champ.,2,14,766
559,T560,,Grégory Bourdy,6,285,WGC-HSBC Champ.,4,14,766
560,T560,,Mark Foster,2,285,The Open,1,2,541
561,T560,,Chris Gilley,2,285,Farmers Ins.,2,18,104
562,T563,,Robert Calvesbert,2,284,Puerto Rico,1,2,742
563,T563,,Ben Curtis,4,284,Sanderson Farms,1,9,746
564,T565,,Paul Claxton,2,283,PGA Championshi,2,12,241
565,T565,,Scott Hebert,2,283,PGA Championshi,2,5,241
566,T565,,Sebastián Vázquez,2,283,Mayakoba,1,13,733
567,568,,Shiv Kapur,2,282,The Open,1,2,541
568,569,,Ray Otis,3,280,AT&T Pebble,2,13,205
569,T570,,José María Olazábal,2,279,Masters,1,1,14
570,T570,,Tim Weinhart,2,279,The RSM Classic,1,13,776
571,T570,,Ian Woosnam,2,279,Masters,1,1,14
572,573,,Toto Gana,2,275,Masters,2,1,14
573,574,,Brad Dalke,4,272,Masters,1,1,14
574,575,,Huilin Zhang,4,268,WGC-HSBC Champ.,2,14,766
575,576,,Mark Brooks,3,263,CareerBuilder,1,15,704
576,577,,Matthew Millar,4,258,WGC-HSBC Champ.,2,14,766
