,Driving_Pct._300_Measured_RANK THIS WEEK,Driving_Pct._300_Measured_RANK LAST WEEK,Driving_Pct._300_Measured_PLAYER NAME,Driving_Pct._300_Measured_ROUNDS,Driving_Pct._300_Measured_%,Driving_Pct._300_Measured_TOTAL DRIVES FOR 300+,Driving_Pct._300_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300_Measured_RELATIVE TO PAR
0,1,,Rory McIlroy,51,80.88,55,68,-0.36
1,2,,Ryan Brehm,83,72.6,106,146,-0.24
2,3,,Dustin Johnson,77,70.83,85,120,-0.29
3,4,,Luke List,102,70.41,138,196,-0.36
4,5,,Brooks Koepka,88,70.31,90,128,-0.18
5,6,,Andrew Loupe,55,69.23,72,104,-0.24
6,7,,Brandon Hagy,85,68.83,106,154,-0.22
7,8,,Kevin Tway,96,67.61,119,176,-0.24
8,9,,Patrick Rodgers,76,65.71,92,140,-0.25
9,10,,Justin Thomas,86,65.57,80,122,-0.15
10,11,,Gary Woodland,94,65.49,93,142,-0.32
11,12,,Hudson Swafford,94,65.48,110,168,-0.29
12,13,,Trey Mullinax,88,65.38,102,156,-0.26
13,14,,Jason Day,71,65.18,73,112,-0.25
14,15,,Kevin Chappell,95,63.19,91,144,-0.14
15,16,,Tony Finau,106,63.02,121,192,-0.31
16,17,,J.B. Holmes,83,61.67,74,120,-0.36
17,18,,Jon Rahm,90,61.64,90,146,-0.29
18,19,,Jason Kokrak,95,61.49,107,174,-0.07
19,20,,Grayson Murray,94,61.11,110,180,-0.34
20,21,,Matt Jones,64,59.82,67,112,-0.25
21,22,,Smylie Kaufman,76,59.7,80,134,-0.25
22,23,,Adam Scott,58,58.75,47,80,-0.30
23,24,,Jamie Lovemark,98,58.33,98,168,-0.33
24,25,,Byeong Hun An,77,58.04,65,112,-0.26
25,26,,Bubba Watson,71,57.84,59,102,-0.29
26,27,,Xander Schauffele,96,57.74,97,168,-0.24
27,28,,Ryan Palmer,61,55.88,57,102,-0.04
28,29,,Ollie Schniederjans,92,55.75,97,174,-0.28
29,30,,Hideki Matsuyama,83,55.36,62,112,-0.27
30,31,,Tag Ridings,67,55.08,65,118,-0.29
31,32,,Justin Rose,66,54.63,59,108,-0.20
32,33,,Nick Watney,75,54.35,75,138,-0.20
33,34,,Harris English,84,54.17,78,144,-0.27
34,35,,Billy Horschel,88,53.05,87,164,-0.32
35,36,,Robert Garrigus,78,52.78,76,144,-0.24
36,T37,,Graham DeLaet,82,52.63,80,152,-0.36
37,T37,,Harold Varner III,101,52.63,100,190,-0.16
38,39,,Jhonattan Vegas,95,51.32,78,152,-0.19
